SSC_mark,SSC_Smoothed_Filtered_right_TA,SSC_Smoothed_Filtered_right_RF,SSC_Smoothed_Filtered_right_VM,SSC_Smoothed_Filtered_right_MG,SSC_Smoothed_Filtered_left_TA,SSC_Smoothed_Filtered_left_RF,SSC_Smoothed_Filtered_left_VM,SSC_Smoothed_Filtered_left_MG
0,77,45,44,37,62,77,74,50
0,69,55,50,36,59,84,73,40
0,61,59,56,51,61,81,69,31
0,56,62,61,57,61,70,59,33
0,60,63,63,57,69,67,61,39
0,62,76,73,51,76,53,61,41
0,68,74,74,37,86,47,59,40
0,71,76,73,45,86,53,61,39
0,67,73,66,42,79,57,56,31
0,70,68,64,48,63,57,45,32
0,74,68,58,63,59,61,50,36
0,73,60,51,68,59,55,55,43
0,63,62,41,67,68,59,61,55
0,46,60,40,54,65,54,69,63
0,50,58,42,43,63,56,70,67
0,56,55,52,47,66,61,68,66
0,62,54,53,47,65,64,61,54
0,59,60,62,43,67,62,58,52
0,61,54,63,42,61,56,58,45
0,71,63,65,42,49,52,56,39
0,67,60,63,40,36,55,56,36
0,69,59,60,44,29,59,43,27
0,64,56,56,44,36,57,45,28
0,64,55,56,55,42,46,41,32
0,62,51,50,67,48,46,49,36
0,53,46,49,61,52,46,59,34
0,48,54,45,60,49,58,64,32
0,40,56,34,47,53,60,65,34
0,40,55,30,44,52,56,59,48
0,47,49,27,50,49,54,46,59
0,47,44,41,44,45,55,42,66
0,55,50,54,40,39,60,42,65
0,54,39,63,41,36,59,45,63
0,50,45,63,48,41,48,39,48
0,47,40,60,53,36,38,32,39
0,49,42,54,45,37,31,27,25
0,53,44,50,42,34,26,35,32
0,51,50,44,53,36,45,45,37
0,58,50,49,61,38,52,55,46
0,58,44,48,65,52,62,57,57
0,66,46,42,51,49,49,58,53
0,67,52,48,42,50,40,46,57
0,72,57,54,42,42,33,45,55
0,68,61,58,45,38,35,44,58
0,58,60,58,39,44,44,52,57
0,60,63,55,35,49,45,51,57
0,57,67,63,35,45,43,48,47
0,57,64,64,35,41,44,40,40
0,46,59,63,37,41,47,33,31
0,43,54,58,47,40,48,24,25
0,41,54,53,64,44,50,29,30
0,55,44,41,81,47,55,37,34
0,54,50,44,71,49,61,57,38
0,49,43,44,53,52,58,63,41
0,48,53,49,34,51,45,60,43
0,45,53,44,30,52,34,51,48
0,45,57,39,38,56,32,45,47
0,53,49,39,38,55,42,50,47
0,59,44,37,38,58,39,53,48
0,57,48,42,41,53,31,47,40
0,62,45,44,47,54,26,47,41
0,64,50,54,39,56,30,37,40
0,62,58,62,36,51,30,38,39
0,65,53,55,40,41,31,26,32
0,55,54,50,47,34,40,33,29
0,54,45,41,55,39,46,38,34
0,49,42,42,53,49,49,58,50
0,48,47,38,53,52,46,59,53
0,55,54,52,48,56,44,57,54
0,61,64,46,47,57,49,46,52
0,76,53,58,43,49,47,42,49
0,64,44,54,32,47,44,44,51
0,62,34,58,28,48,40,54,51
0,53,47,69,28,52,34,49,45
0,58,55,72,32,54,31,44,37
0,53,51,79,34,49,30,40,27
0,53,43,72,36,46,28,29,28
0,50,48,56,40,42,31,29,25
0,60,48,45,48,44,29,44,28
0,64,54,41,51,50,42,55,29
0,56,45,37,45,50,56,61,33
0,62,49,36,45,41,56,52,43
0,68,54,37,31,43,47,42,47
0,77,61,35,46,40,42,29,56
0,67,55,35,41,43,41,30,53
0,63,52,43,37,42,44,33,51
0,58,38,60,38,34,39,33,47
0,60,38,75,38,36,39,33,41
0,55,41,73,39,35,52,33,37
0,53,52,74,35,38,56,33,29
0,45,62,64,45,38,56,29,27
0,39,71,61,45,36,53,31,29
0,51,64,53,50,36,36,41,34
0,61,55,53,41,41,45,53,35
0,63,49,46,40,43,46,56,32
0,57,52,45,35,42,52,49,33
0,57,65,45,46,34,52,48,36
0,62,69,46,47,30,50,46,47
0,56,63,46,39,32,54,47,52
0,51,51,49,32,48,56,46,59
0,54,37,66,26,56,54,40,57
0,64,42,69,31,56,52,39,49
0,74,47,65,34,51,41,31,36
0,68,52,57,39,50,38,33,29
0,65,53,50,45,42,36,38,26
0,54,43,48,48,37,38,42,32
0,66,40,42,58,43,39,49,39
0,62,43,32,65,47,44,57,37
0,66,49,36,73,50,46,68,41
0,59,50,42,58,39,38,67,38
0,42,44,42,53,34,40,63,43
0,44,42,42,41,28,35,53,49
0,48,36,43,49,32,43,59,62
0,53,46,50,44,46,46,57,61
0,55,54,60,50,52,42,64,60
0,44,59,59,53,50,40,56,52
0,46,56,54,53,45,36,48,47
0,43,52,56,59,47,35,38,35
