Time,right_TA,right_RF,right_VM,right_MG,left_TA,left_RF,left_VM,left_MG,mark
0.0,0.025306,-0.179659,-0.0995476,-0.0293381,-0.0321952,0.00850532,0.000202363,-0.0341132,
0.001,-0.0134133,-0.136007,-0.0906872,-0.0257624,-0.0422445,-0.00289704,-0.00793372,-0.0463016,
0.002,-0.0385529,-0.105112,-0.0852797,-0.0221025,-0.0893919,-0.0107421,-0.0133897,-0.0479441,
0.003,-0.0652134,-0.103868,-0.0722366,-0.0191101,-0.185076,-0.00978526,-0.0200262,-0.0510981,
0.004,-0.0823025,-0.0849367,-0.0526984,-0.0153025,-0.265015,-0.0154219,-0.021947,-0.0732256,
0.005,-0.0980502,-0.0714499,-0.0305436,-0.0143696,-0.283853,-0.0238549,-0.0219071,-0.104399,
0.006,-0.106095,-0.0592077,-0.0034751,-0.0116727,-0.183192,-0.0332026,-0.0265429,-0.108351,
0.007,-0.0925138,-0.0460005,0.0212255,-0.0103141,-0.00305325,-0.0368737,-0.035868,-0.0831127,
0.008,-0.090847,-0.0426892,0.0394228,-0.0157946,0.198671,-0.0278195,-0.0434727,-0.0598363,
0.009,-0.0873823,-0.0330396,0.0476046,-0.0214523,0.183386,0.00417144,-0.0374699,-0.0596874,
0.01,-0.0568591,-0.0222556,0.0499138,-0.0272131,0.11652,0.0209296,-0.0155301,-0.0589019,
0.011,0.0215389,-0.0190796,0.0563464,-0.0294681,0.143917,0.0208665,0.00153788,-0.0405509,
0.012,0.0441537,-0.0253132,0.072644,-0.0293882,0.161571,-0.0107021,0.0107212,-0.0242122,
0.013,-0.00275253,-0.0268387,0.0937444,-0.030128,0.146545,-0.0422202,0.0052333,-0.0232001,
0.014,-0.0368766,-0.00657209,0.103902,-0.0301471,0.0850296,-0.0401122,-0.00222045,-0.0233487,
0.015,-0.00370241,0.0117539,0.104519,-0.031667,0.0548134,-0.0154145,0.00145587,-0.0138584,
0.016,0.0283781,0.027539,0.101136,-0.0337543,0.0319803,0.0193279,0.00760774,0.00102872,
0.017,0.01177,0.0473681,0.0900619,-0.0348904,0.0256157,0.0298228,0.0172529,0.0119402,
0.018,0.0355428,0.0584553,0.0837718,-0.0373173,0.0533279,0.0186163,0.023447,0.0101178,
0.019,0.0995702,0.0774816,0.0951002,-0.0408289,0.059845,-0.0026974,0.0237753,-0.000535016,
0.02,0.153075,0.103873,0.112278,-0.0480713,0.0558192,-0.0282872,0.0190415,-0.0123205,
0.021,0.139621,0.105888,0.126526,-0.0542049,0.0483958,-0.0360749,0.014943,-0.018598,
0.022,0.12736,0.0896836,0.130299,-0.0600265,0.028885,-0.0511201,0.0220522,-0.0236081,
0.023,0.123998,0.0798583,0.134897,-0.0612644,0.0161234,-0.0644815,0.0295422,-0.0317231,
0.024,0.11059,0.0770088,0.140838,-0.0599445,0.013534,-0.0677569,0.0337461,-0.0388874,
0.025,0.0907424,0.0822973,0.147846,-0.0564179,0.0126432,-0.072213,0.0336568,-0.0437381,
0.026,0.0662031,0.0966528,0.154962,-0.0510071,0.00684327,-0.0840041,0.0305692,-0.0486617,
0.027,0.0583696,0.0825341,0.170568,-0.0432993,-0.00030477,-0.0977379,0.0320022,-0.05288,
0.028,0.0749036,0.037601,0.182676,-0.0372114,-0.0475194,-0.102371,0.0316421,-0.0535966,
0.029,0.0896036,-0.000208145,0.176733,-0.0332723,-0.0898697,-0.0990935,0.0304403,-0.0456031,
0.03,0.115323,-0.0358035,0.171532,-0.0326283,-0.0865393,-0.091829,0.0306413,-0.0414912,
0.031,0.171541,-0.0620893,0.169794,-0.0312778,-0.101949,-0.0868336,0.0299157,-0.0301151,
