Time,right_TA,right_RF,right_VM,right_MG,left_TA,left_RF,left_VM,left_MG,mark
0.0,0.0626443,0.00302035,-0.0518696,0.0188956,-0.103749,0.0278286,0.031599,0.0305444,
0.001,0.0689127,0.0168947,-0.0306358,0.0215353,-0.064072,0.0275165,0.0233994,0.0133614,
0.002,0.0659688,0.0253096,-0.0261676,0.0262231,0.00758836,0.0244109,0.0231751,-0.000844215,
0.003,0.0572178,0.0331942,-0.02909,0.0297993,0.00345124,0.0231718,0.0255667,-0.00739993,
0.004,0.0520232,0.0511759,-0.0333852,0.0345091,-0.115555,0.0299242,0.0259327,-0.0342259,
0.005,0.0485045,0.0507641,-0.0317292,0.039442,-0.209902,0.0314522,0.0195826,-0.0471022,
0.006,0.0429023,0.0373306,-0.0242394,0.0438098,-0.294163,0.0235026,0.0117452,-0.0435768,
0.007,0.0383731,0.0269548,-0.0167377,0.0497707,-0.397252,0.0145344,0.00764937,-0.0294774,
0.008,0.0347946,0.0221323,-0.0107003,0.0542093,-0.407152,0.0132662,0.00751856,-0.000713866,
0.009,0.032054,0.0185903,-0.00738812,0.0594122,-0.155876,0.0143913,0.00867687,0.041148,
0.01,0.0286307,0.0168876,0.00205379,0.0616735,0.175913,0.0133162,0.00597312,0.0620414,
0.011,0.0260551,0.011114,0.0138638,0.0649093,0.340347,0.0124782,0.00208783,0.0356215,
0.012,0.022805,0.00471548,0.0226511,0.0653994,0.356229,0.0132673,0.00146752,-0.0625208,
0.013,0.0175757,0.0105875,0.0294622,0.0642128,0.395488,0.0126158,0.000830585,-0.203878,
0.014,0.0135125,0.0170618,0.0337969,0.0629935,0.306364,0.0156865,-0.00335877,-0.35497,
0.015,0.0104808,0.0225789,0.0373698,0.0603246,0.244046,0.0183927,-0.00703032,-0.462732,
0.016,0.0119043,0.0343035,0.0409551,0.0585406,0.201044,0.019341,-0.00738879,-0.547666,
0.017,0.0150223,0.0441822,0.0452188,0.0553949,0.180669,0.0194691,-0.00984753,-0.529136,
0.018,0.0117692,0.0622937,0.0493121,0.0553404,0.162911,0.0217231,-0.0119672,-0.415073,
0.019,0.00588208,0.0681928,0.05179,0.0551021,0.136887,0.0250742,-0.0116483,-0.364797,
0.02,0.00131752,0.0415377,0.057802,0.0504425,0.0862123,0.0300445,-0.0148961,-0.303198,
0.021,-0.00419854,0.0132641,0.0696255,0.0448349,0.0366718,0.0313999,-0.0169346,-0.0693209,
0.022,-0.0154479,0.00438787,0.0707481,0.0377389,0.0083613,0.0296211,-0.0186175,0.187727,
0.023,-0.0364978,-0.00399493,0.0590781,0.0329548,-0.00566317,0.0294005,-0.023517,0.291726,
0.024,-0.043839,-0.0267562,0.0478055,0.0273621,-0.000882806,0.0312254,-0.0275969,0.249414,
0.025,-0.0428369,-0.0624092,0.0475867,0.0211142,-0.0281201,0.0340803,-0.030219,0.248543,
0.026,-0.0381869,-0.0833367,0.041294,0.0136423,-0.0671175,0.0384973,-0.0329707,0.257115,
0.027,-0.0311339,-0.0956197,0.0319355,0.00659445,-0.110227,0.0420859,-0.0336752,0.146157,
0.028,-0.0206477,-0.0953604,0.0292172,-0.00144674,-0.0969569,0.0477518,-0.0325999,0.0266557,
0.029,-0.000914207,-0.0849715,0.0230247,-0.00743536,-0.0387441,0.0516023,-0.0306991,-0.099875,
0.03,0.00748523,-0.0552901,0.0124681,-0.0101852,-0.022358,0.0566741,-0.0288028,-0.199444,
0.031,-0.0109623,-0.0184376,0.00461471,-0.0150761,-0.00601695,0.0627375,-0.0276265,-0.213919,
0.032,-0.0141236,-0.00193002,0.00199065,-0.0175132,0.0328173,0.0660417,-0.0270723,-0.11732,
0.033,-0.017545,0.00257535,0.0081448,-0.0199342,0.0169976,0.0662113,-0.0305927,0.0869482,
0.034,-0.0310765,0.0030783,0.0253486,-0.023022,-0.0323182,0.0672005,-0.0326244,0.270261,
0.035,-0.0446932,-0.00270374,0.0405803,-0.0238158,-0.0548001,0.0688666,-0.0312199,0.460784,
0.036,-0.0462114,-0.011722,0.0511337,-0.0240349,-0.0723711,0.0710798,-0.0268566,0.632363,
0.037,-0.0259386,-0.026278,0.0504635,-0.0244588,-0.0834127,0.0701803,-0.0220981,0.727146,
0.038,-0.0161124,-0.0426349,0.0443648,-0.0264604,-0.0865851,0.0708365,-0.0205751,0.763233,
0.039,-0.0295392,-0.0497603,0.0371659,-0.0305051,-0.0680409,0.0713839,-0.0211373,0.705699,
0.04,-0.0373693,-0.0368041,0.0319046,-0.0320137,-0.0280969,0.0711026,-0.0213583,0.517487,
0.041,-0.0374671,-0.0193968,0.0262218,-0.0306044,0.00798703,0.0700857,-0.0241095,0.3386,
0.042,-0.0408102,0.000997228,0.0209239,-0.0288076,0.0227176,0.0662947,-0.0254659,0.24925,
0.043,-0.0426585,0.015286,0.0103275,-0.0273907,0.0167891,0.062957,-0.0241825,0.198785,
0.044,-0.0488589,0.0213572,0.00304566,-0.0284287,0.000899719,0.0607252,-0.0227522,0.164483,
0.045,-0.0601586,0.0160414,-0.00132017,-0.0273132,-0.0170585,0.0566097,-0.0247414,0.124511,
0.046,-0.0693604,0.0434681,-0.00030347,-0.024338,-0.0316791,0.0515942,-0.0261082,0.0672017,
0.047,-0.0546914,0.0889417,-0.00245322,-0.0204867,-0.0390363,0.0486611,-0.0240831,-0.0378793,
0.048,-0.0358599,0.104914,-0.00802279,-0.0173224,-0.0294322,0.0454029,-0.0233944,-0.152036,
0.049,-0.0235129,0.0995521,-0.0115313,-0.0140612,-0.0173315,0.0404576,-0.0217286,-0.26732,
0.05,-0.014019,0.0942447,-0.0139408,-0.0128634,0.00248883,0.0376268,-0.0192264,-0.317325,
0.051,-0.00918644,0.0975083,-0.0125467,-0.0077795,0.028789,0.0330835,-0.0195595,-0.251757,
0.052,-0.00274082,0.0953494,-0.00646861,-0.0036369,0.042016,0.0292142,-0.0201989,-0.0658548,
0.053,0.00858292,0.0707981,0.000758477,0.00107784,0.0268483,0.0273617,-0.0182541,0.06981,
0.054,-0.0142498,0.0328114,0.00536821,0.00412536,0.0100095,0.0237087,-0.0155082,0.126976,
0.055,-0.0450526,0.000575816,0.00626205,0.00570985,-0.00174908,0.0192277,-0.0127969,0.129424,
0.056,-0.0519783,-0.0186328,0.00677632,0.00602118,-0.00831909,0.0140621,-0.0115493,0.0761567,
0.057,-0.0566742,-0.0356544,0.00483128,0.00806789,-0.00539916,0.00975815,-0.0136926,0.0872555,
0.058,-0.0275081,-0.0591347,6.84e-05,0.0123011,6.56e-06,0.00409926,-0.0158982,0.116846,
0.059,0.0213816,-0.0737906,3.38e-06,0.0162555,-0.00453665,-0.000560117,-0.0167134,0.124522,
0.06,0.0351185,-0.0771475,-0.00168326,0.019223,-0.012652,-0.00432406,-0.0177325,0.0990327,
0.061,0.0496108,-0.0756766,-0.000503293,0.0191897,-0.0188115,-0.00658042,-0.0174947,0.0777402,
0.062,0.0306082,-0.0693266,0.00171751,0.0215255,-0.0409385,-0.00681415,-0.0126214,0.0524236,
0.063,0.00769854,-0.0623479,0.00552171,0.0244619,-0.0482801,-0.00318194,-0.00875032,0.00470533,
0.064,0.0127933,-0.0541591,0.0106535,0.0236345,-0.037844,0.00870388,-0.00647873,-0.0413685,
0.065,0.0377208,-0.0577333,0.0126284,0.0238177,-0.0270463,0.0112944,-0.00559966,-0.0856198,
0.066,0.0745517,-0.0437618,0.0139856,0.0248654,-0.0443611,0.00230263,-0.00167197,-0.125778,
0.067,0.113507,-0.0268217,0.0169195,0.0259334,-0.0602315,-0.0123507,0.000601691,-0.151405,
0.068,0.0929898,0.00104217,0.0119656,0.0241738,-0.0520254,-0.0260885,0.00214233,-0.143,
0.069,0.0773479,0.0387881,0.00450462,0.0242371,0.0151301,-0.0311235,0.0065834,-0.154197,
0.07,0.0695659,0.0755048,-0.0022216,0.0279906,0.0715615,-0.0371149,0.00781891,-0.151682,
0.071,0.0671862,0.0996576,-0.00329881,0.029217,-0.00148875,-0.0459992,-0.00151046,-0.141587,
0.072,0.0758343,0.0978723,-0.00375157,0.0296653,-0.0175617,-0.0473727,-0.00639702,-0.138476,
0.073,0.0825522,0.0864788,-0.00508068,0.0287236,-0.057369,-0.0542988,-0.00669908,-0.155545,
0.074,0.0768958,0.0746753,-0.00715434,0.0301258,-0.150561,-0.0673558,-0.00587663,-0.13951,
0.075,0.0747713,0.0661429,-0.00276705,0.0321147,-0.171995,-0.0699812,-0.00408706,-0.12977,
0.076,0.0841863,0.057651,-0.0013541,0.0331646,-0.0853109,-0.0572037,0.00135909,-0.175098,
0.077,0.0779301,0.0485434,-0.00676919,0.0340962,-0.0648896,-0.0411716,0.0084932,-0.264602,
0.078,0.043321,0.0347197,-0.01306,0.0370341,-0.0889665,-0.0352195,0.0198585,-0.391319,
0.079,0.00298643,0.01269,-0.0193444,0.038831,0.115955,-0.0379986,0.0333518,-0.427736,
0.08,-0.0440632,-0.000632767,-0.0255636,0.0396184,0.329345,-0.0468531,0.0393417,-0.400072,
0.081,-0.0879758,-0.00208782,-0.0281249,0.0395161,0.166916,-0.0608558,0.050852,-0.39029,
0.082,-0.0947763,-0.00038836,-0.0352995,0.0421827,-0.123143,-0.0720742,0.062048,-0.388794,
0.083,-0.0843931,0.00543174,-0.0421275,0.0471978,-0.176996,-0.0807787,0.0650677,-0.235634,
0.084,-0.0706072,0.0104996,-0.0422109,0.0492196,-0.147248,-0.0872209,0.0574572,-0.00830198,
0.085,-0.0426546,0.0191234,-0.0421392,0.0479214,0.0492639,-0.0923438,0.0485304,0.0790565,
0.086,-0.0714519,0.0328564,-0.0461744,0.0465932,0.355873,-0.094844,0.0442062,0.0797458,
0.087,-0.106367,0.0381102,-0.0480335,0.0452361,0.403879,-0.0971623,0.0410388,0.0177841,
0.088,-0.0597865,0.0338756,-0.0479883,0.0424328,0.224984,-0.0978602,0.0403024,0.0171514,
0.089,0.0878039,0.033536,-0.0462895,0.0369809,0.207726,-0.0992539,0.0423655,0.116134,
0.09,0.163833,0.0322944,-0.0431677,0.0335309,0.175383,-0.101207,0.0432694,0.190955,
0.091,0.088227,0.0352359,-0.0402518,0.0332414,0.0714642,-0.10147,0.0410299,0.224426,
0.092,-0.000511232,0.0431621,-0.0382356,0.0328323,0.0229393,-0.100953,0.0382158,0.338106,
0.093,-0.028236,0.0538861,-0.038418,0.0337293,0.0183097,-0.100448,0.0377546,0.462434,
0.094,-0.0534451,0.0683245,-0.037648,0.0350235,0.0154018,-0.0949678,0.04144,0.591892,
0.095,-0.0627929,0.086527,-0.0353427,0.0380534,0.00194572,-0.0880523,0.0458209,0.6515,
0.096,-0.033579,0.0964525,-0.0331441,0.0439543,-0.0226066,-0.0806415,0.0464991,0.498597,
0.097,-0.00326484,0.0941703,-0.0303362,0.0465982,-0.0522545,-0.0728423,0.0453844,0.306164,
0.098,-0.0324874,0.0813591,-0.0291435,0.0407267,-0.134202,-0.065461,0.0434299,0.202397,
0.099,-0.0128522,0.0609771,-0.0258011,0.0268457,-0.209453,-0.0591903,0.0428811,0.147528,
0.1,0.0628837,0.0363531,-0.0262948,0.013966,-0.190373,-0.0496596,0.045661,0.0799536,
0.101,0.101266,0.0189009,-0.0322065,0.00843009,-0.139711,-0.0402186,0.0463114,0.0317424,
0.102,0.104261,0.0113131,-0.04485,0.00501163,-0.111127,-0.035881,0.049358,0.0112433,
0.103,0.0922947,0.0137011,-0.0511258,0.00486319,-0.175464,-0.0302962,0.0494681,-0.0340989,
0.104,0.0682191,0.0260733,-0.0539694,0.00752722,-0.182517,-0.0307573,0.0491566,-0.076361,
0.105,0.0431063,0.0554335,-0.0552302,0.00833512,-0.0678309,-0.030743,0.0477604,-0.0971702,
0.106,0.0236786,0.101279,-0.0522644,0.00965634,0.0310477,-0.0253465,0.0468429,-0.116297,
