MNF_mark,MNF_Smoothed_Filtered_right_TA,MNF_Smoothed_Filtered_right_RF,MNF_Smoothed_Filtered_right_VM,MNF_Smoothed_Filtered_right_MG,MNF_Smoothed_Filtered_left_TA,MNF_Smoothed_Filtered_left_RF,MNF_Smoothed_Filtered_left_VM,MNF_Smoothed_Filtered_left_MG
,76.92023030596414,31.412659182277007,55.83382922383366,30.29527981414799,97.57976369799097,52.04597377560354,55.387157087291605,32.17255439715077
,69.48545560030915,30.937284733622853,63.95585237778941,28.750350909617524,104.16113747939323,56.81988121514861,53.87403274383731,84.24046549767357
,80.02736747303834,33.201867869142795,44.46255984041127,44.22486266469193,84.63990406215555,52.609224711563925,36.934992217055644,80.72197783881785
,90.39245780900929,30.020505874695818,52.61452105803099,42.888803204447704,109.64230486666847,70.60945743008777,32.8469442352079,69.03449618877376
,104.92373376961115,30.458327462756838,58.596534467114424,37.78989787038999,100.14172843550583,67.06538845552079,54.920606104281376,61.38172009809834
,99.51677323889523,51.7105600632545,44.647364576442634,34.15507084037922,82.50807908090313,40.92245491078279,42.57507157166793,37.421999212004636
,86.47491486154792,55.46618904212366,48.9260039668409,31.499408397787345,93.79850196423634,43.961869526632974,36.42682933389234,32.016339209322716
,112.88728555798757,38.348529208348644,38.67576659184347,37.32654509650221,106.87233386048155,50.51154565202001,33.16899972241621,31.510011951591714
,101.45694596713518,31.060950706883784,33.86949947071537,88.22725877903343,96.60241428533655,43.92605658618371,36.82085869748144,34.902910504170755
,88.55814034367246,35.52721437250759,33.3934894966375,85.14353626645358,100.7743027572172,50.25152703291411,62.59230075672172,38.665321945846806
,102.21719931969879,46.49094130929382,35.59737444481237,80.94167956547787,99.70095501204719,49.303213152396765,64.02874620854698,36.596976454784055
,104.75455646361102,45.86682989873122,55.0846911336339,88.0304783066836,91.20424734002441,36.357599016124716,57.92222125790485,32.01139486960608
,90.82780151324133,40.55286527940765,41.54867077122885,86.94266434880424,97.96466578048535,38.47414194558896,53.952596129222144,33.522225919281745
,48.08968488587598,34.91036110623156,28.73736312857777,51.15008178316292,81.2952170115945,55.367886962806196,51.69961453386766,56.133805490563255
,35.55281017020714,31.7496633407655,38.183980424982956,37.31737746546756,55.9065248646579,52.497354815436644,58.82414547186536,56.62049026459576
,60.37542603163342,30.179283554502973,52.53767821767554,34.21282050604287,56.084555240869435,47.64164683187114,57.786253352094064,77.42572928358697
,89.70776044615423,44.23051294363069,57.57841383344063,27.081372452736726,59.03659091736042,34.90830956277902,28.01874376066415,65.4501276702754
,90.15011498277704,52.77514387467362,43.21950259522272,26.911413324668178,99.2336478736175,36.08881689230731,28.97906202056911,55.58368177411632
,84.39658531833933,41.380953828772334,39.41079318861819,36.84004742274593,98.25745343378314,33.22475872034447,29.813066267704652,33.027899063680515
,80.51015853328144,39.47141102975666,49.75165235995541,38.36106459818388,93.92288802179023,44.71168314927608,36.31875478024427,30.012562815313455
,49.667260099697764,56.08256002670598,37.96579994365886,46.71222506914745,83.98597297278855,47.70697862037389,40.41363388842606,41.6605250663699
,42.55329089541462,53.148409748222555,32.312176846770036,43.7745814392649,93.35931883122414,51.074068991794306,36.976385920399956,41.59755694871612
,42.91651183944462,45.17678945974841,38.08796211917402,51.4515185930517,92.71494713706174,53.558662597760446,41.33168167930408,35.60270716432433
,87.15549335426842,32.70021731832855,41.80954229369119,36.850739345592245,73.87964068819548,60.96777143889343,68.28586294601612,42.60308996323421
,88.42387141356235,32.86819532770846,47.38022136910411,35.69489501514541,83.89847245328599,43.6669591382761,69.84380331738149,34.55133341754559
,86.87261876067627,36.312056494565915,44.844651549205054,35.41311533108027,66.34301736829607,36.327496740928325,48.085007690686915,35.484595922946156
,73.22489697562395,31.871155667112127,38.87238375639686,30.505566140407137,85.9347605058001,41.1130678174926,42.11634102290543,39.114466390924086
,78.34584612494191,35.90397338339153,51.45050265513858,39.8648897287642,85.02404167707705,47.316422817958696,53.127437963945425,36.41013103628511
,75.115278662905,41.46777016350446,48.089606073250465,38.535159078334374,82.92641936986834,42.05382603569969,44.94260386615363,37.43027577792239
,88.17613409289864,46.64809521667409,45.307813042891894,37.689134460073916,80.3274047139874,41.08825501459119,44.29882945104543,59.636303945208375
,107.70397082936019,38.4935186409822,51.182171587234926,44.79695515477707,93.79268484767427,35.189908854626474,50.06680480406848,59.479192521620796
,92.18078577876788,30.245066394548445,46.36956734276538,41.26121404524073,88.61799462200982,36.30330513092615,44.4071072736604,48.254523955641545
,94.75260670073312,30.95935687508267,46.14593840950819,44.743059016090655,84.21384325461462,35.53775628303196,40.184736379126164,34.96773027296392
,70.44494192084983,38.113536029106264,45.33844131145113,50.0720257075839,82.36919526743036,35.96747525197429,52.853162436786626,42.23160563404937
,52.669048142089196,47.58005862612223,39.09687281506021,58.99773386574889,96.55428210653285,32.97304191796457,46.503670383556745,45.20349989843409
,54.467655779038104,38.6644841795824,39.901636297650306,67.12992102815025,92.08480058981247,31.82230533011807,35.07779675277367,33.46301531374572
,52.94920703744131,36.1454084595639,48.69197803674992,77.37883325235045,95.92860877834607,45.15973743466531,33.93207327860751,31.45475021398803
,63.187408293545055,29.147777019918003,39.37242989885281,80.35259483615245,95.38656084447511,46.54195781419889,50.58216374403105,41.37524425414004
,79.01589670468023,30.10022669132644,55.729799413850294,40.26212956835391,82.44774755592067,54.23069152442287,60.73203328128036,53.20338245386703
,79.00423283629003,34.46769799162808,62.727385705286125,33.99176925532505,86.32704632688322,39.95392388495448,43.39283063389497,37.65663547946349
,75.11063032138499,34.2315248838295,50.31011185605501,31.734165388327238,115.96289487457011,43.04240310916955,37.88417005951709,38.441674224394845
,60.555900365771116,29.186477288601527,38.333995611876695,34.98145524442901,99.55236614990505,46.784965551985614,40.77496905479619,36.817655922090786
,60.64957915385491,38.684115432204216,38.17625689939372,39.20129027722046,80.44862099240429,46.8624823459873,47.192527477397384,46.084567251314255
,78.12686808490218,35.861328625591156,35.664612948841615,37.68100681008186,75.25190846484513,48.784449255137844,51.29958178345231,53.309498412267324
,102.76524852628454,48.28111710737984,44.73201696379003,36.59184884311067,76.62124942618468,35.64456959480577,41.98146920234306,53.976673627606466
,95.24625701586542,32.73806069833884,51.70174389253498,31.619747577706555,83.0876449269772,31.061430938686367,35.036412314591146,49.30890960160534
,92.12731866748422,31.572598622298123,39.754987475642444,34.76555841643187,87.2975927318402,33.83194203554618,33.36863790694961,32.25433674566521
,57.697013036960776,48.92403023231498,37.59800528558261,34.63768365336705,83.83825983586998,54.1416812001203,31.07281217111036,30.833779080583252
,49.71849226281318,51.35931623070195,52.78596731169677,35.31940372573423,107.62141037908003,48.537674054992536,29.26703962386478,34.02195007127139
,42.81847693425014,29.956390557700004,35.99223946267103,39.204277991069105,108.58012741918223,40.49359125520725,47.545587003301975,32.89581947365547
,42.83732788837013,29.522684877958365,33.29618192892446,52.33367373248345,106.40591894210868,46.97555090453714,65.95030281226394,36.40962708643495
,82.63634301969475,29.857670668572375,39.93837910663916,48.59049883554074,93.38082208544063,50.36484575845488,75.44461078353102,58.34010462962621
,88.08684669871224,36.97149634712112,45.98619529941427,48.315582897925985,91.42421587383406,44.46768548433183,60.33515346177737,59.481116707783016
,63.03651665778605,34.34582825296595,35.776455227192656,45.54030353346909,72.54273061247498,41.7168045280738,50.364334533432874,38.63403617488799
,71.66700927242603,32.01723405477038,30.19747840987003,40.33122637982534,49.59878270271976,41.156342112512874,50.26263561128939,42.92439055147018
,85.75245899799805,29.288389765333747,30.997106413364673,37.776035501462786,39.942135962124105,33.88761775351889,64.57949023711758,61.89256814504396
,75.38692791292722,27.54631963663164,38.92189246991901,37.743840993330096,34.22217007905067,36.51781985979923,60.51847909636023,68.9375475385253
,90.55134334740511,55.2710239409259,52.10738490852717,31.050427723172195,43.69028724675573,30.861669531077244,52.477325862808094,68.85485746562426
,82.7257614739175,61.62930767696439,54.977298668836205,34.12646069542326,64.6908599144747,37.46627924013007,35.09768687184055,64.64141637811136
,81.31942735086193,41.256031382246164,55.661491807784,37.939591584224864,92.29173058846614,41.181253501101004,32.91837913187835,31.104168064507085
,103.12815370708633,53.97611465152669,52.30967988608934,38.22470414239237,82.78113987832441,32.88077078495762,35.926352007776565,32.836555760804245
,41.49478620088448,58.72548553319698,45.184832512404924,33.42186492025417,75.93132299744097,31.330440548947582,33.50957118320419,43.103197489469245
,39.12424413857143,52.186219903178845,36.95466358802062,33.71063780336009,74.46796936958032,32.48344258873552,30.04335401128644,42.943573748156005
,45.423828512196515,39.21325541405202,34.68911262906584,76.73250082003094,91.10135971086655,43.28858215012369,50.72244861082073,30.789836871891037
,70.81526260473112,45.00157827167478,32.359874770199575,78.41647413825704,82.30534927696775,45.71879920847072,63.81573697576006,39.91366840692971
,83.21928378182832,33.82045171428594,28.625336230964777,47.01261662332505,79.4615964335517,44.87470101106247,61.45718264056299,51.20455123103545
,84.46313985683106,31.314816459669185,40.432519587326,32.15909234119189,103.00002111155946,40.19031026354726,65.2359757233258,46.21140352446213
,70.67120979611376,29.07333457794307,43.813109305808936,29.86302449921628,95.3745603664824,33.07915702044823,45.69979339195215,56.76153218681899
,43.36923535258845,30.79589386011349,46.53974414998331,33.277010640917226,106.98469192170552,32.99928944302141,44.60523723164062,36.38872336854295
,33.51526213014126,30.628472164475127,36.91209289559672,39.33931981172914,93.14949039186858,40.511035462162674,58.11413782180338,41.94368949622173
,43.316010895803615,24.791201968908936,52.83757322131053,36.64540433000179,59.00621227627261,53.38760688506922,55.57910518104145,66.9423655269782
,110.33270129246287,64.1376275107935,67.00305225612207,32.936055328813055,63.974970646251805,51.19793361914889,45.54284614913687,82.38658344507898
,108.08260139896399,55.232437387396146,57.184151046697494,34.24122607895488,77.9143574477305,63.81886858783276,35.80789923972295,79.69563565863304
,68.57853313563277,39.7019082831927,51.749482847340325,33.34140715239121,74.82211306649921,59.65401441007658,34.86139513694755,43.272443040489065
,53.895668355923526,34.97021358495438,41.083457165644866,36.072593735212294,78.37890780474989,42.355405241496456,33.12772099035964,45.25167694142148
,62.46743187054803,38.9779814791562,47.07147707261137,31.76459794605749,96.07127972836837,35.382851279875766,53.099478597449355,39.78821347519764
,38.91440905212489,48.805633881820995,46.87753347891889,46.781130167372616,103.17332816760403,30.88511067523026,43.57029465278072,38.084490167671056
,40.18233861715968,48.547629853762324,38.8794756000661,71.34407247576782,89.50367016391279,36.60175027673142,41.44741813021528,37.54745804290676
,77.17272425262873,49.15972255527131,45.05259421988395,50.430187005744955,93.07571804484239,62.58934142034799,59.95112488793458,53.79048265998839
,84.09829687923397,29.940133582047224,54.82669128398946,32.78319602808216,97.98232710367277,64.99237660287217,74.1264075201328,54.055037885854965
,93.52294573769605,33.99089878199929,41.68886564714983,32.87182970514514,81.43991415149081,52.853854732605576,61.20960513447696,71.33179397354562
,73.62270477077007,40.84041294645326,37.42294337925205,29.670640206922307,41.712980832426254,43.061555539448456,45.88477776359632,69.89507344667307
,82.90728319100299,39.60623854655985,38.13904536497007,31.62669524110172,44.743270753902706,37.851640209187636,44.75030299254154,59.43541871516763
,51.67284689433163,35.914908767469456,35.35355353974256,28.915081832266434,43.177188057446564,33.90024518309027,54.78661203227224,52.493927832492005
,52.8220332522046,43.011454730763305,51.94055323142917,34.3445872601487,50.36588847274254,32.6021720702955,53.321697895033424,69.14253963936895
,107.79554223698689,38.167670301961785,53.22454809924592,50.43972648518377,75.76240150416686,43.67722782477802,37.28305509053111,74.28950327601994
,93.29283874111619,34.435684197921496,61.85036631878084,34.50775042485318,84.7400976726535,39.07857242719846,39.45295144140515,53.16047400832863
,64.49338064467823,31.003183692243933,50.62721495407651,37.62056630884396,77.29330043954484,49.220421214714115,35.24757273645078,35.57598810395258
,44.08822759009759,36.44955304513396,35.018203841369164,34.0575211490779,79.61411787795531,39.55784460860221,32.6957719368979,38.338854254537054
,32.71027282404386,37.37642178914337,27.934130897965204,32.807181187939996,80.6801946392964,43.849018116869274,32.32453817855348,40.277386320975744
,68.23142277471823,28.926246977688095,34.585902226787034,48.39939550902343,86.85321350319073,39.44379827762604,31.039199750164347,32.13055175414102
,71.20337052949007,28.72571765228379,36.97312009162686,70.36866758573663,83.04846797829354,57.78410196377894,51.484399044223416,28.624750285849238
,74.5935370739285,26.450688883282265,48.64652273154866,40.89911574670512,94.60633127959052,71.55710350180824,70.94998126567998,45.567421686002035
,64.2366368882961,33.609813703717755,62.3835270123757,40.75215038595208,101.68549873245439,64.86517679927671,65.75278253791537,68.78782630790043
,62.92857060100112,35.152913941482645,42.52215905875891,31.41385596206074,54.5875443516701,42.49738769030193,44.82081146685403,71.44638872685215
,47.489655573520785,34.20978514099871,38.240085880135084,34.09872057706362,44.10121043303959,40.8332786336819,35.41770012540801,76.37217114868977
,46.530576514831836,30.573253826703276,34.88792811788236,38.591776272247216,91.06724885557917,42.26499889494351,31.618759980989182,93.92537427273484
,75.36245352569591,28.11041182223884,35.558088170880865,47.28035295950717,88.30050003028067,47.446499547896764,50.06166522568196,75.51887002032802
,87.04413202419302,40.549193888153695,57.8688551692156,39.085370544856595,74.86497524052514,38.46315797269107,40.78496863942797,71.00015184389746
,89.82708401668306,61.469192625473305,55.86141299090745,31.372931425440537,77.73047705327765,35.629945940172576,34.716447504873365,67.71003110820354
,81.3235630847011,56.89627741105387,51.22609159622991,27.079449998970272,86.03751427588352,43.97556659506422,34.6497209076575,44.02419100636756
,38.74336566080406,38.31738419474998,60.3123122793733,39.07547111665082,90.75365058855498,40.48180003777752,31.023204333967133,42.348059173911295
,43.620600813398745,40.80493045040905,51.450109030135344,41.827900603956394,87.2099277726815,37.87555628213154,36.179964507649565,39.057760143340914
,52.53788284294552,36.63744761334553,49.069505538136724,39.94289188863085,87.33273042482054,34.83838388868743,41.96701803446317,36.04223040532656
,62.21001658509717,32.27830146639508,55.47832990611554,47.13950349305556,89.85281415315688,31.079587498539173,34.59534239639381,34.39767626284335
,59.75553961104289,34.76079367648426,41.546486073950085,55.324258790048624,92.31459351313795,29.847751340856043,42.80310705220599,32.65468828672214
,75.44596659956316,40.42877579478632,40.54565847260921,52.96609790591437,94.0889417285642,60.13666788671038,72.70942532477828,46.979902365849924
,61.447236126337366,36.42839174688021,40.64577359065271,46.52239812489571,80.50826854136282,61.35232549003476,55.71975316824627,58.825140976284565
,35.078712022893946,37.27036163677679,44.15943440893561,55.71920803727629,40.45852799699362,49.16089343819492,37.73053720924126,78.43182284658587
,38.43769209366783,34.13468626080491,45.06249994587559,47.114130741167195,37.73943425701123,34.55977785225795,36.740047443260956,79.98888288703112
,76.7306974298452,31.11500854405559,34.14894333516462,39.604183835913375,49.51956229234062,33.99809655482697,42.68766834661833,71.53558881214798
,74.65162080430117,30.92790825734333,38.28454538555199,45.46524984367305,67.46416044314165,42.356665610562736,47.37048484534055,70.66022147471607
,85.00242143695982,39.31959188633342,53.02041189712404,43.53438982551028,97.90968066022322,47.231640469245676,38.82426379378227,83.66738349519126
,101.40106925665712,48.103808097271425,56.97446465370863,31.700646161907688,85.93329119422964,44.792212054982535,53.89108746315032,97.26222353868823
,91.35175422101094,33.189003206631575,57.12606645414905,27.01355028177478,50.06681288581266,39.92698867115675,52.803231980921424,83.83341232220562
,59.46023025895123,29.20904025764217,56.42555885509003,29.524970742167408,70.16072958354647,34.1844195903097,30.415546313817437,75.05949955744234
,47.9204672521025,27.032675330425366,51.84275831289221,38.32577838979566,65.41010381569195,42.63654585256049,37.11399497553734,38.08608860882689
,41.05878267617627,35.79770861400186,34.28328249001637,40.597051071969986,70.02958620790402,54.31689424999043,29.813715810502163,30.771420205449978
