SSC_mark,SSC_Smoothed_Filtered_right_TA,SSC_Smoothed_Filtered_right_RF,SSC_Smoothed_Filtered_right_VM,SSC_Smoothed_Filtered_right_MG,SSC_Smoothed_Filtered_left_TA,SSC_Smoothed_Filtered_left_RF,SSC_Smoothed_Filtered_left_VM,SSC_Smoothed_Filtered_left_MG
0,81,40,56,46,59,59,63,52
0,86,48,67,63,62,48,48,55
0,76,54,62,61,63,43,39,47
0,80,55,53,58,56,40,40,48
0,72,56,48,45,59,40,38,38
0,81,63,42,38,63,35,41,30
0,84,66,41,34,69,32,38,20
0,76,58,36,38,69,34,48,29
0,67,54,29,41,72,32,58,33
0,45,36,45,40,76,32,63,38
0,36,34,62,40,74,31,58,38
0,35,27,74,34,59,29,56,32
0,42,31,68,31,55,66,47,38
0,54,31,47,29,60,72,37,49
0,68,40,30,24,61,72,34,59
0,76,38,29,27,59,48,27,62
0,81,52,37,27,46,32,37,48
0,75,53,44,37,38,35,49,31
0,73,47,44,41,34,38,55,27
0,67,40,45,43,49,40,51,27
0,71,35,46,46,49,41,45,33
0,67,32,66,43,57,43,46,34
0,64,33,85,36,64,56,51,38
0,48,37,95,38,65,55,49,29
0,47,36,82,36,70,59,48,27
0,49,28,73,44,69,48,50,26
0,60,24,51,45,77,42,48,37
0,54,26,37,45,80,36,46,49
0,67,33,30,33,65,30,42,51
0,59,42,30,36,64,32,43,44
0,61,38,46,33,47,44,41,34
0,53,43,66,36,41,50,41,28
0,59,43,74,39,45,53,40,27
0,64,47,74,44,52,47,35,32
0,57,48,50,54,63,39,46,32
0,46,46,47,58,69,32,52,42
0,37,38,43,48,69,33,56,41
0,24,26,70,39,69,31,48,41
0,31,22,80,32,64,29,46,45
0,36,24,79,35,50,29,46,44
0,57,31,68,36,50,29,45,53
0,74,42,66,35,46,30,44,52
0,85,55,62,32,45,29,39,46
0,96,59,63,36,44,29,32,41
0,85,49,65,38,51,32,30,37
0,84,42,64,40,62,40,21,37
0,70,29,74,41,66,53,30,37
0,59,25,61,42,67,52,33,27
0,55,36,47,51,67,45,41,23
0,46,39,35,52,70,29,43,26
0,46,39,32,47,61,29,47,41
0,49,35,44,38,68,29,48,44
0,66,28,58,30,61,41,45,42
0,75,40,71,26,63,48,35,39
0,78,50,58,33,58,50,34,35
0,79,60,43,31,60,48,31,39
0,77,62,31,28,56,35,37,39
0,78,60,30,41,51,30,34,33
0,85,55,30,49,46,32,33,29
0,79,52,30,49,58,35,31,28
0,80,50,30,42,59,38,36,33
0,72,50,30,45,59,42,43,38
0,64,36,30,48,63,48,52,46
0,47,31,50,48,62,56,56,41
0,31,38,68,41,64,66,55,36
0,22,38,78,33,64,59,42,32
0,29,33,60,37,58,48,34,29
