SSC_mark,SSC_Smoothed_Filtered_right_TA,SSC_Smoothed_Filtered_right_RF,SSC_Smoothed_Filtered_right_VM,SSC_Smoothed_Filtered_right_MG,SSC_Smoothed_Filtered_left_TA,SSC_Smoothed_Filtered_left_RF,SSC_Smoothed_Filtered_left_VM,SSC_Smoothed_Filtered_left_MG
0,68,56,44,79,76,44,86,56
0,73,57,43,81,81,39,76,67
0,73,62,41,72,75,52,67,59
0,74,61,36,65,68,64,48,53
0,77,58,31,51,66,68,42,41
0,79,54,29,44,57,57,43,31
0,82,47,29,52,57,41,53,29
0,76,48,40,55,68,32,50,32
0,60,40,50,59,74,33,58,45
0,51,50,65,49,77,33,58,48
0,48,42,62,46,67,36,49,51
0,49,48,63,34,67,50,40,52
0,55,34,41,30,60,60,37,56
0,60,42,58,34,70,60,44,62
0,74,49,51,32,67,50,45,60
0,84,51,57,41,77,33,38,60
0,84,50,59,45,69,30,40,48
0,87,47,59,43,66,42,34,39
0,89,45,52,38,51,54,32,33
0,88,39,42,30,45,54,33,30
0,82,33,34,39,37,43,33,32
0,69,28,35,46,44,32,40,27
0,55,36,32,47,57,30,51,26
0,54,42,38,41,60,30,58,24
0,58,44,38,34,56,30,48,31
0,57,38,58,27,59,52,41,40
0,58,39,69,16,61,52,33,46
0,53,44,84,16,76,64,26,49
0,56,44,81,21,73,45,30,52
0,71,45,58,27,63,42,35,56
0,72,48,62,25,58,37,33,46
0,75,52,55,30,52,51,37,36
0,72,64,70,28,59,62,35,27
0,60,66,66,26,54,59,35,28
0,54,58,67,27,50,41,34,23
0,46,43,63,32,47,39,33,31
0,44,38,74,37,49,45,43,30
0,49,37,78,38,58,45,49,33
0,36,40,87,36,67,37,55,32
0,37,40,77,31,65,44,55,32
0,42,39,64,30,70,57,44,36
0,48,37,41,30,70,58,35,39
0,57,44,36,30,61,44,32,46
0,64,37,49,30,48,33,29,43
0,72,39,49,25,38,45,35,37
0,78,39,65,29,35,58,38,41
0,71,46,48,31,41,58,35,37
0,59,44,63,38,38,42,32,35
0,46,40,45,37,42,35,36,33
0,40,38,62,32,44,37,37,29
0,49,41,55,23,58,40,37,30
0,51,50,53,24,64,34,41,29
0,58,39,53,22,62,39,40,27
0,61,39,75,22,63,39,35,23
0,56,35,75,25,68,42,34,33
0,52,41,63,23,69,37,29,43
0,48,48,68,25,68,32,34,46
0,52,43,49,22,57,39,30,40
0,59,49,68,22,46,66,36,34
0,66,50,55,29,39,65,42,31
0,57,53,49,31,36,80,45,27
0,54,47,46,34,40,59,43,29
0,44,42,58,41,50,60,39,40
0,37,35,91,42,53,51,47,41
0,40,38,96,38,53,30,46,42
0,35,43,91,31,59,50,39,23
0,38,36,54,20,43,62,35,28
0,35,39,60,23,54,61,30,38
0,35,41,65,33,64,65,38,52
0,49,43,78,35,64,50,37,52
0,61,45,78,30,62,52,35,49
0,80,44,51,23,49,34,42,37
