ZC_mark,ZC_Smoothed_Filtered_right_TA,ZC_Smoothed_Filtered_right_RF,ZC_Smoothed_Filtered_right_VM,ZC_Smoothed_Filtered_right_MG,ZC_Smoothed_Filtered_left_TA,ZC_Smoothed_Filtered_left_RF,ZC_Smoothed_Filtered_left_VM,ZC_Smoothed_Filtered_left_MG
0,36,21,21,16,35,21,21,38
0,39,21,23,21,33,15,19,34
0,39,24,28,27,25,14,15,26
0,40,24,27,27,19,14,15,26
0,42,28,30,28,28,18,17,22
0,41,28,32,23,29,20,16,22
0,45,34,33,23,34,24,15,16
0,40,31,30,22,37,28,20,14
0,34,31,30,22,32,26,20,13
0,24,23,27,21,31,28,21,14
0,20,22,23,18,22,28,18,18
0,19,20,18,19,20,30,20,19
0,15,18,20,17,24,37,22,21
0,23,20,22,17,34,36,22,24
0,33,17,27,14,37,36,20,29
0,44,18,29,13,31,29,15,31
0,36,21,25,15,23,30,16,26
0,34,26,22,17,18,30,17,22
0,30,24,22,22,19,26,15,20
0,27,24,22,20,20,24,18,20
0,32,20,22,22,20,21,17,22
0,28,19,21,22,22,19,21,23
0,26,13,19,23,27,20,20,21
0,20,13,19,24,30,27,16,15
0,18,15,21,16,30,32,15,16
0,17,15,23,14,31,34,17,13
0,19,15,28,14,33,34,20,17
0,18,13,26,15,34,29,19,21
0,21,20,29,16,33,30,19,22
0,20,21,29,15,29,30,18,24
0,21,21,25,16,26,25,15,18
0,24,21,18,15,20,20,15,16
0,26,16,12,20,21,16,16,13
0,31,17,12,22,22,20,18,13
0,29,17,15,29,25,23,24,13
0,26,18,22,28,27,29,26,19
0,20,18,21,24,26,30,31,20
0,19,16,22,24,29,30,25,23
0,16,16,18,21,28,30,23,25
0,18,15,17,22,23,30,19,23
0,30,18,20,21,27,30,17,25
0,41,24,22,23,23,30,15,29
0,50,27,27,18,22,30,11,30
0,53,24,20,18,22,30,12,25
0,46,19,24,17,17,26,14,23
0,41,20,23,16,19,26,15,19
0,37,17,22,17,18,28,14,19
0,26,16,20,21,21,30,13,16
0,23,16,23,24,25,31,16,13
0,21,19,25,26,35,29,15,13
0,18,19,29,27,34,30,18,15
0,15,21,26,23,34,29,18,16
0,24,15,21,21,25,25,17,17
0,33,21,15,16,25,21,16,15
0,38,24,17,17,26,18,22,15
0,38,29,22,15,25,21,21,14
0,39,27,28,14,23,26,20,16
0,38,31,29,13,21,30,17,13
0,41,25,29,13,20,28,15,15
0,39,29,30,13,24,27,13,16
0,46,25,30,19,27,26,15,17
0,40,20,29,26,27,24,19,17
0,34,14,28,27,27,25,27,19
0,20,16,23,23,26,23,29,20
0,12,17,18,16,31,25,26,18
0,11,17,14,16,35,22,18,18
0,15,15,14,17,37,19,16,17
0,17,15,19,23,40,21,17,18
0,19,18,22,21,31,24,23,25
0,25,19,28,20,27,27,22,27
0,31,25,29,12,20,21,21,26
0,30,25,25,12,20,20,17,23
0,31,24,25,15,16,18,19,18
0,26,23,20,19,16,22,19,18
0,32,19,20,24,18,20,23,19
0,39,17,21,29,20,18,22,19
0,33,20,25,32,26,19,21,17
0,23,20,24,27,28,21,19,20
0,18,21,19,20,28,27,17,19
0,15,20,13,15,28,28,17,22
0,19,18,17,13,21,27,16,19
0,22,17,21,15,29,28,15,27
0,23,21,26,13,27,30,16,31
0,22,24,28,13,31,30,21,29
0,25,23,24,13,27,30,21,20
0,25,21,20,15,20,28,22,17
0,33,23,21,19,16,29,18,14
0,35,21,27,24,13,28,20,16
0,41,18,25,23,19,28,17,15
0,40,13,18,22,23,27,18,15
0,32,16,14,21,29,27,17,19
0,23,15,15,20,30,24,17,17
