ZC_mark,ZC_Smoothed_Filtered_right_TA,ZC_Smoothed_Filtered_right_RF,ZC_Smoothed_Filtered_right_VM,ZC_Smoothed_Filtered_right_MG,ZC_Smoothed_Filtered_left_TA,ZC_Smoothed_Filtered_left_RF,ZC_Smoothed_Filtered_left_VM,ZC_Smoothed_Filtered_left_MG
0,44,28,28,26,40,28,32,29
0,46,33,28,35,40,28,24,34
0,47,33,28,30,36,25,23,34
0,41,34,30,26,33,24,17,28
0,39,27,30,22,30,24,20,22
0,38,28,30,17,26,27,19,22
0,44,28,30,23,22,30,21,19
0,40,24,26,23,24,30,23,17
0,32,20,30,26,27,30,26,13
0,26,19,32,20,29,30,31,15
0,21,20,34,17,31,29,26,17
0,20,23,28,14,29,25,23,17
0,25,19,19,11,26,20,20,19
0,28,18,17,10,28,18,20,26
0,37,24,18,12,26,22,22,33
0,39,27,22,12,29,27,19,34
0,43,27,19,16,26,30,19,26
0,39,21,18,17,21,26,17,15
0,47,14,12,18,21,21,17,14
0,47,13,14,14,19,21,17,13
0,39,16,20,15,18,23,17,15
0,28,18,25,14,23,27,21,18
0,14,19,28,17,29,30,23,18
0,13,18,29,18,29,30,25,16
0,16,16,26,18,26,29,22,15
0,24,14,21,15,15,24,16,9
0,24,14,15,13,21,23,14,14
0,23,17,11,11,32,21,16,15
0,21,26,14,13,35,22,18,21
0,26,26,14,14,32,24,18,24
0,28,26,14,16,20,26,19,23
0,29,25,12,19,16,26,18,20
0,26,19,11,18,20,22,20,17
0,23,21,15,18,21,20,16,17
0,18,22,15,17,24,24,14,14
0,17,26,16,22,22,22,13,15
0,18,28,15,25,23,27,15,16
0,21,28,16,24,25,27,17,15
0,20,24,15,21,23,31,21,14
0,19,20,18,20,23,25,24,11
0,23,18,20,19,24,20,21,14
0,22,16,26,20,31,20,18,20
0,28,20,26,19,31,23,18,23
0,31,17,24,19,28,29,17,25
0,33,16,23,17,19,25,17,21
0,34,18,18,19,14,20,21,18
0,28,16,22,21,18,18,22,15
0,27,16,20,26,22,21,25,16
0,20,15,17,25,29,26,24,20
0,19,14,14,22,34,31,21,24
0,23,15,12,16,33,30,18,21
0,28,15,13,15,30,25,20,20
0,26,18,13,15,21,24,21,16
0,23,20,15,18,26,25,20,12
0,22,22,14,15,34,27,19,16
0,18,19,19,15,37,29,17,28
0,15,22,19,14,33,32,16,32
0,11,19,18,12,24,31,18,30
0,15,26,16,18,19,32,24,24
0,24,24,15,21,18,32,26,16
0,26,24,18,20,16,25,22,13
0,26,21,22,19,16,22,19,15
0,17,20,21,17,16,22,11,22
0,16,17,21,17,26,27,14,23
0,18,17,14,17,25,26,17,24
0,19,17,12,14,24,23,18,18
0,18,18,17,17,14,20,17,17
0,17,17,22,20,13,15,14,15
0,16,19,27,24,15,16,18,20
0,16,25,24,23,18,16,19,20
0,23,27,24,19,19,21,21,23
0,34,23,23,16,18,24,20,17
0,33,20,28,17,21,26,18,18
0,33,16,26,16,21,23,19,16
0,24,15,23,20,19,24,16,16
0,21,15,18,17,15,24,15,15
0,20,14,19,18,17,23,16,14
0,22,15,17,15,24,25,22,16
0,22,24,15,12,23,24,24,17
0,20,24,18,13,22,21,21,17
0,20,24,19,14,18,18,18,14
0,27,17,20,16,19,18,16,19
0,29,18,17,15,21,22,18,28
0,27,17,14,16,26,27,20,36
0,19,16,14,15,28,28,21,35
0,21,14,20,13,24,27,22,26
0,23,14,22,15,20,25,21,16
0,21,13,28,15,12,23,19,18
0,20,16,23,19,13,26,17,17
0,19,19,22,18,16,26,18,20
0,21,21,16,18,17,26,23,21
0,21,21,17,20,22,27,22,19
0,19,20,16,18,19,27,20,14
0,17,22,16,17,20,27,15,15
0,18,21,17,15,17,23,14,16
0,18,18,21,16,20,22,14,19
0,20,20,18,16,23,16,18,18
0,19,16,15,16,24,18,20,18
0,30,18,16,16,18,22,22,21
0,37,20,12,18,15,24,21,24
0,41,25,12,18,13,24,17,20
0,36,22,14,15,13,20,17,17
0,31,22,18,12,15,20,17,14
0,27,16,18,14,17,24,18,17
0,27,16,17,16,15,27,18,14
0,20,16,13,20,18,31,15,15
0,19,16,13,16,15,30,13,15
0,15,19,13,14,20,28,12,16
0,18,22,11,11,20,23,15,17
0,18,24,13,12,26,19,18,19
0,19,23,12,14,28,14,19,20
0,17,21,12,15,22,19,17,21
0,16,21,12,17,19,23,20,19
0,15,19,13,16,19,28,18,18
0,18,19,13,16,18,25,17,17
0,17,15,17,14,17,19,14,12
0,16,14,22,13,18,13,14,12
0,14,15,28,18,18,12,13,16
0,54,16,30,23,59,36,39,20
0,42,18,29,20,56,28,37,22
0,38,20,25,17,45,21,32,23
0,36,17,20,15,36,17,25,23
0,35,24,15,22,25,16,21,28
0,33,28,13,24,23,21,15,23
0,32,34,18,22,27,26,13,22
0,29,37,25,25,23,28,14,16
0,29,31,30,27,34,28,18,15
0,26,27,29,29,36,28,21,17
0,35,25,30,26,39,30,20,18
0,26,21,24,25,36,29,18,16
0,32,26,27,20,27,24,16,15
0,29,21,21,20,21,21,15,11
0,31,21,22,14,22,18,14,17
0,32,22,25,14,26,22,12,24
0,37,21,24,15,27,26,16,27
0,37,20,25,18,29,29,21,23
0,35,17,26,21,30,26,23,18
0,28,15,26,23,32,22,23,13
0,20,15,28,25,28,18,20,14
0,24,18,29,23,31,21,21,17
0,26,18,30,24,32,30,21,18
0,28,24,30,18,42,33,23,17
0,26,24,26,22,42,32,20,20
0,25,24,22,21,31,24,19,18
0,26,21,14,20,23,22,15,20
0,22,18,14,19,27,23,15,17
0,26,16,19,15,31,28,13,25
0,26,18,18,20,41,30,14,27
0,27,24,19,20,40,24,12,23
0,29,27,13,20,32,18,14,21
0,30,28,11,20,30,18,15,18
0,32,26,11,18,30,23,14,18
0,35,23,14,16,35,28,16,15
0,34,28,20,15,34,30,21,16
0,34,28,26,18,28,31,23,15
0,25,25,29,19,28,28,26,18
0,23,20,26,20,29,28,21,19
0,26,21,20,19,25,24,18,17
0,26,18,19,15,17,22,15,16
0,31,18,19,17,14,15,17,15
0,32,17,18,14,19,12,18,20
0,29,25,20,17,23,11,18,21
0,29,31,20,14,27,17,16,23
0,38,32,20,17,24,22,19,22
0,38,28,15,16,26,25,18,18
0,39,27,14,20,20,28,19,17
0,48,30,19,18,18,28,15,19
0,38,35,25,20,21,29,14,21
0,31,31,30,18,22,28,15,25
0,22,30,28,25,23,31,25,23
0,23,24,22,26,19,30,28,21
0,27,23,17,20,15,29,24,18
0,21,18,14,19,17,24,20,18
0,19,19,17,16,18,24,11,20
0,19,16,17,19,25,18,15,21
0,20,15,18,17,27,22,19,23
0,27,20,22,18,26,24,19,24
0,28,23,22,17,26,27,23,22
0,27,28,21,16,26,30,27,23
0,36,24,16,18,27,25,25,21
0,34,22,13,21,25,20,22,20
0,33,20,13,19,22,16,18,19
0,30,17,11,19,25,14,14,15
0,27,13,11,16,26,15,16,12
0,30,17,12,20,26,21,16,12
0,25,17,15,22,22,23,17,14
0,22,17,17,18,18,28,17,16
0,29,17,16,18,17,23,13,20
0,25,17,16,14,22,23,12,20
0,31,19,16,14,28,26,12,21
