RMS_Smoothed_Filtered_right_TA,RMS_Smoothed_Filtered_right_RF,RMS_Smoothed_Filtered_right_VM,RMS_Smoothed_Filtered_right_MG,RMS_Smoothed_Filtered_left_TA,RMS_Smoothed_Filtered_left_RF,RMS_Smoothed_Filtered_left_VM,RMS_Smoothed_Filtered_left_MG,MAV_mark,MAV_Smoothed_Filtered_right_TA,MAV_Smoothed_Filtered_right_RF,MAV_Smoothed_Filtered_right_VM,MAV_Smoothed_Filtered_right_MG,MAV_Smoothed_Filtered_left_TA,MAV_Smoothed_Filtered_left_RF,MAV_Smoothed_Filtered_left_VM,MAV_Smoothed_Filtered_left_MG,WL_mark,WL_Smoothed_Filtered_right_TA,WL_Smoothed_Filtered_right_RF,WL_Smoothed_Filtered_right_VM,WL_Smoothed_Filtered_right_MG,WL_Smoothed_Filtered_left_TA,WL_Smoothed_Filtered_left_RF,WL_Smoothed_Filtered_left_VM,WL_Smoothed_Filtered_left_MG,MDF_mark,MDF_Smoothed_Filtered_right_TA,MDF_Smoothed_Filtered_right_RF,MDF_Smoothed_Filtered_right_VM,MDF_Smoothed_Filtered_right_MG,MDF_Smoothed_Filtered_left_TA,MDF_Smoothed_Filtered_left_RF,MDF_Smoothed_Filtered_left_VM,MDF_Smoothed_Filtered_left_MG
0.502262684167144,0.5052631731026729,0.5177533803702968,0.5079612823026194,0.5005823391053356,0.5018240433660723,0.4986376582593045,0.5465237367911284,0.0,0.0533186678970027,0.1188556201498493,0.1093585293727177,0.05337991282226,0.0120856652934748,0.0384346819157505,0.015078244303573,0.0909434692764724,0.0,6.599024922260364,3.1462634966505587,7.984782979511043,2.2565554311182483,2.51722233908277,3.780898049025536,2.3529591616338013,18.25931986243757,0.0,92.0,28.0,44.0,36.0,56.0,28.0,28.0,72.0
0.5036162573166523,0.5091472144331245,0.5332806357387373,0.5039619048334011,0.5029072483704865,0.5104574953125074,0.5029618742320684,0.5385216232727511,0.0,0.0614661898816286,0.1409628748390024,0.1651672553132099,0.0631718562003034,0.0169089050629558,0.0484605997331585,0.0213343118399552,0.0805731599803784,0.0,7.589472043454303,3.9692082539205775,11.553567025851487,2.682331372822165,3.758905780628628,4.223411940830001,3.2573879396743344,14.773897834553576,0.0,76.0,28.0,44.0,32.0,32.0,36.0,32.0,48.0
0.501765705117724,0.5090417933630387,0.5454119652034263,0.5045856904809207,0.506232650499864,0.5218383884760658,0.5090254818891927,0.5241291846456637,0.0,0.0507895655306916,0.1794012005909171,0.2229207044561476,0.0748100694560817,0.0289644328280195,0.0614636988541473,0.026339429828583,0.0588984008656356,0.0,5.881378998591533,4.8325825460746685,15.042024226576215,2.800312057710069,6.442920446126222,4.954091788723321,3.58402736850276,8.234126724292844,0.0,80.0,32.0,48.0,28.0,76.0,36.0,28.0,28.0
0.5037766858027094,0.4987238019517098,0.5404307388971362,0.5039525679355664,0.5057725023000985,0.5555097720194352,0.5062317568202754,0.508875447113449,0.0,0.0512862521714928,0.1404291559247959,0.2209324514827057,0.0705645267764603,0.0329420786509917,0.1253963091370287,0.0531081050926679,0.032332659848119,0.0,5.043461293946604,4.329477296815741,13.073187871361595,2.3755620567851823,7.7637768776432,9.36067029696824,6.697971708120621,3.4083448296553227,0.0,76.0,28.0,28.0,24.0,76.0,36.0,24.0,24.0
0.5015119109529069,0.5098213796651129,0.531522987592879,0.5021341984301466,0.5137208977170081,0.5537411835948282,0.5247976691751007,0.5028133568707243,0.0,0.0396250673862791,0.1511897427381532,0.1837983968272279,0.058586734486279,0.0490737656176804,0.1273192304554883,0.0624468783493929,0.0484292986275895,0.0,3.3790017928205,4.381902365875268,10.342804181953152,2.431211869046438,11.045007959254969,8.89775163102157,7.377826914168336,3.661663646510796,0.0,32.0,24.0,24.0,28.0,60.0,32.0,24.0,24.0
0.5003506316534861,0.5043953640117276,0.5291115119335293,0.5032207407379506,0.5136543321881505,0.5542682872404894,0.5240624491293914,0.528232552067539,0.0,0.0300653282160193,0.1620744071814094,0.1418927223181989,0.0539302147454215,0.0544520226095608,0.1295970883100016,0.05715538760483,0.0755947616876173,0.0,2.094502160711898,4.422423270636957,7.456050927306176,2.4937163213949702,11.207457387386937,9.039088180593309,6.795065053776163,5.882614584527476,0.0,36.0,24.0,32.0,36.0,68.0,28.0,24.0,24.0
0.5017093310058293,0.5040837113068646,0.5100416769888589,0.5038548968503507,0.5185726773287004,0.535182259118457,0.5203896558140229,0.5355616324065617,0.0,0.0292197557967722,0.1380493514074032,0.0994630223552218,0.0544906929318214,0.0659008178176657,0.0798666229527116,0.0617673753981495,0.0856388461731376,0.0,1.783865653572418,3.253021262035592,5.945540527504999,2.6427805308798407,13.8364619295176,6.217245300481201,6.433665966112525,6.508765152090502,0.0,32.0,24.0,28.0,32.0,72.0,28.0,24.0,28.0
0.4997504599164635,0.505699735112502,0.5104329603581657,0.5016527328941776,0.5331463103478309,0.5094480306545957,0.5270505668922323,0.5249712930598206,0.0,0.0314032104838662,0.1170479371460185,0.09338161327304,0.0568696759268949,0.0861531341969672,0.0702556956001192,0.0463149747298935,0.0775046541130551,0.0,1.8999921891734857,2.4377244183569804,4.964491202536555,3.143902788783792,18.60998057311211,6.003782081483732,6.858573491559181,6.829125137247089,0.0,28.0,20.0,28.0,32.0,72.0,24.0,28.0,28.0
0.503613522506367,0.4977868778976764,0.5076963118334982,0.51801820917509,0.5211252243090677,0.5139200376928859,0.5356056625760617,0.5086064600879052,0.0,0.0504209806936264,0.1008576695765326,0.1069007021529438,0.1175657920151401,0.0985804952813801,0.0825833594909988,0.0651556055072727,0.0461124975753843,0.0,4.288978633312598,1.8515573694575287,4.890592287429137,5.121159882497068,19.958704135410954,9.632385185945475,10.682022008742582,5.124835514011341,0.0,40.0,24.0,28.0,32.0,72.0,24.0,28.0,28.0
0.4988067202868511,0.5122588482221265,0.5506184413666424,0.5298499089266505,0.5144595978141946,0.5255627865145511,0.5186232054263283,0.4999800883623444,0.0,0.0831508929215173,0.1363525323393433,0.1954697575304877,0.2192440983816554,0.0906465092466779,0.0949324679356728,0.0588975953225661,0.0255492921890329,0.0,6.384367363638389,2.9259047642617446,8.449286275746099,8.475014609851607,17.06960029489428,11.008257960382744,10.975080337176369,4.397011317424269,0.0,60.0,28.0,28.0,28.0,72.0,52.0,32.0,28.0
