Time,right_TA,right_RF,right_VM,right_MG,left_TA,left_RF,left_VM,left_MG,mark,Filtered_right_TA,Filtered_right_RF,Filtered_right_VM,Filtered_right_MG,Filtered_left_TA,Filtered_left_RF,Filtered_left_VM,Filtered_left_MG,Smoothed_Filtered_right_TA,Smoothed_Filtered_right_RF,Smoothed_Filtered_right_VM,Smoothed_Filtered_right_MG,Smoothed_Filtered_left_TA,Smoothed_Filtered_left_RF,Smoothed_Filtered_left_VM,Smoothed_Filtered_left_MG
2.532,0.992041,-0.383284,-0.0934579,-0.368492,13.1947,0.655679,-0.070164,0.758569,F1,2.1734314056679254,-0.2742012668989799,-0.0938663072834661,10.388081360797178,5.43517144305452,-0.0834957132914641,-0.1280839607572453,0.2661307494211103,2.1734314056679254,-0.2742012668989799,-0.0938663072834661,5.533021152210252,5.43517144305452,-0.0834957132914641,-0.1280839607572453,0.2661307494211103
2.533,1.01513,-0.27128,-0.100509,-0.384688,13.3542,0.666181,-0.0821778,0.622787,0,1.9386450587593376,-0.2101264268049654,-0.1026569201645962,5.66018857996204,4.271464668941847,-0.0540757871349444,-0.1540270310043602,0.1471046662934259,1.9386450587593376,-0.2101264268049654,-0.1026569201645962,5.66018857996204,4.271464668941847,-0.0540757871349444,-0.1540270310043602,0.1471046662934259
2.534,1.02553,-0.132538,-0.0909188,-46.8183,13.3907,0.677949,-0.0953113,0.608908,0,1.853263454159661,-0.1215113260601149,-0.0937697396172522,-35.545707102273106,3.563425123789614,-0.0211698433107555,-0.1622572518461705,0.145088243509271,1.853263454159661,-0.1215113260601149,-0.0937697396172522,3.879573003828573,3.563425123789614,-0.0211698433107555,-0.1622572518461705,0.145088243509271
2.535,1.01623,-0.0150843,-0.069172,-39.9541,13.4065,0.679861,-0.105008,0.595173,0,1.509058947731165,-0.0537611031361763,-0.0735211835293258,-33.65786904960052,2.280141753884126,0.0034876125800177,-0.1487627778732704,0.1587689153780156,1.509058947731165,-0.0537611031361763,-0.0735211835293258,2.0989574276951064,2.280141753884126,0.0034876125800177,-0.1487627778732704,0.1587689153780156
2.536,1.05008,0.0660741,-0.0534151,-33.6455,13.3576,0.665246,-0.114462,0.547519,0,1.3811785772405134,-0.022365534699848,-0.058285012564587,-22.817062597238017,1.6302265371545,0.0143338432163817,-0.1181421546440977,0.1333265774651357,1.3811785772405134,-0.022365534699848,-0.058285012564587,0.3183418515616401,1.6302265371545,0.0143338432163817,-0.1181421546440977,0.1333265774651357
2.537,1.13692,0.106077,-0.0372734,-27.8765,13.222,0.646218,-0.120757,0.460985,0,1.2276290149556583,-0.0304589199995188,-0.0428696462836868,-21.732642993466865,0.6041551777236585,0.0223802801270972,-0.0729439573943511,0.077339901558625,1.2276290149556583,-0.0304589199995188,-0.0428696462836868,-1.4622737245718271,0.6041551777236585,0.0223802801270972,-0.0729439573943511,0.077339901558625
2.538,1.17139,0.109596,-0.0188043,-22.6478,13.0496,0.622625,-0.119983,0.342994,0,1.088992448508121,-0.0743695894717881,-0.0245895212768412,-13.381197786227013,0.15258236605704,0.029123234563436,-0.0149969221306092,-0.014295967069982,1.088992448508121,-0.0743695894717881,-0.0245895212768412,-3.2428893007052944,0.15258236605704,0.029123234563436,-0.0149969221306092,-0.014295967069982
2.539,1.1113,0.108592,-0.00415262,-17.9158,12.7781,0.595088,-0.111671,0.264725,0,1.0022823920745414,-0.121284831073778,-0.0098082491978456,-12.542035518873792,-0.356266761385041,0.0338168358717601,0.0482937405193896,-0.0670305619635317,1.0022823920745414,-0.121284831073778,-0.0098082491978456,-5.02350487683876,-0.356266761385041,0.0338168358717601,0.0482937405193896,-0.0670305619635317
2.54,1.00688,0.109396,0.0120431,-13.6051,12.376,0.563474,-0.0997315,0.32402,0,0.7120590829594764,-0.16641323288208,0.0063248529610764,-6.804120452972228,-0.6204550363093402,0.0380388510532551,0.1062523548763657,0.0174994063235578,0.7120590829594764,-0.16641323288208,0.0063248529610764,-6.804120452972228,-0.6204550363093402,0.0380388510532551,0.1062523548763657,0.0174994063235578
2.541,0.981163,0.135867,0.0329675,-9.68282,11.9151,0.527712,-0.0868614,0.410563,0,0.8690235294449569,-0.1854411094884191,0.0278710415592998,-5.66654748554312,-0.6580680915077195,0.0402782336068519,0.149869880506914,0.1196221696218304,0.8690235294449569,-0.1854411094884191,0.0278710415592998,-5.66654748554312,-0.6580680915077195,0.0402782336068519,0.149869880506914,0.1196221696218304
2.542,0.950313,0.222499,0.0556495,-6.14127,11.477,0.490616,-0.073979,0.457371,0,0.5836964330599546,-0.1456095521421906,0.0501966556875728,-2.219121115723169,-0.5977584518047006,0.0447174346001413,0.1742895048932161,0.1890067715347382,0.5836964330599546,-0.1456095521421906,0.0501966556875728,-2.219121115723169,-0.5977584518047006,0.0447174346001413,0.1742895048932161,0.1890067715347382
2.543,0.966843,0.343208,0.0704224,-2.96215,11.01,0.458175,-0.0618789,0.449566,0,0.8486107298646219,-0.0722434836224844,0.0655211505134085,-0.6547590244304669,-0.1996458242748615,0.0559489980079937,0.1772988689493167,0.18724543761332,0.8486107298646219,-0.0722434836224844,0.0655211505134085,-0.6547590244304669,-0.1996458242748615,0.0559489980079937,0.1772988689493167,0.18724543761332
2.544,0.987718,0.466681,0.0775225,-0.137395,10.4968,0.434099,-0.051242,0.325919,0,0.4842102093427589,0.0018581857149142,0.0716273233663336,1.0471223716155809,-0.0396227143833241,0.0785267724988121,0.15937367741776,0.0860893171670944,0.4842102093427589,0.0018581857149142,0.0716273233663336,1.0471223716155809,-0.0396227143833241,0.0785267724988121,0.15937367741776,0.0860893171670944
2.545,0.977234,0.567292,0.0758006,2.35708,9.94714,0.412307,-0.0447709,0.215374,0,0.5556068796384738,0.0526981080022689,0.0699690327513,2.9014264285928206,0.3834816945419654,0.1050666178299615,0.1221672454418971,-0.0229541924837177,0.5556068796384738,0.0526981080022689,0.0699690327513,2.9014264285928206,0.3834816945419654,0.1050666178299615,0.1221672454418971,-0.0229541924837177
2.546,0.975742,0.6458,0.0685942,4.55408,9.37833,0.377625,-0.0390919,0.114181,0,0.0371418208507732,0.0800204049197222,0.0611266135078464,3.52556129937172,0.4471399581653452,0.1207887543707199,0.07469204341591,-0.0971346355232407,0.0371418208507732,0.0800204049197222,0.0611266135078464,3.52556129937172,0.4471399581653452,0.1207887543707199,0.07469204341591,-0.0971346355232407
2.547,0.983214,0.712238,0.0581201,6.48382,8.81124,0.322764,-0.0320009,0.17067,0,-0.265004654518658,0.096532517650642,0.0502049994467416,5.404128052665065,0.6669334750229776,0.117198424814598,0.0271721759633473,-0.0370847563570185,-0.265004654518658,0.096532517650642,0.0502049994467416,5.404128052665065,0.6669334750229776,0.117198424814598,0.0271721759633473,-0.0370847563570185
2.548,0.996708,0.772497,0.0541127,8.1443,8.23063,0.251559,-0.0286979,0.212996,0,-0.8001046242240866,0.1074434358683717,0.044345760749884,5.497224714461342,0.5498393182263,0.0983306991870214,-0.0186934048361523,0.0402535310710039,-0.8001046242240866,0.1074434358683717,0.044345760749884,5.497224714461342,0.5498393182263,0.0983306991870214,-0.0186934048361523,0.0402535310710039
2.549,1.00584,0.847982,0.052152,9.55476,7.6527,0.167467,-0.0336314,0.103109,0,-1.608652516091205,0.1376141223867343,0.041826926896698,6.989101400155729,0.445591551268552,0.0665259818709696,-0.0597002155902637,-0.0593582858327611,-1.608652516091205,0.1376141223867343,0.041826926896698,6.989101400155729,0.445591551268552,0.0665259818709696,-0.0597002155902637,-0.0593582858327611
2.55,1.0038,0.956978,0.0498287,10.7484,7.07806,0.0785646,-0.0441851,-0.0923787,0,-2.015979350777004,0.2045279494114234,0.0381445610121767,6.849102389349288,0.1917356812703183,0.0301766413819761,-0.089175904229921,-0.2122462988413506,-2.015979350777004,0.2045279494114234,0.0381445610121767,6.849102389349288,0.1917356812703183,0.0301766413819761,-0.089175904229921,-0.2122462988413506
2.551,1.00468,1.07737,0.0464878,11.7708,6.48605,0.00534252,-0.0594697,-0.190578,0,-3.2823065185363425,0.289722280825592,0.0347392681980987,7.696751549926777,-0.1643715761358049,0.0087375555525988,-0.1027745108510802,-0.2933145630628355,-3.2823065185363425,0.289722280825592,0.0347392681980987,7.696751549926777,-0.1643715761358049,0.0087375555525988,-0.1027745108510802,-0.2933145630628355
2.552,1.00498,1.17011,0.0451201,12.603,5.90455,-0.0530848,-0.0772561,-0.289063,0,-3.390671483145154,0.3526852364798034,0.0331584615179065,7.451038688680923,-0.4102649897992059,0.0019719359071159,-0.0997556978895102,-0.3467302300004312,-3.390671483145154,0.3526852364798034,0.0331584615179065,7.451038688680923,-0.4102649897992059,0.0019719359071159,-0.0997556978895102,-0.3467302300004312
2.553,0.988238,1.22729,0.0397735,13.2569,5.36115,-0.101128,-0.0948916,-0.362061,0,-4.881054443262081,0.3887066898532641,0.0286954162170432,7.467366953513499,-0.7426652656556301,0.0044818310397174,-0.0797862026107109,-0.4000062830683303,-4.881054443262081,0.3887066898532641,0.0286954162170432,7.467366953513499,-0.7426652656556301,0.0044818310397174,-0.0797862026107109,-0.4000062830683303
2.554,0.939705,1.27496,0.0303251,13.7695,4.81991,-0.145502,-0.114326,-0.3323,0,-4.737547947813023,0.4213819640951354,0.0204366495980485,7.07743417662516,-0.747088543979666,0.0105559049803173,-0.0515637695706263,-0.3305237193345954,-4.737547947813023,0.4213819640951354,0.0204366495980485,7.07743417662516,-0.747088543979666,0.0105559049803173,-0.0515637695706263,-0.3305237193345954
2.555,0.866088,1.30516,0.0195377,14.1526,4.24078,-0.19626,-0.140064,-0.15252,0,-6.110318855876636,0.4451073357398891,0.0115119250225307,6.386329398048685,-0.9187335827239668,0.009124426293498,-0.0261799448476052,-0.1345336891671519,-6.110318855876636,0.4451073357398891,0.0115119250225307,6.386329398048685,-0.9187335827239668,0.009124426293498,-0.0261799448476052,-0.1345336891671519
2.556,0.833622,1.2963,-0.0008245,14.4114,3.64003,-0.250659,-0.158915,-0.0865852,0,-5.8853355214658745,0.4349774527260462,-0.0065419728383486,5.85009027518282,-0.6923960970344316,0.0041188931227287,0.000821066945476,-0.0411614769701241,-5.8853355214658745,0.4349774527260462,-0.0065419728383486,5.85009027518282,-0.6923960970344316,0.0041188931227287,0.000821066945476,-0.0411614769701241
2.557,0.815426,1.23223,-0.0285478,14.5586,3.03768,-0.30416,-0.164527,-0.17314,0,-6.593606883530654,0.3764074490655,-0.031843699725728,4.712824054565475,-0.5854463870453217,-0.0010549984688366,0.0286925544346877,-0.1195526749013936,-6.593606883530654,0.3764074490655,-0.031843699725728,4.712824054565475,-0.5854463870453217,-0.0010549984688366,0.0286925544346877,-0.1195526749013936
2.558,0.793176,1.1385,-0.0474939,14.601,2.45753,-0.359222,-0.162879,-0.273385,0,-6.755527659495092,0.2913050850960049,-0.0480435044903263,4.075862239862234,-0.1354275632965427,-0.0077361016992508,0.0453672374069758,-0.2075251982242762,-6.755527659495092,0.2913050850960049,-0.0480435044903263,4.075862239862234,-0.1354275632965427,-0.0077361016992508,0.0453672374069758,-0.2075251982242762
2.559,0.758912,1.03952,-0.0565767,14.5347,1.90307,-0.411554,-0.154216,-0.258359,0,-6.479708144834682,0.2052835869291772,-0.0547735566359835,2.836996219885161,0.2526640035713892,-0.0129207058073503,0.0468973976203603,-0.1930948881519395,-6.479708144834682,0.2052835869291772,-0.0547735566359835,2.836996219885161,0.2526640035713892,-0.0129207058073503,0.0468973976203603,-0.1930948881519395
