Time,right_TA,right_RF,right_VM,right_MG,left_TA,left_RF,left_VM,left_MG,mark
0.0,-0.0270216,-0.0262741,0.0561749,0.0283007,0.0477541,-0.0420452,-0.00739637,-0.00900022,
0.001,-0.0268494,-0.0189631,0.0607757,0.0298366,0.0371088,-0.0501298,-0.00790641,-0.0138155,
0.002,-0.0265865,-0.0108202,0.0644877,0.0273856,0.0297826,-0.062655,-0.00617288,-0.00865844,
0.003,-0.0283664,-0.0027311,0.0652592,0.0250538,0.0260785,-0.0675474,-0.00677025,0.0149678,
0.004,-0.0297578,0.00666441,0.0684324,0.0277956,0.0241026,-0.059428,-0.0171621,0.033046,
0.005,-0.0300859,0.0142735,0.0672523,0.0284995,0.0214998,-0.0571565,-0.0380255,0.0291695,
0.006,-0.0358628,0.0202785,0.0693978,0.025306,0.0190809,-0.0585132,-0.041502,0.0191549,
0.007,-0.037064,0.0269738,0.0708283,0.0237324,0.018252,-0.0650952,-0.022871,0.030146,
0.008,-0.0328846,0.0292438,0.0723185,0.0221425,0.0180857,-0.0718551,-0.00730669,0.0725933,
0.009,-0.0340142,0.0305114,0.0709924,0.0226696,0.017777,-0.0623957,-0.00514789,0.0900357,
0.01,-0.0425324,0.0386935,0.0679385,0.0228821,0.020176,-0.0411518,-0.0152634,0.0404105,
0.011,-0.0452861,0.0477967,0.0662362,0.0213944,0.0185039,-0.0382671,-0.019569,0.0283501,
0.012,-0.05012,0.0590222,0.0628592,0.019158,0.0161658,-0.0476745,-0.0124427,0.0367085,
0.013,-0.0545636,0.0691322,0.058049,0.0191204,0.0189358,-0.0441992,-0.0132428,0.0179414,
0.014,-0.0543645,0.0795941,0.0548613,0.0188443,0.022534,-0.0395604,-0.00526715,0.00642196,
0.015,-0.0558175,0.0881237,0.0523732,0.0183571,0.0246812,-0.0488269,0.00169631,-0.0632302,
0.016,-0.0522874,0.0948919,0.051201,0.0169761,0.0262591,-0.064313,-6.39e-05,-0.118585,
0.017,-0.0423518,0.0993542,0.0504473,0.0141207,0.025198,-0.0687104,-0.000822932,-0.0902603,
0.018,-0.0319281,0.099632,0.0528777,0.0135554,0.0211547,-0.0649138,-0.00354539,-0.0573587,
0.019,-0.0211631,0.0969869,0.0551788,0.0135446,0.0159855,-0.0533568,-0.0136037,-0.0420377,
0.02,-0.0151482,0.0939452,0.0580381,0.0125881,0.0155525,-0.0323686,-0.0213854,-0.034193,
0.021,-0.0161059,0.0912707,0.0599167,0.0115269,0.0135297,-0.029638,-0.0214645,-0.0300149,
0.022,-0.0209307,0.0867846,0.0609133,0.0132124,0.013691,-0.0391112,-0.00923066,-0.0191052,
0.023,-0.0488748,0.0842942,0.062537,0.0122839,0.0164351,-0.0356254,0.00430208,-0.00319094,
0.024,-0.0922298,0.0813952,0.0632479,0.0119384,0.0192484,-0.0365787,0.00962271,0.00414204,
0.025,-0.0783177,0.0802708,0.0631438,0.0120916,0.0171297,-0.027167,0.0141977,0.00118386,
0.026,-0.0371185,0.0707425,0.0651494,0.00912429,0.020691,-0.0145646,0.0280063,0.00142773,
0.027,-0.0152594,0.0674954,0.0653895,0.00490497,0.0262732,-0.0205708,0.0298068,0.00301118,
0.028,0.00888259,0.0944648,0.0640824,0.00459825,0.0271618,-0.0297989,0.00919269,0.00290029,
0.029,0.0425765,0.115326,0.0642635,0.00624402,0.0261131,-0.0275432,-0.00221863,0.00628895,
0.03,0.0480672,0.110869,0.0600334,0.00742738,0.0233939,-0.0231951,-0.0126864,0.00841082,
0.031,0.0228215,0.100188,0.0569752,0.00961357,0.0199576,-0.03266,-0.0172827,0.00942022,
0.032,-0.0357777,0.099082,0.0506797,0.0076794,0.0201753,-0.0596029,-0.0210267,0.00591698,
0.033,-0.0439523,0.106913,0.0423371,0.00787396,0.0221138,-0.0623822,-0.0332069,0.00138784,
0.034,-0.0234689,0.108171,0.0358265,0.00847844,0.0191321,-0.0386299,-0.0532483,0.000972848,
0.035,-0.0372637,0.107265,0.0302255,0.00800805,0.0154704,-0.00637625,-0.0458654,0.0033975,
0.036,-0.0308666,0.10446,0.0261498,0.00802676,0.0147891,0.0123778,-0.00852481,0.00824676,
0.037,-0.0113645,0.100011,0.0184498,0.00421002,0.00958915,0.0193381,0.00471526,0.00734716,
0.038,0.0228101,0.0898969,0.0105154,-0.000757739,0.00266002,0.0196154,0.00274213,0.00645883,
0.039,0.0317785,0.0770836,0.00952238,-0.00596899,-0.00286932,0.0219222,0.0117668,0.00841968,
0.04,0.00690019,0.0613179,0.00884147,-0.00709569,-0.00714722,0.0146182,0.00964183,0.00643944,
0.041,-0.0122092,0.049497,-0.00149317,-0.00894544,-0.00747716,0.0111389,0.00501161,0.00320372,
0.042,0.0248362,0.0383223,-0.0136868,-0.011403,-0.00440374,0.00956778,0.00818184,-0.000378513,
0.043,0.0284675,0.030617,-0.0252541,-0.0136546,0.00228275,-0.00309862,0.0173366,-0.00139457,
0.044,0.00964722,0.0202838,-0.0312217,-0.0100407,0.00776767,-0.0160018,0.0209377,-0.00444151,
0.045,0.0233647,0.00776243,-0.0337274,-0.00778082,0.00720543,-0.0204899,0.0133411,-0.00212616,
0.046,0.0387824,-0.00583702,-0.0374762,-0.00670825,0.00497427,-0.0205098,0.00111878,0.00195592,
0.047,0.0293095,-0.0174194,-0.0380087,-0.00737784,0.00486191,-0.0074608,-0.00860607,0.00185609,
0.048,0.0161782,-0.0314166,-0.0385944,-0.00670987,0.0157816,-0.0101868,0.00232991,-0.00184716,
0.049,0.0134683,-0.0346188,-0.046301,-0.00843882,0.00422233,-0.00592472,0.00759428,-0.00508058,
0.05,0.0112569,-0.0426585,-0.0515674,-0.0100933,-0.00889854,-0.00205199,0.010759,-0.0114224,
0.051,0.0123316,-0.0505406,-0.0497171,-0.0116695,-0.0112079,-0.00562978,0.0149191,-0.0104658,
0.052,0.016226,-0.0539598,-0.0544946,-0.0138727,0.00432094,-0.00283917,0.0177722,-0.0117277,
0.053,0.0225142,-0.0570338,-0.0578465,-0.012345,0.00886508,0.000458902,0.0166365,-0.0170126,
0.054,0.0244305,-0.0555299,-0.0578039,-0.0139916,0.00248238,-0.00149955,0.0120698,-0.0115436,
0.055,0.0261009,-0.0649592,-0.0590759,-0.0148155,-0.0033457,-0.00513313,0.00883475,-0.0173985,
0.056,0.0282485,-0.081589,-0.0671252,-0.0149218,-0.000854634,-0.00521482,0.0103161,-0.0237448,
0.057,0.0279489,-0.0872573,-0.0681766,-0.0179497,0.0101967,-0.00506482,0.0179718,-0.0134488,
0.058,0.0304967,-0.0904962,-0.0638819,-0.0185069,0.0122274,-0.00329513,0.0159989,-0.0158205,
0.059,0.0347609,-0.0908837,-0.0564204,-0.0204699,-0.00771099,-0.00155827,0.00857643,-0.0106615,
0.06,0.0390419,-0.0887892,-0.0462821,-0.0222069,-0.0152335,0.00438954,0.00785675,0.0186572,
0.061,0.0411653,-0.0902204,-0.0445426,-0.0244385,-0.00703231,0.0117903,0.0107918,0.0756204,
0.062,0.0378586,-0.0953633,-0.0486285,-0.0270722,-0.00873527,0.00975111,0.0118887,0.0878694,
0.063,0.0320176,-0.100093,-0.0534364,-0.0293154,-0.01825,0.00455487,0.0135147,0.116013,
0.064,0.030412,-0.100857,-0.0609375,-0.0290707,-0.0223673,0.00235284,0.0127452,0.132779,
0.065,0.0275029,-0.114466,-0.0706789,-0.0295119,-0.020378,0.00841991,0.0155831,0.0899572,
0.066,0.0298653,-0.133326,-0.0829565,-0.0276997,-0.0173925,0.0137665,0.0193749,0.0457299,
0.067,0.0289485,-0.1558,-0.0987076,-0.0274975,-0.0135718,0.0149022,0.0161574,-0.0283847,
