Time,right_TA,right_RF,right_VM,right_MG,left_TA,left_RF,left_VM,left_MG,mark
0.0,-0.021143,-0.0836931,-0.381141,0.00376712,-0.00403935,0.000610952,0.00176396,-0.142784,
0.001,0.00835375,-0.075453,-0.377741,0.00839325,0.00284397,0.00945769,2.78e-05,-0.0187384,
0.002,0.0229002,-0.0735695,-0.370726,0.0122969,-0.00530763,0.0084874,-0.00217411,0.0740242,
0.003,0.0180533,-0.0771582,-0.365528,0.0119954,-0.0157135,-0.000227461,-0.00263186,0.0794945,
0.004,0.0170765,-0.0776149,-0.360433,0.0116148,-0.0145046,-0.00632959,-0.00158187,0.0514732,
0.005,-0.00677827,-0.078888,-0.353963,0.00974603,-0.00329264,-0.00941722,-0.000658152,-0.0236006,
0.006,-0.0338442,-0.0794126,-0.346983,0.0108583,0.00298233,-0.00775239,-0.00410356,-0.175401,
0.007,-0.0549329,-0.0764293,-0.344494,0.0124,0.00636621,-0.00342171,-0.00561097,-0.296301,
0.008,-0.0494195,-0.0739677,-0.34368,0.0128764,0.0150224,-0.00108144,-0.00472684,-0.22082,
0.009,-0.0316469,-0.071245,-0.344226,0.0145514,0.0302687,-0.00189313,-0.0109984,-0.118412,
0.01,-0.0346308,-0.0668809,-0.340884,0.0136967,0.0468026,-0.00116221,-0.012042,-0.0680495,
0.011,-0.0434213,-0.0618266,-0.330586,0.0113729,0.0564966,0.000183495,-0.00219174,-0.0516108,
0.012,-0.0429577,-0.0498243,-0.31996,0.0106327,0.0446104,-0.00149515,0.0127118,-0.0524842,
0.013,-0.0423062,-0.0524676,-0.30976,0.0119673,0.0198882,0.00202863,0.0162465,-0.0399105,
0.014,-0.0414872,-0.0528106,-0.292842,0.0122394,0.0105286,0.00362768,0.0127859,-0.0342655,
0.015,-0.0362687,-0.0490242,-0.277282,0.0137138,0.0151935,0.00355339,0.0061581,-0.0693428,
0.016,-0.0315456,-0.0494877,-0.262944,0.0140806,0.0283557,0.00487084,-0.00172767,-0.0761283,
0.017,-0.0251562,-0.0479262,-0.251122,0.0134839,0.0260459,0.00312375,-0.00708232,-0.0662413,
0.018,-0.0209219,-0.0410622,-0.240785,0.0148906,0.0196274,-0.00337513,-0.00383269,-0.0378006,
0.019,-0.0221178,-0.0310999,-0.233159,0.0158797,0.00334208,-0.0132026,0.00184463,0.00993403,
0.02,-0.0301016,-0.0249135,-0.22432,0.0179111,-0.00146806,-0.0165987,0.00460482,0.0342067,
0.021,-0.0544834,-0.0177713,-0.211604,0.0193989,0.00719668,-0.0130017,0.00270085,0.0302529,
0.022,-0.0686787,-0.00560668,-0.19488,0.0211061,0.0139309,-0.00907434,0.00175327,0.0466411,
0.023,-0.0612004,0.00157642,-0.177619,0.022271,0.0146891,-0.0070189,0.00163766,0.0449806,
0.024,-0.0598902,0.00228383,-0.162815,0.0229498,0.00745207,-0.00517504,-0.0020113,0.0263559,
0.025,-0.0723896,0.0101623,-0.158702,0.0224865,0.00543222,-0.00211075,-0.00512998,0.00531498,
0.026,-0.0654841,0.0106922,-0.15386,0.0203258,0.012882,0.00127098,-0.00209513,-0.0353377,
0.027,-0.0489824,0.00913818,-0.142707,0.0152959,0.0192124,0.00418831,0.00550795,-0.0344237,
0.028,-0.032841,0.0107637,-0.130409,0.0120813,0.0160155,0.00384531,0.00706113,0.0320684,
0.029,0.00482445,0.0193674,-0.117891,0.0125781,0.0138423,0.00494603,0.00338595,0.085757,
