Time,right_TA,right_RF,right_VM,right_MG,left_TA,left_RF,left_VM,left_MG,mark
0.0,-0.0326393,0.000514188,-0.0271775,-0.0846663,-0.0171808,-0.00620427,0.0246636,-0.0146854,
0.001,-0.0252015,-0.00447182,-0.0272289,-0.0843493,-0.0691527,0.00307201,0.0214247,-0.0152601,
0.002,-0.01509,-0.00532337,-0.0270432,-0.0862828,-0.0738275,0.00676252,0.00918346,-0.0172081,
0.003,0.000784194,0.00378504,-0.0195621,-0.0908206,-0.0348522,-0.0021871,0.00274782,-0.0217363,
0.004,0.0342404,0.0121919,-0.00939623,-0.0932834,-0.00676995,-0.0106139,0.00278718,-0.0234844,
0.005,0.0761659,0.016384,-0.00408704,-0.0924907,0.00389141,-0.0135544,0.00982033,-0.0221081,
0.006,0.0732853,0.0176202,-0.00442244,-0.0902868,0.0122032,-0.0110292,0.01006,-0.0208804,
0.007,0.034634,0.019136,-0.00395269,-0.0868566,0.0162861,-0.0144401,0.00727456,-0.0204952,
0.008,0.0313739,0.0272586,0.00146094,-0.0852047,0.0159787,-0.0271826,0.00261152,-0.0201261,
0.009,0.0147011,0.0381701,0.00541962,-0.0857791,0.0161375,-0.0258837,-0.00221496,-0.0240204,
0.01,-0.0296846,0.0464276,0.00171268,-0.086112,0.00535642,-0.0202824,-0.00855638,-0.0329654,
0.011,-0.062843,0.0509041,-0.00219106,-0.0840789,0.0022447,-0.0131413,-0.0126055,-0.0518442,
0.012,-0.0505925,0.0556191,-0.000561625,-0.0807036,0.00435088,-0.000479861,-0.017476,-0.0769789,
0.013,-0.024818,0.0611987,0.00369645,-0.0790061,0.00668282,-0.000174272,-0.0194657,-0.117183,
0.014,-0.0265724,0.0660472,0.0073479,-0.0787402,-0.00427399,-0.00626612,-0.0111582,-0.169282,
0.015,-0.02156,0.0687947,0.0132771,-0.0768473,-0.0187915,-0.00931304,-0.00113281,-0.216956,
0.016,-0.0164222,0.0675691,0.0196969,-0.0756654,-0.0234927,-0.0111232,0.00107474,-0.280887,
