SSC_mark,SSC_Smoothed_Filtered_right_TA,SSC_Smoothed_Filtered_right_RF,SSC_Smoothed_Filtered_right_VM,SSC_Smoothed_Filtered_right_MG,SSC_Smoothed_Filtered_left_TA,SSC_Smoothed_Filtered_left_RF,SSC_Smoothed_Filtered_left_VM,SSC_Smoothed_Filtered_left_MG
0,75,65,43,27,55,40,67,53
0,79,68,41,36,60,36,62,56
0,76,66,43,43,56,33,61,52
0,70,68,44,56,62,43,54,48
0,67,66,57,66,66,52,56,48
0,69,67,72,67,70,57,52,61
0,74,74,73,65,60,54,46,50
0,73,67,60,69,52,47,47,46
0,76,68,53,72,53,44,50,47
0,69,53,45,69,55,42,65,57
0,62,50,47,61,60,44,66,63
0,59,42,44,46,54,39,53,68
0,61,47,47,48,54,31,42,63
0,65,42,41,58,51,31,36,64
0,63,49,43,74,44,31,37,61
0,61,46,51,72,37,39,41,62
0,56,53,53,71,36,45,46,63
0,53,59,52,62,39,45,39,53
0,57,55,39,55,41,44,41,30
0,67,48,36,54,46,46,39,24
0,73,37,30,55,48,37,41,23
0,71,38,36,58,50,46,40,31
0,63,36,37,68,60,51,47,33
0,57,34,42,61,59,52,54,39
0,53,31,49,56,56,54,52,50
0,64,32,54,42,45,46,43,54
0,73,37,49,53,34,48,36,55
0,75,42,50,65,34,48,42,57
0,76,47,55,73,40,47,50,60
0,73,49,51,79,52,55,52,68
0,69,49,46,62,54,49,42,64
0,64,49,39,54,50,47,33,63
0,63,52,46,49,41,38,34,60
0,62,44,47,61,41,46,37,55
0,57,49,40,69,41,49,46,46
0,60,56,35,74,46,53,62,33
0,62,49,34,66,56,63,71,38
0,65,45,49,49,58,65,65,42
0,62,34,48,37,66,60,68,51
0,66,41,41,42,57,53,57,52
0,62,46,40,46,56,45,55,51
0,64,59,38,56,54,46,46,49
0,62,58,44,52,48,42,49,58
0,65,57,36,51,50,45,55,64
0,59,52,38,57,50,46,55,61
0,65,50,36,68,53,46,54,56
0,62,56,40,73,53,42,43,46
0,69,45,46,77,48,37,41,48
0,72,38,50,80,54,42,36,38
0,60,32,47,86,62,48,47,41
0,57,40,36,79,71,52,56,42
0,55,47,38,58,59,55,51,55
0,58,50,35,39,48,51,40,70
0,72,56,39,33,34,47,33,81
0,68,67,37,43,37,52,39,75
0,75,74,37,58,37,44,54,79
0,69,72,52,58,44,42,62,76
0,72,63,55,56,41,42,57,74
0,68,62,58,49,46,37,52,65
0,70,58,51,50,42,44,40,55
0,74,54,42,54,40,40,34,48
0,79,55,41,59,45,39,30,45
0,79,42,41,65,60,43,40,38
0,72,42,48,68,77,46,54,40
0,64,40,55,58,72,48,58,39
0,51,44,59,48,66,44,56,54
0,52,45,52,51,55,37,46,61
0,55,54,44,56,48,31,41,62
0,60,52,32,58,49,33,51,58
0,70,57,30,57,41,42,57,49
0,67,58,39,48,53,51,64,44
0,75,58,38,58,60,54,60,44
0,76,52,44,61,66,47,58,58
0,83,49,40,62,64,49,55,53
0,83,44,39,69,57,38,48,44
0,79,35,33,71,57,39,47,39
0,80,35,33,79,65,44,52,35
0,63,34,31,66,74,48,58,43
0,61,50,30,50,65,51,65,54
0,64,59,34,32,56,42,53,70
0,72,64,38,38,45,33,48,83
0,70,61,38,45,51,37,35,79
0,70,55,46,59,53,43,41,72
0,60,60,44,61,50,54,47,66
0,60,54,42,57,46,58,51,60
0,54,63,44,58,44,68,55,60
0,60,65,35,66,52,56,65,62
0,57,54,40,74,50,51,59,59
0,65,42,44,82,53,34,51,53
0,73,34,44,79,46,38,37,39
0,63,36,50,71,49,42,47,34
0,60,33,42,61,49,46,58,40
0,56,35,39,45,43,58,59,44
0,48,31,36,39,34,60,47,45
0,56,35,41,32,29,63,34,40
0,55,48,48,37,32,63,35,36
0,54,58,54,44,39,44,37,43
0,52,60,56,57,44,36,44,53
0,61,55,52,59,52,36,55,62
0,65,48,45,58,58,45,60,59
0,65,48,36,48,48,46,65,56
0,70,47,39,40,38,40,53,45
0,64,43,34,43,29,30,42,50
0,72,34,32,56,46,40,37,42
0,62,32,27,62,54,37,48,39
0,56,40,29,57,66,38,55,42
0,50,43,33,41,62,43,59,45
0,56,46,30,34,58,46,49,51
0,67,44,31,40,55,48,37,46
0,64,46,41,52,59,46,49,45
0,65,51,51,64,55,43,50,52
0,67,59,61,67,58,49,61,54
0,70,47,60,58,64,52,59,68
0,73,48,56,57,67,54,58,75
0,64,34,51,59,65,54,59,73
0,64,35,47,69,54,42,47,57
0,70,34,49,76,42,38,41,44
0,70,34,42,82,47,36,43,33
