RMS_Smoothed_Filtered_right_TA,RMS_Smoothed_Filtered_right_RF,RMS_Smoothed_Filtered_right_VM,RMS_Smoothed_Filtered_right_MG,RMS_Smoothed_Filtered_left_TA,RMS_Smoothed_Filtered_left_RF,RMS_Smoothed_Filtered_left_VM,RMS_Smoothed_Filtered_left_MG
0.0670628374573602,0.1923046411014481,0.6143682989778884,0.3029646094752626,0.20689714506093396,0.13996280997482716,0.487466717351261,0.3987470151307107
0.07056251560153344,0.14127904426593854,0.5525889269013259,0.43535803249250843,0.2038130819913653,0.14319677860449004,0.6413347216681854,0.4175169947763485
0.0973334667684444,0.05441611692482308,0.3618368138989309,0.4632510859607125,0.2679045853397564,0.16011155640337207,0.6891274081546261,1.0306518038093828
0.11476313913045205,0.06924829261149501,0.4996303164989291,0.5335109999294094,0.24318875067762907,0.30452808859119135,0.7114819631372868,1.0515645051393328
0.1238694363046607,0.14621915620871712,0.6268981445006491,0.41756027935136397,0.22449618762515272,0.3399544814875367,0.5870993616354951,1.0385237649429993
0.12287144260731743,0.16972702222946257,0.6609103094817801,0.35702027256913405,0.18759112772033804,0.3704460993300343,0.4667392634528983,0.45313505613960714
0.14575378122054172,0.18548204176295513,0.6252553524905856,0.5963983672616743,0.2219313785242078,0.4073389893536178,0.41967218284207974,0.5259630411127956
0.15224535123212646,0.17351718765792123,0.4891569743053019,0.9486506741700328,0.4261415851778329,0.453885340555383,0.5486370337050024,0.9024711046210082
0.15084256546960806,0.20575546864798636,0.46806189749677407,0.9983823447870357,0.4576705997116337,0.4300997807098605,0.5502406490961991,0.9152562229651312
0.09732571314291762,0.20575844695727036,0.47311633772673206,0.9523047332767338,0.4628898350960799,0.3228216938031811,0.5082386854938683,0.9024967707158208
0.053031332243197296,0.19587567128835362,0.3835406995940323,0.5555901419446682,0.30165078452698163,0.06968400619245567,0.17871249695187277,0.3472260681220598
0.055226745637439456,0.13705841705137087,0.2591373471457187,0.3329994919207226,0.20352845305283074,0.21867682873856117,0.07640859780122063,0.09092351941618125
0.06308430745763613,0.11684131518275999,0.08751978528423174,0.25431861273985656,0.16777278480786756,0.2902809728052434,0.08469908303003021,0.07019491096821638
0.0789551085168054,0.08061283996158322,0.06790494391799234,0.23065487321101183,0.15129594793771417,0.3211479114090313,0.09381828295761911,0.09201628216271651
0.08827539834438634,0.07273461384991574,0.0848242214740949,0.26263212331585983,0.13159623017571187,0.31125980848720713,0.12125046573235655,0.1019171412548008
0.0884953468383765,0.07154668725955846,0.1070163453142183,0.4193420865132884,0.11685502058818573,0.15837041773458765,0.42542424171464954,0.6031150910974843
0.09460952604227638,0.08419004031406536,0.31624496894622534,0.5751253404678955,0.43007768150337944,0.1335078297458772,1.168273348204348,1.127989816874234
0.15690295733233953,0.13144450215339065,0.4575992360765505,0.7075331425819645,0.8925659659525346,0.1882532872447715,1.230621706143913,1.3945283040128564
0.2107670622989471,0.19039728075152554,0.46626711920503455,0.8784433874057053,1.0790076598807903,0.193240908978045,1.264594837153229,1.412047453940442
0.2112295158976205,0.19750504487122894,0.38519601571849804,0.9572420514994732,1.0948695138188314,0.2829918136034662,0.8964238807998263,1.084957634778596
0.17118273343452414,0.18831967330159302,0.3384074035482469,0.8703708525693451,0.8468098370444338,0.32087986633242827,0.47799112705067814,0.6834998432662491
0.105368935628218,0.12692736890489764,0.28607600779797643,0.8130339686110072,0.35066222933816554,0.3573879395434663,0.4631210162414058,0.5645650210598306
0.06286162111249738,0.10721783458819528,0.269350422617619,0.6310486465583308,0.2641085146041381,0.31718239002162624,0.35404901822816054,0.5191604242578424
0.05318684594285383,0.08018201865133319,0.1626007849527058,0.5848350458131784,0.17987629458233548,0.19148321259114354,0.28022443652222523,0.4353194528204609
0.17091200344187993,0.06174645205796611,0.05638356589577508,0.5235004010883629,0.24006618696141593,0.12068518223159734,0.09784349806144643,0.181327526710814
0.20399098563184562,0.05839820938611484,0.10175413486518903,0.3485110278795146,0.22738998088559556,0.1928825413896219,0.13252986323774787,0.11328264976395852
0.2119293769960321,0.06108134208691616,0.10467167732760016,0.3471014675854761,0.22763037515084708,0.27367297907955523,0.1443824557075124,0.1130106384586151
0.17267837024058924,0.061067599082314,0.11013918589810924,0.3181122756469998,0.18064682338905266,0.3129267654101736,0.13120334810182044,0.08694762979431347
0.10963887900121264,0.10374162351137393,0.06556647620412086,0.5404782193003027,0.10202079534129023,0.31495708939850864,0.48365107417232656,0.30878464383630855
