MAV_mark,MAV_Smoothed_Filtered_right_TA,MAV_Smoothed_Filtered_right_RF,MAV_Smoothed_Filtered_right_VM,MAV_Smoothed_Filtered_right_MG,MAV_Smoothed_Filtered_left_TA,MAV_Smoothed_Filtered_left_RF,MAV_Smoothed_Filtered_left_VM,MAV_Smoothed_Filtered_left_MG,Label
0.0,0.1162021288319214,0.1495275713546723,0.4641854415790549,0.4972821515513063,0.2361285117698076,0.367240805604215,0.343524649153778,0.5146993395702509,1
0.0,0.0900953437895202,0.0954348611412203,2.4178702515351778,0.1268999654659263,0.1035973556536195,0.1309473370799182,0.0933852229056826,0.1514920400842891,1
0.0,0.0233300580469302,0.018034241952428,0.0239182179495193,0.0694981539275198,0.0366256116557821,0.0133473258500264,0.0166141809851992,0.0256555965238533,0
0.0,0.0452044516258937,0.0367475835359849,0.023274255259041,0.115075220326681,0.0851182342920858,0.0484147070472847,0.0384909790475642,0.0803543221050873,1
0.0,0.0456495000936494,0.2452057350055734,3.997592474462095,0.1053260073413486,0.1484752802842617,0.0541104995612177,0.1496007463401931,0.0577619269389829,0
0.0,0.0937763056587824,0.0952751987995293,0.1869977864559254,0.2602527432148542,0.2621636267671712,0.1821112076480728,0.3307374996574636,0.3564447095463005,1
0.0,0.0463989349506423,0.0974894010363483,0.1323233434137109,0.1480899281289688,0.2472044498323166,0.1126030320426283,0.1556830455493315,0.4726943642152461,0
0.0,0.092576948043957,0.09783283312438,0.0666385578374534,0.0666682301709437,0.2015355293955517,0.1167047357883733,0.0797428063898515,0.1680803283972146,1
0.0,0.0965206674382126,0.1142215486724441,2.3524284455413844,0.1028459289767318,0.1170601336954604,0.0497784409854565,0.0299013510633939,0.1278858791118353,0
0.0,0.0376874572581197,0.0529257595756924,0.0337828357009538,0.1035077755384523,0.0573898886978224,0.0213448912770525,0.0227230772136401,0.0897154989335156,0
0.0,0.0630664387338447,0.0415250226087073,2.1963980477178984,0.1029644893872544,0.0650753525224266,0.2076702957497621,0.046828457299092,0.0929569265208171,1
0.0,0.5031063606229456,0.5036446631733947,0.4990458670304099,0.4822579711226544,0.5022035127728357,0.5022198157567169,0.5174001272885286,0.5099326568323757,0
0.0,0.0720614927055106,0.0875503002551879,0.0331885488900837,0.2221519848052987,0.0700243700181365,0.1072389513049039,0.1608876904735991,0.28619204122946,1
