RMS_Smoothed_Filtered_right_TA,RMS_Smoothed_Filtered_right_RF,RMS_Smoothed_Filtered_right_VM,RMS_Smoothed_Filtered_right_MG,RMS_Smoothed_Filtered_left_TA,RMS_Smoothed_Filtered_left_RF,RMS_Smoothed_Filtered_left_VM,RMS_Smoothed_Filtered_left_MG
2.3746763804519286,0.11175180297396531,0.02548308670547661,0.5095183025555355,0.08356677312033534,0.06061684846610005,0.056607747727190204,0.18889819898452545
