Time,right_TA,right_RF,right_VM,right_MG,left_TA,left_RF,left_VM,left_MG,mark,Filtered_right_TA,Filtered_right_RF,Filtered_right_VM,Filtered_right_MG,Filtered_left_TA,Filtered_left_RF,Filtered_left_VM,Filtered_left_MG
0.0,-0.0130801,0.550819,-0.023538,-0.0144722,-0.00108897,0.0019063,-0.00892182,0.0337498,0,0.017471040804462053,0.1603622654720191,-0.00048778523619399277,0.008645768330524052,0.0029138285027355175,0.004076451989081946,0.004752093383916607,-0.027927233335181403
0.001,-0.00643722,0.497558,-0.0206342,-0.0139616,0.00138667,0.0151049,-0.0240735,0.0337153,0,0.025912644573220185,0.1292379984475459,0.0016088530802025956,0.01008613066598858,0.004100419974265291,0.016701215175497754,-0.008053321206718356,-0.025991189478181947
0.002,-0.0149612,0.503725,-0.0185602,-0.0157374,-0.00451861,0.0227719,-0.0242311,0.0335586,0,0.02005336724696586,0.15037573581700245,0.0013425875102577687,0.009712776889998933,-0.0018517765913533338,0.026331302686676772,-0.0074619953645635685,-0.01735074935654711
0.003,-0.024433,0.542463,-0.0200458,-0.0180465,-0.013345,0.0192234,-0.0164209,0.041792,0,0.010207174649441632,0.21053849665981522,-0.002401422954795113,0.008326621905210817,-0.01129812169021076,0.021478388290882798,0.002759341118014901,0.003704111314941515
0.004,-0.0268402,0.505321,-0.0167845,-0.0207919,-0.0146922,-0.0031735,-0.01527,0.0515054,0,0.00826616628120875,0.19403946163976812,-0.00282509110191018,0.007023930331886162,-0.012039904424596924,0.001271959200298674,0.004439931191133249,0.029617802327431313
0.005,-0.0273839,0.402246,-0.0172473,-0.0260107,-0.00036976,-0.0267377,-0.0184465,0.0546029,0,0.006018230944541189,0.11429410039446705,-0.006316157379774125,0.0026707457088465804,0.0024262302176549394,-0.02411374260512881,0.002753522884726402,0.04873269861002607
0.006,-0.0291444,0.341599,-0.0187824,-0.0297674,0.0081948,-0.0347997,-0.0267364,0.0427482,0,0.0035769245013480156,0.08349386059893202,-0.011843111965651285,0.00024157491684000717,0.01205331071864545,-0.02971103824473578,-0.005940231659422175,0.05120133510791635
0.007,-0.0283883,0.239985,-0.0183863,-0.0315161,-0.00386652,-0.0223386,-0.0372278,0.0308542,0,0.002909988569286925,0.008314646697096868,-0.014214019203245378,-0.0007287469198584491,0.0005965745683985417,-0.019200715895202183,-0.016479933046409462,0.04905292698675729
0.008,-0.0268801,0.0493066,-0.0127794,-0.0364712,-0.0236788,-0.00858973,-0.0480976,0.0360253,0,0.00411999015898398,-0.14338262061564624,-0.011794619355379716,-0.004615930792859133,-0.018148484336404105,-0.0027270372141070653,-0.028920601536144758,0.05828540376936565
0.009,-0.027564,-0.00820056,-0.00555895,-0.0384691,-0.0315732,-0.00518294,-0.05706,0.0494699,0,0.0037976009813791983,-0.17262624440995245,-0.006252224670448084,-0.005916460608391131,-0.02552001978523815,-0.0009611723424762398,-0.039405453320555506,0.06909734490626335
0.01,-0.0308321,-0.0184923,-0.000549038,-0.0400171,-0.0234558,0.00983123,-0.060742,0.0557434,0,0.0017169099342312607,-0.13893561438341218,-0.0030172828389848786,-0.006747054085881356,-0.01679389954518926,0.016878972392772862,-0.0454109829166433,0.06633428412233965
0.011,-0.0398327,-0.0277028,-0.000318547,-0.0411535,-0.0171945,0.0665983,-0.0690346,0.0508084,0,-0.00459912092364921,-0.12129560996111133,-0.003200629582868309,-0.007233986757913427,-0.010560610914306018,0.07262488760604999,-0.055989299153235604,0.04710447013802328
