Time,right_TA,right_RF,right_VM,right_MG,left_TA,left_RF,left_VM,left_MG,mark
0.0,0.374305,-0.38752,-0.38957,-1.32085,-0.0477646,-0.243917,-0.942601,-0.613908,
0.001,0.378593,-0.312361,-0.266012,-1.31051,-0.0550171,-0.233912,-0.601716,-0.399877,
0.002,0.385145,-0.227074,-0.0425163,-1.25995,-0.0687803,-0.22137,-0.367581,-0.176955,
0.003,0.426064,-0.163464,0.216372,-1.15916,-0.0816472,-0.175513,-0.71687,0.187148,
0.004,0.47273,-0.0835851,0.400103,-1.03045,-0.0943241,-0.126096,-1.12561,0.630087,
0.005,0.47066,0.0245554,0.525249,-0.909597,-0.11096,-0.0945478,-1.03397,1.01089,
0.006,0.417259,0.115033,0.629939,-0.796232,-0.130838,-0.106982,-0.623558,1.32188,
0.007,0.339795,0.202966,0.711046,-0.670157,-0.146222,-0.123874,-0.305242,1.60087,
0.008,0.271913,0.301376,0.764626,-0.530415,-0.154024,-0.125294,-0.306235,1.82183,
0.009,0.221996,0.34343,0.771922,-0.379869,-0.158728,-0.118999,-0.393032,1.98685,
0.01,0.199241,0.331521,0.708666,-0.218296,-0.176269,-0.142915,-0.189367,2.09817,
0.011,0.225525,0.353916,0.703352,-0.0491843,-0.201131,-0.156477,0.120529,2.13971,
0.012,0.280287,0.413389,0.810939,0.105217,-0.231322,-0.172998,0.567486,2.14568,
0.013,0.313669,0.425557,0.970071,0.232905,-0.253736,-0.128808,0.88272,2.15294,
0.014,0.338856,0.379749,1.18548,0.344276,-0.233049,-0.0411472,0.95825,2.17904,
0.015,0.280832,0.328927,1.33247,0.445564,-0.204382,0.0187481,1.00207,2.1929,
0.016,0.138048,0.296818,1.45501,0.564159,-0.200208,0.13072,1.07323,2.17772,
0.017,0.0410109,0.280333,1.48421,0.676008,-0.215698,0.215007,1.13376,2.13771,
0.018,0.00758346,0.263925,1.48972,0.791578,-0.235886,0.229299,1.32319,2.07742,
0.019,-0.031706,0.249788,1.62459,0.93683,-0.237206,0.260322,1.33477,1.98608,
0.02,-0.0863464,0.232711,1.87851,1.09415,-0.200929,0.297627,1.07647,1.88303,
0.021,-0.150906,0.199726,1.96094,1.23474,-0.162267,0.327891,0.994949,1.74893,
0.022,-0.200051,0.16745,1.84403,1.34099,-0.131041,0.361654,1.31703,1.58866,
0.023,-0.251041,0.152316,1.88529,1.40574,-0.103617,0.378188,1.67197,1.38971,
0.024,-0.317299,0.136463,1.98329,1.41542,-0.100216,0.36758,1.95108,1.14734,
0.025,-0.370556,0.115135,1.78937,1.38497,-0.116092,0.352696,2.006,0.885522,
0.026,-0.401437,0.0949177,1.59021,1.31772,-0.127853,0.340527,2.09836,0.622354,
0.027,-0.444552,0.0850213,1.35801,1.20553,-0.143715,0.321481,2.56165,0.368529,
0.028,-0.514018,0.082669,1.01604,1.05739,-0.161507,0.282405,2.96213,0.11555,
0.029,-0.6012,0.0825686,0.657923,0.892034,-0.177206,0.241905,2.69271,-0.128256,
0.03,-0.663052,0.0744721,0.284526,0.732865,-0.191615,0.207533,2.30525,-0.365642,
0.031,-0.637884,0.068038,-0.0542905,0.565334,-0.188427,0.158829,2.1241,-0.589755,
0.032,-0.576033,0.0687523,-0.249873,0.401105,-0.179246,0.0910542,2.1471,-0.797574,
0.033,-0.533959,0.0791434,-0.422333,0.263711,-0.169167,0.0321927,2.18713,-0.927764,
0.034,-0.509845,0.092096,-0.472685,0.159062,-0.166135,0.00912983,1.9177,-0.980541,
0.035,-0.497016,0.111371,-0.441378,0.0863296,-0.168432,-0.0424159,1.67591,-1.00208,
0.036,-0.471911,0.129526,-0.360436,0.0523359,-0.170983,-0.104597,1.58557,-1.00482,
0.037,-0.452602,0.138722,-0.289787,0.0576753,-0.170125,-0.164759,1.48778,-1.01589,
0.038,-0.432643,0.140085,-0.263999,0.093303,-0.171234,-0.204204,1.05231,-1.01187,
0.039,-0.406496,0.107722,-0.232409,0.134859,-0.172541,-0.217614,0.662226,-0.986145,
0.04,-0.35882,0.0869398,-0.209524,0.179708,-0.165442,-0.206298,0.612588,-0.90416,
0.041,-0.299267,0.0947095,-0.250985,0.230498,-0.173053,-0.119172,0.454715,-0.77704,
0.042,-0.253275,0.112817,-0.214295,0.294404,-0.184708,0.0240478,-0.176479,-0.643127,
0.043,-0.212192,0.138934,-0.123302,0.405814,-0.194709,0.125774,-0.732589,-0.4888,
0.044,-0.172077,0.160353,-0.0408543,0.547859,-0.227213,0.088091,-1.00583,-0.33867,
0.045,-0.145828,0.171815,0.0412878,0.685856,-0.251814,0.00213248,-1.26022,-0.23946,
0.046,-0.109022,0.179509,0.167049,0.827467,-0.204822,-0.0531312,-1.49308,-0.170078,
0.047,-0.0555952,0.173208,0.242085,0.979214,-0.0079051,-0.125388,-1.61932,-0.0859009,
