Time,right_TA,right_RF,right_VM,right_MG,left_TA,left_RF,left_VM,left_MG,mark
0.0,0.0127197,0.158744,0.289947,0.0731129,0.179466,0.0417867,-0.0209904,-0.00102547,
0.001,0.107814,0.191763,0.262176,0.0760166,0.183873,0.0300242,0.00854084,-0.00374861,
0.002,0.117922,0.162656,0.223474,0.0772887,0.18476,0.0176187,0.0269805,-0.00537065,
0.003,0.11065,0.16028,0.180595,0.070747,0.183971,0.0182239,0.031446,-0.00744545,
0.004,0.106852,0.198627,0.155696,0.0603404,0.168937,0.025071,0.042955,-0.00776489,
0.005,0.0798322,0.120045,0.174814,0.0558897,0.138878,0.0223527,0.0526254,-0.00940087,
0.006,0.0464728,-0.0543856,0.194099,0.055882,0.0875871,0.0128272,0.0499882,-0.0121544,
0.007,-0.0324618,-0.197231,0.194182,0.0547279,0.00283226,0.00672249,0.0466742,-0.0123011,
0.008,-0.137219,-0.283225,0.186879,0.0497395,-0.121359,0.00929217,0.0335827,-0.00807131,
0.009,-0.14426,-0.283272,0.180311,0.0400628,-0.179231,0.0150575,0.0128776,-0.00435564,
0.01,-0.127218,-0.222641,0.174385,0.0377508,-0.0582533,0.0114783,0.00492123,-0.00323935,
0.011,-0.127799,-0.161905,0.169018,0.0389581,-0.00525304,0.00200102,0.0115588,-0.00295453,
0.012,-0.0762163,-0.105099,0.162716,0.0375058,-0.0233279,-0.00468279,0.0215007,-0.00197069,
0.013,-0.0367908,-0.058516,0.161994,0.0337613,-0.0337593,-0.00323183,0.0285297,-0.000392366,
0.014,-0.0839855,-0.0168725,0.159665,0.0330214,0.000753172,-0.00399282,0.0358156,0.00310171,
0.015,-0.106899,0.00669674,0.154509,0.0341561,9.63e-06,0.00185037,0.0340354,0.00608996,
0.016,-0.0746554,0.0222843,0.152586,0.0340514,0.0383248,0.0218353,0.0315357,0.00578083,
0.017,-0.0341088,0.0478596,0.151294,0.0335719,0.0950749,0.0382397,0.0284282,0.00546549,
0.018,-0.0165054,0.0655132,0.143425,0.030637,0.133886,0.0450295,0.020563,0.00443751,
0.019,0.0272347,0.0655446,0.135587,0.0255999,0.146949,0.0264594,0.0164569,0.0056371,
0.02,0.0676004,0.0277018,0.129217,0.0265775,0.127035,0.00177774,0.017744,0.00803558,
0.021,0.0565139,-0.0339475,0.122,0.0263419,0.0845111,0.00250861,0.0187037,0.0121524,
0.022,0.0203024,-0.0801418,0.116911,0.0215094,0.0171759,0.0152106,0.00590057,0.0141681,
0.023,-0.0167055,-0.114714,0.110829,0.0169987,-0.0978824,0.017567,0.00119,0.0122263,
0.024,-0.0767412,-0.121936,0.105324,0.0113789,-0.128343,0.00814924,0.000656673,0.00830435,
0.025,-0.146869,-0.108319,0.101746,0.00413663,-0.0664819,-0.00495821,0.000184043,0.00199926,
0.026,-0.19599,-0.110129,0.0976981,-0.00232224,0.0467798,-0.0140451,-0.00235838,0.00290485,
0.027,-0.181182,-0.128014,0.0897044,-0.00521568,0.0276252,-0.00966602,-0.00949615,0.00505528,
0.028,-0.104277,-0.151761,0.0804732,-0.00784986,0.0376444,-0.0114312,-0.00423437,0.00542399,
0.029,-0.0240964,-0.115118,0.0695174,-0.0109478,0.104585,-0.00997038,0.00741567,0.00708633,
0.03,0.0638921,-0.073481,0.0599774,-0.0122936,0.0938442,-0.00573949,0.016673,-0.00148921,
0.031,0.171998,-0.0491276,0.0481713,-0.00928414,-0.08579,-0.00269923,0.0195318,-0.00889305,
0.032,0.183092,-0.0334805,0.0366228,-0.00821693,-0.287513,0.00070654,0.0196801,-0.0123868,
0.033,0.146584,-0.020495,0.0303356,-0.0102508,-0.380324,0.00723149,0.0259884,-0.0238135,
0.034,0.138765,-0.0198226,0.024369,-0.0149396,-0.453476,0.0163854,0.0325784,-0.034885,
0.035,0.137983,-0.0269152,0.0172984,-0.0176238,-0.483416,0.00504899,0.0407623,-0.0327916,
0.036,0.142522,-0.0377895,0.0100335,-0.0192641,-0.258918,0.0137033,0.0431506,-0.022197,
0.037,0.076464,-0.053228,0.00548701,-0.0235311,0.0398363,0.0557988,0.0355509,-0.0114473,
0.038,-0.0484555,-0.0575602,0.0018957,-0.0286037,0.188131,0.0611471,0.0286094,-0.0063217,
0.039,-0.12735,-0.0529722,-0.00439251,-0.0329045,0.318096,0.0496452,0.0279532,0.00383439,
0.04,-0.10352,-0.0421275,-0.00941441,-0.034371,0.341782,0.0364615,0.0284575,0.0175276,
0.041,-0.0451981,-0.0266751,-0.0140172,-0.0362093,0.258706,0.024057,0.0200284,0.0298941,
0.042,0.0437695,-0.0272076,-0.0175109,-0.0369274,0.173559,0.0223424,0.0131773,0.0374609,
0.043,0.0782967,-0.0896712,-0.0200233,-0.0387913,0.131949,0.0241783,0.0212007,0.037978,
0.044,0.0464648,-0.0958128,-0.0216705,-0.0380751,0.079287,0.0354256,0.0185828,0.0324069,
0.045,0.0271476,-0.0186156,-0.0289357,-0.0386757,-0.0115087,0.0454628,0.016021,0.0195029,
0.046,0.0428617,0.06739,-0.0346017,-0.039688,-0.0614027,0.0394773,0.0128143,-0.00174087,
0.047,0.0482277,0.151015,-0.0416719,-0.0410367,-0.0699325,0.0246838,0.00836508,-0.0151045,
0.048,0.055243,0.231124,-0.0428013,-0.0419449,-0.120662,0.00737944,0.00854678,-0.0151835,
0.049,0.0239263,0.290442,-0.0423392,-0.0403296,-0.147768,0.00576983,0.00279341,-0.0116043,
0.05,0.00447663,0.310001,-0.0504249,-0.0386692,-0.0876369,0.0226535,-0.00590198,-0.00773493,
0.051,-0.00457793,0.294339,-0.0622522,-0.0376827,-0.0272298,0.0156418,-0.0142238,-0.0156913,
0.052,-0.0152259,0.222169,-0.0708147,-0.0358586,0.0229845,0.00438979,-0.0306518,-0.0288046,
0.053,-0.0158156,0.138714,-0.0679738,-0.0354446,0.0363399,0.00162241,-0.0524985,-0.0356122,
0.054,-0.00347914,0.10928,-0.0581517,-0.0341143,0.0284386,-0.000897534,-0.0540148,-0.0362084,
0.055,0.024139,0.142205,-0.0615176,-0.0334135,0.0306214,-0.0131031,-0.030193,-0.0307281,
0.056,0.0250017,0.187445,-0.066995,-0.0325435,0.0414658,-0.0321299,-0.0180368,-0.0221758,
0.057,0.0360947,0.216637,-0.074232,-0.0308178,0.0724203,-0.0426923,-0.0117836,-0.0160031,
0.058,0.054474,0.192717,-0.0800682,-0.0283608,0.104829,-0.041608,0.0169616,-0.0119292,
0.059,0.0569934,0.111847,-0.0810873,-0.0267038,0.0914137,-0.0234026,0.0386191,-0.0096951,
0.06,0.03022,0.066885,-0.0772192,-0.0222002,0.0747384,0.0065688,0.0362528,-0.0069367,
0.061,-0.0279507,0.0666932,-0.0656126,-0.0174019,0.0489992,0.0145331,0.0238233,-0.00303932,
0.062,-0.0744025,0.0951393,-0.053091,-0.0123858,0.0362019,-0.00504204,0.0169912,-0.00386062,
0.063,-0.101836,0.174907,-0.0469626,-0.00793009,0.0431622,-0.033299,0.0136175,-0.00519643,
0.064,-0.0856891,0.279731,-0.0279648,-0.0047018,0.0323512,-0.055322,-0.00659081,-0.00412779,
0.065,-0.0583219,0.398774,0.0040877,-0.00326582,0.0133962,-0.0540557,-0.0241279,-0.00453706,
0.066,-0.0087584,0.517578,0.0237268,-0.000553094,-0.0372163,-0.04122,-0.0349517,-0.00692262,
0.067,0.0467515,0.615148,0.0353234,0.00253187,-0.0827735,-0.00505457,-0.0568945,-0.00815362,
0.068,0.123895,0.667882,0.0441272,0.00307481,-0.0697142,0.00201462,-0.0655415,-0.00199951,
0.069,0.176461,0.829394,0.0731035,0.00496464,-0.0515848,-0.0103822,-0.0654734,0.0012558,
0.07,0.15066,0.987333,0.111394,0.00445519,-0.0348982,-0.0224387,-0.072757,0.00481951,
0.071,0.0617628,0.950634,0.136793,0.00117341,-0.0259668,-0.027715,-0.0770817,0.0135769,
0.072,0.00426959,0.831269,0.157904,-0.00234319,-0.0273312,-0.0178857,-0.080923,0.016103,
0.073,-0.0270897,0.723618,0.168003,-0.00248813,-0.0304632,0.0310929,-0.0977526,0.00969174,
0.074,-0.0108528,0.511979,0.163514,-0.00114243,-0.0364998,0.0864481,-0.114974,0.000592282,
0.075,0.0278346,0.275454,0.154228,5.98e-05,-0.0456853,0.0879871,-0.114633,-0.00365914,
