mark,Smoothed_Filtered_right_TA,Smoothed_Filtered_right_RF,Smoothed_Filtered_right_VM,Smoothed_Filtered_right_MG,Smoothed_Filtered_left_TA,Smoothed_Filtered_left_RF,Smoothed_Filtered_left_VM,Smoothed_Filtered_left_MG
0,0.0768964233675095,0.0582626460661374,0.0004989919060862,0.2010000071723797,-0.034939477154354,-0.0104583960200095,0.0027158393520788,0.0336936207433932
0,0.0131272892897158,0.0134918311264188,0.0010206928776424,0.2109040525738534,-0.0307240561453998,-0.0139389490722766,0.0030265485487357,0.0392868612822136
0,-0.059596966439921,-0.0289144569799661,-0.0029336443583924,0.1924657829000917,-0.0247141754590922,-0.0089636389540802,0.0110172583725706,0.0407079215038498
0,-0.0850237028426486,-0.0592722916458561,-0.0082476157324483,0.1661808607175137,-0.0198682667230995,0.0017175758999699,0.0133185542615488,0.0391641098722806
0,-0.1098079505642938,-0.0858511773125881,-0.0074665554539009,0.1425551147179722,-0.01424649409569,0.004872842834934,0.0182551501467286,0.0397210462647329
0,-0.140824756625361,-0.0984518916526047,-0.0057549521473885,0.1182592048757598,-0.0126148193345133,0.0089965131300396,0.0223763120652312,0.0386169779141005
0,-0.1871806604194343,-0.1150502975669127,-0.005442435731922,0.0783997523832821,-0.0110863674097936,0.0122218941330443,-0.0180500530888595,0.0385700192861394
0,-0.1844493912075615,-0.1265108528326905,-0.001831432431432,0.0104806525625163,-0.0038259501205862,0.0099491692067261,-0.0414136806267954,0.0378925530594461
0,-0.1371101413286317,-0.1275420276815201,0.0022159328641727,-0.0638337999248398,0.0069929311050422,0.0061718760986107,0.0106994667345404,0.0342779750998948
0,-0.0544427097779551,-0.1181371154114546,0.0064182035769737,-0.1215267556302878,0.0210944477511422,0.0006493283504074,0.0568138132235486,0.032527344079366
0,0.0070239976821064,-0.09866969740014,0.0131121964726483,-0.1624210746506808,0.0302588463509552,-0.0024582645223323,0.038011832731381,0.0251239406253959
0,0.0466190846954816,-0.0756680250360257,0.0169166359137674,-0.2332886597758564,0.032243706949653,-0.001775078235846,0.012012093305788,0.0179848823244824
0,0.0957405496862725,-0.0561579149597465,0.0189896148114262,-0.3125648323303963,0.0354199510164938,-0.0038608550699399,0.0151322921784723,0.0075949760783922
0,0.1350143211155873,-0.0382843417798731,0.0210045700216192,-0.394676161459862,0.047094242760468,-0.0058708764851963,0.0029386858085221,-0.0156115782740633
0,0.1515814486441692,-0.0191840679398011,0.0200510325040678,-0.4518322122214787,0.055551516683599,-0.0066209227558804,-0.0196661055117161,-0.031378671984891
0,0.053174664660176,-0.000265362235461,0.0200814590176232,-0.3858192339546917,0.0511327507817972,-0.0109194421000344,0.0007154786311815,-0.0408154915215955
0,-0.0489361811787801,0.016321929394773,0.0194139859451308,-0.2750037208454475,0.0412645656859135,-0.0119039087575827,0.0081047984364007,-0.0570024394191116
0,-0.0428408541119435,0.0332397438605858,0.0151893540639983,-0.1877165531458146,0.0278027814448593,-0.0076646069561466,-0.0262405428160148,-0.0684613215032891
0,0.0187649008452867,0.0525379437089594,0.0114309240537101,-0.1091889826884569,0.0151176694374348,-0.0002258860582337,-0.0319426312338065,-0.0764262063126814
0,-0.0009942297901947,0.0650591812307235,0.0085098299567567,-0.0407218511866035,0.0047967144650584,0.0050249825845115,-0.0162399384738961,-0.0846235555781078
0,-0.0605868898888994,0.0721185169348215,0.0037069722276684,0.0073467357489205,0.0051604823014581,0.007180491075631,-0.0051434183743115,-0.0934933661009879
0,-0.0089469807460251,0.082187793920484,-0.0003905073289798,0.0310634024572663,0.0079318840521896,0.0115293104221848,-0.0216530366554908,-0.1055048970543614
0,0.0275223543990232,0.0916147312898435,-0.0011012467041856,0.0793931377986665,0.0033950610385227,0.0129810936490352,-0.0381025365921677,-0.1071753001657745
0,-0.0124422265152942,0.0968470441178145,-0.0025936840003508,0.1317302444250131,-0.0014808012453201,0.0082228928886253,-0.0164288615724092,-0.102505273103409
0,-0.0578728235418325,0.1042701308477577,-0.0043284039354127,0.1523509525778473,-0.0001535616176495,0.0017477730755699,-0.0230176477811856,-0.095279059883945
0,-0.0525346211797644,0.107734610249523,-0.0039926363407637,0.1556723077236074,0.0040663853061634,0.0064749143278038,-0.041255311075555,-0.0840825451443479
0,-0.0269011712098096,0.1083064092557221,-0.0023594022770639,0.154614325841626,-0.0041723598541581,0.0171400456354324,-0.0247506475076247,-0.070998248069534
0,-0.0168095894289004,0.1068803172076207,-0.0006512840305216,0.1576718777892942,-0.0023052778849193,0.0221772950642989,-0.0088948620265938,-0.0526833097032388
0,-0.0085213926746071,0.1014145094744053,-0.0046184275342028,0.1498670203502,0.0065032796283654,0.0249282101417098,0.0013135934350781,-0.0384910958221654
0,-0.0074284732880142,0.0937095889123559,-0.0134931955877731,0.1106381044592473,0.0032345075371607,0.0243322958134898,0.0124046981824219,-0.0225065396046243
0,0.0037347678346873,0.0780455484512726,-0.019217824290757,0.055016519479643,-0.0031715157694996,0.0207078206189883,0.0184065027371173,-0.0001536952723516
0,0.0166596555799794,0.0491700131484906,-0.0218378284610989,0.0175656411582731,-0.0114162177390088,0.0173855470076373,0.0217641415973614,0.0185462049850339
0,0.0358799444645186,-0.0019160510155082,-0.0235827515693411,7.336544765329522e-05,-0.0159471228924628,0.0137456376756815,0.0224689709614826,0.033101893808467
0,0.0542845692534541,-0.0404471529231092,-0.0214814606190779,-0.0128524517582444,-0.0190797593920543,0.0069027322357164,0.0214995237209272,0.0499573604681605
0,0.0622268196419016,-0.0433778621187401,-0.0173082520223703,-0.0348136152989351,-0.0194720084633741,0.0013389096054857,0.0212170567155217,0.070420617156644
0,0.0658760542960137,-0.0386740335522806,-0.0166270832279803,-0.0608302722563064,-0.0153662797039626,-0.0077463414133436,0.0209470575148914,0.087479972000423
0,0.0628599290098618,-0.0366116215868968,-0.0190615894567005,-0.0858102640883635,-0.0036510862758743,-0.022607610608869,0.0196314459933789,0.1000770923892852
0,0.053173376228212,-0.0263758624450452,-0.0197179779315766,-0.0970575432831352,0.0045046311414113,-0.0331171909372128,0.0190959703888086,0.1052155693396615
0,0.0478039630148247,-0.0002895324258859,-0.0193929137138786,-0.0737899569835986,-0.0020766972735737,-0.036835940599095,0.0215480329182868,0.1048592737633186
0,0.0456377555854014,0.0272513970983183,-0.0201713383266259,-0.0315631970920683,-0.0090930547064254,-0.0305963516383683,0.0225305841979456,0.1063617158643748
0,0.0371601437284865,0.0470501392086961,-0.0194997600884979,0.0114175784519591,-0.0159063033592137,-0.0193877125741172,0.0182837676235465,0.1033464114292505
0,0.0376047370329671,0.0581449360659423,-0.0187277741046076,0.0487216423828466,-0.0206471493699202,-0.0104925598970604,0.0138329149721125,0.0947716048708477
0,0.0384286205989629,0.0592339085578429,-0.0168700535929156,0.0749692385896549,-0.019023452159137,-0.0068472167263619,0.0078438645925844,0.0913859734871928
0,0.0357747839274539,0.0493176386457204,-0.0137623371927605,0.0806088364903886,-0.0193882717093044,-0.0040425601436239,0.0023112635075148,0.0910196693984727
0,0.0346991071607864,0.029560363445815,-0.0064460597213047,0.0736805778060646,-0.0231279551872588,0.0043482389867432,0.002159611055084,0.0884500704918253
0,0.02416691772147,0.004197077075627,0.0039335203981244,0.0602257042449627,-0.0239582752413756,0.0131368891739324,0.0007221964247452,0.0848285710331346
0,0.0046839919326431,-0.0374162729815847,0.0052926948034761,0.0479410488781521,-0.0239649088664194,0.0225169822874581,0.0017628308324397,0.0861981955503722
0,-0.0264567709634228,-0.0850085891308663,0.0085854502954695,0.0510674447819794,-0.0220978061978989,0.0284123076904823,0.0026183383513981,0.0907261639000714
0,-0.0704498768858766,-0.1234092289842692,0.017248134809389,0.0439875477265546,-0.021119593951649,0.0243271369303509,-0.0016695078995541,0.0770182236235485
0,-0.0923229571257291,-0.1446326253727177,0.0259674321315532,0.0294031179013033,-0.0226517277694279,0.0179289439797836,-0.0061571671502703,0.0531143043852651
0,-0.087391611458603,-0.1443768808073633,0.0335282780498047,0.0175981539616938,-0.0154025828804917,0.0091072870988791,-0.0117969187994443,0.0355972872276203
0,-0.0878856901223815,-0.1459389265141251,0.0266522389378922,-0.0033138174880705,-0.0060528450287176,-0.0018991087926851,-0.0145747320185237,0.0214244326155405
0,-0.0935175915837708,-0.1427921923569827,0.0124276241799566,-0.0187922471484099,-0.0045536849191811,-0.0056921871793562,-0.0129359677086211,0.0133670508367895
0,-0.0979173432080999,-0.1276504624760993,-0.0078193235557323,-0.0320614337569063,-0.0043925125882753,-0.0051888718620889,-0.0116187920478896,0.004702027319994
0,-0.0932692098323595,-0.1201682458899545,-0.0222969810057705,-0.0434142177258405,-0.0028257046625846,-0.0078828727630103,-0.0201472632721145,-0.0134538021463832
0,-0.0696319972109051,-0.1110254093329632,-0.0073904343314479,-0.0140388494716887,-0.0005420864982182,-0.0143977883212184,-0.0304353757253074,-0.0388471464540995
0,-0.0330238960129218,-0.089632197149025,0.0237984292126425,0.0552008661986492,0.0064133512368216,-0.0178863088805843,-0.0321428858191865,-0.0657183648779745
0,-0.0040403121175068,-0.0685160269815337,0.0534284442586873,0.1162926689871118,0.0113177213329252,-0.0175281971960587,-0.0315186554729287,-0.0920148434562942
0,0.0118724922357613,-0.0519601963539564,0.0675248848130812,0.1488585281919917,0.0100155700924183,-0.0172287446931687,-0.0255255032285206,-0.1143843442511515
0,0.0226524757643581,-0.0390117920900115,0.0686659283360616,0.1597150236234642,0.0060202575178419,-0.0181955409602821,-0.0203804927313273,-0.1365203927259402
0,0.0304711779271428,-0.0287860743383428,0.0669123392382523,0.1589577339719926,0.0066013653874179,-0.0192947377553817,-0.0198981572142449,-0.1573906525477378
0,0.0362564336955253,-0.0202530019586559,0.056055791489415,0.150870111895456,0.0164296738376574,-0.0180713319231592,-0.0207850948696161,-0.170294710147751
0,0.0391671733736836,-0.0228216524370905,0.0377124210935545,0.1306911061831174,0.026616490761862,-0.0197670654778415,-0.0203925198615088,-0.1745780203400318
0,0.0419709033404901,-0.0319533157226168,0.0159514753878436,0.0990118658644825,0.0278690713094986,-0.0217427317115688,-0.0161340871117779,-0.1691892410514894
0,0.0397407329120678,-0.0461153569135409,-0.0032739059615179,0.063651816141622,0.0213151789950662,-0.0229029447623033,-0.0124392102740132,-0.1690984045232381
0,0.0318169033553869,-0.0529429901538287,-0.0152174596731953,0.0235841714603414,0.0232573750270944,-0.023898981299354,-0.004459743477517,-0.168279915298611
0,0.0253819664713026,-0.0466820026495081,-0.0213532632480581,-0.0236941548108786,0.029806964498384,-0.0207483236533017,0.0027092242350436,-0.1541113249711366
0,0.025425609483287,-0.0326100817084014,-0.0230037474658364,-0.0684309453539705,0.0289326679434488,-0.0159189940221686,0.0051481717041911,-0.1331605196394869
0,0.0275130249062262,-0.0155037465605242,-0.0258478631231698,-0.103986288777761,0.0205896829704511,-0.0112509176559632,0.0091516851369183,-0.1107910668157036
0,0.027143798627785,-0.0052953490128753,-0.0236706992997418,-0.1337216049529002,0.0117155868655494,-0.0094541161535007,0.0101274866358225,-0.0895377568174309
0,0.0288999218660232,0.0017839677856483,-0.0209356335568304,-0.1584771276309663,0.0087777310108132,-0.0079385962585494,0.0101046790759099,-0.0586805429102323
0,0.0292021673784005,-0.000227886020622,-0.0258279731497995,-0.1802505755491035,0.0057025762628266,-0.0048963945727505,0.0137244020313473,-0.0272734453119723
0,0.0200953482779672,0.0043028277260752,-0.0258947792601119,-0.2005210992765498,0.0073091012694645,-0.0049584653502144,0.020870587400601,-0.0016651381120074
0,0.0029501184274918,0.0084760585704211,-0.0252178142543798,-0.202047918848376,0.0099272455064302,-0.0089223771157412,0.0288684207366269,0.0290898701880442
0,-0.0081165845705979,0.012740489811284,-0.0289257438672419,-0.1917821486692667,0.0106495155889945,-0.0091728619395363,0.0331592425192961,0.0612181699686293
0,-0.0104503872152626,0.0153647653661488,-0.0341748886075949,-0.1898150378558253,0.0104808010043689,-0.0022615243840439,0.0341698424592201,0.0908614335693899
0,-0.0174575633585562,0.0227395184164398,-0.0376151468637599,-0.1869742779191587,0.008240262390256,0.0054654911784823,0.0343938240774958,0.1143451534440583
0,-0.043404951320558,0.035669609830317,-0.0349400881831342,-0.1834269381536723,0.0084784812644391,0.0157385876070986,0.0340828637951508,0.1338548254113867
