RMS_Smoothed_Filtered_right_TA,RMS_Smoothed_Filtered_right_RF,RMS_Smoothed_Filtered_right_VM,RMS_Smoothed_Filtered_right_MG,RMS_Smoothed_Filtered_left_TA,RMS_Smoothed_Filtered_left_RF,RMS_Smoothed_Filtered_left_VM,RMS_Smoothed_Filtered_left_MG
0.027794478862536387,0.2984096475358167,0.12279803243869881,0.06475674448185496,0.06215887825964025,0.11915465304751559,0.03640551611563378,0.05100104957068096
