RMS_Smoothed_Filtered_right_TA,RMS_Smoothed_Filtered_right_RF,RMS_Smoothed_Filtered_right_VM,RMS_Smoothed_Filtered_right_MG,RMS_Smoothed_Filtered_left_TA,RMS_Smoothed_Filtered_left_RF,RMS_Smoothed_Filtered_left_VM,RMS_Smoothed_Filtered_left_MG
1.9494143153833807,0.05801954801226133,0.03472110830920809,0.5009548414463019,0.046766015595903876,0.11186340748933532,0.10286176981324237,0.5949033438047535
