MAV_mark,MAV_Smoothed_Filtered_right_TA,MAV_Smoothed_Filtered_right_RF,MAV_Smoothed_Filtered_right_VM,MAV_Smoothed_Filtered_right_MG,MAV_Smoothed_Filtered_left_TA,MAV_Smoothed_Filtered_left_RF,MAV_Smoothed_Filtered_left_VM,MAV_Smoothed_Filtered_left_MG,WL_mark,WL_Smoothed_Filtered_right_TA,WL_Smoothed_Filtered_right_RF,WL_Smoothed_Filtered_right_VM,WL_Smoothed_Filtered_right_MG,WL_Smoothed_Filtered_left_TA,WL_Smoothed_Filtered_left_RF,WL_Smoothed_Filtered_left_VM,WL_Smoothed_Filtered_left_MG,SSC_mark,SSC_Smoothed_Filtered_right_TA,SSC_Smoothed_Filtered_right_RF,SSC_Smoothed_Filtered_right_VM,SSC_Smoothed_Filtered_right_MG,SSC_Smoothed_Filtered_left_TA,SSC_Smoothed_Filtered_left_RF,SSC_Smoothed_Filtered_left_VM,SSC_Smoothed_Filtered_left_MG
0.0,0.0980341444787464,0.0551177628640394,0.1314521260589061,0.1727296080822402,0.0938250737148568,0.1110891510939533,0.0570628461111128,0.1024010986527415,0.0,8.181408253416262,1.6738161612789813,4.865113028254653,2.6098500085810006,3.680899681292882,3.315796623888188,0.3039376234776823,3.719380130471727,0,58,42,39,33,89,42,34,54
0.0,0.0862025926595238,0.0633415073361649,0.0769544486411769,0.1727067764976423,0.0703395791264874,0.0658961889162646,0.0166165630908008,0.1545362867524995,0.0,6.724994701647648,1.5109286212451152,2.71566078938838,2.356864788663698,2.8036062372727413,2.3820077652340568,0.0682300516662086,5.558559879750894,0,55,35,39,32,87,51,42,61
0.0,0.0593553227339577,0.0835760803736596,0.0724467814575569,0.1947099476885837,0.051827913098567,0.0815960496979838,0.0193026564011784,0.1804358803636643,0.0,6.657285421650204,1.7596818238524914,2.74247005508838,2.531515638507215,1.67189662769765,2.784852055046885,0.0753878822224245,6.7147206205059975,0,63,35,46,30,78,53,44,61
0.0,0.0745995220873075,0.1398157267228604,0.0828139203204633,0.1808819085381552,0.0677090324199638,0.094200404535676,0.0287498708677504,0.1820360195691018,0.0,10.70928108803144,3.5846942055397326,3.387263928667369,2.385985218207765,1.7270138835937423,3.400560980649275,0.1306637269271165,6.322954651496673,0,72,34,36,26,64,55,47,73
0.0,0.0947886173716131,0.2242034090495421,0.0917185257240582,0.1428855943891077,0.0680083252952524,0.1736504119927665,0.0756148742466659,0.1263178362673472,0.0,16.285935780528945,6.570221429959043,3.893285763124225,1.80079812031766,1.657535271096856,5.086289897823149,0.2719355792425652,4.242634372495448,0,81,40,38,27,53,43,39,71
0.0,0.1094684597091196,0.3033738377448196,0.1374750652750044,0.0794441288015112,0.0958734698287702,0.1867898650888672,0.1257886397428854,0.1636448596348751,0.0,20.007130661789525,8.158964195180808,4.991248818950147,1.1316917598370375,2.6210940084574466,5.767306484002703,0.4944922521529973,5.022991783233087,0,100,43,31,37,59,33,38,68
0.0,0.0971472322092954,0.3605023448210658,0.153525396496423,0.0721903954071394,0.1567249126779225,0.2034220700867899,0.1569370461094347,0.1648755329797366,0.0,18.402456877975155,8.981378117666795,5.133067953424737,1.0508897953549177,3.762796766933057,6.245617389481618,0.6891315719822902,4.257963104550729,0,97,41,33,39,58,29,42,53
0.0,0.0893926141467637,0.2917899628157845,0.1599514998760935,0.1210812693440797,0.2412174669606047,0.1308070268972414,0.1638802125127441,0.2063911979039928,0.0,17.2428230750992,7.2108686821742705,4.946361496466199,1.7998852105723184,5.460135871571235,4.637811184586471,0.6772037391110397,5.0055247793046,0,99,38,30,37,55,34,35,37
0.0,0.0696051098350522,0.2320219711722473,0.116560721922715,0.1368815421398525,0.2505916891621447,0.0823085498649092,0.1500039344495436,0.1761996680409902,0.0,13.334968742894825,5.30963650213508,3.5831538916948515,2.536823450882244,5.743510574230425,3.2765495822028705,0.6414406538018496,3.91757237629734,0,88,45,41,47,61,38,34,37
0.0,0.0542133693732715,0.0813554145664829,0.0679604468410636,0.1670852081730962,0.2061427736327437,0.0814753310609328,0.1211187188526678,0.1375311162310098,0.0,9.236141623492504,2.91687657705936,2.0330603655754995,3.70038822201837,4.693878205378208,2.570509584970215,0.4095328584079603,2.984223707678266,0,87,52,40,56,55,39,26,34
0.0,0.0328696610922554,0.0429358116107036,0.0449992239011137,0.1702715170012501,0.1348069795560277,0.0894239737784998,0.0836217829167644,0.1189443769979708,0.0,5.581740858717232,1.8265478976736984,1.4146731740591705,4.67709216017436,3.505327354792032,2.5393631078786174,0.3084193635910541,2.4454604247794136,0,80,54,44,59,61,36,28,37
