RMS_Smoothed_Filtered_right_TA,RMS_Smoothed_Filtered_right_RF,RMS_Smoothed_Filtered_right_VM,RMS_Smoothed_Filtered_right_MG,RMS_Smoothed_Filtered_left_TA,RMS_Smoothed_Filtered_left_RF,RMS_Smoothed_Filtered_left_VM,RMS_Smoothed_Filtered_left_MG
0.5219309497359373,0.521999734507764,0.532404319951615,0.5005486851848708,0.5001125248636328,0.5029979431754715,0.49963452104395145,0.4980058069684155
0.5300638132971923,0.5118846170066877,0.5462595483054394,0.5006729361756329,0.5007379275986856,0.5067854144155699,0.5001321581538649,0.49801750562171326
0.540436757866268,0.5172815969946261,0.5513636217784604,0.503360776318365,0.4994132557981397,0.5049677838332316,0.4987856748888135,0.49964432376738205
0.5378469899395145,0.506626160240324,0.5390659840708732,0.5032902262693696,0.5006179912122762,0.5001232010090201,0.5001439301762733,0.5017972967753404
0.5209713722228524,0.507344121988176,0.538007510011462,0.5029494448575029,0.5006386724891155,0.5021951367798112,0.5038055182273725,0.5030323936680575
0.5223328338420828,0.5086427159928408,0.5355342284473631,0.5038712839324682,0.5014444195281136,0.5016237266158321,0.5040160804024136,0.5047116550622354
0.5159200698860441,0.5123704929337798,0.518482143997184,0.5022753181529591,0.5023036262424659,0.506566008988299,0.5088547055837668,0.5038615762652233
0.5162303171009078,0.5044508181581645,0.517556833374366,0.5038101675654237,0.5016872920759504,0.507373241578309,0.5089756076724026,0.5033302362431837
0.5088396299978956,0.5034292898512754,0.5024319679561411,0.5048888551737393,0.4996877479988545,0.5084611784456518,0.5040875037565214,0.5063716590473801
0.5095001571905218,0.5066422783830168,0.5094192028218534,0.5087848303126931,0.5006513053325439,0.5073825753539316,0.5020106714005212,0.5031237790835729
0.5099868855981884,0.504571583007503,0.5056928355808241,0.5097823274444035,0.5002845893556876,0.5027932001730459,0.49733592527708914,0.49904090120036726
0.5099648019154022,0.50092718335913,0.502257718398326,0.5047971976614997,0.500060667939763,0.5014859939849163,0.49931233974268163,0.4996631603302406
