MAV_mark,MAV_Smoothed_Filtered_right_TA,MAV_Smoothed_Filtered_right_RF,MAV_Smoothed_Filtered_right_VM,MAV_Smoothed_Filtered_right_MG,MAV_Smoothed_Filtered_left_TA,MAV_Smoothed_Filtered_left_RF,MAV_Smoothed_Filtered_left_VM,MAV_Smoothed_Filtered_left_MG,WL_mark,WL_Smoothed_Filtered_right_TA,WL_Smoothed_Filtered_right_RF,WL_Smoothed_Filtered_right_VM,WL_Smoothed_Filtered_right_MG,WL_Smoothed_Filtered_left_TA,WL_Smoothed_Filtered_left_RF,WL_Smoothed_Filtered_left_VM,WL_Smoothed_Filtered_left_MG,SSC_mark,SSC_Smoothed_Filtered_right_TA,SSC_Smoothed_Filtered_right_RF,SSC_Smoothed_Filtered_right_VM,SSC_Smoothed_Filtered_right_MG,SSC_Smoothed_Filtered_left_TA,SSC_Smoothed_Filtered_left_RF,SSC_Smoothed_Filtered_left_VM,SSC_Smoothed_Filtered_left_MG,Label
0.0,0.029020891798909,0.0384940014194901,0.0303570125257566,0.0623709538327584,0.0234755982362785,0.0166503198183323,0.0226403376446066,0.0616344902292218,0.0,10.985133852775256,3.2058367054475934,5.620456756972258,11.527903474168204,6.625633730800809,3.805613406586818,6.360986018242416,10.518209794732952,0,93,40,45,43,78,65,59,64,1
0.0,0.0201324371618209,0.0207993768511027,0.0241221264445836,0.1338747659543376,0.0440720045825985,0.0629878031148444,0.0533612295885966,0.0228142106882431,0.0,4.31078593589927,1.0191663359111605,3.1341095645296466,13.254087023684878,1.2209808188136957,2.6784309625560248,6.381778040750062,0.4745646754061385,0,87,52,51,70,48,38,61,34,0
0.0,0.0595608056227241,0.4128822006731962,0.0838950073675056,0.0725275321616585,0.1852269939914886,0.4856567541336056,0.1177091370759341,0.0990096707516663,0.0,4.51037811258302,6.068919765169901,3.119831382988842,0.5135191623344123,4.025033813554854,9.175499086929234,1.153558752139236,3.687668583288344,0,51,24,34,25,46,25,34,52,1
0.0,0.2467660474232215,0.2305966085937123,3.787987433738399,0.1652105561730112,0.108182607874796,0.1289831871627188,0.1496025152420471,0.30673837662421,0.0,7.068804559976526,7.452112531459555,7.57361712421024,2.979908796261652,8.313172682181005,0.3960133626082044,9.293383995218614,9.861298015879706,0,56,35,75,25,68,42,34,33,0
0.0,0.1759181961663544,0.0953967239726281,0.0326186996961409,2.4950070360503465,0.0496967658380242,0.0653514912559004,0.0477582407421094,0.1534855909574979,0.0,0.5883654627248307,5.052470146247809,10.497354187129352,6.283658973785036,0.2776399355820462,3.19706463118132,0.4071268642472351,6.457702373895378,0,32,31,44,61,50,38,31,39,1
0.0,0.1543117077515451,0.1112411902312305,0.0148786617781762,0.1564686988020551,0.2530780330218151,0.0911981169198396,0.0989247534029316,0.1499688147559812,0.0,0.5369393938476088,5.609230572195978,5.210497845734116,0.4998342508431563,1.323932518260785,3.490564737609473,1.0804494751043974,10.97902136817849,0,32,42,53,34,32,35,30,63,1
0.0,0.2521353210955271,0.1360226092716601,3.072344516124848,0.2454772929607004,0.1566468190876788,0.4083495193718031,0.1159719584732114,0.1722391333618938,0.0,4.982862355750235,9.24749460443197,5.563988830366863,9.1617907877148,8.60666599702856,0.9613474810799164,6.740048235907475,5.427413169785098,0,74,58,68,29,42,28,36,35,0
0.0,0.1686191393887508,0.406943575497887,0.1914108672196659,0.3720936115349387,0.1887819798520276,0.1820086331002953,0.0407956972230358,0.1885595181691723,0.0,15.31488286491211,10.205856060149705,8.660278159626476,7.569330351458939,3.679712014539487,5.032047513868999,0.1649915507109504,5.733762568949835,0,61,24,41,51,48,42,38,51,1
0.0,2.4536802622811846,0.0791413956828503,0.0297310997945223,0.2302621514160781,1.6426561974461995,0.3579859999623158,2.4744168601595526,0.2011343101464281,0.0,7.063004784873726,0.4629899624163612,5.479599584612103,0.9964116227899068,3.611198324606877,7.619819864167674,7.422840973093851,7.46063091760659,0,64,33,52,34,50,17,56,49,0
0.0,0.2923339739256476,0.0566815965710315,4.031043395127163,0.3294018060585739,0.1014609977562472,0.1568767314784653,0.1194122339943942,0.3820090587978948,0.0,8.19127852095698,2.7341201840622658,7.701462572371714,3.785311350979295,6.039746223607736,0.5459307727012354,5.983684821523908,9.636366187982755,0,40,57,73,33,53,34,36,26,0
0.0,0.1234792253960124,0.1237217293273494,2.3039592747409947,0.3860651607169634,0.2157509542261221,0.123596596128851,0.1475436509297647,0.149507616206005,0.0,2.9024690777970834,4.495346907749014,4.435072167730789,6.925965351486211,8.026923593947306,0.3663336317194335,9.202148114137373,5.345368924603173,0,47,52,53,29,28,38,47,33,0
0.0,0.0819106262751055,0.0441788148518039,0.040624951195839,0.0848285591530341,0.0825782416913418,0.100713740004255,0.1291538396367534,0.0535241611234513,0.0,5.974450171391056,2.126644784951172,3.242879383118837,8.338707659869215,2.0178821456137905,3.241242763727969,6.297170476599689,1.003985604066624,0,62,40,41,90,46,39,43,34,0
0.0,0.0975884535996532,0.0514503430341823,0.0753480791195451,0.0264443642820654,0.0686641377226444,0.065742860999626,0.0293941499715376,0.0904653726805265,0.0,5.309722450037913,3.8790909264751794,0.1765886539103518,0.7820118004580603,6.825778219466677,0.3094917816538349,2.066713788988761,6.770762025918634,0,73,62,41,72,75,52,67,59,0
0.0,1.413481152547886,0.1330012877376273,0.0404430526440054,1.254527751243683,2.987203559418428,0.3739718548658937,0.3710125976736425,0.1148105808096145,0.0,3.805360591878904,0.8013202632744625,6.853043765591341,5.194132773928295,6.4036421646618304,8.42830946031797,1.2273344559755577,3.4148945186783752,0,39,31,41,46,60,31,30,36,0
0.0,0.0487780608651494,0.0176678034996332,0.0186896033402735,0.010621980366348,0.02248088887687,0.004392635669875,0.0041484008384464,0.0968344954808951,0.0,16.68079682551892,2.2874241191586475,5.136876532605923,1.3781194162218944,0.597967855099233,0.9847390881201892,1.8372656791490884,15.417097968605743,0,74,79,65,71,89,92,85,78,0
0.0,0.0169413200358267,0.3473847247467946,0.1146582354504392,0.0238451216281098,0.0440659326213336,0.1216854206019694,0.0503068604759672,0.1366732769093618,0.0,4.2086412678892255,9.933166707294708,7.400450008997611,8.671240152073784,12.209646499976149,8.850973821141894,11.9796951646988,12.06772703104779,0,78,39,37,76,75,25,39,47,0
0.0,0.063472951335805,0.1409443898460532,0.0693266435278866,0.0659959450693499,0.1404279954117031,0.2439256366119677,0.2186078587516529,0.4900205792112444,0.0,3.924210963803757,3.823482102230156,4.702817912456198,3.98624655506278,3.774447125860071,11.718799853010784,8.997510606714652,10.150784052404346,0,69,28,54,61,36,56,37,31,0
0.0,0.1246973200905292,0.0530987857655193,0.0808477244422731,0.1884454557262663,0.049218559376534,0.0704961392269138,0.0639572973697427,0.101104110112504,0.0,6.904269312363532,6.673265421916216,9.396502374365308,8.467882558834017,6.018951949715412,6.774537795498297,7.48841332938735,7.882503561438828,0,52,59,41,57,64,38,51,57,0
0.0,0.0653666269282691,0.095769238093347,0.0552579665869817,0.0708461797304423,0.0350078265816471,0.0324028692871863,0.0222398820655826,0.0642204985314207,0.0,1.813003508271097,6.890862815624847,3.142960080774853,8.046344863176195,4.692191094049946,5.5277597067506274,4.556500700325531,6.593427307027687,0,84,42,56,56,72,54,62,78,1
0.0,1.560606975096691,0.315085620285463,0.0388866586604929,1.3319319847161806,2.631567824409021,0.1206448884804673,0.2118025582335082,0.3218208961264348,0.0,4.286417377573264,0.9154339507796402,4.763318823739489,6.616468339374926,5.615665415755723,3.695099479283373,0.6464154002315068,8.446872766529033,0,48,28,45,50,60,28,28,47,0
0.0,0.0946307111951089,0.1228105493937502,4.73246326613528,0.1161849758985966,0.1650907513333685,0.2356083574513094,0.1871194637326279,0.1415655638267059,0.0,7.48830331543496,5.983831240938233,10.686525988400575,3.6825715528004577,9.105695962584258,0.7304626800346501,8.781477568448448,4.61474439405297,0,71,48,81,39,39,33,36,26,0
0.0,1.5654898499448446,0.0695361468127883,0.0216315862996194,0.3172079053338065,3.1335031119725016,0.2896341635938164,0.3614348709339504,0.0623618859463875,0.0,4.019537287634216,0.4421365051229095,3.433611911131403,1.683966754426404,6.525433132975682,6.873303853359758,1.266171215567664,1.7979731068341251,0,48,30,42,36,67,31,30,44,0
0.0,0.051252691864197,0.2394796239701825,0.1810882144725747,0.1277733766234019,0.0266991756664429,0.0610188180289521,0.0300703643138936,0.0802257517146678,0.0,11.623426471224182,5.787224836480217,13.585118699679182,11.177623247418726,4.290142771140997,5.220409736099411,7.194663159674406,13.995898610989626,0,68,36,51,63,85,40,52,79,0
0.0,0.0343174649010586,0.4212980575685121,0.1025716934886722,0.0530276910259074,0.0512319871156837,0.0563919908199033,0.033407051386604,0.0715409336725074,0.0,6.3177074989890745,9.976020784881856,8.30030456188236,12.148110761723624,14.818003072970534,5.381081148461314,7.672611963238227,5.644909218952208,0,46,36,32,74,83,36,43,48,0
0.0,1.600769693143488,3.16713695526344,0.0457071665191432,0.1757276237471537,2.924636411385199,0.100311361629501,2.6768577974298564,0.2133199403479026,0.0,4.248604793285852,11.198539527848624,4.926486972988107,0.9912503317374656,5.89734990993583,3.299070094378828,7.315056595920714,6.230164611725373,0,47,65,39,43,60,22,71,27,0
0.0,0.0590702130408761,0.1120924512197227,0.052910650365953,0.0523864988162462,0.0602827603222873,0.0116862312953006,0.0250087663447636,0.075962466542916,0.0,18.62257648822997,8.70202449538522,10.889520879845712,6.535089687582914,6.475049057669679,2.145132800792596,4.932971105585738,9.209082074490787,0,77,50,62,52,46,58,58,60,1
0.0,2.389202824492152,0.0960192326046311,0.0145893949193479,0.1155546443938778,0.0351910111635942,0.0529125863203336,0.0308033123499996,0.0944625586018032,0.0,6.304303613219676,7.128464126285859,4.200339490795617,0.832957888873498,0.4625825916321221,6.89892306621541,0.2312096710231057,4.486444340851376,0,52,40,53,36,55,39,58,48,1
0.0,2.5595689413798093,0.1637240245675828,0.0555198888637863,0.1680791263348964,0.1680211620036605,0.1148811265267356,0.0749828459678387,0.169563726180707,0.0,6.176302556000417,0.4134895683425389,7.191910503017597,0.6579507829490521,0.8204355255412672,5.299355332768787,0.3254245378559139,3.2652006684499533,0,65,31,57,67,36,42,60,41,1
0.0,0.0159635206014176,0.2619569106575509,0.0799598493819578,0.0292943827868689,0.0670820836937027,0.045728926217542,0.04493602124486,0.0734576745211829,0.0,4.112127987054961,7.349719308691538,5.260627862968786,10.921261988763671,16.797015085737993,6.183267558165907,9.690441358915107,5.958506680512505,0,82,35,38,79,64,47,52,42,0
0.0,0.1397296487250982,0.084887331106348,0.0187306707634573,0.4428137025020612,0.177816781649529,0.0380822361173234,0.0411771019066741,0.0385100223999676,0.0,0.4691826697680215,0.7545673734230348,7.204924782175403,1.3736790324602597,0.7586841601243061,1.9311208405627387,0.2085016329861891,1.4926760445145248,0,40,34,68,30,39,43,51,54,0
0.0,0.1199232764347701,0.1147130959181162,0.1150190505796177,0.1497803844944522,0.02578997974454,0.0798566943675957,0.0305935401812196,0.0419939670538447,0.0,8.142855697483375,3.260516797160582,5.9559235898302445,5.973448685004582,3.803306181890741,7.154504139268673,5.602482467059301,6.493232022533533,0,70,28,34,32,69,54,58,55,0
0.0,0.0136774271379837,0.0560807746382112,0.0185737802728658,0.0234076479372439,0.0947078336529727,0.029411692841748,0.0369152602703162,0.0271178949592653,0.0,5.275598371552395,1.9955080733326709,1.8724928927401456,6.5501569718591055,19.59346848114241,5.3977857686213815,10.291184020625836,3.5337350247501025,0,84,50,54,70,68,55,55,58,0
0.0,0.3249402275048557,0.1662391328460044,1.84883598130112,0.1443439573664837,0.0634148953292458,0.2102180044588236,0.0318000869965203,0.0337120552965414,0.0,8.211021811946111,4.622671945032983,3.1633943624907586,5.728205934914476,4.31958404627824,1.2793992198841544,3.155874312861616,1.874596454423308,0,37,38,43,48,69,33,56,41,1
0.0,0.041839617306474,0.0578946689212992,0.0589581666850418,0.1119747896663495,0.0656813643515395,0.0694164488618075,0.078188076320373,0.0579619192239203,0.0,2.5641362938398107,1.2858027693053249,7.762261982698991,13.948388744315652,11.197785056695878,2.7468066848975,11.03493173752848,2.342345454920985,0,68,42,41,81,49,44,59,38,0
0.0,0.1124323981183189,0.3207935396062263,1.607250887776668,0.1090645281516197,0.0641313182134285,0.1148151126405392,0.0503200211173813,0.0728167890219869,0.0,4.863445685971603,8.574432305241531,2.7323621213599223,2.2278707271520166,6.3007022544471525,0.4848424666635313,3.70906630200724,5.40406482617581,0,62,31,47,35,54,39,36,47,1
0.0,0.0453435997042305,0.0646837369679974,0.0331954100322101,0.0899567721799851,0.0896905380437188,0.0707918264646475,0.052315867561561,0.0323376205881288,0.0,8.50403490121376,8.27797351644273,5.336366519583828,8.555041498476733,1.3606297595982006,11.975833495172838,12.202479823531368,3.903659980061925,0,64,61,54,69,58,46,57,71,0
0.0,0.0508911871556371,0.0389155843932962,0.0335483704385387,0.1614363044353839,0.3492686568448471,0.171662596969065,0.1153052992313711,0.110281291093741,0.0,3.825428981727545,1.869940853062492,3.952282265147141,2.7664543204860035,4.563597740462251,6.330868346366234,4.067298790104073,0.731997818767653,0,72,53,58,77,60,36,53,30,1
0.0,0.1120775175295961,0.0950859350266897,3.37928612923488,0.1367342001381894,0.086595884775747,0.2192490124274255,0.0253623075250148,0.1972862284243282,0.0,6.805675223415945,5.838654371044729,6.63630590097117,3.5209104864905743,8.906470412025635,1.1124144172620822,1.7369283091592442,8.103878597912225,0,62,45,57,26,61,32,50,45,0
0.0,0.084274072494456,0.1950577339875412,0.3890580573070374,0.3625960978735216,0.3037371535439684,0.1509493410452641,0.4390907310363107,0.4472088561474991,0.0,11.72311031571794,13.792009603639698,13.008837682514317,10.969211197563332,7.224871722716077,9.03569332798449,10.75054054316846,10.420306563277512,0,53,51,52,58,61,44,58,71,0
0.0,0.0779485790441468,0.1966850559571848,0.0627281282268356,0.0940079715564661,0.0718319287681977,0.1086548576744509,0.0158445910925841,0.013726220971072,0.0,30.04450474890517,3.2142548705545697,3.355420401053561,3.375566239885636,6.034405626874432,2.966867874107815,0.9858074917190324,1.2299133736858423,0,86,51,54,27,85,33,39,65,1
0.0,0.0793693337135694,0.188986443336932,0.1362399484349127,0.0477312478163238,0.1559308548302279,0.3551048571213682,0.1276967921871209,0.0997541603972387,0.0,6.74364329732046,3.7480272606766754,6.312790168814814,2.7577759439858784,5.328333752032705,10.618556648189198,0.5411905432624373,6.6569028781141935,0,57,29,30,38,52,41,35,53,1
0.0,0.0681041024569176,0.1651270519743614,3.5709224075258064,0.0836760999086546,0.0609912500686231,0.0838993972352941,0.0379157285293899,0.0790103284178521,0.0,4.803410632352007,4.518119612893744,5.937590978873521,2.8736995996474066,8.92346556658355,0.5383140499852019,4.488515103889914,2.501048197818018,0,50,39,57,43,67,59,61,26,1
0.0,0.0769200599638967,0.364687397986024,0.0849046005323888,0.2102457445538618,0.0852991190831565,0.126930406268559,0.0395226716456312,0.0332797190199866,0.0,11.044952969729408,8.31150928718014,5.800986150271714,11.10170438093238,21.41794447964752,10.69490180959539,9.90127323020014,5.520743206307403,0,69,19,39,31,73,55,58,69,0
0.0,2.7667777566844927,2.703578057869385,0.0924389884188077,2.422521561193166,0.0964290921740693,0.3162811829105639,2.4382063816884583,0.3047065421208188,0.0,6.372078941058076,7.9379694785415165,8.919505182871074,5.674993110105579,0.3842095497174502,9.93446888791318,7.757546604580323,5.728262463444459,0,77,60,37,62,53,29,57,32,1
0.0,2.907491656251582,0.0284396313020152,0.0210719328932191,0.2262747202122348,0.2446354981218931,0.0799244612132034,0.0973070557083101,0.1747765036855617,0.0,7.815976629879757,1.881495914042777,5.800690022729111,0.6734807761080721,1.3125553184331096,3.3295110385588145,1.0840371689895454,5.662667273712115,0,65,44,61,57,33,39,31,35,1
0.0,0.0539491602266132,0.0356377426783935,0.0517349994672093,0.0873725125265938,0.2267337992901503,0.1490804725036409,0.1335239629937873,0.1333351564693802,0.0,5.35643489054605,1.23088230857228,2.776791146881965,8.18442272989899,5.247194763408333,4.185487840221411,10.070637398870456,1.4733953577322747,0,79,47,41,90,37,34,55,37,0
0.0,0.1052598325415265,0.2076964715649417,0.0608316101628539,0.1079874851901383,0.0665852908562794,0.0404199948078669,0.0491908808299087,0.2276166996144784,0.0,5.43117224361861,10.568434947100716,4.692834805977059,5.301980981835308,3.202965853365024,1.569200254164182,3.5150478090428026,10.472175245128115,0,45,60,36,35,45,42,41,55,0
0.0,0.1375437240680036,0.2439410385841096,0.1126352446642396,0.2127978575396996,0.6240988820141103,0.1336275987009972,0.0951421730487443,0.4214197256159451,0.0,7.693243648742435,13.087709696854644,11.023062155372015,3.008456427679712,8.019732345596802,7.111735498301896,2.0507625830383485,4.944018800710077,0,69,49,52,45,50,33,36,47,1
0.0,0.0578135241337794,0.3194439520121934,3.555352260829202,0.0904003546481421,0.0712231082883241,0.4266530625350033,0.0809275906007005,0.1151112195612946,0.0,5.001920485658861,8.867505430602286,6.029224269034023,1.048043743095898,5.881627896248108,1.6971810345226643,4.47194504425571,2.061877437668999,0,65,34,80,43,58,29,35,37,1
0.0,0.033097680592235,0.0407501285822836,0.02356888555605,0.0713094510582908,0.0754851632191347,0.072961650856251,0.0374753755424565,0.0354651065055948,0.0,7.755860355358419,4.871436512582197,4.34070975782145,10.41305524215594,1.6160938984460196,11.998635303573288,10.268617756061452,3.966297115125513,0,63,56,69,83,71,48,63,68,0
0.0,0.0984378234975713,0.1303833084849858,0.4370276908346867,0.3206667395026038,0.700105037214923,0.3240035809740594,0.8515539801078627,0.8642970753215536,0.0,11.768988454567827,11.211918776086934,14.905415055730074,8.69013793451116,11.880576594109115,13.414553147446666,10.926368505506112,10.84863633156187,0,80,71,55,82,56,56,62,48,0
0.0,0.072437303456096,0.3457809367376502,0.1550665937315843,0.1506924816287818,0.0897391328164822,0.0230369878451553,0.0244198333387146,0.0606567409738172,0.0,13.002139880128784,6.74059150128544,6.1131750597576175,0.9028237037264492,5.153872520991534,0.9112078972472094,0.2965298208023533,4.112342652344717,0,85,56,28,44,81,66,50,70,1
0.0,0.037705301840436,0.1424177603546654,0.0880451478865457,0.0261967300792142,0.0209823875710553,0.0557298677003281,0.0196559504015591,0.0861549146258464,0.0,13.104840452167972,4.64805084200388,5.482933467895167,3.1472375802197456,2.447601425964029,5.385347054821321,4.833197975044259,15.204881421318449,0,72,24,35,53,62,54,60,74,0
0.0,0.041115765262028,0.0721509393837898,0.0555145305475794,0.0223589847229239,0.0533612004697258,0.048000498469274,0.0215560876395665,0.0237004812758177,0.0,12.62953543218786,8.219722601349428,12.657531649252332,5.1890550576759775,17.66938084298791,7.316329568390505,3.923877990515435,3.955153664679487,0,77,52,61,76,86,57,56,80,1
0.0,0.1946716160300475,0.0786787843699242,2.0390978753719824,0.1143818130143799,0.0847495022475631,0.0406150603425345,0.0227053202664305,0.3081579796848537,0.0,11.599104546149146,6.715045080081948,3.889356962460013,5.836241142213227,9.707375763512722,0.3674447720962378,2.492778510319744,8.404861081613182,0,46,41,52,34,59,64,59,34,1
0.0,1.1301807358261404,0.0809554848752035,0.0177911173944117,0.1663541469949994,0.0935717171069071,0.0663628824106003,0.0904762579842198,0.2692186872510279,0.0,3.3948082682425205,8.154148199032107,6.69071448734566,0.4428757649277432,0.4067243314560964,3.2236025720519503,1.162758354871451,6.11365646580436,0,56,40,50,44,53,48,49,41,1
0.0,0.0705407012037769,0.0415720254128101,0.0533633765512824,0.2149798965885961,0.0558836754250869,0.0324287853475033,0.0200790702791873,0.124375101082578,0.0,10.910582970261924,5.308027856436444,8.494828715147875,10.54410756851173,16.18562015775519,4.075515591967269,2.7371654927576925,8.242088259007637,0,86,68,58,64,85,52,74,57,0
0.0,0.0230036318049499,0.0526595911979682,0.0543268519231147,0.2511256064488624,0.1043086648805656,0.1027463235269077,0.1091452351664556,0.3731872635436241,0.0,2.626887672272741,2.986118795529394,4.918519927265539,5.542385400526625,2.7806710412819573,4.812542396569313,2.6497206206954926,3.737517638668116,0,68,59,59,55,61,44,41,43,1
0.0,1.7852950776426428,0.1338868765165816,0.0197134694442263,3.5901953323405587,0.203150734776796,0.1099640230716558,0.361959828270095,0.191441608396186,0.0,4.362935542608386,2.029120976642659,5.79239518260855,10.233322388333278,0.750612319699734,3.790725287542804,2.7274842761116105,6.806772207455247,0,51,30,58,45,34,38,30,45,0
0.0,0.1831331098274328,0.217093854648359,0.068532750893069,0.0989982399346978,0.0564882443074431,0.0935661591675229,0.0519647803324584,0.0596195436891306,0.0,11.060990888177658,6.404918303467388,11.215247803839336,6.543401335173709,9.967772980188588,3.7556982404836425,5.072095759014087,2.479307474179451,0,65,58,58,44,62,40,35,40,0
0.0,0.0644549513265409,0.0873174980862264,0.0430565838667793,0.1426362485210514,0.1181097505927527,0.1172233871136344,0.0471032492934016,0.0399538149794773,0.0,11.933877070712652,2.0771349930470846,2.513454639791279,6.543780284639436,22.37535318240726,10.033486951506717,13.435133207426292,4.385154848304236,0,59,28,42,45,65,67,64,73,0
0.0,0.0653096266749128,0.1089697345262787,0.1334153464914702,0.055234504746314,0.0325435931002906,0.0489743488964967,0.0726243099003117,0.5780627178497505,0.0,5.474811456993653,4.985537575743085,11.168023586876403,3.159767952805318,1.3035401050732391,2.339633496116288,3.833634689580276,13.601384516612343,0,56,83,64,67,62,59,33,33,0
0.0,0.1098470353919891,0.2083007919279598,3.0460639919740524,0.969492336919272,0.1324694859441531,5.063389876232223,0.1947051789425801,0.2372775877270997,0.0,9.7677046046118,7.012051744778079,5.683247151976349,9.015464033116292,8.891324251816991,11.08424376803998,10.734062151034776,8.103084662046715,0,69,44,52,36,48,84,38,16,0
0.0,0.0568051524180504,0.0867351307336886,0.0660100146474826,0.1042550089393242,0.0858785699294674,0.0678219911737162,0.0482415371604764,0.0881407722107624,0.0,4.796596919766664,8.646382614671712,7.6793560227505235,5.094930589543124,18.378820502787907,6.017473534416043,8.111095395403035,8.338231131650849,0,58,45,38,60,72,50,60,52,0
0.0,0.0616295918305097,0.0273988432589046,0.0639954787273083,0.3251606793735119,0.0882353914374833,0.092632756645421,0.1241011371587447,0.0465781408655825,0.0,3.258009460273803,1.5033214066678886,7.418664534121375,9.573187019010389,3.835297875568586,4.294093314173278,9.798622400437798,1.4660910583676272,0,58,44,48,65,52,62,57,57,1
0.0,0.0683041661690051,0.2419678063957821,0.306055849763636,1.1608316860481545,0.3891586231550866,0.1953935717778815,0.1242840716738051,0.2565662165348626,0.0,9.27187926247082,4.88939864544804,8.229434619286913,8.360974307533219,10.079036000019864,5.045358498341372,1.8324261839636893,10.44356467894916,0,76,31,27,48,39,31,29,63,1
0.0,0.0911623575167565,0.0301701810773044,0.2134710562154029,0.2026779826146555,0.125373120141063,0.0414287677610971,0.1762118049030776,0.540755664690292,0.0,9.783471534066738,2.258401395476975,7.193783251534191,3.962839439006969,1.7383901938737645,2.231807009004102,2.989707087667214,8.310683630784181,0,66,71,60,44,59,64,60,63,0
0.0,0.0422303903280051,0.054498899684608,0.0639229561753453,0.0236767475990567,0.0369683914679167,0.0317937350192528,0.0124281539008423,0.0631079698520151,0.0,15.737833836854888,7.426948176623608,13.1045334950391,7.088661420913873,12.52729537951997,5.638679680143394,2.782974093931661,12.37774902061054,0,84,61,58,76,78,62,75,71,1
0.0,0.0403885413752129,0.2828870800433674,0.0445229114905869,0.1255586262014067,0.2896233458749028,0.1347764490112605,0.0549089475904002,0.1180986092893209,0.0,8.63182920114239,4.68987755926353,3.465101676745734,8.668300760940662,9.821060732059223,4.196189512773769,5.219815044316781,7.88527490301929,0,54,22,41,37,48,42,53,44,1
0.0,0.1072901953601843,0.1028305924795928,0.1452805445795035,0.1592674962737226,0.2969770453861681,0.0423119905712857,0.1792981428198039,0.3187148991860195,0.0,12.288313604670735,8.321374973419633,6.03880724433561,6.097208033021556,4.873562066656996,2.278032164835827,3.9866279235413615,3.9695631180322986,0,70,49,66,68,40,47,48,51,0
0.0,2.6058959785918487,0.0825408548980173,0.0243363200202604,0.0737309614839203,2.772854046327822,0.1138213727701911,0.8390955591839834,0.1359759245518692,0.0,7.67869304747853,5.125083290199503,4.378770135795746,0.3178259676598577,5.173373826647323,5.484644570455719,3.49324694391666,9.893347925717688,0,70,34,60,38,61,37,40,61,0
0.0,0.0829307463098779,0.0785454044553586,0.1226451213830465,0.8276047991178778,0.8549255505967835,0.1451840557428563,0.4732403413183514,0.5540138777172335,0.0,6.946677709741173,6.17058381269014,10.09548424774436,13.290484894301832,8.149956075503818,7.716854925126541,7.775908389186403,10.926359268390554,0,77,56,43,55,41,44,41,48,1
0.0,0.0147712210023713,0.0862068555616596,0.0392152632713842,0.0331876865364748,0.0574216149348087,0.0219688132816056,0.025153925921673,0.0176021028544657,0.0,4.112907451513854,4.18977550432506,2.7345730749467023,4.31506338950263,13.033954101416388,2.431868195590195,4.457341514558937,1.8217110941212848,0,85,44,48,46,74,44,47,60,0
0.0,0.1569921826669955,0.1184792496916034,0.4121558398043152,0.631802984829033,1.0917500450004436,0.3214411566826001,1.1413630127937302,1.2092323835260277,0.0,13.824115768975837,15.741555329443212,13.915875625061524,15.268366926757064,18.12329468044685,11.486923425957055,15.092684748860526,14.588542963265157,0,70,68,57,71,61,48,60,63,0
0.0,0.3606280870147719,0.1557599924418327,0.0690653784887422,0.2304907275507068,0.0425875121346191,0.0494752547050788,0.0672349183572007,0.0338639254104261,0.0,11.59270830941131,5.971640432170616,4.504063360508101,7.875575810960915,4.301257719502265,3.9796959507907497,9.73673788919775,0.84959164261416,0,44,47,39,59,55,63,63,44,1
0.0,0.0548488368370937,0.0336667004309692,0.035222860687361,0.1012515741887906,0.0470456104339931,0.0387571776892015,0.0299524317058419,0.043777652593486,0.0,7.765969294177392,2.987424579675076,6.001548149720603,17.682195919784657,11.126757717087935,5.767967268663373,7.90264548363292,4.2264182393958585,0,55,56,38,77,68,60,66,75,1
0.0,0.0802392310710773,0.3311987741460033,0.0526461789874013,0.033629469536699,0.0324950895690878,0.0537928159320868,0.0407276092652787,0.2748287838747348,0.0,5.758223834994061,8.465279292973655,13.883607464453062,2.770736848231162,4.244253600283926,1.6592718291800943,4.846764449116572,17.759784056768595,0,57,38,69,75,69,39,51,47,0
0.0,0.5334375457476108,0.086834056071124,0.0358108932283672,0.064919333244126,0.1557803778123875,0.1505351845133153,0.0550162763192681,0.0463013582655672,0.0,1.5459757122308055,0.3928251087358325,6.47839028639211,0.3358266618838683,0.428487591289134,4.948550533840706,0.1820897925155452,1.3807896155307142,0,32,38,66,56,46,40,42,52,0
0.0,0.0425698094933192,0.2228408962008013,0.0830617204876385,0.0257873489838886,0.0465304670085382,0.0535647413788259,0.0194113898644359,0.0388741206090212,0.0,16.092200006335407,7.40786050283001,7.585015732054617,6.000912489824733,12.45862901207648,5.585225455842506,4.658174457312075,3.350841806568201,0,92,48,52,69,82,37,47,66,0
0.0,0.0411265391620414,0.036999820235421,0.0410699105183009,0.234555114266038,0.3311289269988839,0.1690742524377887,0.1334306000463736,0.3721316625843738,0.0,2.486963553032143,3.973635730720924,3.529298432163177,18.247804771175176,6.176761377211443,7.678873253637289,8.65670263446691,4.634669066225314,0,62,49,49,68,33,49,56,33,1
0.0,0.3444485487954078,0.0423198163111063,0.0522847858939937,0.2359998653786657,0.0692935801282556,0.1280972042573873,0.0807088142527956,0.06902731279619,0.0,9.315192556392285,5.280830734872385,5.93127904675446,8.464426560657875,2.4955769331357978,6.27364526314541,5.5441163918772975,2.966763758512953,0,36,50,38,46,60,43,51,43,1
0.0,0.1156789213016941,0.0777074990399585,0.0876511297668138,0.0941239214241027,0.1065117314317362,0.0400835683849908,0.0405510818203107,0.3417698089788806,0.0,5.475969126251908,7.970720222143489,11.528243306871287,5.104121516970139,2.463467869462741,1.8703237179879408,3.971767224043836,6.5400305557491984,0,55,57,69,48,51,49,52,44,1
