Time,right_TA,right_RF,right_VM,right_MG,left_TA,left_RF,left_VM,left_MG,mark,Filtered_right_TA,Filtered_right_RF,Filtered_right_VM,Filtered_right_MG,Filtered_left_TA,Filtered_left_RF,Filtered_left_VM,Filtered_left_MG
0.0,0.0331193,-0.00931004,0.0388636,0.0225937,-0.117034,-0.0471856,-0.0398833,-0.00590624,0,0.030773537474999998,0.09261245017384682,0.06657622256306031,-0.00024363363508923304,-0.06031045059881463,-0.07130722667701632,-0.013188064718919734,0.030204073982308753
0.001,0.0357587,-0.0163903,0.0273798,0.018919,-0.0642883,-0.000249953,-0.0421037,-0.00584627,0,0.028345659652893,0.07530077214190463,0.05425066888022857,-0.015331911907000152,-0.020597401213622135,-0.03843333489124505,-0.015635369710213023,0.04187609228316568
0.002,0.0383036,-0.0280629,0.00896942,0.0138139,-0.0104051,0.0406969,-0.0280258,-0.00647376,0,0.025937763418151277,0.055116780028740035,0.03191508293186261,-0.02944882985043975,0.026342650826179256,-0.00200935348785335,-0.003966834241893657,0.043842708997586397
0.003,0.0187687,-0.0322648,-0.0088849,0.00892943,0.0135332,0.0966678,-0.0318995,-0.00626936,0,0.004980517393833995,0.03803548906391534,0.010114879048400537,-0.03781101768778095,0.04869085902083947,0.04015428149672397,-0.009868462765685777,0.034235219734166523
0.004,-0.0167957,-0.0144036,-0.0218609,0.00143673,0.00437461,0.122567,-0.027818,-0.00959903,0,-0.02963238118443113,0.050755025052422256,-0.007484868201958518,-0.043654562333088454,0.04454131233220591,0.060858859080854186,-0.009113631491271148,0.013228333995690079
0.005,-0.0516928,0.0322264,-0.0319405,-0.0039921,-0.0395982,0.137177,-0.00982366,-0.0109828,0,-0.06096888200998759,0.08637011056606882,-0.020624359065698206,-0.04147958779219724,0.008383401124995008,0.06305762319447206,0.005031198757688323,-0.01330635172024161
0.006,-0.0984485,0.0840921,-0.0451046,-0.008307,-0.072792,0.130561,-0.0111669,-0.00784056,0,-0.10051602665543442,0.13944265060388777,-0.03508451521213575,-0.033110076891647196,-0.011907573096776456,0.05014422056129633,-7.099840293346617e-05,-0.037190450142993776
0.007,-0.11815,0.0230844,-0.0586825,-0.00879248,-0.0262409,0.0978856,0.00343349,-0.00578282,0,-0.11354652642877348,0.07143878777422999,-0.04777886603643639,-0.017463966269096423,0.04420533002010413,0.007218265169202043,0.00961415616785991,-0.06092697662391011
0.008,-0.0852883,-0.151674,-0.0703671,-0.0130588,0.0609936,0.0756046,0.0309366,-0.00467554,0,-0.07014886714717625,-0.09670651185513073,-0.05549042855755584,-0.0032090571786061,0.14426177346215718,-0.022656900189793886,0.03373417442342244,-0.08004544449520368
0.009,-0.0548646,-0.196889,-0.0725099,-0.0184242,0.0833268,0.0879596,0.0360118,-0.00510383,0,-0.03410339406374802,-0.14622155755259839,-0.052476473490146495,0.009126898982037057,0.16866961968297306,-0.018107931163313648,0.03400058957103277,-0.09147141239239726
0.01,-0.0360005,-0.250489,-0.0685267,-0.0225617,0.0417246,0.103815,0.020291,-0.00259896,0,-0.006034494742745304,-0.19230033191451823,-0.040558925180280266,0.021312526981032934,0.13235053229330165,-0.010892816437246156,0.015979738054402472,-0.08980453577912112
0.011,0.00533967,-0.356119,-0.0656635,-0.0270196,0.017648,0.101974,0.0214979,-0.00112992,0,0.03567148531303597,-0.3033354190400093,-0.030954054660342102,0.02850433184841899,0.0969993747829403,-0.01818137410897083,0.013499125297641615,-0.07684855692932413
0.012,0.0125498,-0.521164,-0.0623619,-0.0345448,0.0350976,0.108254,0.0386915,0.000851357,0,0.046789865022318314,-0.4654705425140296,-0.019719417385811833,0.028563488765013672,0.10932362070186732,-0.020824435052616604,0.029671115750026317,-0.05432318623969344
0.013,0.0115393,-0.638052,-0.0643679,-0.043933,0.0846213,0.13349,0.0439947,0.00113132,0,0.03898908202435548,-0.5927025413979691,-0.017700204136947055,0.02068510778599485,0.13504534281250935,0.0010262211890605683,0.032803099727091146,-0.024607070183780867
0.014,0.027539,-0.586842,-0.0702098,-0.0512932,0.0586006,0.187555,0.0248241,-5.72e-05,0,0.052384266255833964,-0.5466047546482965,-0.020161633780709648,0.010714127783642826,0.09689560317899965,0.0470037086694827,0.013453262182620572,0.006164517294783539
0.015,0.0382126,-0.40665,-0.0594549,-0.0554137,-0.00892543,0.212802,0.0201487,-0.000375157,0,0.050750711508661825,-0.38296621134897846,-0.011634957613211209,-0.0002443632360870137,0.000398447977983038,0.07059946138459286,0.0077757961306083555,0.03858470386336118
0.016,-0.0174507,-0.20604,-0.0578614,-0.0623619,-0.122249,0.212226,0.0209131,6.02e-05,0,-0.011887743091224845,-0.19452252154962807,-0.013880775608142153,-0.01550412831299261,-0.12426003938548098,0.0639564773474612,0.008336703619937305,0.06565334760074339
0.017,-0.0986098,-0.0575214,-0.0606227,-0.071671,-0.162786,0.187217,0.00722284,-0.000275978,0,-0.10631567211459785,-0.06617038779653284,-0.02581694337598008,-0.03317265841047674,-0.18880711381633872,0.03876878256265351,-0.006012187335670177,0.08431725494841613
0.018,-0.135823,0.0760132,-0.0663923,-0.0793729,-0.201839,0.151232,0.00740789,0.00226872,0,-0.15059218523833579,0.05331136960698818,-0.04188877230170531,-0.04684308584053985,-0.230604798387342,-0.0003780062236039515,-0.006872753435070236,0.09369680893595167
0.019,-0.08238,0.211751,-0.0761069,-0.0806432,-0.174034,0.12235,0.0167108,0.0023138,0,-0.1061419475529476,0.17067003614408544,-0.0649740496070594,-0.049807645486351776,-0.2141569143151209,-0.02812608079672962,0.001328890641889755,0.08881500524539651
0.02,-0.0270702,0.249679,-0.0799096,-0.0812982,-0.0547995,0.11397,0.0111129,0.0044551,0,-0.05387217737606852,0.19952108661226872,-0.08162800863697044,-0.046924669453335593,-0.08574859060083043,-0.03637624719684311,-0.006442612550326876,0.07382101945359146
0.021,0.0244195,0.202917,-0.0736073,-0.0856464,0.0316787,0.10912,-0.0143645,0.005549,0,-0.003795941382827621,0.14179136954097823,-0.08794372179620047,-0.04130871458092141,0.003301225565266755,-0.03877355459945512,-0.03374534960597346,0.04846466826032764
0.022,0.0863307,0.20257,-0.0607614,-0.0860307,0.038871,0.103775,-0.0269899,0.00502096,0,0.060786911179738425,0.14260871623837615,-0.08538168215733567,-0.026443252315555582,0.02822891057334795,-0.04077940153547112,-0.04920695730528096,0.015528130932351801
0.023,0.122656,0.344172,-0.0445007,-0.0858058,0.0216038,0.105808,-0.0227563,0.00522407,0,0.10284452817931096,0.2838159961059456,-0.07631164444239802,-0.005762121193758667,0.021630100777999844,-0.03478890586282021,-0.04714944318218586,-0.01824329464727445
0.024,0.116035,0.423267,-0.0296806,-0.087159,-0.00809002,0.109188,-0.0316572,0.00463705,0,0.10283348139223884,0.37568341906942104,-0.06552314853519739,0.015608319590286423,0.009498775358629849,-0.025259989688281834,-0.058489678453030845,-0.04938614462693734
0.025,0.0497608,0.373999,-0.0211852,-0.0926689,-0.00288437,0.122155,-0.0432875,0.0054985,0,0.04538561658273907,0.3360258568902312,-0.05679989833081336,0.03402260902198523,0.023640150455678466,-0.006533192958258091,-0.0718263361321454,-0.07178970725913422
0.026,0.00916528,0.307258,-0.0160854,-0.0974347,0.0033045,0.12552,-0.0472371,0.00689055,0,0.010984697356224274,0.29086423076185897,-0.04913239915599961,0.050767676611580784,0.03760806707430072,0.00528320270408951,-0.07663807851363787,-0.08272823894245929
0.027,0.0108809,0.252866,-0.0125378,-0.0965295,0.00887284,0.127623,-0.0423949,0.0101427,0,0.019051092770449533,0.252299866196235,-0.039658674218651345,0.06967673560175144,0.041993877174243244,0.015246169880337277,-0.07225376483921264,-0.07941489265289736
0.028,0.0136114,0.123073,-0.00114798,-0.0942589,0.0174019,0.125033,-0.0179621,0.0128411,0,0.023057572006142946,0.14770150333407275,-0.022195274937347867,0.08358074035085378,0.04331529587367242,0.022963170535345197,-0.04637471766540726,-0.06420057062291656
0.029,0.00797731,0.00874163,0.0140631,-0.0950536,0.0241559,0.102789,0.0153515,0.0107842,0,0.01727159267799448,0.05067838243061587,0.00018167605575284112,0.08798427790180721,0.0364908529011888,0.01084604183823167,-0.011994934705170435,-0.04288068702063887
0.03,-0.00269305,-0.096956,0.0310101,-0.0956191,0.0279015,0.0850198,0.031936,0.00606144,0,0.0009189954167753388,-0.0307388454777279,0.021977948879788368,0.08509252241670288,0.020324027285394678,0.004920029229140291,0.008267577878521334,-0.01723641393276677
