ZC_mark,ZC_Smoothed_Filtered_right_TA,ZC_Smoothed_Filtered_right_RF,ZC_Smoothed_Filtered_right_VM,ZC_Smoothed_Filtered_right_MG,ZC_Smoothed_Filtered_left_TA,ZC_Smoothed_Filtered_left_RF,ZC_Smoothed_Filtered_left_VM,ZC_Smoothed_Filtered_left_MG
0,40,29,29,36,44,31,49,35
0,40,37,27,33,45,30,40,33
0,43,32,29,39,46,33,34,30
0,44,36,38,40,39,29,22,29
0,48,37,41,41,43,23,22,32
0,50,40,49,40,47,18,21,31
0,50,41,49,36,50,14,28,31
0,45,37,51,36,49,17,34,20
0,40,34,43,40,45,18,37,18
0,25,30,35,42,47,19,42,18
0,28,24,22,33,41,15,38,23
0,25,21,22,26,35,17,29,29
0,27,24,23,19,33,20,23,28
0,21,22,27,22,38,24,21,27
0,32,19,28,24,45,24,22,23
0,44,22,31,22,38,22,24,25
0,48,25,31,30,35,19,24,26
0,48,27,31,29,35,18,27,20
0,45,31,27,32,40,18,26,15
0,52,32,35,26,47,17,24,15
0,48,34,38,24,56,17,31,17
0,38,37,42,29,56,22,36,20
0,29,31,34,29,52,28,37,26
0,19,28,24,28,43,28,33,25
0,22,28,14,25,25,23,26,25
0,26,22,12,27,16,17,26,24
0,28,20,12,26,26,22,26,32
0,38,20,18,27,35,28,34,36
0,38,22,19,19,42,32,30,40
0,46,24,22,15,39,26,28,31
0,41,21,27,13,33,22,18,27
0,42,19,26,21,32,24,17,15
0,42,20,33,21,36,20,18,15
0,46,27,29,26,44,25,21,16
0,47,30,25,22,49,23,32,18
0,42,27,22,32,53,25,36,19
0,33,20,17,41,49,27,34,17
0,36,19,17,36,36,24,33,25
0,31,17,16,31,29,20,24,31
0,24,18,15,23,22,25,23,34
0,28,17,15,22,20,25,24,34
0,33,21,15,20,30,28,26,39
0,40,18,15,21,36,23,29,38
0,47,20,20,15,37,16,26,34
0,45,20,21,18,38,17,26,23
0,49,23,19,19,34,20,27,14
0,46,26,20,20,33,19,28,14
0,45,29,22,19,41,19,22,15
0,53,38,30,23,43,24,25,21
0,55,36,32,31,44,23,29,27
0,50,32,31,33,45,25,34,28
0,34,23,30,30,39,16,33,26
0,22,22,26,26,32,16,30,23
0,20,19,23,23,22,14,24,15
0,26,19,18,24,18,16,15,18
0,34,18,18,21,22,17,16,23
0,40,18,25,23,27,23,16,34
0,51,24,29,22,27,25,14,43
0,46,22,35,19,27,24,14,36
0,44,23,29,20,34,23,18,27
0,38,20,22,27,39,22,20,19
0,46,23,25,31,43,19,24,17
0,39,28,21,34,45,17,28,20
0,44,31,26,32,44,20,29,19
0,29,31,18,29,46,21,26,23
0,32,23,21,24,41,21,20,22
0,23,20,18,23,30,15,16,27
0,22,19,20,23,22,16,14,26
0,25,20,16,22,17,17,19,23
0,29,18,16,21,19,21,19,25
0,39,20,17,16,21,25,21,26
0,47,21,19,20,23,30,16,23
0,42,21,23,20,24,23,18,18
0,38,20,26,29,25,19,17,14
0,27,21,26,24,31,19,17,16
0,26,24,28,27,35,19,15,21
0,24,32,24,25,41,27,20,26
0,21,31,28,26,46,26,27,23
0,22,27,27,26,38,25,33,21
0,23,26,21,25,31,17,37,17
0,21,25,17,24,22,17,32,17
0,21,24,17,19,16,20,24,27
0,26,18,17,18,17,25,20,34
0,34,21,15,17,19,26,22,40
0,41,21,18,14,26,27,22,35
0,52,22,21,15,24,25,21,31
0,44,19,26,15,22,28,16,25
0,49,16,31,28,20,25,17,17
0,39,14,25,35,20,25,15,15
0,41,13,23,39,29,18,17,16
0,37,17,24,37,38,22,22,17
0,35,25,19,35,49,24,29,21
0,25,27,19,32,49,25,34,22
0,26,23,20,25,42,21,38,22
0,27,18,17,19,29,16,33,21
0,37,17,17,16,16,17,29,25
0,41,14,16,15,12,23,32,28
0,49,11,17,17,13,28,29,28
0,52,10,20,25,20,30,29,33
0,55,16,26,27,19,22,24,35
0,41,19,25,30,19,22,18,33
0,31,19,20,30,25,18,18,22
0,20,17,15,23,38,19,16,13
0,19,18,16,23,53,20,21,14
0,23,22,21,23,61,19,26,15
0,24,27,22,24,56,26,32,18
0,28,26,20,27,52,24,31,20
0,22,27,21,24,36,22,26,27
0,20,23,25,22,29,18,15,28
0,18,19,24,21,17,13,15,31
0,13,18,24,23,17,19,15,35
0,13,14,19,25,20,20,15,43
0,24,15,22,28,27,21,18,45
0,42,16,23,25,30,23,19,34
0,46,19,29,21,31,25,20,24
0,44,19,34,22,35,28,18,17
0,27,14,30,31,40,23,16,16
0,21,16,27,36,47,19,12,17
