WL_mark,WL_Smoothed_Filtered_right_TA,WL_Smoothed_Filtered_right_RF,WL_Smoothed_Filtered_right_VM,WL_Smoothed_Filtered_right_MG,WL_Smoothed_Filtered_left_TA,WL_Smoothed_Filtered_left_RF,WL_Smoothed_Filtered_left_VM,WL_Smoothed_Filtered_left_MG
0.0,6.599024922260364,3.1462634966505587,7.984782979511043,2.2565554311182483,2.51722233908277,3.780898049025536,2.3529591616338013,18.259319862437575
0.0,7.589472043454303,3.9692082539205775,11.553567025851487,2.682331372822165,3.7589057806286275,4.223411940830001,3.2573879396743344,14.773897834553575
0.0,5.881378998591533,4.8325825460746685,15.042024226576217,2.8003120577100695,6.442920446126222,4.954091788723321,3.5840273685027593,8.234126724292844
0.0,5.043461293946604,4.329477296815741,13.073187871361595,2.3755620567851823,7.7637768776432,9.36067029696824,6.697971708120621,3.4083448296553227
0.0,3.3790017928204996,4.381902365875268,10.342804181953152,2.431211869046438,11.045007959254967,8.89775163102157,7.377826914168336,3.661663646510796
0.0,2.094502160711898,4.422423270636957,7.456050927306176,2.4937163213949702,11.207457387386937,9.039088180593307,6.795065053776163,5.882614584527476
0.0,1.783865653572418,3.253021262035592,5.945540527504999,2.6427805308798407,13.836461929517599,6.217245300481201,6.433665966112525,6.508765152090502
0.0,1.8999921891734857,2.4377244183569804,4.964491202536555,3.143902788783792,18.60998057311211,6.003782081483732,6.858573491559181,6.829125137247089
0.0,4.288978633312598,1.8515573694575287,4.890592287429137,5.121159882497068,19.958704135410954,9.632385185945477,10.682022008742582,5.124835514011341
0.0,6.384367363638389,2.9259047642617446,8.449286275746099,8.475014609851607,17.06960029489428,11.008257960382743,10.975080337176369,4.397011317424269
0.0,8.139760991588194,4.5375784811859,10.367053190201123,9.955629706793898,10.819470085263331,11.447551621174622,10.634154359429793,4.508343505653764
0.0,8.474204823495743,5.776845654639191,11.521378565229073,10.722588567955665,6.111511312852368,9.021431906178437,7.022660011507313,5.545407361440395
0.0,7.560800261203439,4.668278282758028,8.375237967425129,9.197036591016783,5.273405583596973,7.68701915385461,6.271102457186437,9.001528330076255
0.0,5.354281801114653,3.688078495408652,5.458831664420723,6.938655028713449,5.00666572941822,7.268451996814849,7.188801915152352,14.432130634143206
0.0,5.250608861451957,3.0846772864186347,5.911014691885612,4.913194959136895,4.069111080766925,6.564080788215685,7.024531938130211,18.822343118921005
0.0,4.467129736140718,4.283050469621925,7.829724010716248,2.8897290664252897,3.794360027900602,5.287168750324035,5.611678999373943,16.755568278796115
0.0,5.327149971402514,4.6202491799404335,8.746185208940116,2.0325582222457865,7.47944362393182,5.754227454885151,4.482641868433948,13.420542802104201
0.0,4.5474960785749845,6.5255674337438,10.213994997279018,2.7000664238322116,9.679478935852769,6.130247810158741,4.460063289134912,6.770881586636019
0.0,4.931661050762547,6.368846581768474,8.295547336129694,2.8439794096979494,12.249967508241433,7.786109620694359,5.768155517833673,5.8599859276604835
0.0,3.73206745260744,5.457414631534309,8.127956394188963,3.0303588203716902,11.965287000397652,7.551656515567653,7.0686790609589965,6.368507713771557
0.0,2.834010101356723,4.098397826061257,6.32665873791584,2.6542484923857277,9.962224509514893,7.79733215586877,6.908555085042107,8.453818982647743
0.0,2.59976785309079,1.9482906901771682,5.0894881098822164,2.9641215812126984,13.936543492794364,8.728914313625229,8.975991295621963,9.93976502918763
0.0,3.845734591779212,2.3324633189809445,5.1662538060282746,4.227707929448165,15.14087808594767,10.437377576437525,12.270121466807156,8.344027728402338
0.0,5.03282467981828,5.324336713469968,7.379538027121823,7.684774968253624,15.806955096732128,12.376157931398202,13.012630998162326,7.896414327289833
0.0,7.2827564986228,6.744235606281854,8.846024715441589,11.102101678676508,19.305395067719946,12.948775439588868,12.285755985559618,11.059841373472198
0.0,6.781451562497047,7.760351439111696,9.378652586884213,12.174155126931925,21.147199770143686,11.150068030594245,9.672766791728488,12.935484931043863
0.0,5.531724681046525,5.850549740388926,5.638986397498252,9.3474846044926,18.79967247497157,9.457868465473231,7.475526000877339,14.973260210753567
0.0,3.8430696350887894,5.689003009313312,4.341191975360294,5.60776867027203,13.370136785455294,8.669540400303795,5.465955119665375,16.372496063405197
0.0,5.152144356994574,5.442766215742887,7.5261599445733305,4.261864540245414,6.36057785258098,5.761872253276945,3.476990197926466,17.296902403664298
0.0,4.658145807251633,7.107575537541178,9.2650078527938,2.1340655621689395,5.003815790409945,5.99842179975788,2.6334992656907965,14.520589463513714
0.0,4.331144393411531,7.647466309293934,9.671962818997098,2.384778999302532,8.201349388472785,5.783495508388111,3.16608842626538,8.960794111300538
0.0,1.939972294342712,8.306506064903868,6.776755693548236,3.8259015045551634,7.3432967914489335,6.331950840638073,4.945662984234302,4.341880501168932
0.0,2.080526045774924,6.931728122726351,3.4473421267086204,4.4798809384954845,8.635256725759618,7.006552921865527,6.2481842428225125,3.7580260465451802
0.0,2.2162651184357283,5.566107844171466,3.170336314580381,4.946606315318589,8.313770014564973,5.8926803901547045,7.308216727188524,5.623484235147051
0.0,2.1206630550840773,2.8443346791860913,3.042795400231928,3.8937965811331323,12.185400090273141,6.6352044356171955,7.390679207430157,6.28740496855437
0.0,4.097111440059338,2.4693712616776944,2.588363322001717,3.2948638399361507,15.195201918020462,6.171992672725556,9.607442049765567,6.7374840258557285
0.0,5.285280280501842,2.892216865021446,2.0867122638607323,3.5483620480691602,18.377057365448696,8.407073750821889,10.200475982659837,5.236351647836505
0.0,6.849168565810688,3.930699190088974,4.87738869319371,4.815826019627412,18.059898244550865,8.973860731542672,11.191856472628606,4.975149603435778
0.0,7.520403952745731,5.182606982335294,5.229191389139341,7.436418743666875,14.954899297944054,8.13276659693011,9.755277754938081,6.458799290754033
0.0,6.625951442820096,4.219264808545324,5.817755203910341,8.740758815300941,11.229226900824823,6.4047888515976865,7.64006551843087,8.374193952119633
0.0,6.157144498306062,3.1065611761192207,2.9268287194611062,7.419290988541023,6.5976224078384575,4.656857142254387,6.083217341462094,11.428845181836255
