ZC_mark,ZC_Smoothed_Filtered_right_TA,ZC_Smoothed_Filtered_right_RF,ZC_Smoothed_Filtered_right_VM,ZC_Smoothed_Filtered_right_MG,ZC_Smoothed_Filtered_left_TA,ZC_Smoothed_Filtered_left_RF,ZC_Smoothed_Filtered_left_VM,ZC_Smoothed_Filtered_left_MG
0,31,28,26,23,20,23,16,26
0,22,32,25,23,17,15,19,31
0,26,35,26,25,19,17,20,31
0,36,32,37,22,22,21,21,28
0,41,28,36,24,22,25,18,26
0,41,23,34,24,23,22,16,24
0,42,20,32,25,21,22,20,25
0,43,22,32,28,17,19,25,21
0,41,18,33,33,16,20,30,21
0,42,18,23,41,16,19,29,21
0,38,20,20,40,23,18,37,21
0,37,21,21,34,27,15,37,20
0,35,22,18,19,32,13,34,22
0,30,26,20,17,33,14,25,26
0,30,30,15,16,27,20,21,29
0,28,30,22,22,24,26,23,29
0,26,27,30,28,25,25,24,35
0,28,28,30,26,25,24,24,36
0,26,20,28,21,24,17,21,36
0,32,19,23,23,18,16,17,32
0,30,20,22,23,13,15,16,20
0,32,23,20,28,12,13,15,19
0,25,23,28,30,10,14,16,15
0,28,27,27,39,12,16,19,17
0,27,28,25,42,20,15,22,18
0,29,26,17,39,22,17,28,16
0,27,26,17,26,30,16,34,17
0,24,22,17,24,26,15,28,17
0,23,21,18,20,26,15,29,24
0,22,21,20,17,18,13,24,29
0,22,20,19,16,20,15,23,31
0,26,21,25,19,22,16,23,31
0,24,19,31,24,22,19,18,26
0,25,17,36,27,19,18,18,24
0,21,22,35,29,16,19,20,22
0,28,22,26,31,13,22,22,18
0,28,19,19,34,12,24,21,18
0,35,18,16,40,17,26,23,14
0,33,19,15,41,25,21,25,15
0,26,29,13,36,27,18,27,14
0,28,29,13,24,25,17,20,13
0,25,31,12,25,16,18,19,16
0,30,28,15,19,17,18,19,23
0,30,27,15,17,14,16,19,35
0,30,25,16,15,17,16,20,39
0,30,28,22,12,20,14,17,42
0,34,27,22,17,21,18,17,32
0,36,26,23,21,22,21,22,23
0,36,19,19,23,18,24,28,18
0,31,18,20,20,17,24,25,16
0,27,16,21,32,22,19,28,20
0,27,19,19,39,24,16,29,24
0,32,19,20,45,28,15,29,23
0,30,21,24,43,27,12,22,21
0,32,22,22,31,27,14,19,25
0,30,25,22,24,23,14,17,24
0,28,24,19,18,18,25,17,25
0,27,27,22,18,17,25,18,24
0,29,27,27,18,19,26,21,25
0,33,26,30,19,17,20,20,24
0,30,22,28,17,16,17,20,23
0,28,17,21,22,14,17,20,18
0,26,18,18,23,20,15,21,18
0,28,17,18,23,19,15,21,16
0,30,18,19,25,20,16,25,18
0,25,16,18,33,22,18,30,16
0,20,14,18,32,31,18,38,19
0,16,17,15,27,33,15,34,20
0,21,16,14,16,33,16,30,23
0,23,16,10,13,30,14,19,24
0,24,15,12,22,23,18,17,30
0,23,25,17,23,20,18,18,33
0,28,28,19,22,17,16,17,33
0,30,27,31,18,13,13,18,26
0,32,20,33,18,16,20,18,21
0,27,17,32,26,17,23,19,16
0,18,15,28,27,16,26,18,14
0,19,14,23,34,19,23,20,17
0,21,15,24,35,20,25,25,20
0,29,16,23,42,26,26,34,22
0,28,15,22,38,29,25,38,22
0,32,16,21,36,30,22,37,21
0,32,16,17,30,23,19,31,19
0,33,16,15,26,21,19,25,19
0,34,21,17,30,16,18,22,25
0,32,26,20,25,17,20,26,31
0,34,33,24,26,20,20,25,38
0,41,33,25,22,21,24,26,31
0,40,28,25,18,21,24,20,26
0,41,19,28,19,22,25,24,19
0,37,14,30,18,19,21,24,20
0,35,15,26,21,20,22,22,19
0,31,19,19,28,24,26,23,17
0,30,19,14,39,26,25,25,16
0,31,19,15,43,26,23,27,17
0,32,15,15,39,23,19,31,26
0,37,14,16,34,19,15,37,30
0,42,12,17,25,15,16,31,33
0,38,17,16,33,14,15,28,36
0,33,21,21,27,16,14,23,36
0,38,22,25,23,21,15,19,45
0,42,21,32,19,19,14,24,35
0,42,20,33,17,17,14,22,30
0,36,19,27,17,14,17,22,25
0,35,17,21,17,15,16,18,23
0,37,16,14,17,18,17,19,23
0,36,15,15,22,19,16,25,22
0,28,16,14,30,29,17,31,20
0,23,16,19,31,31,16,33,25
0,24,17,23,29,30,14,27,23
0,29,14,24,21,23,13,24,20
0,35,16,23,20,16,13,20,20
0,34,17,17,24,19,19,20,31
0,30,19,17,31,21,20,17,40
0,30,25,22,27,25,22,15,36
0,26,23,28,27,22,24,17,28
0,27,22,29,25,20,22,17,20
0,23,19,30,23,18,24,15,16
