ZC_mark,ZC_Smoothed_Filtered_right_TA,ZC_Smoothed_Filtered_right_RF,ZC_Smoothed_Filtered_right_VM,ZC_Smoothed_Filtered_right_MG,ZC_Smoothed_Filtered_left_TA,ZC_Smoothed_Filtered_left_RF,ZC_Smoothed_Filtered_left_VM,ZC_Smoothed_Filtered_left_MG
0,33,27,25,27,19,16,26,28
0,34,28,22,21,16,15,17,26
0,33,24,18,27,14,18,17,21
0,28,19,24,34,17,20,17,15
0,24,14,25,43,18,21,16,15
0,20,15,25,47,28,20,18,13
0,18,19,21,49,32,18,26,14
0,23,26,26,46,36,18,30,20
0,26,25,31,36,34,20,32,27
0,31,23,30,30,33,19,23,27
0,32,16,27,29,32,19,19,22
0,34,12,22,28,30,17,18,22
0,32,13,20,28,34,19,20,20
0,32,18,22,28,32,19,18,26
0,32,21,26,28,32,19,17,28
0,32,24,26,30,31,16,16,26
0,30,20,24,28,30,15,15,18
0,26,19,19,30,30,18,15,15
0,21,19,24,31,30,21,16,12
0,22,18,25,35,26,21,17,13
0,20,19,24,38,22,19,17,17
0,20,15,26,34,22,14,16,25
0,24,20,21,32,24,16,19,25
0,23,18,22,28,29,14,18,24
0,25,20,19,28,30,15,20,13
0,25,20,18,26,27,16,16,13
0,21,18,19,22,24,17,18,12
0,21,18,20,17,22,15,21,15
0,20,18,22,11,24,16,24,18
0,24,18,20,14,24,21,25,19
0,28,19,24,16,22,21,23,18
0,28,19,26,21,18,19,20,17
0,24,20,24,24,15,15,22,19
0,24,20,23,28,20,17,25,17
0,23,20,24,30,24,21,30,22
0,24,22,24,29,29,24,28,18
0,24,18,29,28,29,19,26,16
0,25,15,25,26,27,20,24,17
0,24,13,20,23,24,15,23,15
0,18,11,16,23,21,15,21,17
0,14,12,22,21,23,15,17,18
0,13,12,28,19,25,13,16,24
0,14,18,31,21,30,13,14,29
0,20,18,26,20,30,13,15,28
0,25,18,24,18,29,15,18,22
0,26,15,30,19,33,16,17,22
0,20,18,29,19,29,16,18,18
0,19,17,28,31,29,16,22,16
0,17,16,24,39,30,15,24,13
0,20,17,17,39,29,16,28,13
0,22,15,17,34,28,17,26,15
0,27,17,14,29,23,15,25,15
0,25,15,17,29,19,13,20,18
0,22,13,20,24,14,10,19,28
0,18,12,22,24,20,12,17,31
0,16,13,22,19,27,15,21,38
0,19,14,20,20,29,16,20,35
0,22,15,20,17,31,14,22,33
0,23,14,20,19,28,14,20,24
0,21,17,23,23,30,15,19,22
0,20,22,24,27,28,16,17,24
0,16,21,18,30,26,16,17,21
0,16,17,18,30,21,18,21,23
0,16,15,17,30,16,14,24,19
0,18,15,27,30,12,16,28,19
0,18,18,26,30,14,12,25,21
0,18,20,25,28,15,14,19,21
0,15,24,19,31,20,14,17,24
0,16,25,17,28,23,12,20,20
0,18,28,19,28,27,12,25,26
0,21,30,20,26,30,19,29,23
0,23,28,17,30,28,19,32,24
0,23,22,25,26,22,17,30,17
0,19,17,23,25,23,12,30,17
0,18,12,27,24,19,13,26,19
0,21,18,24,28,22,12,30,16
0,21,24,21,28,26,13,30,15
0,22,25,24,22,29,14,30,15
0,18,21,22,20,27,15,26,15
0,18,18,20,18,25,14,28,17
0,20,20,17,25,15,15,23,17
0,17,19,15,27,12,17,20,19
0,16,19,16,27,15,20,14,19
0,15,13,18,24,21,23,16,18
0,17,13,21,21,26,24,17,17
0,23,13,26,16,27,24,18,14
0,26,13,26,14,25,20,17,16
0,25,14,31,19,22,16,18,17
0,24,12,25,25,22,16,16,16
0,21,14,25,29,26,16,17,16
0,22,14,21,30,30,18,21,18
0,22,18,24,32,28,19,21,24
0,24,20,33,30,24,18,21,27
0,22,23,27,26,19,15,18,26
0,20,22,26,21,17,13,16,26
0,21,21,21,16,16,12,15,22
0,21,18,28,18,16,12,14,27
0,20,19,30,23,14,14,19,23
0,18,16,34,28,16,16,22,23
0,22,17,29,30,21,19,25,20
0,24,14,27,29,26,17,21,16
0,25,14,31,32,30,17,21,16
0,24,12,34,33,30,15,24,17
0,24,12,37,33,26,14,30,18
0,23,14,25,30,27,14,29,14
0,21,15,21,23,22,15,24,15
0,19,17,21,19,21,18,26,15
0,19,18,24,13,14,16,20,14
0,20,20,27,17,14,17,21,15
0,21,19,26,18,11,15,22,15
0,21,20,27,24,13,16,23,20
0,19,18,25,28,18,16,25,22
0,21,19,23,26,24,15,30,21
0,25,20,24,24,23,14,27,19
0,24,18,20,20,24,15,25,15
0,24,18,22,21,24,15,22,13
0,24,17,23,27,27,16,22,15
0,23,18,25,32,27,17,25,17
0,28,23,31,17,30,18,26,33
0,30,22,34,18,30,18,27,39
