ZC_mark,ZC_Smoothed_Filtered_right_TA,ZC_Smoothed_Filtered_right_RF,ZC_Smoothed_Filtered_right_VM,ZC_Smoothed_Filtered_right_MG,ZC_Smoothed_Filtered_left_TA,ZC_Smoothed_Filtered_left_RF,ZC_Smoothed_Filtered_left_VM,ZC_Smoothed_Filtered_left_MG
0,48,21,21,17,19,14,17,27
0,58,18,19,14,16,14,17,23
0,66,18,20,15,22,14,12,20
0,67,18,18,17,30,14,13,16
0,61,20,18,16,41,15,13,14
0,52,22,16,21,48,11,13,13
0,33,19,15,26,42,12,10,14
0,30,18,16,28,44,14,11,17
0,32,15,19,25,38,21,12,22
0,37,13,20,19,37,22,16,26
0,37,13,20,20,27,23,17,27
0,41,14,22,18,24,17,17,20
0,40,13,25,20,21,19,15,32
0,35,13,29,17,15,20,20,33
0,26,15,30,16,16,23,21,35
0,23,17,30,14,15,20,32,34
0,18,20,25,13,18,19,28,26
0,18,17,21,11,17,16,24,23
0,22,16,17,11,19,16,23,18
0,24,16,15,15,17,12,21,21
0,24,14,18,25,23,13,20,16
0,19,12,20,28,25,13,20,17
0,20,12,20,29,36,14,15,12
0,20,18,21,21,38,13,18,14
0,21,19,21,17,33,19,19,19
0,19,24,20,17,25,22,17,25
0,20,20,21,13,16,28,15,26
0,27,16,18,14,14,25,13,27
0,38,14,19,11,15,23,13,24
0,40,14,18,14,16,22,18,23
0,38,18,18,18,17,19,20,16
0,24,23,17,19,17,17,20,14
0,19,23,20,18,23,20,18,17
0,17,21,19,17,24,19,16,19
0,18,18,21,16,24,18,13,21
0,23,19,20,16,18,17,16,23
0,20,22,22,17,13,15,20,19
0,25,25,20,18,11,17,25,18
0,27,18,15,18,14,18,32,24
0,26,21,16,16,17,17,30,28
0,29,18,15,13,18,16,26,42
0,24,16,18,15,14,15,22,37
0,32,15,19,15,11,15,18,31
0,34,14,21,16,11,17,16,23
0,34,15,18,13,12,19,17,19
0,30,15,19,15,15,19,17,20
0,28,14,17,18,16,18,16,21
0,23,12,16,21,17,20,13,21
0,23,13,17,31,17,18,15,18
0,21,19,17,30,23,18,16,19
0,23,21,22,28,27,18,17,13
0,26,21,20,19,28,17,18,14
0,30,16,18,18,27,18,16,15
0,27,17,17,18,24,19,20,19
0,26,17,22,18,27,18,19,23
0,25,16,20,17,20,17,18,29
0,21,18,18,18,22,16,18,26
0,18,14,14,18,21,13,14,26
0,15,16,14,21,23,18,15,26
0,13,14,16,21,19,16,14,24
0,15,15,14,27,18,18,15,22
0,17,16,15,26,16,16,13,18
0,22,17,13,33,20,18,13,15
0,21,15,16,29,23,21,20,13
0,22,17,16,30,25,23,21,15
0,26,19,16,25,25,22,23,21
0,34,24,16,18,20,17,20,25
0,39,23,18,19,23,15,17,31
0,38,22,21,16,23,19,21,30
0,39,23,19,19,22,19,19,30
0,39,19,17,18,20,21,24,29
0,45,17,19,17,19,24,21,25
0,42,13,18,15,23,21,19,23
0,35,17,21,15,21,20,26,22
0,28,20,17,16,20,16,26,18
0,25,23,15,18,18,14,26,20
0,23,20,12,24,17,15,21,24
0,24,16,11,22,18,18,24,22
0,22,14,14,23,19,18,24,22
0,30,14,18,14,22,21,26,16
0,27,14,20,14,22,19,25,24
0,34,15,18,14,25,19,29,23
0,33,17,21,15,25,19,30,27
0,36,18,20,15,22,20,29,25
0,43,21,26,18,20,20,30,24
0,45,20,30,18,18,19,30,21
0,43,17,27,21,17,17,27,19
0,44,17,27,19,23,16,26,18
0,34,14,20,18,33,16,26,20
0,26,18,21,27,36,14,22,18
0,25,19,19,28,34,16,25,17
0,24,17,17,26,28,17,24,15
0,26,12,17,19,28,21,26,15
0,34,13,17,15,19,21,28,21
0,43,15,18,14,14,17,26,29
0,49,16,18,12,13,16,21,35
0,47,14,19,14,17,16,16,41
0,43,14,21,15,16,21,13,35
0,44,13,22,17,15,20,16,22
0,35,14,24,17,14,18,17,17
0,34,13,24,16,23,13,19,12
0,22,14,20,19,32,13,17,13
0,21,15,17,20,39,13,12,13
0,22,14,18,21,38,19,12,14
0,20,15,16,20,37,22,16,14
0,17,12,17,21,31,24,22,17
0,21,14,17,15,30,21,23,15
0,24,14,16,14,24,24,24,20
0,29,15,15,16,25,20,26,25
0,31,14,15,18,21,23,26,25
0,38,14,19,17,20,26,29,31
0,46,16,23,17,20,22,28,27
0,48,17,24,17,24,18,28,28
0,42,17,21,25,22,21,28,21
0,40,18,21,26,23,26,24,19
0,35,16,22,25,16,28,23,16
0,37,16,22,18,21,24,20,22
0,25,15,20,17,18,20,23,20
