Time,right_TA,right_RF,right_VM,right_MG,left_TA,left_RF,left_VM,left_MG,mark
0.0,-0.109148,-0.0911073,-0.00246101,0.0222303,0.0154651,-0.00484873,-0.0148698,0.0176454,
0.001,-0.119343,-0.0872649,-0.00481889,0.0208017,0.0111942,-0.0038137,-0.0160191,0.0100457,
0.002,-0.122727,-0.0840924,-0.00468741,0.0236799,0.00948168,-0.00581657,-0.0154649,0.0117074,
0.003,-0.1308,-0.0793746,-0.00311916,0.0259863,0.00998303,-0.00687804,-0.013443,0.00645067,
0.004,-0.139959,-0.0712173,-0.00386796,0.0235212,0.0130905,-0.0113705,-0.0108783,-0.024564,
0.005,-0.150639,-0.0636882,-0.00518861,0.0190843,0.0162847,-0.0152369,-0.0106989,-0.0682912,
0.006,-0.140523,-0.0574546,-0.00769741,0.0193573,0.0173928,-0.0128604,-0.0132812,-0.150203,
0.007,-0.131656,-0.0509565,-0.00766343,0.0151784,0.0173943,-0.0100831,-0.0153828,-0.267103,
0.008,-0.123187,-0.0456875,-0.00685331,0.0100284,0.0171429,-0.0126518,-0.00854514,-0.364879,
0.009,-0.105879,-0.0379657,-0.00679625,0.00762536,0.0202101,-0.00988438,-0.00539708,-0.388543,
0.01,-0.0867324,-0.031727,-0.00738636,0.00902408,0.0246842,-0.00679312,-0.00970437,-0.334567,
0.011,-0.076052,-0.0268091,-0.00640114,0.0108492,0.023945,-0.00415828,-0.00905916,-0.225397,
0.012,-0.0642247,-0.0181025,-0.00619038,0.0108965,0.0123336,-0.000523457,-0.0076914,-0.0404947,
0.013,-0.0500655,-0.0118671,-0.00664667,0.0143669,0.00703434,0.00110563,-0.00925251,0.219411,
0.014,-0.0432047,-0.0340233,-0.00625452,0.0157922,0.0114655,-0.00396944,-0.0048186,0.446692,
0.015,-0.0249564,-0.0556418,-0.00300708,0.0154375,0.0121916,-0.00911198,0.00120214,0.387994,
0.016,0.00225572,-0.0652548,-0.00299413,0.0170889,0.0111268,-0.00717899,3.65e-05,0.23773,
0.017,0.026339,-0.0771705,-0.00293313,0.0161977,0.0156098,-0.00412712,-0.00589374,0.191178,
0.018,0.039019,-0.0930704,-0.00282999,0.0173684,0.0163224,-0.00155535,-0.00737364,0.180492,
0.019,0.0424715,-0.114353,-0.0019817,0.0167568,0.0158971,-0.00367201,-0.0050032,0.171703,
0.02,0.0365249,-0.130845,0.000210804,0.0131917,0.0265325,-0.00556007,-0.00358434,0.158194,
0.021,0.0317415,-0.140189,0.000708973,0.0113583,0.0147076,-0.00440113,-0.00228744,0.133604,
0.022,0.0329627,-0.142539,-0.000256888,0.00819419,-0.00432666,-0.00487828,-0.000396959,0.0826322,
0.023,0.0088835,-0.130294,-0.000349895,0.00319864,-0.00957459,-0.00676151,0.001281,0.0461838,
0.024,-0.00914846,-0.111201,-0.000397931,0.000916817,-0.00573299,-0.00983982,0.00417865,0.023257,
0.025,-0.0133019,-0.106173,-0.00111473,-0.00325959,-0.00330518,-0.0139201,0.00951865,0.00366542,
0.026,0.00731359,-0.094848,-0.00169229,-0.00194797,-0.00211961,-0.0103243,0.0119554,-0.0100505,
0.027,0.0349276,-0.0732015,-0.00356089,0.0019547,0.00506685,0.00268975,0.00832413,-0.0200047,
0.028,0.0442443,-0.0456536,-0.00369029,0.000969188,0.0208987,0.0116595,0.00020257,-0.0330064,
0.029,0.0440876,-0.026699,-0.00373537,0.00144634,0.0220696,0.0149361,-0.00250676,-0.0371801,
0.03,0.0513534,-0.0110463,-0.00228885,0.000343801,0.0148379,0.0146895,0.000180792,-0.0393721,
0.031,0.0642384,0.00659685,-0.0031109,-0.00282044,-0.000996568,0.0128201,0.00678742,-0.0532914,
0.032,0.0747594,0.0251002,-0.00233669,-0.00206654,-0.00356416,0.0102715,0.0117529,-0.0708068,
0.033,0.0831398,0.0413518,-0.00373498,-0.000777903,-0.00247434,0.00786335,0.0110074,-0.147931,
0.034,0.0924218,0.0618948,-0.00203208,-0.0025834,-0.00320533,0.00559286,0.0166806,-0.328139,
0.035,0.103799,0.0831139,-0.00121305,-0.00491461,-0.00479362,0.006291,0.0157868,-0.568591,
0.036,0.111901,0.100464,0.00167212,-0.00484469,-0.00640107,0.00599475,0.0134887,-0.695743,
0.037,0.118503,0.117851,0.00560418,-0.00483193,-0.00517937,0.00413195,0.0156651,-0.646741,
0.038,0.124437,0.133675,0.00756915,-0.00274311,0.00200936,0.00164069,0.0188398,-0.493649,
0.039,0.129714,0.143023,0.0092374,-0.000301145,-0.000605553,0.00146088,0.018591,-0.322191,
0.04,0.129388,0.149509,0.0106333,0.0017141,-0.0102321,0.00398028,0.0118467,-0.0370994,
0.041,0.130582,0.156976,0.0117798,0.00192529,-0.0144821,0.0066749,0.00239469,0.405092,
0.042,0.138709,0.162349,0.0126984,0.00341211,-0.0168962,0.00311667,-9.88e-05,0.685387,
0.043,0.14775,0.165829,0.0134093,0.00314883,-0.0283336,0.00340872,-0.000117233,0.677606,
0.044,0.160994,0.17256,0.0125146,-3.95e-05,-0.0382322,0.00630421,-0.000128129,0.517836,
0.045,0.172038,0.181989,0.013783,-0.000762594,-0.0410436,0.00645446,-0.00438332,0.340281,
0.046,0.176083,0.185815,0.0133582,-0.00360738,-0.0263797,0.00281685,-0.00658955,0.278498,
0.047,0.176139,0.184731,0.0114743,-0.00967302,-0.0144931,0.000194804,-0.00700914,0.247494,
0.048,0.15712,0.182199,0.0097631,-0.00712416,-0.0136037,-0.00365717,-0.00659199,0.197154,
0.049,0.120367,0.181226,0.00750438,-0.00709273,-0.0165291,-0.00499426,-0.00616393,0.141865,
0.05,0.0983737,0.175882,0.00549973,-0.00852156,-0.0120874,-0.0105299,-0.00572824,0.0954964,
0.051,0.0871341,0.169599,0.00302126,-0.00836116,-0.00487821,-0.0153835,-0.00599642,0.0614397,
0.052,0.0859401,0.163218,0.000863563,-0.00754009,-0.00314196,-0.0217304,-0.00828381,0.03472,
0.053,0.0969281,0.154632,-0.000290852,-0.00615595,0.00165464,-0.0278877,-0.0101631,0.0102878,
0.054,0.0956156,0.142753,-0.00198773,-0.00358958,0.00124977,-0.0309881,-0.0116713,-0.0105525,
0.055,0.0921873,0.129512,0.000822591,0.00989183,0.00628191,-0.030712,-0.0213448,-0.038038,
0.056,0.108899,0.128629,0.00111553,0.0156536,0.00815704,-0.0296471,-0.0152919,-0.0589609,
0.057,0.0974415,0.111437,-5.51e-05,0.0125824,0.0065817,-0.0286133,-0.00494607,-0.0903305,
0.058,0.0780741,0.0951804,-0.00176835,0.00971519,0.00841826,-0.0261913,-0.0009079,-0.15379,
0.059,0.070453,0.0770021,-0.00322527,-0.0142101,0.0145902,-0.0197539,0.000494901,-0.205338,
0.06,0.0857469,0.0601297,-0.00444784,-0.0142694,0.0187706,-0.0219524,0.0137848,-0.263127,
0.061,0.0844908,0.0466329,-0.00474816,0.011907,0.0162272,-0.0287337,0.0301137,-0.360431,
0.062,0.0809995,0.0332993,-0.00354136,0.0186572,0.0121567,-0.0316044,0.0312025,-0.465332,
0.063,0.0819598,0.0173737,-0.00246236,0.00576928,0.00750738,-0.0303637,0.0205477,-0.571482,
0.064,0.047751,0.00500744,-0.00291912,-0.0331416,0.00522793,-0.0248748,0.0104984,-0.518205,
0.065,-0.0108169,-0.00915382,-0.00115193,0.0107261,0.00287988,-0.0235595,0.00530241,-0.315111,
0.066,-0.0246885,-0.0212021,-0.00102585,0.0787761,-0.00234517,-0.0237203,0.00220654,-0.154628,
0.067,-0.00559354,-0.0299104,-0.00160615,0.0933655,-0.00433879,-0.0223111,0.000238044,0.0103077,
0.068,0.00914684,-0.0363732,4.44e-05,0.061026,-0.00707536,-0.0181382,-0.0057014,0.304476,
0.069,0.0150388,-0.0408425,0.00147734,-0.00511331,-0.00547034,-0.0137406,-0.0107583,0.566376,
