Time,right_TA,right_RF,right_VM,right_MG,left_TA,left_RF,left_VM,left_MG,mark
0.0,-0.872272,0.0668354,0.0127622,-0.00259332,-0.0244732,-3.39e-06,0.0272782,0.115614,
0.001,-0.937017,0.0117032,0.0118151,-0.00649819,-0.014472,-0.00216954,0.0272292,0.117588,
0.002,-1.01734,-0.0367279,0.00667186,-0.0380235,-0.00411903,0.00372312,0.0321723,0.11461,
0.003,-1.04011,-0.0803785,8.11e-05,-0.0732344,0.00574248,0.0150872,0.0342849,0.110897,
0.004,-1.06961,-0.115962,9.36e-05,-0.106343,0.0143892,0.0183121,0.0353503,0.107967,
0.005,-1.09529,-0.142842,0.000836515,-0.135912,0.0190752,0.0222839,0.0397479,0.105697,
0.006,-1.14278,-0.169743,0.000785191,-0.183397,0.0217217,0.0247329,-0.00474971,0.102565,
0.007,-1.13405,-0.194258,0.00359221,-0.254365,0.029674,0.0215903,-0.0272244,0.100809,
0.008,-1.08455,-0.205115,0.00741984,-0.335668,0.0399923,0.0164844,0.0212022,0.0938429,
0.009,-0.997334,-0.206169,0.0106746,-0.394614,0.0529606,0.00972616,0.068662,0.0902095,
0.01,-0.931336,-0.195169,0.0169468,-0.44147,0.0610014,0.00514202,0.0468412,0.0788164,
0.011,-0.889713,-0.180195,0.0193832,-0.510667,0.0611682,0.00459464,0.0221829,0.0686015,
0.012,-0.83459,-0.16825,0.0206131,-0.592703,0.0637431,0.00115225,0.0229201,0.0537959,
0.013,-0.795101,-0.157549,0.0207864,-0.667907,0.074021,-0.00192156,0.0115217,0.0266384,
0.014,-0.771424,-0.146547,0.0186245,-0.721491,0.0830333,-0.00394245,-0.01307,0.00677063,
0.015,-0.869146,-0.136042,0.0165889,-0.640993,0.0781007,-0.00928868,0.00715978,-0.00665288,
0.016,-0.962783,-0.129556,0.0146745,-0.517721,0.0696744,-0.0117836,0.0126986,-0.0257484,
0.017,-0.952707,-0.123715,0.00862533,-0.407384,0.0561652,-0.00896299,-0.0228104,-0.0403551,
0.018,-0.880797,-0.117014,0.00402228,-0.306894,0.0447531,-0.00370973,-0.0303167,-0.0495457,
0.019,-0.891392,-0.118096,-5.05e-06,-0.207859,0.0338166,-0.000656028,-0.016452,-0.0596503,
0.02,-0.938791,-0.125124,-0.00491897,-0.129985,0.0340015,-0.00164781,-0.00695761,-0.0683188,
0.021,-0.87277,-0.129379,-0.00913641,-0.0709632,0.0345466,-0.000452227,-0.0253955,-0.0813292,
0.022,-0.82277,-0.133286,-0.00917265,0.0117275,0.0275929,-0.00304844,-0.0429347,-0.0823639,
0.023,-0.844935,-0.140358,-0.00985459,0.100652,0.0184799,-0.0117226,-0.0226914,-0.0787204,
0.024,-0.876484,-0.142954,-0.0103762,0.156617,0.015372,-0.0227215,-0.0295713,-0.071767,
0.025,-0.852597,-0.147291,-0.00862704,0.195007,0.0139172,-0.0221604,-0.0484155,-0.0627182,
0.026,-0.813553,-0.151621,-0.00564294,0.227803,0.000432832,-0.0158878,-0.0313368,-0.0519273,
0.027,-0.786403,-0.155145,-0.00232785,0.263239,-0.00346402,-0.0146623,-0.0153226,-0.0375931,
0.028,-0.76531,-0.160008,-0.00513241,0.287122,0.000933711,-0.0156665,-0.00389931,-0.0281171,
0.029,-0.749446,-0.164508,-0.0124761,0.278105,-0.00669042,-0.019287,0.00772429,-0.0179443,
0.03,-0.7253,-0.174977,-0.0172876,0.252797,-0.0153964,-0.0258331,0.0151697,-0.0023026,
0.031,-0.699018,-0.196802,-0.0184537,0.244784,-0.0256644,-0.0312929,0.0189492,0.00941223,
0.032,-0.665291,-0.23949,-0.0192974,0.257353,-0.0300982,-0.0371766,0.0209517,0.0162179,
0.033,-0.633079,-0.26853,-0.0155995,0.274023,-0.0330031,-0.0454887,0.0199856,0.0258122,
0.034,-0.607968,-0.260658,-0.0101414,0.281971,-0.0317195,-0.052973,0.0207181,0.0384193,
0.035,-0.588343,-0.244344,-0.00746196,0.285094,-0.0261229,-0.0632069,0.0200707,0.0485397,
0.036,-0.57134,-0.228592,-0.0079062,0.288209,-0.012599,-0.079949,0.019654,0.0535788,
0.037,-0.562274,-0.20346,-0.0060764,0.303259,-0.00298971,-0.0915033,0.0187281,0.0520465,
0.038,-0.545815,-0.159052,-0.00300961,0.349633,-0.00887921,-0.0970418,0.0223281,0.0441382,
