Time,right_TA,right_RF,right_VM,right_MG,left_TA,left_RF,left_VM,left_MG,mark
0.0,0.0464016,-0.0319647,0.00971485,0.150049,0.0183141,-0.0246838,0.0145519,-0.018341,
0.001,0.0242586,-0.0322448,0.0125823,0.157788,0.019192,-0.0242759,0.0121634,-0.0254989,
0.002,0.0470126,-0.0312484,0.0149558,0.156561,0.0168699,-0.0225367,0.0102944,-0.0292346,
0.003,0.0919401,-0.0248981,0.0161701,0.154651,0.0103881,-0.0231934,0.00817197,-0.0278568,
0.004,0.0946207,-0.00831158,0.0135365,0.16062,0.00675092,-0.0223535,0.00654988,-0.0277408,
0.005,0.0516309,0.0169564,0.01044,0.169731,0.00346827,-0.019505,0.00323973,-0.0301231,
0.006,-0.0856225,0.0381479,0.00909385,0.175738,-0.000899165,-0.0163553,-8.61e-05,-0.0346282,
0.007,-0.226378,0.0556346,0.00784772,0.168333,-0.00262152,-0.0129604,-0.00340248,-0.0409125,
0.008,-0.220081,0.0690553,0.00811308,0.163547,-0.00771767,-0.0122057,-0.00668686,-0.0458287,
0.009,-0.218852,0.0802554,0.00825892,0.156749,-0.0100073,-0.0108868,-0.00850215,-0.0402985,
0.01,-0.168807,0.0887149,0.00829782,0.131924,-0.0126905,-0.00695598,-0.0118731,-0.0420974,
0.011,-0.085586,0.0961326,0.00965846,0.103774,-0.0100187,-0.00504932,-0.0144323,-0.04735,
0.012,-0.0495853,0.0954767,0.010726,0.081463,-0.00629599,-0.00631038,-0.0198137,-0.0392188,
0.013,-0.0680314,0.087843,0.0108198,0.0572544,-0.00807521,-0.00744577,-0.0226208,-0.0259908,
0.014,-0.0864553,0.0820313,0.00723604,0.0386752,-0.014578,-0.00420145,-0.0246014,-0.0198121,
0.015,-0.0848398,0.0792332,0.00617995,0.0293337,-0.0229653,0.00279828,-0.0293933,-0.0339231,
0.016,-0.12121,0.074782,0.00447473,0.0131321,-0.025104,0.00872995,-0.033729,-0.0391683,
0.017,-0.0985684,0.0710482,0.00364007,-0.0102749,-0.024667,0.00873641,-0.036921,-0.0324642,
0.018,-0.021704,0.0644009,0.00426964,-0.02978,-0.0276753,0.0114366,-0.0398025,-0.0452682,
0.019,0.0417074,0.0595319,0.00473661,-0.0471762,-0.0286589,0.0221073,-0.0409681,-0.0598729,
0.02,0.0752551,0.0548017,0.00434893,-0.0533943,-0.0285895,0.031762,-0.0455972,-0.0560463,
0.021,0.0685794,0.049506,0.00251782,-0.048508,-0.0212285,0.0418734,-0.0503243,-0.0398945,
