WL_mark,WL_Smoothed_Filtered_right_TA,WL_Smoothed_Filtered_right_RF,WL_Smoothed_Filtered_right_VM,WL_Smoothed_Filtered_right_MG,WL_Smoothed_Filtered_left_TA,WL_Smoothed_Filtered_left_RF,WL_Smoothed_Filtered_left_VM,WL_Smoothed_Filtered_left_MG
0.0,7.451566678116571,2.414520868910903,232.41958288240727,0.8823482836466988,4.347183382110331,3.1326176312413327,1.7893013177260824,5.535216718459953
0.0,6.512982504021972,1.606333306979653,233.04662117906906,1.172523166030649,5.820316075994244,2.226273852816535,1.1761790977193805,10.279999387302329
0.0,6.824897457424036,2.675289094400513,140.8870244590554,1.3287035996742813,8.219514066352211,1.639240510930923,0.6979517957852913,11.671271789574138
0.0,8.871416000348267,4.4555141384343315,227.9756032577631,1.661897724900527,9.029634299821298,1.6496689572517673,0.7418424589004131,9.858989543308708
0.0,9.903733353404277,5.532215677774533,264.7357865234716,1.6602852455960775,6.682331421640584,1.7454116076498545,1.4246047905655266,5.21998863967527
0.0,11.11318794746048,5.6595595413982105,326.70438767925003,1.8770415497515036,3.823682686039309,2.3071008073068335,2.064426159486852,2.184615063115132
0.0,12.322336285810962,5.315480497168921,334.0377677162471,4.25483576099132,2.9903213618376663,2.728127016685772,2.946687294378977,2.613364841081911
0.0,10.37870084224644,6.794966132281344,301.30090331339807,6.686025360059787,3.938298883890522,3.047623338705179,2.4176445769997783,4.129360776860361
0.0,8.673752878912502,7.249662479174747,286.18191928447993,8.429237738055235,4.137450949689594,3.426556056695086,2.0118534453743115,5.853046250795975
0.0,8.268429774594981,7.267680638256567,213.69938493691706,10.676131499583043,3.5803444660354224,2.8092869040569335,1.688706439077682,4.747419957189292
0.0,6.129084017590232,5.867497240194547,278.1684756100218,10.551340510535386,4.350388494223548,3.6898228207613113,1.793409413486442,4.46978660089912
0.0,5.9539425945455715,5.917755453575252,173.38702025757902,10.678301758797417,5.69722217692269,4.671670727628589,2.55500997804588,3.1266638848282504
0.0,10.395788795014926,9.663882468850838,131.81298354160154,9.779890461656228,6.691319713060809,6.037927380381813,4.000826537846439,3.0896340405027525
0.0,11.491506778456586,13.831027163279384,116.02041874241516,8.098270841501442,5.540237400881212,6.866120377475817,4.987154632126552,4.147400449614336
0.0,13.099689678570078,13.368864870054296,129.61835385690992,7.790347191463872,4.683140223508801,5.82634766289295,4.684422827266184,5.87831401664778
0.0,12.445026134145067,12.470355143678649,124.20361927428176,7.8890310044561085,6.184211851406041,6.1742004000672726,2.7773149157656816,7.695536127053159
0.0,10.840257293634467,7.881521286272443,115.88901588076496,7.81224306084291,8.279295116837156,6.447552646526365,2.555579754958889,9.4182707609807
0.0,11.03980824313525,11.811061143336698,117.86078637955632,6.833164641498681,7.7802863510650635,6.621604984455152,2.646101161014213,8.67699768708699
0.0,11.169706261184267,14.476189097773245,122.54705588884795,6.269779929709994,6.62324142234655,8.077930340596808,3.682795738565622,6.314254962822508
0.0,10.102761810864054,14.209717885582014,120.86182735918966,5.296915406594314,5.775003603855602,10.323445637437247,6.485931673799882,4.759777776824379
