mark,Smoothed_Filtered_right_TA,Smoothed_Filtered_right_RF,Smoothed_Filtered_right_VM,Smoothed_Filtered_right_MG,Smoothed_Filtered_left_TA,Smoothed_Filtered_left_RF,Smoothed_Filtered_left_VM,Smoothed_Filtered_left_MG
0,-0.0114579681362853,,-0.0459908949708126,0.006454643267719,0.0129765784257015,-0.0003537953794571,-0.0137869555662848,0.0027121597315087
0,0.0196326729532224,,-0.1990549584171376,0.0039209170318127,-0.1279232410914541,-0.0214265783704922,-0.0229159565468212,-0.0097296021992906
0,0.02793490340155,,-0.5031484720073571,-0.0032018830525866,-0.3855757152901728,-0.0314519487484853,-0.0354409975381022,-0.0203328055871203
0,0.0148388644837613,-0.3771241664079847,-0.7712648143241869,-0.0114162526575319,-0.361745578212923,-0.020752458573547,-0.0534404004365823,-0.020228156420878
0,-0.0135185281088412,-0.2905211164310055,-0.9231813787465476,-0.0194580175369288,-0.2090358647132431,-0.0051692517777137,-0.054930990219498,-0.0217701029542495
0,-0.0279968196350189,-0.1990499495991532,-1.09332858711414,-0.0244577246095675,-0.1229444075056659,0.014791042140301,-0.0415007334727974,-0.0293556810867616
0,-0.0438311831511248,-0.0203304963704354,-1.012407430429095,-0.0275833726487593,-0.0491159249508019,0.0326593820538703,-0.0336831297794171,-0.0449993442723295
0,-0.0814013253689703,0.1825394384729003,-0.5535368232370659,-0.0351470254241211,0.0369001575240693,0.051943296784457,-0.0114487308851151,-0.054922006668668
0,-0.0649840552655691,0.3336587855585873,-0.166199245805625,-0.0390617967800441,0.1219341848518978,0.0742979687677806,0.023222922783363,-0.059188432992144
0,-0.025020089812464,0.3350773489737499,0.1411272512751238,-0.0348758793423918,0.0896452606241751,0.085641823963482,0.0318533656940415,-0.0570605706060398
0,0.0029788975733517,0.3364959123889127,0.3096590712058347,-0.0280753249264518,0.0030664267261623,0.093870556063564,0.0230545835466467,-0.043902111274065
0,0.0493887922207553,0.3379144758040753,0.3563162010591435,-0.0206453087230345,-0.0688812632385262,0.0977828281398692,0.0153871570294956,-0.0232450950502173
0,0.1034548132564309,0.339333039219238,0.4567473789884657,-0.0117085055716888,-0.0581201185378275,0.0791526921814281,0.0286873567350278,0.0021643075640781
0,0.1023477983316192,0.3407516026344007,0.4858426572662399,-0.0025322337806562,0.0337216212362791,0.0653168464068097,0.0561733147838523,0.0270036217432656
0,0.0614471515601904,0.3421701660495634,0.4212905254435105,0.0080743808536843,0.0805906305375518,0.0766748836795292,0.0581735608555341,0.0509088569359849
0,0.0419473422102563,0.332593150807945,0.3611060859488127,0.0227660084905787,0.0841310904693293,0.0565956252016958,0.043004849060353,0.0706921016339249
0,0.0160267879199864,0.2492692837420494,0.4488384808682081,0.0329293510744721,0.125490354185677,-0.0031345912487551,0.0221764341039477,0.0807774120461927
0,-0.0579605306174305,0.0011361363472599,0.5238204310725264,0.0410830507022131,0.1494297005699236,-0.0457430337383634,0.0031161294788455,0.0785791944067607
0,-0.1226551718847253,-0.1464242657852002,0.4206211747707015,0.0487456990234765,0.0253859908016102,-0.0819575625611314,0.0064217590582058,0.07331498941804
0,-0.0940023456080564,-0.2135274836802757,0.3566140372182335,0.0483402811341084,-0.105649417258973,-0.1085094876398892,0.0185493147613351,0.0641486018877539
0,-0.0131123340016131,-0.3293381828988603,0.4397571262096767,0.0423059996383359,-0.0711589384190312,-0.1127766554112417,0.0121157142804228,0.0450346409473712
0,0.0472743428283346,-0.3488483203144784,0.4354264485112305,0.035661501376485,0.039989334986313,-0.1204931894275476,0.0009468530836397,0.0231721005421545
0,0.0552243953004521,-0.3538548858826957,0.3146795882344985,0.0287776132820953,0.1543709887960414,-0.1281608843117502,-0.0006488621448215,0.0047062386981604
0,0.0395660341511144,-0.3609037790657635,0.1805218616491516,0.0208140905619498,0.2025162636571626,-0.1451157421073328,0.0045475634510978,-0.0088741171989215
0,0.040976083194479,-0.2952859237532409,0.0905701853066867,0.0151973133883971,0.1058634400972867,-0.1611731781000273,0.0120175990564039,-0.0209103620264676
0,0.0572153412484657,-0.2210372364214566,0.1818354342166941,0.0109609247259631,0.0030632754445221,-0.1442291786823949,0.0107214792078196,-0.0280430145027733
0,0.0534378371778181,-0.2333763221252379,0.2019163709380131,0.0114868137082293,-0.0493501674122072,-0.1093531235960864,0.0051824904633184,-0.0265960521910555
0,-0.0026490662083933,-0.2073105913070941,0.174998723114224,0.0182586518206659,-0.0811044082942182,-0.0838780718295394,0.0035202854536007,-0.0140889202143338
0,-0.0681375671605552,-0.0799143601543644,0.2568716156797349,0.0287162985087203,-0.1200076989524751,-0.0675988825873645,0.0021005166093473,0.0107029321191856
0,-0.0881319441043323,-0.0652665390979357,0.2764689194571486,0.032671774885149,-0.2162179064914863,-0.0417588917107296,-0.020132339978235,0.0483839890832858
0,-0.0469058391827864,-0.0468820550738629,0.1494846427122226,0.0239461920932463,-0.20828769925635,-0.0064520916304275,-0.0509678345422849,0.0918807330793723
0,-0.0047192098468435,0.1073691735561331,-0.082525746555421,0.014593983514303,-0.0006180025632799,0.0266769755730419,-0.064986228245108,0.1303901658948836
0,0.0049866674036309,0.2923171514686341,-0.1054462118080922,0.004602152316259,0.2598868042416504,0.0565915402191235,-0.072470907382212,0.1547919895182716
0,0.0023100432854276,0.3722569240058027,-0.0456401950256547,-0.0074445897067138,0.3155402474298689,0.0787143035671228,-0.082480523701954,0.163165070425153
0,-0.0289430479484234,0.31717902718962,-0.1566072591660733,-0.0167563970425051,0.1778681523331466,0.0791689763252094,-0.0832805052065717,0.1593656373809249
0,-0.0520217996309393,0.3093013338292992,-0.249131916011525,-0.0232293589049243,0.0990584999915654,0.0702155097324923,-0.0670073231105797,0.1386442642895591
0,-0.0401099120269346,0.3275435739848952,-0.2863462628847321,-0.0367895236755729,0.0954474178756774,0.0756800121339404,-0.0542857024327335,0.1079234675977699
0,-0.00025603648049,0.1943806412781457,-0.4277758802852592,-0.0526571711084209,0.0506467117090574,0.0823607558445048,-0.0382090212683752,0.0693711091662396
0,0.0723034037338386,0.0557654666454654,-0.6602380097452993,-0.0610921517928803,-0.0729150657183185,0.067694675819696,-0.0022673086637419,0.0284482558682951
0,0.1420457813047707,0.1170835058124678,-0.7620616112494608,-0.0683543951704267,-0.1423847886557683,0.0439175791609465,0.0386774984213924,-0.0175158900995227
0,0.1638350124926864,0.2374664300080985,-0.7617437890373722,-0.0713727708961441,-0.1065816859279413,0.0407547623763643,0.0640484296569212,-0.0500711378052314
0,0.1371098464764625,0.3560099672076611,-0.6973936741390989,-0.0788382608378685,-0.045154075833187,0.038766825159467,0.0890180590300011,-0.0596166885532181
0,0.1104057525195791,0.3298421521031648,-0.6166290963998264,-0.087885966830036,0.0361526289934455,0.0238908974890787,0.1230645153909867,-0.0823328326771135
0,0.0589980630143118,0.0627199624373644,-0.6454387207211638,-0.0812705808699933,0.0903563069325696,0.0191045733574259,0.1329370107555646,-0.0967752316181222
0,0.0133625730051813,-0.0931397302617345,-0.6300882852757275,-0.0726450366532839,0.109324413640669,0.0234898256598359,0.1245720610471265,-0.1041647989108876
0,0.0080663806936445,-0.1121537704316883,-0.5225914734217806,-0.0558142340797412,0.1274635950009663,0.032264358187931,0.1126902590439709,-0.1137220446263084
