ZC_mark,ZC_Smoothed_Filtered_right_TA,ZC_Smoothed_Filtered_right_RF,ZC_Smoothed_Filtered_right_VM,ZC_Smoothed_Filtered_right_MG,ZC_Smoothed_Filtered_left_TA,ZC_Smoothed_Filtered_left_RF,ZC_Smoothed_Filtered_left_VM,ZC_Smoothed_Filtered_left_MG
0,37,24,19,19,25,27,19,22
0,33,23,24,18,22,23,18,23
0,31,23,24,14,21,18,16,24
0,28,24,22,16,20,18,19,24
0,32,27,20,22,21,19,20,18
0,37,26,20,32,21,20,19,17
0,39,23,25,36,22,17,18,18
0,33,23,22,31,31,16,22,18
0,26,18,20,23,36,13,25,24
0,25,24,23,14,35,13,30,27
0,28,22,23,16,33,16,30,32
0,31,23,26,15,30,21,27,32
0,33,20,21,21,26,22,26,33
0,30,15,16,27,26,25,21,29
0,30,15,17,34,23,24,23,25
0,32,13,22,29,28,27,24,21
0,32,15,22,23,30,26,21,21
0,35,18,21,22,32,25,20,21
0,35,21,18,26,27,27,22,19
0,33,19,19,31,21,25,25,16
0,30,16,22,32,20,25,25,17
0,38,15,23,29,25,19,22,22
0,39,20,25,25,28,15,18,29
0,43,21,24,22,26,13,15,38
0,38,24,26,26,24,14,17,41
0,34,23,19,22,34,17,19,38
0,35,18,24,22,33,20,20,25
0,35,21,24,19,31,23,18,23
0,40,18,24,21,18,24,23,17
0,40,18,24,21,20,22,20,17
0,46,18,24,24,22,22,25,16
0,54,15,24,32,21,21,22,18
0,46,18,24,37,26,23,24,20
0,39,16,24,36,31,23,26,19
0,31,16,24,31,36,21,26,19
0,29,18,23,23,36,16,28,21
0,27,19,18,22,32,18,27,23
0,27,20,20,21,25,21,25,30
0,26,19,21,26,26,24,27,29
0,28,14,25,25,26,23,27,25
0,29,20,26,31,27,30,27,27
0,29,24,22,24,29,25,26,21
0,32,29,19,28,29,23,23,21
0,29,26,18,23,30,18,21,15
0,31,21,21,34,30,18,21,14
0,29,15,29,36,25,18,20,15
0,31,21,27,35,23,19,27,18
0,28,21,25,26,20,17,28,21
0,26,32,22,16,18,23,29,23
0,25,32,19,18,17,25,24,27
0,24,32,16,22,18,29,25,29
0,28,32,21,25,18,29,25,30
0,35,34,20,27,19,27,23,30
0,36,38,21,32,21,24,28,34
0,36,30,20,34,21,19,24,31
0,25,28,16,31,25,14,25,27
0,21,24,17,30,27,16,20,22
0,20,20,17,25,31,15,20,21
0,25,20,17,26,29,17,21,20
0,23,20,15,24,32,17,24,20
0,25,22,16,24,28,18,26,19
0,21,22,17,19,29,16,24,24
0,24,26,17,21,26,20,21,27
0,29,25,21,22,22,18,15,26
0,33,27,20,26,23,20,15,29
0,33,20,19,35,22,19,17,25
0,30,16,16,39,20,21,18,24
0,33,14,20,34,22,23,21,24
0,29,16,21,26,18,24,18,21
0,27,18,21,22,23,25,18,22
0,22,21,19,24,23,24,14,19
0,26,19,20,26,22,24,15,16
0,19,21,23,25,22,24,18,15
0,21,25,23,24,24,20,19,18
0,20,27,20,23,28,20,21,26
0,25,31,18,21,28,16,24,29
0,32,25,17,26,19,15,25,32
0,32,23,23,20,18,14,22,33
0,34,21,22,22,19,15,20,31
0,32,23,21,20,20,18,19,24
0,28,23,17,22,25,24,19,25
0,25,23,17,20,22,25,16,18
0,25,18,24,20,26,22,21,16
0,27,19,26,22,27,19,22,17
0,27,16,23,25,27,14,20,19
0,31,17,25,29,29,15,20,24
0,26,16,27,37,28,16,22,25
0,23,19,26,34,34,19,24,26
0,22,24,26,32,28,18,29,23
0,25,26,19,28,27,18,27,21
0,30,24,21,28,23,14,28,27
0,37,18,21,28,22,15,28,30
0,30,17,23,25,27,15,30,38
0,28,17,28,21,24,15,29,33
0,27,20,24,20,24,14,32,30
0,28,18,22,18,26,18,25,26
0,28,17,21,18,22,20,21,21
0,29,18,20,18,32,22,18,21
0,35,17,21,23,25,25,22,17
0,39,19,22,33,24,22,22,14
0,41,20,19,31,21,21,21,17
0,38,20,22,30,20,21,21,16
0,31,22,19,16,21,21,22,19
0,32,25,21,15,27,24,23,29
0,38,23,22,15,23,23,21,32
0,33,20,29,26,30,24,22,38
0,32,19,30,32,32,19,27,31
0,30,19,28,32,29,18,31,25
0,25,21,26,26,30,20,32,26
0,25,25,26,19,24,21,29,24
0,23,27,27,20,25,22,28,25
0,21,25,27,25,21,21,27,20
0,19,26,27,24,24,18,23,20
