ZC_mark,ZC_Smoothed_Filtered_right_TA,ZC_Smoothed_Filtered_right_RF,ZC_Smoothed_Filtered_right_VM,ZC_Smoothed_Filtered_right_MG,ZC_Smoothed_Filtered_left_TA,ZC_Smoothed_Filtered_left_RF,ZC_Smoothed_Filtered_left_VM,ZC_Smoothed_Filtered_left_MG
0,32,20,21,25,29,28,22,24
0,32,26,24,23,28,31,26,26
0,34,34,25,27,25,31,30,24
0,36,41,19,24,21,22,31,21
0,41,33,15,23,28,24,28,20
0,36,29,18,24,24,27,27,22
0,30,22,20,27,28,27,21,22
0,27,20,24,32,24,22,19,19
0,31,17,26,28,20,21,20,15
0,35,16,24,32,18,24,21,16
0,42,15,20,31,22,25,26,15
0,40,20,15,35,29,20,29,14
0,38,21,14,27,32,15,26,12
0,35,24,17,20,32,15,26,19
0,35,21,18,14,32,19,26,23
0,34,19,26,14,31,21,27,25
0,29,24,28,17,27,22,31,24
0,24,31,28,22,22,20,29,20
0,29,34,22,23,22,23,28,15
0,27,28,17,20,25,21,25,20
0,35,24,18,20,22,20,18,21
0,35,21,24,18,22,19,14,22
0,38,20,22,18,17,22,13,19
0,47,22,21,29,25,24,16,17
0,43,24,21,33,33,28,23,20
0,36,22,16,32,38,27,25,25
0,27,23,17,23,36,25,27,32
0,19,19,19,16,30,27,20,34
0,24,17,19,20,25,25,18,35
0,21,19,19,27,24,24,17,28
0,22,21,14,31,22,20,20,27
0,25,20,18,33,17,18,18,32
0,35,19,20,28,20,18,19,32
0,33,19,21,21,26,16,17,31
0,32,21,20,21,31,17,20,21
0,25,18,15,23,32,17,20,17
0,29,14,12,37,24,15,19,15
0,32,13,12,32,20,14,20,19
0,28,17,14,32,25,16,28,23
0,32,19,17,27,29,17,31,25
0,29,18,17,24,34,17,33,29
0,36,18,22,28,28,18,26,25
0,38,17,23,24,25,13,24,29
0,38,19,23,24,21,16,24,28
0,37,19,19,22,16,17,24,24
0,36,18,17,21,18,20,27,18
0,30,22,21,17,21,27,29,16
0,34,22,23,23,26,29,28,21
0,29,23,24,24,33,29,26,24
0,30,19,23,30,30,27,21,23
0,34,14,25,33,27,24,18,25
0,39,15,28,32,22,25,25,26
0,38,19,30,29,30,26,31,25
0,31,19,26,22,35,24,34,27
0,25,19,19,20,36,19,32,28
0,28,23,18,20,31,20,25,28
0,34,23,21,17,25,22,21,26
0,33,24,21,17,26,26,20,26
0,33,25,21,16,24,25,23,22
0,32,23,18,14,24,23,26,20
0,33,27,25,15,28,22,27,20
0,37,25,27,15,30,27,22,25
0,37,22,29,14,28,26,21,23
0,42,20,26,19,28,28,21,24
0,38,15,26,26,23,23,19,19
0,42,22,25,34,34,23,23,21
0,34,21,22,31,38,21,22,21
0,32,24,14,24,34,16,21,24
0,31,21,11,20,30,18,23,24
0,34,22,14,17,22,19,23,25
0,35,27,15,22,20,19,22,24
0,32,27,21,22,18,20,20,25
0,30,21,23,32,19,24,25,28
0,29,23,27,33,23,24,23,26
0,30,18,23,39,27,21,23,33
0,30,19,20,34,30,16,17,30
0,31,17,18,39,27,15,14,30
0,36,13,22,35,28,19,16,22
0,45,13,22,37,26,23,18,20
0,40,15,21,33,35,24,24,18
0,35,16,19,26,30,22,23,24
0,24,16,20,17,34,15,26,32
0,30,15,21,17,31,13,27,36
0,36,15,20,17,27,18,23,32
0,39,16,23,27,25,20,22,24
0,31,21,30,29,24,23,16,20
0,27,26,27,29,20,21,19,22
0,22,24,24,26,21,21,17,31
0,19,21,18,30,20,24,16,32
0,24,15,24,26,26,24,17,29
0,25,15,24,26,26,23,16,21
0,33,15,29,27,28,26,17,20
0,36,15,26,36,32,20,20,18
0,36,14,24,38,39,23,19,22
0,32,16,23,29,41,20,18,23
0,30,20,25,20,42,20,19,27
0,34,25,28,21,37,17,19,23
0,33,28,27,22,33,17,21,22
0,29,29,24,25,33,18,23,24
0,30,28,22,25,30,20,24,26
0,29,23,25,25,28,26,24,31
0,28,16,24,24,27,26,23,30
0,29,15,22,22,23,24,20,31
0,24,15,18,27,20,24,18,22
0,32,18,16,31,18,20,18,21
0,34,17,18,37,25,24,23,17
0,37,19,19,36,33,27,26,16
0,31,19,20,33,38,22,26,24
0,28,22,17,18,30,17,23,26
0,26,24,18,11,29,17,19,32
0,34,23,18,13,30,17,16,27
0,38,25,19,22,32,16,16,21
0,35,27,21,28,31,13,21,24
0,31,23,22,34,31,15,18,24
0,36,21,24,29,30,18,20,30
0,34,17,25,26,30,21,17,23
0,35,22,27,25,28,17,19,26
0,27,17,28,26,27,17,18,20
0,31,36,22,23,23,21,27,22
0,28,30,21,19,17,18,21,23
0,26,28,21,16,16,20,27,34
0,28,24,22,19,16,19,28,33
0,35,19,22,24,18,20,27,34
0,37,24,24,25,20,20,24,26
0,42,29,25,27,24,26,19,30
0,44,34,23,29,27,27,14,25
0,48,27,19,31,24,29,14,23
0,50,19,20,29,21,25,12,16
0,46,22,20,31,14,25,15,18
