MAV_mark,MAV_Smoothed_Filtered_right_TA,MAV_Smoothed_Filtered_right_RF,MAV_Smoothed_Filtered_right_VM,MAV_Smoothed_Filtered_right_MG,MAV_Smoothed_Filtered_left_TA,MAV_Smoothed_Filtered_left_RF,MAV_Smoothed_Filtered_left_VM,MAV_Smoothed_Filtered_left_MG
0.0,0.4931486705222788,0.500874374536337,0.4963118581015374,0.500437423872399,0.5035310224143658,0.5020283026215511,0.4979372522319318,0.49911470280713716
0.0,0.49160697711208456,0.5008896863267304,0.4982132179973518,0.5003630360526845,0.5029238679440537,0.5023801704947354,0.4985646284890876,0.5123367530954506
0.0,0.49043152679934165,0.5026881510390444,0.5004675606473545,0.49981130429740106,0.50347777126402,0.5016772551574975,0.4985511695485931,0.5086046217462609
0.0,0.504517823384909,0.49922912379535844,0.5004656768586587,0.5002627653891794,0.502577182267945,0.502807248523304,0.4977550295480875,0.5069710946758309
0.0,0.5025700560833484,0.5000359299995447,0.49933411289622726,0.5001317837853607,0.5035777626952382,0.5018540736072296,0.499268270026349,0.49870632697391465
0.0,0.49986556946205307,0.5002342607451172,0.5040940617236884,0.4995625787819495,0.5033087515627488,0.5012594477543955,0.49645907435032455,0.496496014572556
0.0,0.5025183860549912,0.504366978136147,0.5007221098701051,0.5013293885907826,0.5035787050509131,0.5016545240362991,0.4991510099273518,0.5000279163625051
0.0,0.5012674139561226,0.4993023576087157,0.49905857446460844,0.5008439420954559,0.5032529084694608,0.5016172961578924,0.4999106563717157,0.49950967361613435
0.0,0.5023520271610284,0.49987996514293476,0.4999048667136095,0.4924387547503644,0.5036470753157997,0.504153963112619,0.4958475135232017,0.4999945146095589
0.0,0.5022524234631748,0.5008419003120493,0.5016251533017836,0.49913249820825456,0.5039572712698774,0.49936279168391673,0.4987322034075653,0.49956738305036824
0.0,0.5007566481010284,0.5007807377035453,0.5017087320994577,0.5006130098590356,0.5023212250461384,0.5032886788827216,0.49709798833774765,0.4995959511084655
0.0,0.49993728430132334,0.5002615423841076,0.4991955720528173,0.5009176310585771,0.5040399917264543,0.5049544218900428,0.49877888980935947,0.5005731350689226
0.0,0.4995547255115032,0.5046927226477148,0.5002762520128103,0.49599487706560746,0.5027520894800055,0.49967072478292873,0.49801656532754895,0.4985250016036317
0.0,0.5053559674229158,0.48709796769848895,0.500261577868083,0.5000553327955493,0.503167163410613,0.5073625577173505,0.49881967243145325,0.4999167972458207
0.0,0.5001876499717368,0.49603418553226325,0.49852511353978535,0.49934565310125684,0.5041121528534253,0.5011646497788373,0.49974152184746956,0.5003519374428411
0.0,0.50183689833639,0.49667265974866665,0.49934626053848397,0.4997741457395881,0.5032826213501527,0.501711845831993,0.49727533849998784,0.5000426216373665
0.0,0.5026073675023558,0.4926391122081851,0.501732540038954,0.5000512407564051,0.5039774520268453,0.5014687896974752,0.498315350336343,0.5005956049763566
0.0,0.4992395563876487,0.5003247747209336,0.5000783652983625,0.4992732987782065,0.5046203554222569,0.5009512248131417,0.4991527608216419,0.5037525808967159
0.0,0.5032511331335704,0.5019364766640754,0.5007877142136243,0.4984855899886617,0.49739744282860204,0.49974517928316153,0.4959692467136541,0.4994885752337545
0.0,0.5035072162883693,0.5068422238039189,0.4997492500211603,0.4999617639821905,0.5031114346154807,0.502926657189103,0.490842203490261,0.500829718636491
0.0,0.502268348271543,0.5007260874187097,0.5018310584105872,0.49957913385027425,0.5037577611694929,0.499751648323375,0.5007934303083512,0.5010396410241027
0.0,0.5006193398065936,0.4996122956074039,0.49973306650095656,0.5033592573977966,0.4979521907977083,0.49437060232240343,0.4965446900947986,0.4976170704093734
0.0,0.5014333724190622,0.5011384394719094,0.5008010504471856,0.5037700251228533,0.5018635508221055,0.49610135442499737,0.499643331285885,0.5039465925072109
0.0,0.50094271405996,0.499747047064893,0.5012508862714725,0.5059930828121133,0.5028894374372075,0.5014423788605772,0.5073800702534433,0.5003777847252038
0.0,0.5003641884863718,0.4994531791992729,0.5007132174216311,0.5079566110567783,0.5041053622264619,0.4987520024487843,0.5030271299321596,0.49887102900935754
0.0,0.5046200489726262,0.5059512687014834,0.4970343766309135,0.5057468495051043,0.5046969391330888,0.5025957487007129,0.5003089529626924,0.4993750649261749
0.0,0.5013585168764658,0.497660279069789,0.5018045996893116,0.5082528537871389,0.5030503918914432,0.502077460757497,0.49153371326182116,0.4995992766335975
0.0,0.5008033720820628,0.5007518843360713,0.5004731574478213,0.502829062312014,0.504292349418791,0.4991657690183715,0.5003911670837122,0.4994035391903397
0.0,0.5022726224863121,0.5057044311694683,0.5005324565738853,0.50169323143461,0.5039325747801918,0.5015256667219163,0.4985696958740249,0.4988185452064071
0.0,0.5065923378613182,0.5015770847506964,0.5004646190935026,0.5001871408350095,0.5029989216933807,0.5006685672126451,0.4992335284613606,0.5016993758100409
0.0,0.5073509199933746,0.5024813676774428,0.5029030541068995,0.5024735432090026,0.5034978341136817,0.5006619321014302,0.49916209078490364,0.5040830309418977
0.0,0.49824456622812335,0.5008955939156341,0.49864272104819246,0.5021682177762645,0.5034718028160227,0.5013556977045376,0.5000730944500043,0.49932432483690825
0.0,0.49818140510348835,0.4989966514853328,0.5012061547349671,0.5000216442083024,0.5033324188758983,0.5039163812350999,0.5008504582693605,0.5028812360787602
0.0,0.49824639593425646,0.501244148706517,0.5002092774107858,0.501310287919152,0.5072706852626773,0.49647518297735893,0.4899893949381023,0.5049286572032377
0.0,0.49576550265917246,0.49773178445338784,0.4965132167654432,0.49969929758684684,0.5026479139544024,0.504165582677983,0.5053337889619337,0.49803722933544664
0.0,0.4986352580423415,0.49604452164795754,0.498935921070659,0.502947743081131,0.5076410642001841,0.5005459975595089,0.5067821312780589,0.5010693886223646
0.0,0.49884007212400705,0.4955102272667938,0.5001263842940273,0.4994289829840773,0.5057258230617268,0.5056631293420399,0.49959546093562895,0.4993580662643518
0.0,0.49803929161888133,0.5007955518930781,0.4988937668550676,0.5025332913874356,0.5018598245771504,0.5005485283489909,0.4985778348670127,0.5000384115960796
0.0,0.5025505305224012,0.4987473230009326,0.5000008490160762,0.5066262829185035,0.506579198772607,0.5044821677909176,0.4970647588238404,0.5004241115222487
0.0,0.5055007292825725,0.5061429664148718,0.4991308367938946,0.4972718988308559,0.5050255992065756,0.5011424790807973,0.4982562582576838,0.49939658642614504
0.0,0.5069046761171461,0.49666956521478,0.5007508721565338,0.49668811456288736,0.5039711152667642,0.5040049561302191,0.49966836261348463,0.4998660383363407
0.0,0.495983376919845,0.49970803873932423,0.5011757846858619,0.49563467526067034,0.5030662148129611,0.49914159289111093,0.4958108349631761,0.49976231349616684
