ZC_mark,ZC_Smoothed_Filtered_right_TA,ZC_Smoothed_Filtered_right_RF,ZC_Smoothed_Filtered_right_VM,ZC_Smoothed_Filtered_right_MG,ZC_Smoothed_Filtered_left_TA,ZC_Smoothed_Filtered_left_RF,ZC_Smoothed_Filtered_left_VM,ZC_Smoothed_Filtered_left_MG
0,22,35,44,34,52,50,47,30
0,22,41,43,36,53,40,43,28
0,27,47,44,34,51,38,37,27
0,35,45,38,31,44,25,33,26
0,34,36,35,26,34,21,29,24
0,34,30,37,26,34,22,20,28
0,31,28,29,25,37,20,16,27
0,34,28,28,26,32,19,14,25
0,38,26,23,31,25,18,23,21
0,46,24,23,34,18,19,32,21
0,46,21,22,41,23,20,36,22
0,38,18,22,36,24,19,37,20
0,30,19,19,32,25,18,34,18
0,25,21,20,25,22,18,32,16
0,22,21,18,19,24,23,32,22
0,25,21,25,16,28,23,34,28
0,26,21,33,18,24,26,34,35
0,31,26,33,28,28,27,34,35
0,30,21,42,33,23,21,28,29
0,31,23,48,37,21,16,28,22
0,34,24,44,31,18,17,20,14
0,34,29,34,33,24,17,18,14
0,41,28,30,38,27,19,22,17
0,46,25,25,52,35,30,27,19
0,43,17,28,52,34,36,37,18
0,35,17,25,48,33,33,36,20
0,29,20,27,34,23,27,28,21
0,23,24,27,30,21,21,23,23
0,29,33,26,32,19,22,19,26
0,34,36,26,32,25,22,21,32
0,31,36,33,28,28,23,27,35
0,28,26,42,31,25,21,27,35
0,29,21,37,36,28,20,30,32
0,34,15,30,42,20,18,23,25
0,42,16,26,38,20,17,21,24
0,43,22,24,39,19,17,17,23
0,37,25,25,40,18,19,21,27
0,34,26,24,41,22,21,34,22
0,28,19,23,43,31,19,42,25
0,32,18,20,35,39,18,41,21
0,29,19,17,27,37,16,34,24
0,31,22,16,19,31,16,26,17
0,29,19,17,18,26,18,25,20
0,30,25,26,12,20,16,23,30
0,35,20,37,15,17,19,19,33
0,31,23,40,15,18,17,20,32
0,27,23,30,16,18,17,18,20
0,23,22,26,21,16,18,17,16
0,20,20,18,23,14,16,16,15
0,21,19,18,26,15,18,20,16
0,29,18,19,31,20,22,33,14
0,27,17,19,35,30,20,40,15
0,32,23,20,37,33,22,40,17
0,24,24,20,30,31,26,29,20
0,26,28,21,22,23,21,20,20
0,29,28,21,20,18,20,19,20
0,35,26,24,23,14,13,17,23
0,33,24,28,23,23,16,20,31
0,40,25,34,19,21,17,21,33
0,36,24,37,23,22,19,20,33
0,37,21,33,23,21,20,18,23
0,34,20,34,25,22,19,16,23
0,31,19,25,22,24,23,15,17
0,29,22,22,28,26,21,15,21
0,31,24,16,38,23,21,22,22
0,36,22,15,43,28,23,29,23
0,39,21,17,36,28,22,32,22
0,41,21,17,27,25,22,24,21
0,32,17,17,21,18,20,20,21
0,24,15,16,21,16,25,20,21
0,19,18,17,19,20,25,20,23
0,23,23,21,26,23,23,22,28
0,27,23,25,32,27,18,23,32
0,35,23,26,45,26,16,26,33
0,39,19,25,37,18,22,27,28
0,46,16,21,29,20,24,22,20
0,40,17,22,22,15,22,14,15
0,37,20,20,22,16,16,25,12
0,28,17,19,36,16,16,29,15
0,24,23,19,39,24,22,34,19
0,20,21,18,36,25,24,34,20
0,23,24,23,29,26,22,31,21
0,21,22,22,19,19,20,24,18
0,19,20,24,18,19,18,18,17
0,17,20,26,15,21,17,16,22
0,20,20,21,17,16,14,12,24
0,25,19,24,14,17,14,12,25
0,27,20,19,16,19,15,16,18
0,27,17,20,18,21,17,21,17
0,23,15,22,18,23,17,22,14
0,26,15,26,19,23,17,21,15
0,36,14,26,24,21,15,21,12
0,34,14,19,32,21,21,26,12
0,29,17,18,33,22,24,33,17
0,22,20,17,31,24,30,33,22
0,21,23,20,25,23,28,26,22
0,21,24,20,22,22,27,20,20
0,21,19,19,22,22,30,15,26
0,25,16,19,20,24,31,15,33
0,33,20,17,24,19,29,15,38
0,34,24,14,24,16,26,23,29
0,27,22,17,25,13,20,29,25
0,24,21,22,24,12,22,28,19
0,20,17,25,26,15,20,27,17
0,30,14,22,27,16,17,24,18
0,35,16,19,35,18,17,29,18
0,35,18,17,39,26,19,36,17
0,33,20,16,37,31,21,34,14
0,31,23,15,32,27,18,31,17
0,28,21,16,22,19,20,25,21
0,28,22,18,17,14,19,24,26
0,25,22,18,18,16,19,21,28
0,25,30,18,16,15,17,15,37
0,30,32,19,17,15,16,18,36
0,35,27,24,19,13,17,19,33
0,37,26,30,26,13,16,20,23
0,33,20,26,30,16,16,25,16
0,38,22,28,38,18,16,26,17
0,29,31,33,25,35,47,33,31
0,24,40,36,23,29,45,34,30
0,28,45,38,23,37,43,32,30
0,27,39,40,28,39,37,32,32
0,35,37,40,30,38,32,29,32
