ZC_mark,ZC_Smoothed_Filtered_right_TA,ZC_Smoothed_Filtered_right_RF,ZC_Smoothed_Filtered_right_VM,ZC_Smoothed_Filtered_right_MG,ZC_Smoothed_Filtered_left_TA,ZC_Smoothed_Filtered_left_RF,ZC_Smoothed_Filtered_left_VM,ZC_Smoothed_Filtered_left_MG
0,43,23,21,35,47,50,34,42
0,37,24,27,28,49,56,39,35
0,35,25,35,24,49,49,43,31
0,28,21,36,22,49,44,39,35
0,34,26,36,23,41,39,33,37
0,30,27,37,21,30,33,28,38
0,34,33,35,24,28,31,22,35
0,33,41,39,28,31,21,20,33
0,34,40,34,30,36,14,24,29
0,36,35,32,35,36,13,29,26
0,40,28,27,32,33,20,36,22
0,38,22,27,34,31,21,39,24
0,37,29,20,32,28,27,40,24
0,29,32,18,23,30,29,36,28
0,26,35,18,20,23,28,37,29
0,26,29,18,21,24,27,26,31
0,21,30,21,20,25,23,33,33
0,25,29,29,20,32,25,36,33
0,27,33,37,15,37,28,35,25
0,31,34,37,16,36,34,27,19
0,36,39,31,22,30,32,21,16
0,40,39,34,27,24,27,14,14
0,39,36,33,35,24,18,17,17
0,44,35,32,43,25,22,20,21
0,37,29,27,45,26,25,24,25
0,31,27,26,40,27,29,25,28
0,28,28,23,34,24,29,26,29
0,25,24,25,24,32,26,26,28
0,25,22,23,21,35,29,28,26
0,23,23,31,24,37,29,29,32
0,26,29,28,22,37,29,31,31
0,30,33,32,24,31,31,35,31
0,32,31,30,21,29,28,41,27
0,31,31,31,25,25,23,32,28
0,34,32,34,26,22,24,28,21
0,33,36,35,31,26,21,19,15
0,40,39,38,45,26,23,22,14
0,34,32,32,52,26,22,31,13
0,33,28,32,46,29,21,41,18
0,33,24,24,33,28,20,39,21
0,30,23,21,26,25,17,32,23
0,29,22,18,20,19,20,22,19
0,24,22,19,19,24,19,29,21
0,22,22,26,18,28,19,34,29
0,25,24,33,18,35,21,39,30
0,24,24,38,15,34,20,35,28
0,22,28,33,19,27,18,30,23
0,20,21,32,23,24,13,26,18
0,25,20,28,27,16,17,20,16
0,27,27,25,36,18,17,17,15
0,28,32,26,39,22,23,19,16
0,30,34,22,44,25,31,25,18
0,34,31,20,42,26,33,32,22
0,30,26,13,37,30,35,33,25
0,29,24,14,30,29,28,29,29
0,23,20,14,24,28,21,24,30
0,22,17,15,22,31,20,19,31
0,21,19,18,22,30,22,21,31
0,15,23,22,19,30,21,23,34
0,17,26,26,20,32,22,25,30
0,18,26,29,17,29,17,26,26
0,20,23,26,17,23,19,23,19
0,29,26,27,15,14,23,20,18
0,29,29,29,20,16,22,17,14
0,32,33,35,23,15,21,20,17
0,27,32,31,35,22,17,26,22
0,24,28,29,32,22,16,29,22
0,22,21,26,29,24,20,29,24
0,21,18,22,19,21,22,26,23
0,18,22,22,14,26,22,23,25
0,16,23,22,18,28,26,22,29
0,19,24,26,19,34,26,25,25
0,25,20,29,21,33,24,27,30
0,31,21,30,19,31,22,25,27
0,33,19,40,22,28,17,24,32
0,33,22,38,23,25,22,19,26
0,28,26,32,26,29,20,15,25
0,34,29,26,26,27,27,18,20
0,47,29,23,28,26,26,15,15
0,50,27,19,29,15,29,27,14
0,43,23,19,24,19,26,27,14
0,37,22,21,27,22,24,30,15
0,33,18,18,25,24,24,23,18
0,29,16,16,25,20,23,28,23
0,27,17,18,22,20,29,28,26
0,27,22,23,21,32,36,34,31
0,28,35,32,22,35,38,32,40
0,29,42,39,21,37,34,30,43
0,32,39,32,19,29,30,22,35
0,37,37,30,16,22,25,20,22
0,34,30,28,24,19,28,16,12
0,34,34,26,27,16,22,15,12
0,35,32,25,33,17,20,19,12
0,31,30,24,29,18,20,25,16
0,30,24,23,32,20,22,30,19
0,28,24,21,29,20,24,28,20
0,30,24,20,26,18,28,22,24
0,29,26,20,20,18,29,22,22
0,27,23,21,26,18,28,31,24
0,25,22,23,30,23,25,37,25
0,23,16,27,31,30,19,41,29
0,34,22,34,29,32,16,31,33
0,40,26,36,23,29,18,21,30
0,41,28,37,22,27,17,13,19
0,35,33,30,21,23,17,12,13
0,27,37,30,26,24,15,14,16
0,25,34,27,36,16,16,18,19
0,27,30,25,44,12,19,21,19
0,26,20,24,46,13,23,24,23
0,31,16,26,40,14,21,22,24
0,31,17,22,27,18,18,21,24
0,33,20,26,21,23,16,20,28
0,34,20,23,23,23,15,19,29
0,31,28,26,18,26,16,17,33
0,31,28,26,17,27,16,20,33
0,27,35,34,19,31,18,22,34
0,31,31,34,24,28,16,20,30
0,30,25,33,27,28,21,15,26
0,41,40,33,28,44,56,44,29
0,37,45,30,27,41,54,42,29
0,36,36,30,26,36,45,35,30
0,35,30,33,25,45,38,34,33
0,35,20,33,23,46,29,31,32
0,37,19,32,25,42,23,24,30
0,44,19,33,24,38,15,21,26
0,38,20,31,25,36,20,18,24
0,39,23,29,29,27,20,22,20
0,33,25,23,35,20,25,28,16
0,33,24,24,34,22,31,33,14
0,35,26,21,33,33,28,35,17
0,32,29,26,25,36,26,34,27
0,32,30,28,27,32,24,28,26
0,28,26,23,31,26,18,21,29
0,25,24,17,29,30,18,24,26
0,27,21,25,26,36,24,29,30
0,27,29,32,22,39,23,31,29
0,29,37,40,19,31,20,25,25
0,35,34,40,24,29,21,20,18
0,42,25,34,25,26,19,16,14
0,47,17,34,35,26,19,15,13
0,42,18,24,41,24,18,15,14
0,49,19,20,46,22,17,19,18
0,44,18,16,39,22,20,28,21
0,34,17,14,37,25,23,33,21
0,24,18,14,30,20,19,40,26
0,16,19,13,29,17,27,40,27
0,16,17,13,27,16,34,36,33
0,21,16,21,27,24,41,37,33
0,25,21,27,28,28,39,35,32
0,31,24,34,26,28,37,35,34
0,33,25,33,27,25,33,30,26
0,36,20,32,26,20,27,27,22
0,32,21,28,31,21,19,19,16
0,37,21,23,31,26,22,22,14
0,39,21,22,35,27,30,26,14
0,35,26,21,38,32,33,29,15
0,29,26,22,34,40,34,36,17
0,26,26,20,33,40,29,33,21
0,25,24,20,30,38,24,34,26
0,31,28,19,29,28,21,31,28
0,30,25,18,23,16,22,35,34
0,28,28,24,18,23,23,35,29
0,26,32,28,15,25,25,38,32
0,21,30,36,22,23,21,35,25
0,19,29,35,25,18,21,25,22
0,24,26,32,31,15,19,19,16
0,26,28,24,27,16,23,16,21
0,39,33,20,26,19,23,17,22
0,37,30,20,28,22,27,23,20
0,34,25,21,35,20,40,28,15
0,28,21,24,38,22,50,28,15
0,23,20,25,36,21,46,32,16
0,26,20,23,24,26,31,35,17
0,24,22,22,22,22,16,28,21
0,24,19,23,18,24,15,26,25
0,22,20,29,18,24,22,27,27
0,27,20,34,19,22,25,31,31
0,23,26,36,22,27,24,30,26
0,26,27,36,25,31,19,23,27
0,36,19,34,24,32,18,18,23
0,42,17,27,22,33,20,15,20
0,46,17,20,23,29,24,21,20
0,41,23,18,27,27,26,27,24
0,42,25,21,36,23,28,35,21
0,40,27,24,31,15,26,35,22
0,32,24,26,29,22,23,32,21
0,34,23,23,22,31,26,35,24
0,31,20,25,23,33,30,41,28
0,26,26,25,23,35,33,46,29
0,18,28,29,20,29,31,40,31
0,24,29,33,22,30,28,34,34
0,28,26,32,25,24,24,28,32
0,31,16,35,24,25,20,26,28
0,34,18,32,24,18,18,23,21
0,31,20,29,26,18,16,21,20
0,29,23,21,31,14,17,22,17
0,29,28,17,34,15,19,28,16
0,33,25,20,31,22,18,34,17
0,31,24,25,30,23,20,34,20
0,35,21,28,24,24,18,24,20
0,37,18,23,24,20,20,20,23
0,31,22,22,24,21,18,19,27
0,25,32,25,21,24,18,24,32
0,25,37,32,19,23,17,27,32
0,25,37,32,16,20,18,25,36
0,31,31,30,17,21,21,18,35
0,33,32,29,22,21,21,19,30
0,36,26,24,26,24,22,17,25
0,39,27,23,30,26,23,20,24
0,33,24,17,37,24,25,30,19
0,30,19,14,35,29,26,36,16
0,27,19,13,32,29,24,40,24
0,26,21,16,28,29,19,32,24
0,29,28,21,28,27,21,29,26
0,29,28,21,31,22,23,25,24
0,26,28,25,28,22,24,25,30
0,28,31,25,20,24,25,29,30
0,28,33,32,24,27,26,31,36
0,32,32,33,23,24,26,30,30
0,36,27,29,21,24,25,21,25
0,38,18,30,25,24,19,16,22
0,44,17,29,25,26,18,15,19
0,45,21,24,29,27,19,25,21
0,43,28,22,33,19,27,30,19
0,36,31,24,37,23,29,33,21
0,26,28,24,38,19,29,31,24
0,22,23,23,27,24,20,24,27
0,18,25,20,19,25,20,22,29
0,24,23,18,18,23,23,16,28
0,22,25,21,17,21,26,19,30
0,26,30,30,16,19,25,22,32
0,29,31,33,19,19,22,29,35
0,30,30,35,19,19,17,27,38
0,31,23,33,23,22,19,21,28
0,23,26,30,23,19,18,16,22
0,24,26,31,18,20,19,15,17
0,41,25,24,19,41,54,42,21
0,42,23,26,18,39,53,44,28
0,40,20,29,18,44,49,45,35
0,35,27,32,17,45,34,37,31
0,33,34,31,16,38,25,25,28
0,38,37,34,13,33,18,18,25
0,40,41,33,12,35,13,14,24
0,47,42,26,13,30,14,14,21
0,50,53,25,19,26,19,20,18
0,45,48,27,24,27,25,30,17
0,42,43,26,32,29,35,39,18
0,35,35,20,34,35,33,48,18
0,30,29,20,27,35,34,44,21
0,24,24,20,24,31,38,37,20
0,22,23,18,17,28,40,29,21
0,24,20,19,17,32,45,25,22
0,32,28,24,15,31,44,21,27
0,38,32,32,16,41,41,27,25
0,33,32,37,15,35,38,28,23
0,33,31,35,19,28,33,32,19
0,28,30,35,18,30,28,26,16
0,34,30,32,23,24,22,23,13
0,34,28,29,28,22,20,25,13
0,38,20,22,39,24,19,24,17
0,33,23,15,36,26,21,34,23
0,38,26,17,30,30,25,35,26
0,35,28,21,24,27,24,35,26
0,34,31,24,22,24,25,28,23
0,29,30,23,24,23,25,21,25
0,27,30,22,24,22,26,27,31
0,25,33,19,21,25,29,34,31
0,26,30,20,20,22,28,34,26
0,25,25,23,19,24,21,29,21
0,27,22,28,17,23,20,24,22
0,26,17,30,16,25,20,21,25
0,26,20,31,19,24,22,24,23
0,31,20,32,29,21,24,26,20
0,31,19,24,35,22,21,44,20
0,31,18,23,32,19,21,43,20
0,28,22,19,26,19,22,46,22
0,28,23,16,18,21,23,32,20
0,30,24,11,19,19,27,28,23
0,28,18,14,23,23,26,21,26
0,28,16,17,20,25,25,19,27
0,27,19,24,26,27,21,18,24
0,28,26,25,21,18,21,19,21
0,26,27,24,24,13,21,18,16
0,22,29,26,19,13,19,18,16
0,24,31,24,20,18,19,19,18
0,28,31,25,20,21,19,20,20
0,32,24,23,28,21,21,27,17
0,32,18,18,31,22,24,38,14
0,31,13,20,31,23,23,40,11
0,32,16,19,25,24,26,37,11
0,29,20,16,22,22,21,29,13
0,28,29,18,25,20,20,22,18
0,25,33,15,23,24,17,23,25
0,23,30,18,25,25,18,26,32
0,26,27,25,22,23,19,25,33
0,27,26,26,23,24,24,22,27
0,29,25,27,19,20,24,17,23
0,25,20,28,18,19,25,18,16
0,20,21,23,17,18,17,22,15
0,21,19,20,23,15,17,28,18
0,20,22,19,27,17,16,31,19
0,23,21,20,27,25,18,34,19
0,26,21,22,26,27,17,28,16
0,31,24,20,21,26,17,22,21
0,36,26,18,18,16,22,19,22
0,39,27,22,24,14,19,20,29
0,28,26,28,19,23,17,25,26
0,29,22,34,17,28,14,27,28
0,23,22,34,15,30,19,25,28
0,28,20,32,16,22,21,21,27
0,26,21,30,18,24,20,18,23
0,22,22,27,19,20,21,19,21
0,22,23,22,17,23,18,25,16
0,27,19,20,22,22,18,33,17
0,27,19,20,20,28,20,39,17
0,30,18,29,21,26,16,40,23
0,25,19,29,22,27,13,36,28
0,29,18,25,17,22,21,28,28
0,29,17,17,21,22,24,21,32
0,25,22,22,21,24,31,21,30
0,19,23,22,23,22,29,16,29
0,25,24,27,26,20,31,19,27
0,26,24,31,27,17,26,19,26
0,27,24,31,28,17,24,19,21
0,27,27,31,23,19,18,17,16
0,27,25,23,26,23,18,18,13
0,32,23,19,28,25,19,24,18
0,32,22,16,29,27,18,32,24
0,28,20,19,30,30,25,40,25
0,24,24,20,25,24,31,41,25
0,18,21,21,21,22,31,36,26
0,18,26,20,14,20,27,26,31
0,15,27,21,15,21,28,27,30
0,19,25,20,20,21,27,25,30
0,22,23,18,23,18,21,24,30
0,25,26,13,24,17,19,18,27
0,28,30,25,21,26,17,19,27
0,30,34,33,19,31,16,18,20
0,28,38,40,19,34,14,19,19
0,29,37,34,20,37,14,21,18
0,25,34,26,21,31,15,18,19
0,29,26,23,27,31,18,20,19
0,21,16,21,32,32,19,20,19
0,21,18,22,32,33,19,23,24
0,26,19,26,23,31,19,30,26
0,34,19,28,19,36,19,29,27
0,37,22,32,19,32,23,25,24
0,29,20,33,22,29,26,21,25
0,20,25,34,21,24,26,22,33
0,17,25,33,18,19,22,24,32
0,18,25,27,15,20,18,24,23
0,18,19,30,15,28,14,24,20
0,17,25,30,22,33,13,22,15
0,22,23,34,27,33,16,19,16
0,32,27,26,25,41,44,42,29
0,25,30,28,24,44,35,39,28
0,27,30,33,21,39,35,38,25
0,32,31,39,21,29,32,32,22
0,41,30,36,15,31,32,26,24
0,52,40,39,17,34,29,20,26
0,49,44,39,18,36,34,17,24
0,49,52,39,22,39,29,20,22
0,44,54,38,27,33,30,22,18
0,44,43,30,29,27,30,28,20
0,38,36,28,32,32,33,33,25
0,34,31,21,35,37,28,43,30
0,30,33,19,29,39,29,42,28
0,28,33,15,23,34,39,44,31
0,22,33,17,20,29,41,38,31
0,18,29,20,13,32,41,38,33
0,18,28,26,15,36,34,34,32
0,23,28,30,14,36,30,34,25
0,27,25,31,16,34,25,31,21
0,31,29,37,17,29,18,23,19
0,31,33,37,19,29,16,19,19
0,30,34,38,26,28,15,22,23
0,33,32,28,30,23,15,24,20
0,33,25,23,32,26,16,33,17
0,32,28,19,34,26,19,32,18
0,31,27,20,28,24,20,31,24
0,35,29,18,25,18,25,29,28
0,37,22,14,21,19,32,26,36
0,29,21,15,21,21,31,32,38
0,29,18,19,23,24,27,33,41
0,32,21,26,20,25,18,28,37
0,36,21,28,25,27,13,20,32
0,36,20,30,33,25,17,18,25
0,39,18,25,33,19,17,16,24
0,29,18,25,31,15,22,20,17
0,30,21,23,24,13,20,24,20
0,19,21,22,20,20,22,32,20
0,18,26,27,19,21,26,37,25
0,23,27,23,16,22,20,33,28
0,29,26,23,16,17,23,27,33
0,34,23,25,17,12,25,27,31
0,29,26,25,17,18,30,25,32
0,30,29,27,17,23,28,30,33
0,33,30,25,18,27,27,27,33
0,31,27,30,18,30,26,29,25
0,32,28,34,17,30,21,22,17
0,26,26,35,16,33,20,17,17
0,30,30,29,16,31,19,19,18
0,25,27,24,22,31,20,24,17
0,26,26,17,34,26,23,29,19
0,21,22,17,41,33,17,32,18
0,24,26,15,38,27,16,28,22
0,31,27,13,28,25,18,25,20
0,30,25,15,18,17,25,19,25
0,28,21,19,19,15,26,22,24
0,23,18,21,18,18,26,18,30
0,24,19,35,21,29,25,26,35
0,27,25,36,21,31,24,26,36
0,30,27,32,21,38,18,22,32
0,32,27,24,21,30,24,20,24
0,35,24,25,20,26,20,18,15
0,35,22,27,21,23,23,20,15
0,26,20,26,23,21,21,23,15
0,28,22,28,35,22,24,25,19
0,23,19,29,39,25,23,32,23
0,28,22,29,40,29,23,34,22
0,28,19,24,28,26,25,31,23
0,31,21,23,24,28,27,27,26
0,31,18,19,21,29,30,19,29
0,23,24,18,21,32,27,18,36
0,25,23,20,24,33,19,23,32
0,26,25,22,25,29,17,23,28
0,28,21,24,23,25,18,23,21
0,26,24,23,20,23,23,18,15
0,28,21,21,23,22,21,18,16
0,27,21,19,26,20,18,19,15
0,25,20,16,31,22,19,26,13
0,23,25,13,31,18,18,36,13
0,22,27,14,29,24,24,39,13
0,28,28,17,28,22,23,33,14
0,32,23,24,29,26,22,21,17
0,30,21,26,30,29,18,17,27
0,25,15,25,32,27,18,18,33
0,19,18,24,24,24,21,15,38
0,18,15,26,24,16,21,15,32
0,19,23,27,21,18,20,14,28
0,19,27,23,19,22,20,19,20
0,18,26,21,23,26,18,21,17
0,18,21,19,25,29,16,22,13
0,18,21,20,26,26,21,18,16
0,19,23,21,34,22,20,20,17
0,21,25,21,28,20,19,22,19
0,23,24,22,30,18,13,26,24
0,24,26,19,24,20,15,24,24
0,25,25,18,19,22,17,24,26
0,21,24,18,20,23,20,21,26
0,22,22,16,23,22,21,21,32
0,18,23,18,25,24,24,23,36
0,23,24,20,26,26,22,22,42
0,24,20,27,24,25,20,23,38
0,23,21,30,21,25,16,22,31
0,23,26,34,20,26,17,22,26
0,20,28,29,17,27,21,18,18
0,22,33,26,20,28,21,21,14
0,25,28,20,31,23,21,20,13
0,31,26,14,31,27,19,24,15
0,31,22,17,30,28,17,23,16
0,28,24,16,19,30,18,23,18
0,23,28,18,19,28,17,20,22
0,18,31,14,19,24,19,22,32
0,19,28,18,18,22,18,19,36
0,19,25,22,15,24,17,20,33
0,28,21,25,17,26,16,17,28
0,27,22,23,16,27,19,15,25
0,25,23,26,20,27,14,16,20
0,19,30,25,18,26,16,17,16
0,18,32,25,22,23,16,18,11
0,23,31,20,26,22,20,18,13
0,46,26,14,15,42,56,41,32
0,36,31,17,15,44,56,37,30
0,21,33,20,14,46,48,34,30
0,19,40,28,15,50,41,34,31
0,28,42,34,17,48,35,35,32
0,30,44,44,18,48,29,29,32
0,32,41,43,18,46,21,21,32
0,39,36,47,22,43,23,15,33
0,37,37,41,18,45,25,15,32
0,43,38,37,20,32,27,16,25
0,40,46,35,29,26,32,21,21
0,44,43,26,40,22,28,29,20
0,40,38,21,36,34,31,38,20
0,34,29,17,31,40,26,41,23
0,28,27,16,17,43,24,41,25
0,24,21,21,18,41,27,38,24
0,24,22,31,21,39,34,39,27
0,24,19,38,21,34,35,37,31
0,24,24,37,23,30,30,36,34
0,25,28,41,21,24,25,30,34
0,22,24,33,26,24,29,28,29
0,28,27,28,23,20,31,23,23
0,26,22,21,26,22,31,22,17
0,28,25,20,26,22,22,18,14
0,28,22,18,25,20,17,20,17
0,27,23,20,22,24,18,25,17
0,30,22,20,23,27,25,22,18
0,30,24,23,15,31,23,20,18
0,30,23,21,14,29,24,15,25
0,32,22,23,19,28,25,16,29
0,32,23,27,19,22,23,25,31
0,28,28,29,19,21,26,22,34
0,28,26,31,18,17,26,27,24
0,22,20,27,18,15,21,22,24
0,22,16,25,20,16,14,23,13
0,17,18,24,21,17,17,16,14
0,17,21,23,24,15,18,18,15
0,20,26,23,30,17,20,20,18
0,22,23,24,26,18,24,23,20
0,22,28,22,29,24,27,26,25
0,24,31,19,25,24,26,26,25
0,29,36,22,23,24,24,25,25
0,30,31,22,27,17,20,24,24
0,29,31,22,23,13,19,25,26
0,20,24,23,24,14,19,26,27
0,31,26,25,17,18,20,28,27
0,33,34,31,19,22,20,31,28
0,30,31,33,17,22,23,24,26
0,22,28,31,22,23,26,17,20
0,15,23,28,24,21,23,15,18
0,14,19,25,28,21,23,12,17
0,22,17,22,35,22,20,15,22
0,25,17,19,33,23,27,23,23
0,29,18,16,28,29,28,25,21
0,26,18,15,19,29,24,24,21
0,32,18,14,18,28,21,22,25
0,28,21,18,21,24,19,24,24
0,28,26,14,22,23,17,24,26
0,20,24,17,17,15,17,20,27
0,18,24,23,12,17,12,15,28
0,20,20,26,12,19,16,17,31
0,22,22,28,14,19,15,18,24
0,20,27,31,17,20,16,18,21
0,16,28,29,19,15,12,18,19
0,22,27,25,23,14,15,21,19
0,26,19,23,23,14,16,24,19
0,31,16,23,25,17,16,30,28
0,27,20,18,20,20,14,26,28
0,27,19,19,20,24,16,25,30
0,23,28,16,17,21,20,21,30
0,27,25,14,16,17,23,16,30
0,26,24,22,14,15,27,19,31
0,29,23,26,15,24,29,20,35
0,31,24,35,18,24,30,17,27
0,30,30,36,18,24,27,15,23
0,27,27,40,18,19,26,14,13
0,21,23,41,20,16,22,17,14
0,21,20,35,21,19,22,20,12
0,22,18,30,30,18,21,23,13
0,21,23,27,31,22,20,28,19
0,23,23,23,27,20,18,29,23
0,27,24,17,21,18,14,27,28
0,36,23,17,14,21,16,21,32
0,39,23,13,21,21,21,15,34
0,31,26,15,20,23,24,19,32
0,29,28,20,23,24,26,18,30
0,24,24,27,21,23,28,23,25
0,27,22,36,17,21,31,24,24
0,32,16,39,17,18,34,22,18
0,30,24,39,18,18,29,21,14
0,23,27,31,19,17,24,16,13
0,19,27,25,22,17,22,22,12
0,24,27,18,26,16,19,30,18
0,29,21,19,27,20,20,36,19
0,31,18,18,26,20,21,35,23
0,26,18,23,21,18,23,24,22
0,20,26,26,23,15,27,24,26
0,16,30,24,22,13,25,22,27
0,15,30,23,24,12,26,24,30
0,18,28,24,21,21,24,26,39
0,24,20,28,22,23,22,21,37
0,26,24,31,23,27,23,19,35
0,24,25,25,25,24,18,16,23
0,21,31,25,22,22,20,20,18
0,18,29,27,20,18,22,22,17
0,19,32,25,24,17,21,22,18
0,18,30,21,28,17,23,22,20
0,20,28,23,28,24,22,26,23
0,20,22,20,28,26,20,26,24
0,24,19,25,23,23,20,23,20
0,19,16,22,19,22,18,21,20
0,20,13,18,19,16,20,21,21
0,23,16,16,17,15,21,23,26
0,25,24,22,17,16,22,28,31
0,31,34,31,21,17,24,29,33
