SSC_mark,SSC_Smoothed_Filtered_right_TA,SSC_Smoothed_Filtered_right_RF,SSC_Smoothed_Filtered_right_VM,SSC_Smoothed_Filtered_right_MG,SSC_Smoothed_Filtered_left_TA,SSC_Smoothed_Filtered_left_RF,SSC_Smoothed_Filtered_left_VM,SSC_Smoothed_Filtered_left_MG
0,60,67,29,56,81,77,80,56
0,60,67,29,55,74,71,82,61
0,62,62,29,58,68,60,86,64
0,69,68,29,53,76,51,70,62
0,74,64,49,46,68,47,59,52
0,80,58,55,52,62,43,55,41
0,79,60,56,44,54,38,50,33
0,83,65,46,47,49,33,44,32
0,75,60,29,52,53,30,38,35
0,61,56,40,49,57,29,41,45
0,51,41,56,45,56,30,51,54
0,42,51,72,45,66,42,52,57
0,38,48,81,36,58,39,52,55
0,36,47,69,39,58,40,45,52
0,43,39,49,28,48,35,44,53
0,44,40,43,24,54,29,42,50
0,54,51,48,29,60,29,39,53
0,61,49,71,39,54,30,40,45
0,70,43,96,47,61,31,41,38
0,75,45,112,53,59,34,45,29
0,82,48,88,42,60,38,44,28
0,89,57,66,35,48,37,40,36
0,76,44,45,35,42,40,34,29
0,52,38,51,30,48,45,37,32
0,41,34,61,25,50,52,46,32
0,40,45,92,28,59,61,53,38
0,44,49,95,27,62,61,53,47
0,57,51,95,34,69,58,51,60
0,57,46,83,38,77,52,42,58
0,54,44,62,44,73,38,34,61
0,47,43,69,46,71,38,34,50
0,49,39,82,46,66,42,32,46
0,47,34,86,39,51,56,31,35
0,52,40,86,45,51,52,32,34
0,61,40,62,43,52,45,27,29
0,76,48,61,49,64,35,37,28
0,72,42,27,45,70,43,51,32
0,60,42,33,41,76,49,71,39
0,48,49,59,30,74,63,72,40
0,47,51,60,29,68,63,72,38
0,59,43,59,31,68,66,60,36
0,56,47,57,34,58,54,56,44
0,55,45,72,34,66,46,49,51
0,51,46,72,29,62,37,48,53
0,64,43,68,31,58,37,38,51
0,75,42,36,31,55,40,35,52
0,89,44,30,42,51,41,34,45
0,84,51,30,45,54,43,34,37
0,79,50,30,51,62,38,35,29
0,74,50,30,55,72,31,36,29
0,68,47,30,64,83,29,45,35
0,54,49,32,60,79,39,55,37
0,37,42,51,51,67,45,55,35
0,35,41,66,35,65,45,57,32
0,49,45,65,29,62,41,41,33
0,60,43,59,28,62,30,39,44
0,68,39,51,28,53,29,37,56
0,64,43,53,36,46,29,36,62
0,65,45,60,36,37,29,42,63
0,76,50,52,33,36,30,50,64
0,70,44,65,40,38,30,44,51
0,79,41,90,39,51,34,45,45
0,75,44,68,43,53,35,38,41
0,69,44,70,41,57,40,37,39
0,56,46,34,39,69,41,47,40
0,47,40,29,37,75,39,58,46
0,47,34,54,34,71,45,62,45
0,52,26,70,25,66,44,60,44
0,58,27,92,41,64,45,46,39
0,61,32,76,43,69,42,43,46
0,54,40,55,42,62,41,36,49
0,68,36,41,36,59,43,35,58
0,78,38,34,40,54,46,34,55
0,82,38,55,42,57,57,41,50
0,78,42,75,43,53,57,46,42
0,77,45,111,42,61,47,42,44
0,75,46,114,43,59,33,43,44
0,78,41,91,44,59,27,42,45
0,73,44,70,46,65,41,47,44
0,56,39,32,39,69,53,47,46
0,47,46,49,38,75,60,51,40
0,38,42,67,29,78,67,58,37
0,41,41,70,35,72,59,56,32
0,46,41,52,34,59,64,59,34
0,58,45,36,38,59,57,49,40
0,62,47,29,41,60,43,42,44
0,74,47,29,43,66,33,35,41
0,72,49,48,42,52,40,46,38
0,79,57,64,44,53,45,55,28
0,79,58,64,45,52,46,57,30
0,79,61,51,50,59,34,53,35
0,79,57,34,52,63,37,66,36
0,77,53,30,59,71,40,64,36
0,69,46,39,48,74,48,58,31
0,70,49,53,46,70,51,54,30
0,63,45,58,29,68,52,50,36
0,65,41,75,28,67,58,49,35
0,68,44,50,25,66,62,54,41
0,70,41,52,31,61,57,41,48
0,75,47,32,35,59,54,36,54
0,74,58,34,37,45,35,30,53
0,79,59,41,33,50,53,40,43
0,79,64,49,30,51,50,49,38
0,77,56,47,22,43,55,48,44
0,74,61,47,31,45,42,40,40
0,69,55,52,42,51,36,37,43
0,64,59,56,47,61,45,46,45
0,62,55,73,44,66,51,66,37
0,61,53,67,42,71,57,69,38
0,56,50,46,35,68,49,72,27
0,68,48,30,37,74,48,65,30
0,75,39,28,34,82,46,59,39
0,78,45,29,35,85,39,49,52
0,80,47,30,37,82,37,42,61
0,75,59,30,41,72,34,44,69
0,77,62,36,40,61,45,45,61
0,71,57,76,30,49,44,42,49
0,70,51,76,34,43,43,36,35
