RMS_Smoothed_Filtered_right_TA,RMS_Smoothed_Filtered_right_RF,RMS_Smoothed_Filtered_right_VM,RMS_Smoothed_Filtered_right_MG,RMS_Smoothed_Filtered_left_TA,RMS_Smoothed_Filtered_left_RF,RMS_Smoothed_Filtered_left_VM,RMS_Smoothed_Filtered_left_MG,MAV_mark,MAV_Smoothed_Filtered_right_TA,MAV_Smoothed_Filtered_right_RF,MAV_Smoothed_Filtered_right_VM,MAV_Smoothed_Filtered_right_MG,MAV_Smoothed_Filtered_left_TA,MAV_Smoothed_Filtered_left_RF,MAV_Smoothed_Filtered_left_VM,MAV_Smoothed_Filtered_left_MG,WL_mark,WL_Smoothed_Filtered_right_TA,WL_Smoothed_Filtered_right_RF,WL_Smoothed_Filtered_right_VM,WL_Smoothed_Filtered_right_MG,WL_Smoothed_Filtered_left_TA,WL_Smoothed_Filtered_left_RF,WL_Smoothed_Filtered_left_VM,WL_Smoothed_Filtered_left_MG,VAR_mark,VAR_Smoothed_Filtered_right_TA,VAR_Smoothed_Filtered_right_RF,VAR_Smoothed_Filtered_right_VM,VAR_Smoothed_Filtered_right_MG,VAR_Smoothed_Filtered_left_TA,VAR_Smoothed_Filtered_left_RF,VAR_Smoothed_Filtered_left_VM,VAR_Smoothed_Filtered_left_MG
0.5464017613692536,0.5054917109560202,0.5057343364065162,0.5456052212076036,0.509338873013765,0.5350798929164688,0.5386260345156464,0.528274057175494,0.0,0.0953479383026263,0.0474617952064843,0.0688888237813194,0.7213817119119295,0.5401804549023459,0.2420871736878245,0.5692568994999898,0.9976568382285022,0.0,17.310333476333224,3.6485385884288695,5.33929844538776,12.491313612054933,6.394915582415446,9.306499295267088,10.769863223224702,10.40443017143436,0.0,0.0406454542097992,0.0037850602156233,0.0087802664662512,0.0446160143093509,0.0099777057074734,0.0262916689353136,0.0432524160215682,0.046336193744997
0.5567983204404022,0.5045306449122113,0.5165096911088822,0.5429937043775139,0.5113752744372266,0.5358654706983155,0.5392131138865777,0.5143115154015868,0.0,0.1075519047369777,0.0598946144008418,0.0834492254690339,0.5876402353403177,0.5996765269297332,0.2514179606690316,0.5096705041068039,0.758466249992319,0.0,17.162921326542,4.543411484747828,7.217496624992536,10.725212784046224,6.705177688517455,9.359720455993592,9.48475547113948,8.12593634251108,0.0,0.0481949765326234,0.0052539155225899,0.0151592382926246,0.0370074822949988,0.0105488244686881,0.0267715616411616,0.0384700697879522,0.0341727903036245
0.5440135083469668,0.5045423777336066,0.5065625945063853,0.5210982895835281,0.5078319755192033,0.5143755446184358,0.5082334553617819,0.5033094516644939,0.0,0.0889478039580458,0.0618423371556593,0.0703214804721118,0.3155580348997464,0.3750259240271307,0.2138841695914413,0.2942281205950252,0.2232706786431061,0.0,13.589288783238706,4.769521855808934,6.360952476014095,4.176775234254334,3.446920182464688,6.326309099810586,4.504432725084492,2.3121011971441323,0.0,0.0355938274468117,0.0053389694844684,0.0123681739976354,0.0157100841694861,0.0048372670835498,0.0197169435835906,0.0188651249319003,0.003293556141554
0.5337361183136696,0.5032900899684922,0.5070578041887096,0.5022938276040091,0.5020080551541157,0.5194716721138877,0.5076811604572534,0.5018460244301534,0.0,0.0762024432686661,0.0527174500587814,0.0542737905086495,0.1038559863300203,0.2279250929295865,0.2181110338140097,0.0977243891383711,0.1088578130376277,0.0,12.192967773096983,4.368214891287384,4.743575441077825,1.4559589243799032,1.924169290924832,6.870388833246752,1.4503827764886057,1.154040369448755,0.0,0.0273476560362432,0.0042394449537864,0.0095516524703799,0.0009556142994527,0.0012446441078736,0.0202245061315634,0.0019074720826007,0.00041728606078
0.5309450846222136,0.5041675129915286,0.5022235533302322,0.4993188697562574,0.5047446890202796,0.5160020139275985,0.5002760969509469,0.5008958624561936,0.0,0.0565426431935412,0.0439570993541058,0.0363020556647348,0.1048476294853478,0.2942952915169967,0.2012298093566112,0.0454705909754691,0.0979666984624905,0.0,9.529406325803766,3.685199811281767,2.9491651306234528,2.1621880770253568,3.398450450840886,6.09352130542182,0.906777651526657,0.8600456684635076,0.0,0.0147484138777294,0.00338869514332,0.0048204829437914,0.0009705380726637,0.0037316646959878,0.0193680018699365,0.0002671521273938,0.0003438423088196
0.5238110668747025,0.5064955341451784,0.4979729405694927,0.5017055538621424,0.5111299406568556,0.5011831490457966,0.500939233690742,0.5013728281286594,0.0,0.0556581077146293,0.055482029649324,0.0260144564440201,0.1179094943214829,0.5011665426213472,0.1176516148755098,0.0517456605238419,0.0826134270299703,0.0,10.514040069155769,3.589318887470448,1.9481981338556469,3.295852754790144,5.118758556068919,4.024479313447486,0.965441487552038,0.7528549224606971,0.0,0.0133553707782,0.0062666741601585,0.0012507183089366,0.0012943841512244,0.0086230390399439,0.0059408221308021,0.0003631447104702,0.0002449156740515
0.5268605415446193,0.5066335092457024,0.4944756742714392,0.5007868394457641,0.5096574167113943,0.503888084901631,0.5014052984570418,0.5017692967470567,0.0,0.0646621049422435,0.0640327766836642,0.0345143089011023,0.1318296940422608,0.5052721622251188,0.102821023712401,0.0620775825582093,0.0916104732752978,0.0,11.69687333352727,3.850022025692164,2.939322347556658,3.843915702277788,5.061484092927678,2.5507104015009405,1.175876540487286,0.8391933593458626,0.0,0.0198316009792203,0.0079148639381355,0.0038767981594503,0.0015214284284946,0.0087144416658085,0.0039658225977101,0.0004971698008117,0.0003406308782969
0.5277119712316083,0.5084712749726249,0.5434804378023564,0.5000553551531887,0.51090422069269,0.4991064075997727,0.5006179130197871,0.5009738841510781,0.0,0.0650047739854134,0.0634188064590558,0.0979884322773546,0.0992289235338113,0.4637786160661074,0.1120814623858704,0.0687579612288922,0.0899820313672191,0.0,10.473076828819126,3.820736310185552,6.164605448921204,2.8402242558884487,5.14534658931406,2.7327473216451805,1.5606118091779426,0.8871220013654646,0.0,0.019775437806527,0.0078938917499657,0.0265984924900716,0.0010628062937792,0.0083482634587578,0.0044965300394512,0.0005673736056164,0.0003416303320975
0.5259698244785349,0.5051427503955278,0.5439387720361748,0.4999573765118799,0.5053844804395377,0.5127142581721519,0.5015190112821895,0.5012949893151041,0.0,0.0582305611026367,0.0924726338147263,0.1129967199234329,0.0680914320785079,0.1782554807724543,0.1846990089957322,0.0695650305674084,0.0881274685959321,0.0,8.435427538012,6.555920106100424,6.937813312256094,1.7169565839099812,2.0217952466565974,4.149292317813265,1.7662594161774865,1.037342020610562,0.0,0.0167126224768383,0.0174587785416606,0.0301378025368473,0.0005921737504615,0.0009724017279907,0.0126818445400266,0.0005494982194475,0.0003389959359239
0.5192933950520382,0.5281184206248654,0.5462552328125813,0.4982580864318333,0.5006911291789607,0.5109456039478985,0.5003162805025777,0.5042453307368213,0.0,0.048025413415046,0.1181618403077985,0.1270512025047776,0.0427915256325334,0.1193422813849539,0.1709690399783638,0.0574396229837349,0.1216930352732754,0.0,7.098983627420887,10.146391793138276,8.342709630876486,0.6361183272864805,1.6321782495884518,4.025489964799789,1.5838727763477185,1.7316950652352143,0.0,0.009250281825576,0.0275979278104411,0.0327134259254644,0.0001816246446756,0.0003318347829848,0.0119130551223836,0.0003994908826537,0.0007299325281672
