RMS_Smoothed_Filtered_right_TA,RMS_Smoothed_Filtered_right_RF,RMS_Smoothed_Filtered_right_VM,RMS_Smoothed_Filtered_right_MG,RMS_Smoothed_Filtered_left_TA,RMS_Smoothed_Filtered_left_RF,RMS_Smoothed_Filtered_left_VM,RMS_Smoothed_Filtered_left_MG,MAV_mark,MAV_Smoothed_Filtered_right_TA,MAV_Smoothed_Filtered_right_RF,MAV_Smoothed_Filtered_right_VM,MAV_Smoothed_Filtered_right_MG,MAV_Smoothed_Filtered_left_TA,MAV_Smoothed_Filtered_left_RF,MAV_Smoothed_Filtered_left_VM,MAV_Smoothed_Filtered_left_MG,WL_mark,WL_Smoothed_Filtered_right_TA,WL_Smoothed_Filtered_right_RF,WL_Smoothed_Filtered_right_VM,WL_Smoothed_Filtered_right_MG,WL_Smoothed_Filtered_left_TA,WL_Smoothed_Filtered_left_RF,WL_Smoothed_Filtered_left_VM,WL_Smoothed_Filtered_left_MG,VAR_mark,VAR_Smoothed_Filtered_right_TA,VAR_Smoothed_Filtered_right_RF,VAR_Smoothed_Filtered_right_VM,VAR_Smoothed_Filtered_right_MG,VAR_Smoothed_Filtered_left_TA,VAR_Smoothed_Filtered_left_RF,VAR_Smoothed_Filtered_left_VM,VAR_Smoothed_Filtered_left_MG
0.502845050601516,0.5009170329678108,0.5001147879115645,0.5005717942932395,0.510275458192407,0.500326897629553,0.4972376770384062,0.5258342690061618,0.0,0.0440318326860699,0.1036582418020686,0.0285760388823346,0.0221334921595795,0.0623395072412722,0.0147271297642523,0.0095099848658047,0.1396976311256254,0.0,2.765699776665024,2.880229519701756,0.0523327382167494,0.7228603203182308,4.817376398312882,0.0802494933236221,0.8071899298046676,12.517729811435933,0.0,0.0012023245389533,0.0040960714100976,1.2480624589083242e-06,0.0002665240173183,0.0047052897338391,1.7516624816792572e-06,0.0002085196549088,0.0302986863546932
0.5020316378807836,0.4999168850093226,0.5000693749775899,0.5003718085342915,0.511086806405542,0.5005977529838399,0.5003139944987193,0.517205313836386,0.0,0.0697213895960342,0.0959540643910735,0.0240790491403683,0.0164261160200392,0.0681983619341976,0.0233164133390603,0.0173760021837221,0.1065343916549736,0.0,4.345300783572459,2.614964373335909,0.0585779425707941,0.7100760520127751,5.087250559723871,0.0916720831147004,1.4416214706828685,10.041005573778335,0.0,0.00254275834196,0.0032317760979406,6.828123648125561e-07,0.0001349196849306,0.0049634729605412,6.88287458820783e-06,0.0014963676260495,0.0216883679408063
0.50471046855674,0.5016538945409643,0.5001310692428539,0.4999791090850537,0.5097637163944485,0.5002733169426771,0.5144426228087388,0.5076849571949028,0.0,0.092262831770683,0.1046486598638602,0.0288420434448565,0.0184925223740709,0.055974373006257,0.037138265547881,0.0622949951982188,0.0649343968298507,0.0,5.71116169749507,2.803137681152157,0.0734357136374297,0.8854719276665923,3.559255557631815,0.149371210816297,3.982528789024759,5.923225996664214,0.0,0.0038171593646318,0.0034595631104227,8.949090579074967e-07,0.0001760316995783,0.0039112619759593,1.2156096090180677e-05,0.0163485431114111,0.0116776287303944
0.5038662705368123,0.5015830265660379,0.5001170809928739,0.5008194135046501,0.5095780989374165,0.5003566773705267,0.5154178002902715,0.4998978085737176,0.0,0.0961105683570055,0.1006740712435804,0.0375599133977994,0.0386700846930643,0.057797915377089,0.0496619827111663,0.0712534127188049,0.0333192478954377,0.0,6.170275130668847,2.8090510062635974,0.0880808571787679,1.818784022990276,3.220797975974519,0.1887260522567728,4.60758261072571,2.7094182858979927,0.0,0.0040392348549451,0.0030924491578332,1.4666249921520823e-06,0.0012301707154258,0.0032562679670417,1.638289545490687e-05,0.0172445523952705,0.0020230643526513
0.5039700940831295,0.4986265180464495,0.5001361525649166,0.5007001682346285,0.5098666689933198,0.5004851969830982,0.515460242953917,0.5031530398016767,0.0,0.0919161896577349,0.0756988472460808,0.0425708153609256,0.0435044355004118,0.0556084694048242,0.0540371162519694,0.0747833948466006,0.0474221602335126,0.0,6.187301485578201,2.484272949980065,0.1008084967642298,2.0181427462271224,3.517694876033852,0.2142107416297281,5.032844349211798,2.9742739954623136,0.0,0.0039398833296714,0.0016396919116804,1.9492704298374305e-06,0.0013605042968061,0.0031854647694192,1.8917969789347702e-05,0.0175284832391624,0.0035225900869412
0.5030690504745665,0.4974464994336691,0.5001896844001676,0.5023655282892427,0.5074337891148938,0.5002137362112155,0.502193463505088,0.5022855301229616,0.0,0.0868675706087471,0.0587469689836662,0.0634436390914593,0.0563501511313311,0.0519335119531155,0.0439624969283116,0.0328524248798121,0.0545558955362126,0.0,5.898394563791895,2.7436386589598936,0.1441134575487117,2.419626811394197,3.1687130381954702,0.1653302304720898,2.3197629029790896,3.274803570600898,0.0,0.0035521974387608,0.000963915738398,4.922849595797497e-06,0.0018363919688212,0.0030279867546568,1.2513287955452924e-05,0.0025533447291651,0.0039637568255231
0.5036111096220288,0.4974266569516933,0.500216621353752,0.5035939012047543,0.5067879678405978,0.5003656922290927,0.4986407896647529,0.5026071813059859,0.0,0.0725354871609154,0.0464091366469579,0.0908485212055016,0.0750511217036644,0.0325364630012131,0.0434122731972285,0.0242451076778471,0.0543868156642659,0.0,5.41071127145506,2.549337785513061,0.2108499956588264,3.67243089338712,2.4825881756997856,0.1805244124386009,1.8600455690775648,2.631801605656192,0.0,0.0026879901798967,0.000691972856091,8.880496898532462e-06,0.0033093382648088,0.0008476070088273,1.2833401562645465e-05,0.0012473803571916,0.0037516857641139
0.5013617812572698,0.4989426743336396,0.5001762304734383,0.5121130445235156,0.5074074869369314,0.500316924423148,0.4973493378885383,0.5002703080140508,0.0,0.0636695167361673,0.0389148797764295,0.1344366230401545,0.1218521583106241,0.030059675669294,0.0459197383475023,0.0193628390345572,0.03239475735376,0.0,4.255907976768737,2.083316970634374,0.3088637476584088,6.116424039991059,2.2372217399810133,0.2462825519078562,1.6589614065349068,1.4562438846204235,0.0,0.0019398825429533,0.0005227941517036,1.6934336887035305e-05,0.0091532911393072,0.0007170341123732,1.4615248733149916e-05,0.0007924254331692,0.0011391010938453
0.5014854895094232,0.4976780945015888,0.5003578279260067,0.5095468368091951,0.5046725402169846,0.4999943491979531,0.4965264918399772,0.4992387324789424,0.0,0.0601812979157004,0.0392666932332994,0.1975543960312217,0.131049993049553,0.0368861006234433,0.0679446466632719,0.0243199789931104,0.0293173423708147,0.0,3.1211383701157818,1.492155549127379,0.4606056616355269,6.447685975623568,3.0571386321221383,0.3543116204633715,2.09329181622744,1.3386292464776646,0.0,0.0014768879369116,0.0005452470663449,3.68556490887316e-05,0.0099366606570937,0.001081719303714,3.253496187568415e-05,0.0014150162903693,0.0008870553551083
0.5039740195363136,0.5081109602215668,0.5008688532864285,0.5101435288696787,0.5075012017106246,0.500499524029978,0.4970959347241516,0.5021411155000187,0.0,0.0672400216759491,0.1575983816855593,0.939265809104382,0.1168375175671461,0.0394263238197963,0.0973317515415003,0.0282609967306298,0.0283093874263879,0.0,2.5972481322532674,3.311438293320499,2.6203130344552004,5.55972107979916,3.382941291107978,0.546304593855169,2.3838546667861262,1.3557601291344636,0.0,0.0018333754395634,0.0153550971579837,0.00347977420074,0.0088376906024667,0.0013029127961529,6.399932138999716e-05,0.001797507173107,0.0008796384420131
0.5371497009153303,0.54091824085499,0.4978078869083364,0.5075517255677842,0.5056970721724016,0.5005609881313312,0.499025043649086,0.500570829355168,0.0,0.2039545989719883,0.3311021906934618,1.453576212748486,0.1084127352031825,0.0403069063992308,0.1428968100144206,0.0364233283104734,0.03161942079064,0.0,5.595675691183963,8.126458028650806,3.339117037894122,4.378486156574039,3.0053592062009176,0.8495233602828467,3.0615381064560188,1.6260250012045014,0.0,0.0279399992442342,0.0407120982336312,0.0045048071814877,0.0074988002332564,0.0013822746355515,0.0001332451925349,0.0026532659401317,0.001115643417747
0.5379500572413801,0.5505414109564334,0.5109892050018912,0.5071171337798746,0.5056836785738422,0.5002344580746639,0.4968617500595155,0.4995966803498851,0.0,0.2581750144094079,0.4180244896826779,2.393967695722798,0.0893263481705522,0.0452601614675565,0.2170405078419201,0.0333030332547846,0.0436559756645405,0.0,6.791159006942882,11.372756269718298,5.194371050005383,3.3629887171203707,2.803985304169504,1.3284018626026852,2.7166262828831567,2.4090101468552767,0.0,0.0355660249739345,0.0515909666383294,0.0087513660686854,0.0050954282194656,0.0017813990629258,0.0002961425197756,0.0023050225910397,0.0024278138356302
0.5403269529016179,0.5483218909501177,0.5112105839428971,0.5078868532862877,0.5082014524901504,0.4927284134162261,0.4982181159753227,0.503828112698074,0.0,0.2780976461531905,0.4169635952876163,2.310774927145872,0.1162421170756802,0.0538793104091265,0.7403847841035275,0.0279506193560791,0.0615464007867862,0.0,7.492506575806072,11.012687551664907,5.011580405048145,3.9449889261188784,3.246215922897492,6.462034067673612,2.3996121518012368,3.72238054513233,0.0,0.0366058904863004,0.0493611792965862,0.0086362724358503,0.0069058156830583,0.0027458015328554,0.0085306180821389,0.0017754273906223,0.0042309733458618
0.5178507032126444,0.5188270990472867,0.5133385915681761,0.5011306111585981,0.5088570072060528,0.4922630034409518,0.5000290983233533,0.5150320087290938,0.0,0.1811006555346665,0.2586493561574833,1.389340416648099,0.1074834797239932,0.0649804899758707,0.801429058637559,0.022833066229006,0.0899960842601342,0.0,5.28897512269018,7.994466990063138,2.6431170052790054,3.50294476533076,4.692237914611426,6.831923291211632,1.8365501039095684,6.452013291070219,0.0,0.0210227040437044,0.0227380444379114,0.0045739187909056,0.0060624128787877,0.0037199285889609,0.0087316599000045,0.0012035728018604,0.0116874031314976
0.5048013018191314,0.5088223688554429,0.4990285566365082,0.5059184898119283,0.508164022521177,0.49224706004895,0.4967738414349206,0.5107240478187351,0.0,0.0670785037726035,0.156921475707954,0.308700504340358,0.0927001119193245,0.0694997387450933,0.7838660363176684,0.0235240285688718,0.1099183790691135,0.0,3.0825527895687967,4.262607310569941,0.4979517166532861,2.859018076964526,5.3389224289371615,6.712864551879364,1.751744003622011,8.844095765288543,0.0,0.002211053058455,0.0087928636677385,0.0001574684534455,0.0041055078965612,0.0043588683214449,0.0086817958736485,0.0013364630725307,0.0158370412085608
0.5042772881799334,0.5053502162767778,0.500718670623535,0.5000326742562131,0.5125399078358804,0.4988963563386137,0.4997785621041106,0.5130902586852432,0.0,0.0515347664547968,0.1431986504234549,0.1667664692481731,0.070869125152884,0.0731525180614898,0.5105232995092451,0.0393416072073126,0.1137233759024862,0.0,3.495845315885486,3.769809377346339,0.3571712986929112,2.1194026490294524,5.376232775038437,2.6015232278901426,2.6456911386861632,9.16728291434356,0.0,0.0013886303925253,0.0066720823338198,2.8769490020947263e-05,0.0024636205734702,0.004428489133859,0.005502431937005,0.0041352022107688,0.017040545611004
0.5019214541146187,0.5034632970462302,0.4975398730774207,0.5020395595861002,0.5147979311554377,0.5003177256082253,0.5047817736552678,0.5104525062192383,0.0,0.0593378295762821,0.1341370110931792,0.5024382966449579,0.0561278406506755,0.0744589414222454,0.1698502800873598,0.0543676597329276,0.1012121361833229,0.0,3.983135751172616,3.88053589056794,0.7060222369276061,1.6711578424581912,4.060530231939325,1.0305346870588443,3.820947413232104,7.639447190153933,0.0,0.0018806331402246,0.0060126316374453,0.0008350994260285,0.0017175141562639,0.0044731430884638,0.0001825202756991,0.0066552798567366,0.0152443054062906
0.5032161059379711,0.5024663539671785,0.4955955618777544,0.5034425890768328,0.5130558025000772,0.5007255246414891,0.5062365303386617,0.511571468246358,0.0,0.0725118612719319,0.1245902743138384,1.46932359955604,0.0557001993030184,0.1066948804117541,0.1111291182759946,0.066785120463235,0.0816706312902479,0.0,4.29781021695143,3.787493314634488,2.727568428351008,1.862080078348159,4.992230612268056,0.6738585000804831,4.880374721518589,4.981915471111327,0.0,0.0026309979359044,0.0056262249970734,0.0048875055612597,0.001808960600197,0.0098596206569779,7.883522734824861e-05,0.008932420369103,0.0097102742691719
0.503032778329851,0.5045999240866594,0.4952296851747177,0.5024461397195938,0.5138672577951693,0.5001978462238964,0.5057344968832422,0.5076019726124109,0.0,0.0663506853098888,0.0870059901575429,1.5532077984053885,0.0634012402101236,0.1100892979094029,0.0840830649066073,0.0720159279243388,0.0655064687221246,0.0,3.829867040980917,2.541857848597481,2.882027289167906,2.1361580071430124,5.187413059655421,0.4662987598098105,5.365549000579941,2.963119348227026,0.0,0.0021719584166343,0.003423557099154,0.0049389952690373,0.002550539805617,0.0103473839869755,4.380841165325217e-05,0.0119205219872686,0.0063878659919052
