Time,right_TA,right_RF,right_VM,right_MG,left_TA,left_RF,left_VM,left_MG,mark
0.0,0.0954392,0.969014,-0.0911176,0.0303025,-0.13799,0.0674344,0.0439363,0.0172262,
0.001,0.0846008,0.946143,-0.105747,0.0643723,-0.170326,0.0774918,0.0398057,-0.00240239,
0.002,-0.0700206,0.921908,-0.127848,0.104,-0.199025,0.0727416,0.03452,-0.0358273,
0.003,-0.157298,0.890056,-0.154743,0.14167,-0.22287,0.0566693,0.0403193,-0.0425836,
0.004,-0.0667153,0.854482,-0.184075,0.178708,-0.241563,0.0415909,0.0442724,-0.0355021,
0.005,-0.0262775,0.809364,-0.21024,0.209866,-0.257716,0.0352804,0.0472958,-0.045598,
0.006,-0.0350568,0.76041,-0.231974,0.242008,-0.271471,0.0110633,0.0494779,-0.0576434,
0.007,-0.0252287,0.707623,-0.255301,0.280317,-0.287925,-0.0156246,0.0572776,-0.0584961,
0.008,0.0288943,0.651049,-0.274055,0.324232,-0.300813,-0.0286196,0.070542,-0.0603088,
0.009,0.0548175,0.593609,-0.29004,0.373921,-0.309017,-0.0148175,0.081292,-0.0515807,
0.01,0.0554925,0.536425,-0.308372,0.37561,-0.31798,0.0233754,0.0770052,-0.0387911,
0.011,0.0613141,0.48685,-0.33414,0.369114,-0.326719,0.0546168,0.0633173,-0.0268531,
0.012,0.0778743,0.436291,-0.360324,0.375341,-0.332967,0.0569055,0.0515462,-0.025664,
0.013,0.0900609,0.392239,-0.380855,0.380321,-0.334081,0.0405873,0.0514302,-0.0294892,
0.014,0.103305,0.344102,-0.396927,0.380516,-0.329949,0.0218259,0.0570898,-0.0276747,
0.015,0.14353,0.295554,-0.408892,0.377885,-0.321939,0.0174095,0.0605727,-0.0245492,
0.016,0.171183,0.258278,-0.417081,0.370591,-0.311974,0.0246768,0.0592962,-0.0266941,
0.017,0.155122,0.223124,-0.415433,0.352138,-0.298186,0.0213935,0.0581584,-0.0241416,
0.018,0.0759785,0.194243,-0.410149,0.329776,-0.278289,0.00124649,0.0613814,-0.0196821,
0.019,0.0104457,0.16241,-0.39951,0.309799,-0.261713,-0.0169637,0.0605191,-0.0171544,
0.02,-0.0378355,0.125381,-0.379259,0.286268,-0.243092,-0.0262589,0.0547055,-0.014891,
0.021,2.11e-05,0.0883598,-0.352182,0.261198,-0.220662,-0.0313283,0.0481984,-0.0107446,
0.022,-0.00655029,0.0515922,-0.320044,0.234917,-0.194357,-0.0348304,0.0432579,-0.0128015,
0.023,-0.0506404,0.0216709,-0.287248,0.208441,-0.179036,-0.0305666,0.0418166,-0.012388,
0.024,-0.0919515,-0.0035617,-0.251934,0.183361,-0.168286,-0.0246001,0.0398445,-0.00488594,
0.025,-0.0270425,-0.0245866,-0.212535,0.151827,-0.162917,-0.027131,0.0359984,-0.00480013,
0.026,0.0438117,-0.0432637,-0.169862,0.112814,-0.147999,-0.0369551,0.0333892,-0.0118118,
0.027,0.0879825,-0.0605021,-0.129623,0.0754273,-0.10437,-0.0373817,0.0311458,-0.0142469,
0.028,0.125047,-0.0700075,-0.0903447,0.0375936,-0.0703401,-0.0332395,0.0235527,0.00358279,
0.029,0.123033,-0.0777562,-0.0500537,0.00391697,-0.0710492,-0.0379402,0.0156554,0.0153388,
0.03,0.0504824,-0.081117,-0.00990291,-0.0259115,-0.102355,-0.0388752,0.00684555,-0.00445834,
0.031,-0.0631051,-0.0877782,0.0262698,-0.0599811,-0.110105,-0.0400851,0.00511147,-0.0158455,
0.032,-0.184843,-0.0972491,0.0651004,-0.091749,-0.0698091,-0.0450543,0.0031057,0.015544,
0.033,-0.205515,-0.104119,0.100228,-0.120549,-0.0288043,-0.041162,0.000877346,0.0388785,
0.034,-0.115483,-0.10375,0.133278,-0.144405,-0.00380974,-0.0339067,0.000594125,0.0586032,
0.035,-0.0470101,-0.0914889,0.166368,-0.161654,0.0220737,-0.0252233,-0.000849677,0.0551922,
0.036,0.0759891,-0.0740738,0.194935,-0.170205,0.0485141,-0.0203363,-0.00612053,0.0531144,
0.037,0.125144,-0.0538091,0.215078,-0.16974,0.0752108,-0.0237158,-0.00827098,0.0833613,
0.038,0.0273068,-0.04334,0.232002,-0.160071,0.0926896,-0.0235539,-0.00629957,0.142595,
0.039,0.068631,-0.0301002,0.247384,-0.143946,0.0971072,-0.0160835,-0.00646725,0.136264,
0.04,0.164299,-0.0103745,0.264089,-0.123086,0.10156,-0.011585,-0.00918811,0.0429913,
0.041,0.130913,0.0055172,0.261193,-0.103984,0.114498,-0.0096803,-0.0140884,-0.113777,
0.042,-0.00280003,0.025001,0.263341,-0.0213658,0.120452,-0.00577589,0.00468067,-0.107061,
0.043,-0.080814,-0.0362419,0.330694,-0.0207855,0.138741,-0.00301171,0.000455481,-0.0494865,
0.044,-0.105886,-0.0177662,0.361468,-0.0143917,0.148348,-0.00408598,-0.00371277,0.00608104,
0.045,-0.101393,0.000475805,0.381626,0.000480729,0.156037,-0.0120003,-0.00780213,0.0346414,
