Time,right_TA,right_RF,right_VM,right_MG,left_TA,left_RF,left_VM,left_MG,mark
0.0,0.103032,-0.0512097,0.0014373,-0.000694767,-0.0115394,0.0780071,0.00883226,-0.0182094,
0.001,0.192763,-0.0369268,-0.0024483,-0.00386372,-0.0164449,0.0630837,0.0105644,0.00310009,
0.002,0.133027,-0.018078,-0.00725356,-0.0100243,-0.0134446,0.044613,0.00839933,0.0122843,
0.003,0.115728,0.00738807,-0.0135174,-0.0179965,-0.00861381,0.0296051,0.00714294,0.0088125,
0.004,0.132277,0.0284218,-0.0188529,-0.0253303,-0.00507893,0.00565416,0.0102201,-0.00695335,
0.005,0.0616105,0.0468701,-0.0226295,-0.0284954,-0.00198134,-0.0243839,0.0162944,-0.00908464,
0.006,0.0162869,0.0693007,-0.026441,-0.0315754,4.76e-06,-0.0253964,0.0199301,-0.0100731,
0.007,-0.036572,0.0899956,-0.0274079,-0.0359615,0.00455845,-0.0297262,0.0164687,-0.00793927,
0.008,-0.120256,0.106162,-0.0301585,-0.0407142,0.00632439,-0.041125,0.0132929,-0.00738153,
0.009,-0.126301,0.122513,-0.0337048,-0.0428936,0.00992208,-0.0514196,0.0075519,-0.00534991,
0.01,-0.0752811,0.140268,-0.039313,-0.0428222,0.0108132,-0.0422436,-0.00460537,0.000770272,
0.011,-0.0428188,0.156212,-0.0438036,-0.0407971,0.0121951,-0.0206124,-0.00517827,-0.00380889,
0.012,-0.0315774,0.169703,-0.0494045,-0.0378003,0.0111506,0.00519127,0.0014022,-0.015442,
0.013,-0.0330433,0.175962,-0.0558983,-0.0311445,0.00943788,0.064114,0.000623242,-0.0124974,
0.014,-0.0263086,0.176595,-0.0581296,-0.0263412,0.00928692,0.123413,-0.000113306,0.0107804,
0.015,-0.0430245,0.168075,-0.0573574,-0.0224565,0.0154395,0.161933,-0.000807847,0.0315333,
0.016,-0.0875838,0.157364,-0.0539866,-0.015845,0.0142127,0.182873,0.00562396,0.0315032,
0.017,-0.0784983,0.149063,-0.0519311,-0.00835057,0.00805063,0.187717,0.0117615,-0.00203156,
0.018,-0.0452088,0.137909,-0.0510098,-0.000154549,0.00689712,0.175752,0.0133369,-0.0251736,
0.019,-0.0416419,0.124354,-0.0475145,0.0029103,0.0107754,0.159271,0.00458624,-0.0221501,
0.02,-0.0296974,0.113769,-0.0453578,0.00648728,0.0189522,0.15103,0.00118129,0.0133191,
0.021,-0.012046,0.105093,-0.0415238,0.0154389,0.0172947,0.132199,-0.00325727,0.0197575,
0.022,-0.0087556,0.0995211,-0.0362628,0.0211475,0.00858913,0.0972719,-0.00642263,-0.0123463,
0.023,-0.00369554,0.0888485,-0.033347,0.0289704,0.00592722,0.064329,-0.00704572,-0.0221105,
0.024,0.00213844,0.077387,-0.0310476,0.0349959,0.00778515,0.0227256,-0.00972274,-0.0182033,
