Time,right_TA,right_RF,right_VM,right_MG,left_TA,left_RF,left_VM,left_MG,mark
0.0,0.16136,-0.166776,-0.0601899,-0.961849,-0.110836,1.52796,0.165943,-0.162653,
0.001,0.204942,-0.17227,0.00927289,-0.945925,-0.126931,1.43151,0.170819,-0.13851,
0.002,0.139444,-0.166906,0.0721719,-0.933639,-0.119948,1.33549,0.176815,-0.117372,
0.003,0.0392702,-0.168505,0.132466,-0.913658,-0.0987603,1.233,0.18227,-0.0975318,
0.004,0.017739,-0.185275,0.188614,-0.886907,-0.0739824,1.12459,0.184343,-0.0846022,
0.005,-0.0194742,-0.205732,0.238593,-0.8415,-0.0448775,1.01219,0.183446,-0.0706099,
0.006,-0.0202981,-0.223482,0.283536,-0.77445,-0.0186497,0.896149,0.179251,-0.040899,
0.007,0.0413957,-0.241538,0.324452,-0.689761,0.00630409,0.777506,0.175045,-0.00282888,
0.008,0.114585,-0.261069,0.360097,-0.592476,0.0235759,0.660055,0.17083,0.0563067,
0.009,0.137471,-0.285186,0.393693,-0.496994,0.0489604,0.540713,0.167315,0.122461,
0.01,0.091955,-0.303063,0.420935,-0.402978,0.0811109,0.419701,0.164396,0.162189,
0.011,0.0423953,-0.315338,0.443119,-0.317235,0.116674,0.300088,0.157729,0.185864,
0.012,-0.0173414,-0.330397,0.460685,-0.240626,0.169723,0.185966,0.145021,0.210346,
0.013,-0.224925,-0.348351,0.474758,-0.161078,0.176407,0.0730425,0.131436,0.218974,
0.014,-0.379517,-0.368557,0.483496,-0.0987006,0.152959,-0.0409397,0.117185,0.13872,
0.015,-0.32407,-0.382637,0.491022,-0.0352675,0.153308,-0.161422,0.098916,0.0300252,
0.016,-0.237542,-0.389091,0.493812,0.029315,0.16987,-0.293007,0.0808634,-0.0533387,
0.017,-0.224123,-0.39023,0.491694,0.0901339,0.237057,-0.417556,0.0631401,-0.0687762,
0.018,-0.209301,-0.386673,0.491654,0.155729,0.320298,-0.526556,0.0415909,0.043923,
0.019,-0.196189,-0.378286,0.48977,0.219934,0.469697,-0.624099,0.0218881,0.147738,
0.02,-0.191003,-0.364283,0.486217,0.293726,0.546433,-0.70812,0.00394617,0.197629,
0.021,-0.193363,-0.337667,0.481163,0.376536,0.502346,-0.784009,-0.00877286,0.262932,
0.022,-0.190829,-0.302441,0.479013,0.465642,0.450741,-0.851502,-0.0182904,0.289873,
0.023,-0.155722,-0.267805,0.477161,0.560042,0.326374,-0.89341,-0.0284953,0.189936,
0.024,-0.0864458,-0.231066,0.477608,0.652413,0.107695,-0.909304,-0.0335223,0.158623,
0.025,-0.0322424,-0.19418,0.474974,0.74423,0.0122425,-0.950749,-0.0375688,0.20935,
0.026,-0.014886,-0.163092,0.469601,0.831779,0.0209558,-1.06052,-0.0421332,0.279975,
0.027,-0.0379398,-0.133676,0.464647,0.908324,0.0860315,-1.18559,-0.0449608,0.342977,
0.028,-0.101286,-0.102368,0.457159,0.973799,0.164363,-1.37429,-0.0490788,0.39452,
0.029,-0.268216,-0.0639967,0.450991,1.02539,0.141438,-1.53378,-0.0528357,0.429969,
0.03,-0.305382,-0.0255167,0.444495,1.05581,0.0533768,-1.64023,-0.0562244,0.421366,
0.031,-0.122642,0.00352856,0.436249,1.07099,-0.00930391,-1.70044,-0.0542816,0.400269,
0.032,-0.00632819,0.0256172,0.425049,1.07831,-0.0290283,-1.73977,-0.0484476,0.393982,
0.033,0.0219716,0.0429332,0.416256,1.07919,-0.00235965,-1.78238,-0.0407037,0.395437,
0.034,-0.0456651,0.0588169,0.403137,1.08134,0.037832,-1.80865,-0.0299453,0.432485,
0.035,-0.187586,0.0711928,0.389141,1.08495,0.0864697,-1.81242,-0.0230395,0.468578,
0.036,-0.319264,0.0768841,0.378659,1.0895,0.0668306,-1.8084,-0.0166652,0.496307,
0.037,-0.339572,0.0859569,0.363411,1.11222,-0.0504651,-1.80226,-0.012206,0.49448,
0.038,-0.393306,0.10139,0.347637,1.15716,-0.113441,-1.79818,0.000496866,0.480505,
0.039,-0.419298,0.124273,0.331457,1.2106,-0.0999897,-1.78769,0.0180758,0.444701,
0.04,-0.43096,0.150507,0.314272,1.26985,-0.0873803,-1.74654,0.032622,0.409387,
