SSC_mark,SSC_Smoothed_Filtered_right_TA,SSC_Smoothed_Filtered_right_RF,SSC_Smoothed_Filtered_right_VM,SSC_Smoothed_Filtered_right_MG,SSC_Smoothed_Filtered_left_TA,SSC_Smoothed_Filtered_left_RF,SSC_Smoothed_Filtered_left_VM,SSC_Smoothed_Filtered_left_MG
0,48,36,56,62,36,43,32,47
0,34,34,48,57,30,30,31,48
0,36,31,68,51,30,28,41,53
0,38,30,73,52,32,38,35,64
0,36,30,70,62,32,41,37,71
0,34,47,62,71,37,49,35,58
0,30,50,60,72,50,49,40,47
0,47,50,84,67,49,50,41,33
0,48,38,91,64,49,43,37,23
0,52,29,89,62,32,36,35,23
0,65,30,77,71,37,27,43,26
0,52,30,72,71,47,37,44,31
0,52,33,68,68,51,42,41,46
0,32,38,66,56,46,40,42,52
0,30,39,56,47,38,42,39,62
0,30,46,53,55,56,33,42,62
0,44,42,51,65,63,42,33,57
0,58,39,51,76,75,37,32,55
0,58,36,62,72,57,43,40,61
0,43,31,60,68,50,33,42,53
0,33,28,65,59,48,32,46,40
0,46,25,73,57,72,34,42,23
0,44,23,72,56,72,37,40,17
0,45,22,76,59,81,39,38,21
0,56,23,74,58,49,43,37,26
0,49,32,61,56,66,39,41,33
0,48,33,51,62,47,31,43,36
0,42,31,63,49,48,29,34,49
0,37,34,66,45,46,25,34,58
0,47,33,74,35,48,27,32,66
0,46,40,58,29,57,32,35,70
0,64,38,51,48,63,39,27,67
0,48,41,49,48,64,32,29,51
0,48,37,49,48,62,29,29,51
0,42,34,47,44,69,26,54,32
0,38,28,46,44,62,30,62,34
0,52,26,45,52,64,30,68,41
0,52,25,43,52,45,39,46,34
0,68,29,49,58,47,35,48,38
0,44,29,51,54,64,35,31,33
0,49,32,60,48,79,32,32,26
0,57,40,50,41,81,31,32,23
0,53,39,46,38,82,34,31,32
0,52,44,46,32,68,33,29,45
0,50,39,49,47,68,32,30,55
0,46,44,48,63,70,33,29,63
0,46,44,42,81,61,38,29,56
0,46,42,40,72,54,37,42,42
0,46,32,40,66,44,39,48,32
0,46,46,33,44,53,37,62,30
0,46,54,33,40,64,30,59,29
0,43,56,30,46,77,29,50,29
0,50,41,36,51,78,24,29,26
0,45,34,44,48,59,32,30,36
0,44,38,47,38,57,26,31,40
0,54,39,57,33,61,27,30,51
0,53,43,55,32,52,19,32,54
0,54,40,48,45,52,19,31,58
0,41,38,40,62,43,26,26,55
0,45,31,44,62,48,27,26,49
0,48,28,45,50,60,28,28,47
0,48,25,47,30,66,22,48,39
0,31,38,35,30,64,23,51,30
0,51,58,36,35,71,24,72,28
0,47,65,39,43,60,22,71,27
0,48,58,44,55,73,26,78,32
0,48,36,42,62,76,33,56,31
0,55,27,42,64,60,31,50,31
0,54,35,43,53,57,29,28,27
0,47,39,47,54,64,22,30,35
0,46,42,50,51,78,23,30,35
0,46,52,52,57,80,22,30,44
0,61,50,53,54,80,26,30,47
0,48,54,56,47,82,27,30,55
0,55,36,53,50,76,28,30,53
0,49,32,45,49,52,33,39,44
0,55,21,42,58,35,30,52,33
0,56,19,39,61,29,30,76,22
0,55,20,41,71,30,28,75,23
0,49,23,47,77,49,36,77,27
0,41,23,54,70,61,44,62,33
0,42,29,57,55,68,44,49,37
0,40,31,53,39,65,41,49,33
0,45,38,41,32,86,36,31,33
0,44,41,38,30,67,33,31,34
0,48,35,41,42,78,42,29,32
0,48,37,46,64,57,44,27,40
0,52,37,54,64,55,44,28,47
0,50,39,53,53,69,44,30,50
0,30,36,55,37,52,35,45,44
0,34,27,45,38,67,25,44,31
0,50,21,38,48,50,23,44,28
0,50,19,32,59,63,26,48,28
0,49,22,40,72,57,36,48,29
0,49,23,44,73,73,38,48,30
0,46,23,47,73,65,37,40,35
0,46,25,35,58,70,29,31,43
0,29,27,44,55,66,25,34,47
0,30,32,33,39,48,26,54,47
0,47,38,40,40,63,31,90,54
0,62,35,40,37,49,46,91,66
0,64,43,47,34,50,50,77,74
0,66,45,44,33,45,53,32,64
0,64,39,33,31,35,44,43,48
0,71,30,28,32,48,32,57,32
0,67,21,33,42,58,26,73,32
0,42,23,36,48,65,32,85,31
0,48,22,43,56,46,33,90,29
0,50,26,49,51,67,39,71,37
0,52,34,51,53,56,42,55,45
0,51,46,47,58,58,34,36,43
0,47,42,38,54,56,21,29,44
0,47,43,35,41,46,19,30,39
0,54,32,39,34,70,22,25,54
0,44,31,41,29,75,35,24,60
0,48,32,46,31,74,44,23,57
0,48,33,39,33,54,54,41,46
0,33,52,42,37,42,56,51,39
