SSC_mark,SSC_Smoothed_Filtered_right_TA,SSC_Smoothed_Filtered_right_RF,SSC_Smoothed_Filtered_right_VM,SSC_Smoothed_Filtered_right_MG,SSC_Smoothed_Filtered_left_TA,SSC_Smoothed_Filtered_left_RF,SSC_Smoothed_Filtered_left_VM,SSC_Smoothed_Filtered_left_MG
0,54,59,52,67,63,42,56,60
0,50,58,44,54,58,45,35,44
0,44,52,42,57,55,42,34,38
0,42,41,47,61,54,41,39,29
0,52,41,64,64,62,46,41,36
0,66,35,65,70,62,46,41,37
0,64,42,60,71,62,52,40,50
0,44,40,51,59,54,47,54,63
0,37,44,59,45,50,47,50,70
0,36,39,66,30,46,43,50,64
0,40,34,68,30,39,43,51,54
0,42,31,66,45,36,50,54,47
0,38,39,53,45,53,49,56,49
0,37,45,54,45,54,40,56,56
0,41,50,57,35,54,32,50,60
0,45,43,57,29,41,33,52,59
0,45,46,54,33,31,35,41,48
0,39,43,51,43,34,38,39,41
0,50,45,58,51,38,30,30,38
0,47,39,60,54,38,33,45,32
0,50,36,68,56,37,31,47,30
0,51,29,60,50,37,28,49,45
0,51,38,59,43,41,35,50,53
0,52,42,53,37,38,30,43,50
0,46,53,53,29,34,32,44,41
0,54,54,48,37,47,27,45,30
0,74,47,46,48,67,24,41,38
0,80,35,40,63,66,27,36,47
0,76,37,53,74,60,28,32,50
0,50,39,58,75,41,34,36,44
0,30,48,59,70,29,39,39,36
0,47,41,62,65,28,36,35,28
0,52,33,61,45,37,35,36,26
0,54,33,62,31,38,41,26,34
0,64,32,62,31,41,49,30,37
0,54,35,54,30,36,50,33,42
0,51,30,55,51,34,44,31,39
0,45,29,45,52,51,41,34,42
0,48,27,41,57,63,30,27,47
0,68,32,42,48,62,33,24,53
0,83,32,48,54,57,32,19,50
0,68,34,52,73,42,34,21,49
0,70,31,51,58,30,33,39,40
0,52,39,48,69,30,31,50,36
0,41,38,45,62,30,34,54,28
0,57,46,58,51,46,32,54,28
0,49,44,58,57,48,24,44,28
0,47,38,63,55,48,30,38,30
0,56,28,53,63,48,33,44,30
0,44,26,54,61,30,37,47,32
0,44,27,61,49,32,31,56,40
0,35,33,57,38,34,31,50,48
0,50,33,61,34,43,32,42,53
0,50,29,57,52,45,25,32,53
0,66,25,58,50,53,28,30,59
0,50,31,54,68,57,31,38,62
0,47,32,57,63,57,48,42,55
0,45,39,53,72,51,42,48,43
0,54,34,58,59,41,40,39,33
0,51,50,56,46,34,27,42,34
