Time,right_TA,right_RF,right_VM,right_MG,left_TA,left_RF,left_VM,left_MG,mark,Filtered_right_TA,Filtered_right_RF,Filtered_right_VM,Filtered_right_MG,Filtered_left_TA,Filtered_left_RF,Filtered_left_VM,Filtered_left_MG,Smoothed_Filtered_right_TA,Smoothed_Filtered_right_RF,Smoothed_Filtered_right_VM,Smoothed_Filtered_right_MG,Smoothed_Filtered_left_TA,Smoothed_Filtered_left_RF,Smoothed_Filtered_left_VM,Smoothed_Filtered_left_MG
4.6,0.0404072,0.0160111,-0.93712,0.177299,1.78224,-0.179399,0.0833712,-0.504531,F1,0.0563130635362395,-0.0384545956119199,-0.2714312232019393,0.5091208084711135,0.8901362433706191,-0.0129829555653584,0.1110969468371382,-0.5132718733726647,0.0563130635362395,-0.0384545956119199,-0.2714312232019393,0.5091208084711135,0.8901362433706191,-0.0129829555653584,0.1110969468371382,-0.5132718733726647
4.601,0.0441387,-0.0227983,-0.965447,0.185405,1.27408,-0.124018,0.025974,-0.344756,0,0.0704751228478534,-0.0580917745047556,-0.3448954402905171,0.5342495512648867,0.4263133960047953,0.0624015499555802,0.0654493638192792,-0.3288716512331885,0.0704751228478534,-0.0580917745047556,-0.3448954402905171,0.5342495512648867,0.4263133960047953,0.0624015499555802,0.0654493638192792,-0.3288716512331885
4.602,0.0618956,-0.0435339,-1.00785,0.182193,1.56893,-0.103143,-0.015645,-0.21515,0,0.0927970492599611,-0.0500969703246188,-0.4438427720737522,0.5344527216546223,0.7083206225788448,0.0932167154506518,0.0357490395906246,-0.1815719699946285,0.0927970492599611,-0.0500969703246188,-0.4438427720737522,0.5344527216546223,0.7083206225788448,0.0932167154506518,0.0357490395906246,-0.1815719699946285
4.603,0.0731453,0.00320996,-1.01282,0.240757,2.56957,-0.0859638,-0.0277207,-0.11971,0,0.1097485362901897,0.0183927454828676,-0.5104762912651273,0.6119241797730475,1.7556654874224529,0.1165426188616763,0.0369223822903707,-0.0361009784035854,0.1097485362901897,0.0183927454828676,-0.5104762912651273,0.6119241797730475,0.7219297112321462,0.1165426188616763,0.0369223822903707,-0.0361009784035854
4.604,0.116929,0.0538428,-0.835683,0.186889,3.59563,-0.0827394,-0.0425711,0.104882,0,0.1538689494205112,0.1009690961458034,-0.4013621348337762,0.5721154307852212,2.800454624725514,0.1178577190210808,0.0348022691533703,0.228093234077329,0.1538689494205112,0.1009690961458034,-0.4013621348337762,0.5721154307852212,0.7355387998854476,0.1178577190210808,0.0348022691533703,0.228093234077329
4.605,0.15007,0.0216335,-0.55674,0.0351362,4.22329,-0.0837691,-0.0490481,0.377119,0,0.1863936226169339,0.0841300344419467,-0.1940416660235077,0.4310118888853145,3.505929631022209,0.113790774761589,0.0419764082060054,0.5617671517705654,0.1863936226169339,0.0841300344419467,-0.1940416660235077,0.4310118888853145,0.749147888538749,0.113790774761589,0.0419764082060054,0.5617671517705654
4.606,0.123408,-0.0150877,-0.291495,-0.20037,3.69102,-0.0650752,-0.0369079,0.487407,0,0.1559862476017664,0.0738296385988301,0.0004874111149016,0.2070722860856517,3.052508955152865,0.1262765224047784,0.0667957059129842,0.7145303122301316,0.1559862476017664,0.0738296385988301,0.0004874111149016,0.2070722860856517,0.7627569771920504,0.1262765224047784,0.0667957059129842,0.7145303122301316
4.607,0.0836672,0.0268043,-0.0359874,-0.352909,2.80031,-0.054343,-0.0449574,0.396804,0,0.1110908199060134,0.1188099920709758,0.1840083327327871,0.0462364302103261,2.286894901305625,0.1336914995241197,0.0715002759105477,0.6750419989987992,0.1110908199060134,0.1188099920709758,0.1840083327327871,0.0462364302103261,0.7763660658453518,0.1336914995241197,0.0715002759105477,0.6750419989987992
4.608,0.0365189,0.0474928,0.206833,-0.683348,1.94258,-0.050572,-0.094413,0.219467,0,0.0589343393270741,0.1554882661659959,0.3623426653518801,-0.2879358807488776,1.5717276499234758,0.13621010608681,0.0340604903664301,0.5207239145867785,0.0589343393270741,0.1554882661659959,0.3623426653518801,-0.2879358807488776,0.7899751544986533,0.13621010608681,0.0340604903664301,0.5207239145867785
4.609,0.00463654,0.0206651,0.40045,-0.964921,1.00872,-0.0769236,-0.16209,0.108417,0,0.0214405792948226,0.119871986910184,0.4921053797407767,-0.6017428407699579,0.8035842431519546,0.114329922004364,-0.022790356167075,0.432214649527119,0.0214405792948226,0.119871986910184,0.4921053797407767,-0.6017428407699579,0.8035842431519546,0.114329922004364,-0.022790356167075,0.432214649527119
