RMS_Smoothed_Filtered_right_TA,RMS_Smoothed_Filtered_right_RF,RMS_Smoothed_Filtered_right_VM,RMS_Smoothed_Filtered_right_MG,RMS_Smoothed_Filtered_left_TA,RMS_Smoothed_Filtered_left_RF,RMS_Smoothed_Filtered_left_VM,RMS_Smoothed_Filtered_left_MG,MAV_mark,MAV_Smoothed_Filtered_right_TA,MAV_Smoothed_Filtered_right_RF,MAV_Smoothed_Filtered_right_VM,MAV_Smoothed_Filtered_right_MG,MAV_Smoothed_Filtered_left_TA,MAV_Smoothed_Filtered_left_RF,MAV_Smoothed_Filtered_left_VM,MAV_Smoothed_Filtered_left_MG,WL_mark,WL_Smoothed_Filtered_right_TA,WL_Smoothed_Filtered_right_RF,WL_Smoothed_Filtered_right_VM,WL_Smoothed_Filtered_right_MG,WL_Smoothed_Filtered_left_TA,WL_Smoothed_Filtered_left_RF,WL_Smoothed_Filtered_left_VM,WL_Smoothed_Filtered_left_MG,SSC_mark,SSC_Smoothed_Filtered_right_TA,SSC_Smoothed_Filtered_right_RF,SSC_Smoothed_Filtered_right_VM,SSC_Smoothed_Filtered_right_MG,SSC_Smoothed_Filtered_left_TA,SSC_Smoothed_Filtered_left_RF,SSC_Smoothed_Filtered_left_VM,SSC_Smoothed_Filtered_left_MG
0.5078129968364669,0.5085984090943131,0.5006675390787032,0.5004728688792388,0.5036992566521545,0.502131043981578,0.4983335527397762,0.51203823543114,0.0,0.0524862964479059,0.1091697067248824,0.0336840792070671,0.004792148544554,0.0201652681713713,0.0103419880078042,0.0123112018026177,0.2410247644361665,0.0,5.172198088016774,7.878350614800653,6.5366215816330016,0.4888450487884291,1.2536019576477857,1.0876975949396095,1.8410116457129035,8.138002453321784,0,66,71,64,80,74,84,71,45
0.5079867279818082,0.5073315328625275,0.507352581332533,0.5003942124820236,0.5030185407488159,0.5024906914554311,0.4988484314813112,0.5440763643265838,0.0,0.0626496362213606,0.0952310078993891,0.0509189083063317,0.0043175294648052,0.017650111372767,0.011686873736704,0.0111070927451777,0.4381286607497675,0.0,6.308710999360251,7.164957917095959,9.307144275259123,0.4540935224876827,1.1232005606676148,0.9434092760198536,1.6037129589918555,13.536690107350314,0,59,73,68,76,75,80,70,44
0.509411269868334,0.5097233815372367,0.5095598824349244,0.4998754982653643,0.5035263252897145,0.5017921385701409,0.4987960399413146,0.5452743596998025,0.0,0.0740283620025896,0.0984904575480759,0.0515930207986402,0.0057001701523827,0.0134563805476331,0.0126323836954429,0.0098064948329972,0.5028064970720945,0.0,8.893861433701295,8.51198442742751,9.606420860338144,0.6291529568262738,0.8217386916661082,0.9000315055830239,1.35074609974509,14.987988078033258,0,61,86,75,73,84,71,67,49
0.5132226447106945,0.5165875951724951,0.5099557355938843,0.5004661368576911,0.5026838514741658,0.5029743799518402,0.4979786198137842,0.5385269736123771,0.0,0.0516787904762416,0.1462153522436525,0.0541149167614537,0.0096926306523998,0.0171747957803444,0.0162430403918913,0.0090975439939896,0.4197140555945831,0.0,8.489347875979089,10.82288503757218,9.322297743052095,1.0200736606264418,0.8776745336434231,0.9015280477031432,1.1415891176009387,12.028374523379206,0,62,83,69,70,80,61,73,46
0.5100197246879085,0.5234409791069048,0.5040395649125926,0.5003469233404443,0.5040965321259644,0.5024031968248434,0.4997205323664341,0.5150818350875238,0.0,0.0457349202329498,0.1831512218577602,0.0392996182486298,0.0105679309306123,0.0337956673356554,0.0277734230903494,0.0123238651184566,0.2432925203604273,0.0,7.288594012304149,11.141450141637588,6.992161612163617,1.0932756872334126,1.5103990362686774,1.2785315316572392,1.1262348654142582,6.068332379311164,0,66,65,74,78,71,60,66,40
0.5071809289575341,0.522460128091291,0.5085943615185015,0.4998552772449566,0.503991554936624,0.5020822526575025,0.4970788687990748,0.500139373904581,0.0,0.0390865661925079,0.1650801900546156,0.0389397042932428,0.0132633532558544,0.0441249953470183,0.0333565723515782,0.0168670618256055,0.0880165610089607,0.0,6.317995211663225,9.070721543165352,6.882945309969266,1.3239628132212025,2.1553894006996344,1.5692499573415446,1.2036372358640897,2.027257572190581,0,69,61,75,76,63,58,63,34
0.5060751480526599,0.5181155855218028,0.5053072277633981,0.5020264669932247,0.5043310375660599,0.5036610771538556,0.5001339558323551,0.5001881647086408,0.0,0.0253296420929309,0.1038901205529143,0.0389863622490549,0.0183368093021696,0.0496202481915767,0.0530886171714763,0.0238614611168818,0.0324276770727303,0.0,3.867952802555344,5.669190075692866,5.656054966087913,1.7829071212870555,2.496704169013577,2.684957689695904,1.650749639766372,0.742146301276001,0,73,70,75,77,61,48,47,31
0.5046124788269843,0.4997550480858411,0.5034238211109965,0.5032564564202917,0.5037095909230348,0.5039904129850123,0.5017034247952539,0.4996187204207986,0.0,0.0229702619729576,0.0268013686445279,0.0378478743290001,0.0350455220791637,0.042087018881549,0.0601866561174841,0.0315632649470924,0.0269487955720834,0.0,3.91169575986252,1.7592494417254765,5.497686014127628,3.400201856193859,1.8612344702274888,2.869054043846922,1.9621176160464704,0.5849682191389095,0,80,76,74,69,54,40,44,32
0.5060841540454979,0.5002052265218206,0.5037498036759426,0.5024657019724972,0.5040821443847823,0.507209001416984,0.4992514998334154,0.5000875335704977,0.0,0.0266565701273732,0.0235891812504519,0.0334630509786978,0.0679344666576684,0.0421094106456705,0.0690070389751393,0.0434260483161963,0.0254532003982107,0.0,4.87164374271403,1.3731551510109892,4.30063830230837,7.534516764693135,1.3515799634595025,3.3731015383034686,4.0025175744869,0.5059994313058881,0,80,70,61,74,55,32,45,38
0.5035287668673408,0.5011012949926072,0.50364458900697,0.5315554192445474,0.504418410270873,0.5018242855298428,0.5038346644081325,0.499644309593469,0.0,0.0201324371618209,0.0207993768511027,0.0241221264445836,0.1338747659543376,0.0440720045825985,0.0629878031148444,0.0533612295885966,0.0228142106882431,0.0,4.31078593589927,1.0191663359111605,3.1341095645296466,13.254087023684878,1.2209808188136957,2.6784309625560248,6.381778040750062,0.4745646754061385,0,87,52,51,70,48,38,61,34
