Time,right_TA,right_RF,right_VM,right_MG,left_TA,left_RF,left_VM,left_MG,mark
0.0,-0.0349704,-0.190146,0.00284216,0.0735498,0.110483,-0.0226567,0.072253,-0.0231132,
0.001,-0.0190869,-0.170947,-0.00346278,0.057137,0.0301922,-0.0424715,0.0355413,-0.0245628,
0.002,0.0210696,-0.145143,-0.0126024,0.0297641,-0.0343315,-0.0527742,0.0198973,-0.0256097,
0.003,0.0732873,-0.113119,-0.0170184,-0.00115814,-0.0542392,-0.0448586,0.0197023,-0.0241671,
0.004,0.109206,-0.073851,-0.0229906,-0.014321,-0.00362839,-0.0220088,0.00943482,-0.024835,
0.005,0.0719348,-0.0456608,-0.0330805,-0.00285506,0.0237,0.00643331,0.00190993,-0.0258908,
0.006,-0.028101,-0.046372,-0.0444975,0.0240656,-0.00044967,0.00969147,-0.00318746,-0.0237209,
0.007,-0.101991,-0.0436233,-0.0555301,0.0491854,-0.029074,0.0068005,-0.0153605,-0.0116975,
0.008,-0.0797052,-0.0435677,-0.0562019,0.0533877,-0.0542095,0.00430803,-0.00871838,0.00233988,
0.009,0.00969439,-0.0514837,-0.0557183,0.0373897,-0.0598123,0.01068,0.0112413,0.00948951,
0.01,0.0739574,-0.047051,-0.0556446,0.0147381,-0.0492276,0.0168407,0.00991095,0.00638953,
0.011,0.178332,-0.0419162,-0.0502411,9.09e-06,-0.0368167,0.0114206,-0.011173,0.00581971,
0.012,0.280887,-0.0298271,-0.0487792,-0.00068363,-0.0236379,0.0272463,-0.015795,0.00743429,
0.013,0.243451,-0.0493864,-0.0492952,0.00718061,-0.0127386,0.0470588,0.00302755,0.00879045,
0.014,0.0955622,-0.0676867,-0.0500794,0.0180955,-0.00814536,0.0141528,0.024878,0.010619,
0.015,-0.0626445,-0.0549614,-0.0482388,0.0209104,-0.00973142,-0.0185561,0.044891,0.0142536,
0.016,-0.140502,-0.0382624,-0.0526395,0.0237986,-0.00528939,-0.03309,0.0517979,0.00878231,
0.017,-0.125738,-0.0678607,-0.0474855,0.0295523,0.00431008,-0.0367884,0.0622141,-0.00378104,
0.018,-0.0326772,-0.111565,-0.0419217,0.0306265,0.0140183,-0.0176459,0.0365782,-0.0152596,
0.019,-0.169103,-0.069939,-0.0360394,0.0326096,0.0166474,0.0273952,-0.0156609,-0.020739,
0.02,-0.375216,-0.0061317,-0.0270878,0.0431406,0.0152747,0.0312952,-0.0379384,-0.0209949,
0.021,-0.295151,0.0741149,-0.0254784,0.0566802,0.00975281,0.055675,-0.0554522,-0.0259508,
0.022,-0.117888,0.171362,-0.0316172,0.0521297,0.000700929,0.11802,-0.0701077,-0.0264031,
0.023,0.0353492,0.272451,-0.0358662,0.0305966,-0.00989724,0.0977277,-0.061609,-0.0279213,
0.024,0.238106,0.342601,-0.0306439,0.00239877,-0.0196074,0.0701411,-0.0268392,-0.0345864,
0.025,0.339296,0.351379,-0.0229628,-0.011463,-0.0284642,0.0187751,-0.0143594,-0.0378237,
0.026,0.223755,0.348905,-0.016763,0.00911189,-0.0265779,-0.0243023,-0.0360739,-0.0359413,
0.027,-0.0513818,0.350115,-0.0125946,0.0322532,-0.0111939,-0.0223082,-0.0360371,-0.0317769,
0.028,-0.162651,0.273622,-0.0130405,0.0396806,0.00506526,-0.0232905,0.0167595,-0.0228373,
0.029,-0.132417,0.180352,-0.0110758,0.0412823,0.00422065,-0.0565811,0.0578721,-0.014103,
0.03,-0.139891,0.16265,-0.00350272,0.0335842,-0.0127721,-0.0437204,0.0609144,-0.00490665,
0.031,-0.171248,0.141443,0.00175773,0.0221775,-0.0371475,0.0109332,0.0516547,0.00248617,
0.032,-0.113756,0.110979,0.002853,0.0126235,-0.0343643,0.030268,0.049572,0.00401132,
0.033,-0.0361393,0.0841018,0.00389581,0.00615874,-0.00110841,0.00553327,0.0373813,0.0096786,
0.034,-0.0530758,0.0569773,0.00701134,0.00524041,0.0134827,-0.0102023,0.0300362,0.0174482,
0.035,-0.0804721,0.0674032,0.0019676,0.00839556,0.00690197,-0.00245811,0.0382563,0.0227079,
0.036,-0.0705677,0.0838576,-0.000850545,0.00581689,-0.00227937,0.00490442,0.0406756,0.0222122,
0.037,-0.0349564,0.0798248,-0.000306719,-0.0023939,0.0218038,0.00549569,0.0274353,0.0181742,
0.038,0.102565,0.0432684,-0.000410459,-0.00972157,0.0842556,-0.00613142,0.0178107,0.0189087,
0.039,0.177186,-0.00613558,0.00318235,-0.0141001,0.128188,-0.0210998,0.0135041,0.0230369,
0.04,0.115438,-0.0371377,0.00709689,-0.0102311,0.124572,-0.0225186,-0.0230298,0.0215466,
0.041,0.0472109,-0.0732645,0.0147976,-0.00353897,0.0686456,-0.0207422,-0.0763832,0.0187658,
0.042,-0.0819867,-0.121982,0.0221498,0.00623018,0.0049483,-0.0318109,-0.0991128,0.0106421,
0.043,-0.285248,-0.14921,0.017798,0.0334405,-0.0556805,-0.0226696,-0.0973519,0.00719391,
0.044,-0.108375,-0.166151,0.0118982,0.0782636,-0.113128,0.00594022,-0.0766034,0.0106374,
0.045,0.255678,-0.154907,0.0110909,0.124388,-0.142502,0.0624072,-0.0524031,0.0107773,
0.046,0.403703,-0.249797,0.00830136,0.140016,-0.110552,0.0800243,-0.0218842,0.00877607,
0.047,0.376225,-0.299922,0.00382777,0.127772,-0.0585954,0.0221885,0.0301177,0.00636282,
0.048,0.346438,-0.211766,0.00290238,0.0986568,-0.00329484,-0.0165664,0.0576618,0.00574034,
0.049,0.38,-0.0639674,-0.0162109,0.0538072,0.0522855,-0.0342888,0.0773388,0.0052488,
0.05,0.353673,0.0546085,-0.031694,0.00639269,0.116108,-0.0401036,0.11342,0.0041655,
0.051,0.346712,0.134206,-0.0559494,-0.0208621,0.174406,-0.0419693,0.102361,0.00258159,
0.052,0.413782,0.186573,-0.0485641,-0.0234268,0.206836,-0.00568867,0.0408308,-0.00154502,
0.053,0.397273,0.207174,-0.0401782,-0.0139027,0.175545,0.0376387,0.00859632,-0.00995069,
0.054,0.34277,0.149149,-0.0239035,-0.0053864,0.0945248,0.034933,0.00258951,-0.0198411,
0.055,0.301944,0.0890145,-0.00946447,-0.00844243,0.037925,0.0166636,0.00577067,-0.01675,
0.056,0.268907,0.0693608,0.00469217,-0.025698,-0.0176978,0.0510256,0.0239227,-0.0124094,
0.057,0.225774,0.0882723,-0.00277371,-0.0585802,-0.0762482,0.0822491,0.0335539,-0.0105689,
0.058,0.186275,0.132431,-0.0089646,-0.0982561,-0.120495,0.040327,0.0180358,-0.00451793,
0.059,0.15585,0.144778,-0.00407509,-0.13633,-0.135706,-0.0252992,0.00577203,0.00440457,
0.06,0.1129,0.134522,0.00252881,-0.166993,-0.112977,-0.0640167,0.00208301,0.0107611,
0.061,0.0516865,0.128216,0.0105569,-0.183876,-0.0754321,-0.059357,0.00156109,0.0106006,
0.062,0.0156178,0.10265,0.0133625,-0.185853,-0.115406,-0.0194704,0.0108551,0.0112007,
0.063,-0.0105382,0.0684692,0.0180213,-0.186964,-0.102058,-0.024671,-0.0132794,0.0103216,
0.064,-0.042819,0.0462646,0.0171494,-0.190103,0.073344,-0.0545001,-0.0582132,0.00746907,
0.065,-0.0638076,-0.0114998,0.0193107,-0.199154,0.18704,-0.0641863,-0.117832,0.00152104,
0.066,-0.0947191,-0.115703,0.029732,-0.216708,0.204725,-0.0443658,-0.149167,-0.00420795,
0.067,-0.163664,-0.124376,0.0337133,-0.231455,0.161431,-0.0488755,-0.133146,-0.0167809,
0.068,-0.18398,-0.103059,0.0342291,-0.237212,0.0999281,-0.0643774,-0.0643785,-0.0337189,
0.069,-0.140216,-0.0503911,0.0338724,-0.23368,0.0281959,-0.0644002,-0.0279609,-0.0507175,
0.07,-0.0316763,-0.217717,0.0391359,-0.21573,-0.0389829,-0.038313,-0.0544471,-0.0661894,
0.071,-0.149541,-0.352748,0.0435194,-0.190404,-0.0279659,-0.00977972,-0.095917,-0.0773531,
0.072,-0.19575,-0.297144,0.0456789,-0.161715,0.04538,-0.00630503,-0.0698522,-0.0882274,
0.073,-0.175524,-0.258345,0.0458921,-0.13741,0.100933,-0.00886297,-0.0304346,-0.100855,
0.074,-0.156286,-0.169105,0.0493739,-0.120589,0.0832505,0.00395469,-0.00959961,-0.118397,
0.075,-0.147245,-0.176705,0.0556291,-0.115279,0.00542261,0.0221128,-0.000700348,-0.137145,
0.076,-0.131451,-0.16135,0.0557029,-0.115643,-0.054833,0.0199143,0.00492014,-0.15602,
0.077,-0.219763,-0.173066,0.0546856,-0.115183,-0.060447,0.000896348,-0.00791814,-0.1755,
0.078,-0.275811,-0.168986,0.0590981,-0.11043,-0.0330849,-0.00977357,-0.00608154,-0.193148,
0.079,-0.323334,-0.13711,0.0645919,-0.0963112,-0.00446173,-0.00394541,0.00838727,-0.21184,
0.08,-0.37081,-0.143153,0.0659917,-0.0749156,0.0115368,-0.0165403,0.00173252,-0.231198,
0.081,-0.404977,-0.147057,0.0624156,-0.0474035,0.0200544,-0.0371011,-0.0202326,-0.255846,
0.082,-0.421601,-0.161791,0.0602324,-0.0247545,0.05251,-0.0282029,-0.033934,-0.28405,
0.083,-0.400173,-0.152374,0.0635029,-0.00222363,0.0705728,-0.00674148,-0.0318844,-0.32348,
0.084,-0.361616,-0.228453,0.0685874,0.0115195,0.0519665,-0.00439412,-0.0247711,-0.374971,
0.085,-0.346078,-0.326459,0.0695037,0.0140361,0.00686598,0.0253917,-0.0402697,-0.427074,
0.086,-0.328443,-0.281574,0.0618394,0.0288271,-0.0174621,0.0686386,-0.0666021,-0.484785,
0.087,-0.291345,-0.238561,0.0510793,0.0731973,-0.046347,0.0827031,-0.0616356,-0.548791,
0.088,-0.219997,-0.185409,0.0412705,0.135576,-0.0980285,0.0714788,-0.043184,-0.611823,
0.089,-0.199744,-0.148714,0.0337693,0.1881,-0.114326,0.044209,-0.0231762,-0.652722,
0.09,-0.249846,-0.130005,0.0297265,0.213922,-0.123345,0.0167988,-0.0133273,-0.64777,
0.091,-0.250235,-0.0603065,0.0265621,0.223542,-0.155024,0.000127854,0.000442303,-0.550705,
0.092,-0.180782,0.0102409,0.0170867,0.213395,-0.181116,-0.029818,0.0387282,-0.352964,
0.093,-0.145921,0.0299088,0.00649892,0.186242,-0.189364,-0.0376315,0.0793797,-0.101227,
0.094,-0.092938,0.0601228,-0.00212626,0.152422,-0.191318,-0.0624298,0.109648,0.152401,
0.095,-0.0417646,0.109078,-0.0160726,0.118778,-0.168648,-0.0697478,0.115803,0.368606,
0.096,-0.0953018,0.117056,-0.0273961,0.0876723,-0.0767274,-0.0229524,0.057875,0.537152,
0.097,-0.262652,0.125768,-0.0271458,0.057585,-0.00030493,-0.0199058,0.0167735,0.665875,
0.098,-0.211956,0.140681,-0.0275471,0.0328725,0.0451024,-0.0347379,-0.00309654,0.758291,
0.099,-0.0878098,0.148027,-0.0235412,0.0144199,0.0336184,-0.0237434,-0.0236285,0.833306,
0.1,-0.047364,0.11191,-0.0221447,0.00647785,0.0220958,0.0264214,-0.0424189,0.897414,
0.101,-0.0616486,0.077605,-0.0230043,0.00766261,0.096362,0.0822669,-0.0637845,0.950614,
0.102,-0.0953049,0.0727755,-0.0307555,0.0138682,0.146814,0.107072,-0.0439406,1.00078,
0.103,-0.119106,0.0692854,-0.0450792,0.0370978,0.155719,0.101344,-0.0156732,1.03981,
0.104,-0.116444,0.0492563,-0.0550119,0.0563664,0.128704,0.0912908,-0.0108493,1.06224,
0.105,-0.107957,0.0271887,-0.0518502,0.0692072,0.0744754,0.0619844,-0.00925891,1.06278,
0.106,-0.0994367,0.0184347,-0.0381278,0.0671699,0.0326743,0.0297854,0.00724861,1.03422,
0.107,-0.105088,0.0162721,-0.0302932,0.055147,0.0203526,0.00528268,0.0258392,0.980513,
0.108,-0.0782143,0.0268963,-0.0332601,0.041695,0.0427424,0.00675093,0.0340137,0.907446,
0.109,-0.0383886,0.0463211,-0.0398317,0.0249925,0.0608284,0.0249139,0.0324257,0.824419,
0.11,-0.0465232,0.0547343,-0.0423569,0.0127131,0.0417275,0.0381673,0.0302254,0.746733,
0.111,-0.0477042,0.0535782,-0.0519891,0.00505609,0.000654828,0.0187237,0.0331774,0.680455,
0.112,-0.0201793,0.0590568,-0.0697722,0.0092452,-0.0441138,-0.00818561,0.0320335,0.6194,
0.113,-0.001433,0.067361,-0.0816533,0.0172259,-0.0647469,-0.0221657,0.019569,0.561745,
0.114,0.00676977,0.0270044,-0.0854845,0.0284006,-0.0650954,-0.034794,0.000287692,0.500238,
0.115,0.0433863,-0.054934,-0.0809055,0.0408084,-0.055738,-0.0390556,-0.00627995,0.436476,
0.116,0.0765413,-0.0812782,-0.07618,0.0520311,-0.0416259,-0.0367691,0.00738299,0.374698,
0.117,0.108549,-0.0764651,-0.0755969,0.055038,-0.0263617,-0.04302,0.0100137,0.31502,
0.118,0.126521,-0.069614,-0.0728967,0.0523412,-0.0279424,-0.0586864,-0.00680483,0.254699,
0.119,0.0989243,-0.0695419,-0.0740406,0.0447366,-0.0376401,0.00483036,-0.0225173,0.194941,
0.12,0.0811797,-0.0809477,-0.0749208,0.0357938,-0.048569,0.0765125,-0.022256,0.138215,
0.121,0.116704,-0.0950295,-0.0755418,0.0285973,-0.0661198,0.117034,-0.0330223,0.0802522,
0.122,0.17513,-0.104175,-0.0730772,0.026502,-0.0658213,0.0984366,-0.0269719,0.0202446,
0.123,0.225119,-0.120282,-0.0672388,0.026687,-0.0536698,0.0828757,-9.81e-05,-0.0382216,
0.124,0.270891,-0.131576,-0.0656076,0.0288271,-0.0285587,0.0459509,0.0154392,-0.100553,
0.125,0.277855,-0.140704,-0.0654674,0.0333329,-0.00737126,0.00297047,0.0274469,-0.155065,
0.126,0.273921,-0.152791,-0.0651732,0.0405362,-0.0145407,-0.0165201,0.0405537,-0.202366,
0.127,0.268356,-0.165145,-0.0618917,0.0464464,-0.0304918,-0.0382699,0.0325204,-0.250111,
0.128,0.186266,-0.166221,-0.0539164,0.0476342,-0.0283525,-0.0660194,0.0183773,-0.294253,
0.129,0.0729117,-0.16885,-0.0447795,0.046853,0.00495228,-0.0788445,0.00900701,-0.333446,
0.13,0.0752868,-0.172019,-0.0347027,0.0443671,0.058442,-0.0928431,0.0102054,-0.370104,
0.131,0.151137,-0.175565,-0.0260137,0.0404193,0.065791,-0.107707,0.0580479,-0.407025,
0.132,0.198912,-0.176502,-0.0171677,0.0387751,0.0354257,-0.0622282,0.112354,-0.442354,
0.133,0.184482,-0.175119,-0.00966613,0.0433679,0.0188687,0.00511538,0.0753662,-0.470952,
0.134,0.161873,-0.161758,-0.00196456,0.0525717,0.0696106,0.0177351,-0.0116415,-0.495524,
0.135,0.150792,-0.143801,0.00301474,0.0706124,0.126163,-0.00770148,-0.048183,-0.51276,
0.136,0.162453,-0.125517,0.0098608,0.0889996,0.120595,-0.0295758,0.00443971,-0.523404,
0.137,0.185065,-0.0992668,0.0154247,0.100414,0.0756828,-0.0453449,0.034241,-0.533818,
0.138,0.188526,-0.0719955,0.0212536,0.10498,0.0702106,-0.0472031,0.014355,-0.545232,
0.139,0.188155,-0.0539632,0.0272595,0.102862,0.0477372,-0.0214581,-0.0205472,-0.55302,
0.14,0.193646,-0.0340906,0.0305293,0.0992214,0.0100856,0.0179377,-0.0694927,-0.559602,
0.141,0.192035,-0.0134852,0.0363689,0.091432,-0.0247375,0.0170265,-0.105299,-0.561399,
0.142,0.19631,0.00830369,0.0436581,0.0836463,-0.0731074,0.000518328,-0.101811,-0.560327,
0.143,0.191392,0.0359038,0.0464576,0.0900732,-0.111458,-0.022911,-0.0843004,-0.554517,
0.144,0.167201,0.0611947,0.0524401,0.10157,-0.174111,-0.0265848,-0.0817562,-0.543108,
0.145,0.169781,0.0708155,0.0554348,0.105258,-0.185551,-0.0188653,-0.0708501,-0.529655,
0.146,0.188976,0.0873989,0.0579428,0.104982,-0.037935,-0.0290207,-0.0103018,-0.519369,
0.147,0.188256,0.125417,0.0599967,0.0962961,0.0562975,-0.0346433,-0.00526979,-0.505379,
0.148,0.180948,0.178722,0.0602092,0.0818196,0.0342647,-0.0235477,-0.0474053,-0.486755,
0.149,0.172221,0.207153,0.0552804,0.0667007,-0.0317975,-0.00876246,-0.0525765,-0.469116,
0.15,0.145287,0.216697,0.0424072,0.0490027,-0.0785328,0.033876,-0.0293766,-0.451632,
0.151,0.139691,0.237468,0.0419202,0.030632,-0.0692208,0.0625825,0.0109948,-0.429336,
0.152,0.151769,0.283974,0.04785,0.0125318,-0.0173424,0.0627243,0.0551845,-0.406499,
0.153,0.143498,0.321719,0.0549952,-0.0051905,0.0105488,0.0559464,0.0590498,-0.385392,
0.154,0.130465,0.342295,0.0609868,-0.0203155,0.0345307,0.0354554,0.0344974,-0.358751,
0.155,0.139609,0.357022,0.0687507,-0.031657,0.0825601,0.0174858,0.0409258,-0.326748,
0.156,0.164191,0.369322,0.0758309,-0.0396397,0.111192,-0.00241131,0.102323,-0.298795,
0.157,0.15504,0.377199,0.0815317,-0.0467814,0.0959081,-0.0202554,0.107086,-0.27589,
0.158,0.139518,0.386055,0.0916399,-0.0545482,0.0386384,-0.0234135,0.0587262,-0.257437,
0.159,0.133467,0.399111,0.113934,-0.0571108,0.0158166,-0.0174271,0.0308864,-0.232259,
0.16,0.102279,0.400684,0.130916,-0.0565751,0.0313722,-0.0291135,-0.00596309,-0.203544,
0.161,0.0751645,0.388692,0.135343,-0.0569081,0.061431,-0.028287,-0.0183682,-0.174078,
0.162,0.102772,0.381296,0.130287,-0.0608116,0.0697001,-0.0103006,0.0123647,-0.1484,
0.163,0.133318,0.37994,0.122735,-0.0634965,0.0704385,-0.0180647,0.0495354,-0.126853,
0.164,0.129948,0.378726,0.105976,-0.0650964,0.0951212,-0.0238553,0.0522367,-0.110411,
0.165,0.113622,0.365486,0.0884773,-0.0636099,0.0906003,-0.0144265,0.0301635,-0.0892444,
0.166,0.073475,0.349679,0.0895987,-0.0630072,0.0616353,0.0158346,0.0180979,-0.0634342,
0.167,0.030116,0.349401,0.106725,-0.064576,0.0281339,0.0389788,0.0253823,-0.0444321,
0.168,0.034643,0.357434,0.119036,-0.0694063,-0.0515069,-0.0419917,0.0861126,-0.0300077,
0.169,0.0633637,0.351191,0.125635,-0.0748649,-0.134065,-0.0943464,0.127867,-0.0139527,
0.17,0.0340015,0.340378,0.11588,-0.0772586,-0.16029,-0.0911002,0.0806078,0.00552153,
0.171,-0.023216,0.327735,0.0906624,-0.0783901,-0.119988,-0.060486,0.0399248,0.0256696,
0.172,-0.035226,0.317058,0.0558497,-0.0784059,-0.0432227,-0.0214198,0.0420935,0.0356126,
0.173,-0.0414839,0.304512,0.00171232,-0.0845264,0.0515519,0.0182235,0.065565,0.0451911,
0.174,-0.0965806,0.274064,-0.0629417,-0.0922911,0.0972415,0.091317,0.0965424,0.0593422,
0.175,-0.109669,0.235442,-0.0624034,-0.0978392,0.11155,0.110386,0.11243,0.0709403,
0.176,-0.0899736,0.202772,-0.0262296,-0.100695,0.171632,0.10609,0.111603,0.0802402,
0.177,-0.0988689,0.186776,-0.0191744,-0.094096,0.144472,0.0965465,0.116181,0.088187,
0.178,-0.137268,0.174576,-0.0294773,-0.0779624,0.0565018,0.0549053,0.122508,0.0948958,
0.179,-0.146179,0.159304,-0.0397662,-0.0572786,-0.0632875,0.013583,0.0983632,0.101891,
0.18,-0.150119,0.147115,-0.055615,-0.0427556,-0.109539,0.00477017,0.0750625,0.109772,
0.181,-0.15184,0.141872,-0.0591022,-0.0322391,-0.188352,0.0141307,0.0512475,0.114796,
0.182,-0.213951,0.127715,-0.0568562,-0.0280918,-0.259061,9.11e-05,0.0158402,0.118718,
0.183,-0.283577,0.0995598,-0.07022,-0.027336,-0.229284,0.0099431,-0.00800379,0.118808,
0.184,-0.300203,0.0701595,-0.0636049,-0.026668,-0.143581,0.0275347,-0.00609342,0.118414,
0.185,-0.285106,0.0413111,-0.041943,-0.0282,-0.0330608,0.0147947,0.0236563,0.122551,
0.186,-0.268239,0.0138579,-0.00961886,-0.0280626,0.0220838,0.00932353,0.0487843,0.13479,
0.187,-0.266926,-0.00651841,0.0266484,-0.0229414,0.00777737,0.0285804,0.0477294,0.147507,
0.188,-0.269037,-0.0220623,0.0312733,-0.0241895,-0.0584578,0.0236253,0.0361474,0.153414,
0.189,-0.229369,-0.0248265,0.0184992,-0.0287828,-0.0901995,-0.00569936,0.0389588,0.158335,
0.19,-0.206415,-0.0194089,0.0220081,-0.0326681,-0.0224847,-0.0274295,0.042795,0.158081,
0.191,-0.210756,-0.0282644,0.0465918,-0.0380256,0.055246,-0.044542,0.0304587,0.157592,
0.192,-0.209472,-0.0564452,0.0713918,-0.047428,0.097704,-0.0426383,0.0134894,0.156872,
0.193,-0.211085,-0.0875827,0.0784278,-0.0545521,0.0831561,-0.0399405,0.000458198,0.159472,
0.194,-0.234251,-0.123124,0.0870689,-0.0511332,0.00896448,-0.00823104,-0.00978169,0.162042,
0.195,-0.272172,-0.143722,0.087071,-0.0492712,-0.0359155,0.019866,-0.00761238,0.160987,
0.196,-0.238798,-0.156207,0.0803072,-0.0515854,-0.0466377,-0.00145628,-0.00681782,0.1582,
0.197,-0.176799,-0.168658,0.0727026,-0.0503772,-0.0682033,-0.0148684,0.00199293,0.155326,
0.198,-0.138087,-0.173154,0.0374901,-0.0503791,-0.120869,0.00203421,0.0062882,0.153078,
0.199,-0.126107,-0.170021,-0.00705293,-0.052116,-0.129695,0.00948786,0.00452346,0.152061,
0.2,-0.120928,-0.169524,-0.0259545,-0.0510649,-0.0489091,0.012271,0.0287179,0.148538,
0.201,-0.10957,-0.169152,-0.0318067,-0.0476038,0.00779826,0.0464277,0.0382145,0.145684,
0.202,-0.114911,-0.168153,-0.0419493,-0.0399546,0.0191802,0.0704664,0.0165256,0.144106,
0.203,-0.0835436,-0.161635,-0.0535655,-0.0308743,0.0162022,0.0380887,-0.021939,0.138646,
0.204,-0.0597513,-0.148265,-0.0599662,-0.0277132,0.0122105,-0.0199604,-0.0419351,0.135524,
0.205,-0.0575497,-0.147505,-0.0603885,-0.0296688,0.0357184,-0.0514457,-0.0451298,0.132993,
0.206,-0.0682789,-0.162552,-0.0577689,-0.0317541,0.0501196,-0.0647103,-0.0493997,0.129543,
0.207,-0.0723133,-0.179725,-0.0624579,-0.0303783,0.043784,-0.0543499,-0.0616359,0.123173,
0.208,-0.0627233,-0.199959,-0.065597,-0.0281439,0.0267095,-0.0463787,-0.0728248,0.119979,
0.209,-0.0570366,-0.228282,-0.0574401,-0.0265982,0.0196532,-0.0497323,-0.0872497,0.11385,
0.21,-0.0476523,-0.253361,-0.0296874,-0.0270633,0.00924258,-0.0500474,-0.0915652,0.108757,
0.211,-0.0344321,-0.266156,-0.0214223,-0.0264118,-0.00255201,-0.0399336,-0.0708154,0.108825,
0.212,-0.0257952,-0.271027,-0.0321419,-0.025501,0.0292004,-0.0449976,-0.0222557,0.106223,
0.213,-0.0176232,-0.27392,-0.0343245,-0.0130277,0.0691472,-0.0333256,0.0335539,0.102733,
0.214,-0.00990815,-0.274305,-0.0369189,0.00293152,0.0909892,0.00117833,0.0129244,0.0977703,
0.215,-0.00760064,-0.260412,-0.0462147,0.018925,0.0545087,0.0167987,-0.0337224,0.0922627,
0.216,-0.0050014,-0.242064,-0.058362,0.034099,-4.24e-05,-0.0130395,-0.0747478,0.0863074,
0.217,-0.00499617,-0.226348,-0.0643415,0.0441781,-0.0555222,-0.0229798,-0.0942575,0.0778674,
0.218,-0.00934044,-0.212979,-0.0854866,0.0384347,-0.0928795,0.00628241,-0.0999961,0.074422,
0.219,0.0024552,-0.193897,-0.0904455,0.0162657,-0.0802637,0.0478146,-0.112923,0.0703284,
0.22,0.0216883,-0.169299,-0.0658034,-0.00357064,-0.0530118,0.0598726,-0.115606,0.067816,
0.221,0.0287458,-0.167746,-0.033564,-0.0247629,-0.0239952,0.0159425,-0.12216,0.0666671,
0.222,0.0365879,-0.175391,-0.00354975,-0.0490547,0.00346531,-0.0170438,-0.146839,0.0659737,
0.223,0.0457453,-0.173134,-0.016101,-0.0764973,0.0102185,-0.0155131,-0.154291,0.0642409,
0.224,0.0382404,-0.168692,-0.0347504,-0.0978906,0.00898839,-0.0111711,-0.110653,0.0623154,
0.225,-0.0182762,-0.169443,-0.0407733,-0.105348,0.000180851,-0.00656577,-0.0885245,0.0588015,
0.226,-0.00882619,-0.170361,-0.0514366,-0.0992827,-0.00515868,0.00743937,-0.0815522,0.0546416,
0.227,0.0283465,-0.160739,-0.0730784,-0.0900858,-0.0280062,0.0400483,-0.0529601,0.0527749,
0.228,0.0253161,-0.154112,-0.085551,-0.0732795,-0.0303069,0.0735171,-0.0484798,0.0472139,
0.229,0.0386882,-0.153622,-0.0829051,-0.0521609,-0.0127469,0.0826148,-0.0456704,0.0434605,
0.23,0.062533,-0.157667,-0.0764414,-0.0281972,0.023197,0.0699034,-0.0308493,0.042698,
0.231,0.0661337,-0.161991,-0.0964778,-0.00622471,0.0555378,0.0547848,-0.0171322,0.0374184,
0.232,0.0501233,-0.162926,-0.120019,0.0124288,0.0674721,0.0306219,-0.012272,0.0367796,
0.233,0.0400222,-0.153087,-0.0988663,0.0273566,0.0666628,-0.000427204,-0.00445321,0.0358794,
0.234,0.0336782,-0.12904,-0.0407739,0.0403596,0.059113,0.00324601,0.0136452,0.0333303,
0.235,0.0207057,-0.0985834,0.00685401,0.0487516,0.0479301,0.0127143,0.0149327,0.0322025,
0.236,0.0191395,-0.0628331,0.0330093,0.0537979,0.0450369,0.0143365,-0.00465512,0.0287529,
0.237,0.0132475,-0.00650925,0.0255498,0.0587415,0.0280448,0.0219335,0.0245453,0.0240283,
0.238,0.0065167,0.0401364,0.00689713,0.056457,0.0096715,0.0253916,0.0395502,0.0224851,
0.239,0.00479324,0.0518212,0.00143292,0.0472446,-0.00335824,0.0167448,0.0301406,0.0194346,
0.24,0.00528339,0.0637372,0.010924,0.0349676,-0.00741812,-0.00368198,0.0422773,0.016518,
0.241,0.00342978,0.0587336,0.00700389,0.0251105,-0.0107959,-0.0135324,0.0388559,0.0137325,
0.242,-0.00183794,0.0264312,-0.00702146,0.0138789,-0.00505098,-0.00780672,-0.0119592,0.0124919,
0.243,0.00275882,-0.00219207,0.00579569,0.00368645,0.00567292,0.0105851,-0.0429451,0.0104591,
0.244,0.0257408,-0.0259729,0.0210848,-0.00197646,-0.00774641,0.0220112,-0.0657746,0.0077533,
0.245,0.0416935,-0.050322,0.0319905,-0.00864165,-0.0149272,-0.000300429,-0.0905643,0.00731742,
0.246,0.0464864,-0.0607552,0.0581478,-0.015399,-0.0124143,-0.00331329,-0.0976729,0.00741695,
0.247,0.0564935,-0.0399553,0.0716952,-0.021456,-0.0405345,-0.00950879,-0.0795353,0.00655257,
0.248,0.0956937,0.000510104,0.0671569,-0.029682,-0.0792032,-0.0368137,-0.0135605,0.00627491,
0.249,0.143392,0.0200284,0.0449302,-0.0333158,-0.0422934,-0.0523014,0.00450377,0.0050811,
0.25,0.15262,0.0177832,0.0373989,-0.0371976,0.0466818,-0.065253,-0.0465011,-0.00185798,
0.251,0.12858,0.00814222,0.0376255,-0.0398267,0.0840865,-0.0518003,-0.0800416,-0.00802425,
0.252,0.124936,-0.0120306,0.0423988,-0.0356689,0.101506,-0.014281,-0.0776721,-0.00993169,
