Time,right_TA,right_RF,right_VM,right_MG,left_TA,left_RF,left_VM,left_MG,Comp Ch 1,Comp Ch 2,Comp Ch 3,Comp Ch 4,Comp Ch 5,Comp Ch 6,Comp Ch 7,Comp Ch 8,Comp Ch 9,Comp Ch 10,Comp Ch 11,Comp Ch 12,Comp Ch 13,Comp Ch 14,Comp Ch 15,Comp Ch 16,mark
0.285,-0.310957,-0.00978517,0.0696385,0.0720513,-0.166802,-0.10655,0.0217479,0.0298379,-0.307358,0.0616221,0.0595653,0.0756214,-0.161231,-0.104799,0.0279806,0.0332063,-0.0275719,0.0986985,0.0359778,-0.0384127,-0.199866,-0.0532113,0.0102552,0.000643958,
0.286,-0.322354,0.0301757,0.026684,0.0735971,-0.115485,-0.141849,0.00323003,0.0247514,-0.311706,0.086,0.0175463,0.07967,-0.0969202,-0.136568,0.0193032,0.0285259,-0.0455242,0.123366,-0.000399986,-0.0295564,-0.139959,-0.0864871,0.00475904,-0.00300081,
0.287,-0.342917,0.0306735,0.00832842,0.0679164,-0.0550059,-0.102339,0.00425909,0.0201708,-0.328222,0.0612475,0.00297282,0.0740273,-0.0147647,-0.0942334,0.0277917,0.0234396,-0.0807524,0.0990281,-0.0084703,-0.0349581,-0.0635356,-0.0463177,0.0119667,-0.00672387,
0.288,-0.379596,0.00210855,0.0169873,0.0581502,0.0164067,-0.0404812,0.018578,0.0188929,-0.365124,0.00661519,0.0166255,0.0643824,0.0676124,-0.0330459,0.0430172,0.0212218,-0.135186,0.0452019,0.011561,-0.0408583,0.0150004,0.0136825,0.0308522,-0.00806258,
0.289,-0.377292,-0.0222052,0.0367964,0.0697125,0.117168,-0.0243625,0.0633489,0.0225906,-0.365967,-0.0399192,0.041003,0.0777026,0.155114,-0.0196405,0.0829842,0.0241631,-0.158821,-0.00107521,0.0427191,-0.0285484,0.0969149,0.0240389,0.0702022,-0.00364522,
0.29,-0.312962,-0.061066,0.0433508,0.0754275,0.12045,-0.0215731,0.0744355,0.0241593,-0.306895,-0.0981642,0.0511957,0.0849137,0.12835,-0.0183387,0.0871573,0.0252593,-0.120715,-0.0581182,0.0600724,-0.0180217,0.0680946,0.0249165,0.0781113,-0.00183106,
0.291,-0.226106,-0.0880229,0.0313266,0.100815,0.0262183,0.00939169,0.0464616,0.0224545,-0.227013,-0.141783,0.04221,0.109658,0.0117918,0.0113353,0.0544997,0.0230999,-0.0666346,-0.101401,0.0581296,0.00574011,-0.0540607,0.0504526,0.0457849,-0.00248455,
0.292,-0.160189,-0.0775454,0.011886,0.129422,-0.0137752,0.0601099,0.0197729,0.0214783,-0.168806,-0.142564,0.0249059,0.134194,-0.030516,0.0578197,0.0245209,0.021286,-0.0318338,-0.100836,0.0485606,0.0339065,-0.0953276,0.0972938,0.0192307,-0.00370626,
0.293,-0.122748,-0.0603905,-0.0166207,0.153417,0.108804,0.0600886,-0.00628888,0.0197136,-0.139057,-0.126793,-0.00343321,0.1528,0.0960301,0.050905,-0.00789254,0.0182776,-0.0295199,-0.0845149,0.0273308,0.0530485,0.0250236,0.0854279,-0.011993,-0.00527908,
0.294,-0.111535,-0.0560377,-0.0526886,0.168209,0.304485,0.0361687,-0.0344195,0.0215283,-0.135479,-0.110896,-0.0414441,0.163867,0.282162,0.0226206,-0.045703,0.0191317,-0.0507039,-0.0673967,-0.00270899,0.0688963,0.216002,0.058319,-0.0471283,-0.0039502,
0.295,-0.0847115,-0.0450294,-0.0779468,0.172748,0.39133,0.0527841,-0.0449509,0.021444,-0.115233,-0.0784591,-0.0697676,0.16725,0.347746,0.0396184,-0.0641114,0.0189066,-0.0581623,-0.0340131,-0.0241422,0.0757103,0.274933,0.0697904,-0.0635933,-0.00288422,
0.296,-0.0467564,-0.0418333,-0.087277,0.172596,0.283632,0.0141911,-0.0409228,0.0197161,-0.0812895,-0.0520729,-0.0824707,0.166942,0.229332,0.00315816,-0.0614496,0.0179432,-0.0490972,-0.00677846,-0.0291815,0.0820329,0.165679,0.0347285,-0.0591858,-0.00343819,
0.297,0.00828586,-0.0453878,-0.0863233,0.171872,0.0991349,-0.0390511,-0.0406687,0.0158709,-0.0251536,-0.0359274,-0.0848429,0.165317,0.0600077,-0.046406,-0.0561808,0.015137,-0.0196077,0.0106986,-0.0253119,0.0878198,-0.0102072,-0.0204405,-0.0514742,-0.00513392,
0.298,0.0782921,-0.0242533,-0.0942077,0.158549,0.0115693,-0.0831887,-0.0464916,0.0123533,0.0514071,0.00152398,-0.0960837,0.150887,0.00207804,-0.086553,-0.055149,0.0123351,0.0333504,0.0484445,-0.0297389,0.0825229,-0.0558407,-0.0599582,-0.049729,-0.00753295,
0.299,0.149246,-0.0025707,-0.1082,0.141505,0.112431,-0.107734,-0.0454431,0.0119769,0.131904,0.03758,-0.113294,0.13524,0.122745,-0.1069,-0.0499055,0.0123335,0.089571,0.0859377,-0.0417076,0.0789302,0.0587061,-0.085349,-0.041916,-0.00659533,
0.3,0.212576,-0.011071,-0.111008,0.134087,0.172823,-0.122238,-0.0413041,0.0150132,0.204691,0.0412275,-0.119085,0.132799,0.184042,-0.116241,-0.0443838,0.0158618,0.141481,0.089267,-0.0421297,0.0884924,0.133819,-0.0955886,-0.036592,-0.00263737,
0.301,0.25953,-0.0348775,-0.109085,0.116548,0.20414,-0.144223,-0.0288584,0.0181234,0.259574,0.0234771,-0.119754,0.121699,0.216954,-0.132051,-0.0293044,0.0198834,0.175659,0.0728074,-0.0390498,0.0940491,0.162189,-0.114978,-0.0191612,0.00218001,
0.302,0.27632,-0.0433195,-0.109449,0.0868421,0.170397,-0.149036,0.0104827,0.0198456,0.28353,0.00988721,-0.121272,0.0973256,0.199826,-0.131412,0.0163439,0.0226463,0.182866,0.0583008,-0.0372762,0.0846343,0.158623,-0.117277,0.0255233,0.00545144,
0.303,0.265484,-0.0625277,-0.106792,0.0596104,0.155932,-0.097166,0.0244772,0.0182233,0.280377,-0.0261898,-0.117543,0.0730218,0.209972,-0.0782861,0.0371533,0.021466,0.163559,0.0231115,-0.0316536,0.0809939,0.166097,-0.065875,0.0481732,0.00499864,
0.304,0.236543,-0.0879965,-0.120655,0.0630465,0.111394,-0.0124565,0.0150858,0.0208105,0.258867,-0.0730908,-0.128794,0.0774864,0.174304,0.00137856,0.0310881,0.0235453,0.130442,-0.0252598,-0.0419946,0.103105,0.142096,0.00834165,0.040775,0.00765418,
0.305,0.225492,-0.100903,-0.144347,0.0800844,-0.0479786,0.0523496,0.00333281,0.0220344,0.252525,-0.104572,-0.149115,0.0945081,-0.00139845,0.0575698,0.0169639,0.0235139,0.113005,-0.0564833,-0.0625161,0.143555,-0.0342946,0.064694,0.027771,0.00840959,
0.306,0.253278,-0.0985968,-0.163506,0.0710933,-0.29995,0.0597603,-0.0131883,0.016396,0.279943,-0.116528,-0.165046,0.085247,-0.278591,0.0575588,-0.00566276,0.0168031,0.134454,-0.0704925,-0.0800862,0.154005,-0.302497,0.0572326,0.00376654,0.0023658,
0.307,0.303592,-0.0909645,-0.16792,-0.00421808,-0.438148,0.028968,-0.0258774,0.014805,0.325263,-0.121802,-0.166742,0.00926956,-0.428956,0.0222704,-0.0232905,0.0149494,0.174026,-0.0761666,-0.0841833,0.102709,-0.452543,0.0235242,-0.0135702,0.00148365,
0.308,0.306201,-0.0816193,-0.148203,-0.0942451,-0.350167,0.0512537,-0.0138927,0.0131657,0.321377,-0.125285,-0.144599,-0.0824631,-0.339667,0.0402219,-0.0128072,0.0132022,0.170037,-0.0822135,-0.0661686,0.0318742,-0.357794,0.0329181,-0.00435132,0.000448869,
0.309,0.267601,-0.0722733,-0.129076,-0.177041,-0.195489,0.0843487,-0.0105039,0.0114924,0.278233,-0.125122,-0.123485,-0.169727,-0.187641,0.0653838,-0.0102491,0.0109797,0.126593,-0.0830294,-0.0496283,-0.0313252,-0.205495,0.0600791,-0.00238776,-0.000542986,
0.31,0.244765,-0.057317,-0.119087,-0.243647,-0.127034,0.102362,-0.0209244,0.0147575,0.251513,-0.110117,-0.112155,-0.242293,-0.135394,0.0760931,-0.0236189,0.0133232,0.105159,-0.0710322,-0.044714,-0.0831825,-0.150187,0.0626104,-0.0167135,0.00258661,
0.311,0.206593,-0.0348093,-0.110639,-0.299931,-0.106511,0.0710645,-0.0247285,0.0137404,0.206216,-0.0767648,-0.10398,-0.302544,-0.137286,0.0448345,-0.0325675,0.0115915,0.0644886,-0.0391348,-0.043039,-0.121724,-0.152142,0.0328309,-0.0268709,0.00233503,
0.312,0.130683,-0.0130629,-0.0858489,-0.341101,0.00221949,0.0683788,-0.0220791,0.0125779,0.121738,-0.0378457,-0.0820132,-0.343649,-0.0446887,0.051549,-0.0345514,0.0107372,-0.0101215,-0.00354893,-0.0292515,-0.143756,-0.0582013,0.0330969,-0.0295303,0.00240279,
0.313,0.117817,-0.00703492,-0.0599149,-0.372352,0.181764,0.0740574,-0.00609194,0.0127102,0.104691,-0.0146853,-0.0612059,-0.372976,0.12929,0.0684208,-0.0192619,0.0119402,-0.0183296,0.0177583,-0.0163246,-0.155173,0.114746,0.050163,-0.0157639,0.00521719,
0.314,0.138804,-0.00609903,-0.0438263,-0.391864,0.259884,0.0783722,0.00920351,0.00969959,0.126655,0.000565511,-0.0501843,-0.392442,0.209672,0.0797666,-0.000615119,0.00984983,0.0167934,0.0295571,-0.0146278,-0.15873,0.195654,0.0578421,0.00228181,0.00427338,
0.315,0.130646,-0.014516,-0.022174,-0.393911,0.272529,0.0460286,0.0110169,0.00683477,0.123225,0.00469396,-0.0315427,-0.397747,0.229764,0.050943,0.00575961,0.0073369,0.0255033,0.0315493,-0.00468909,-0.150859,0.214391,0.027597,0.00723899,0.00337367,
0.316,0.105906,-0.0139105,-0.00511469,-0.394256,0.225733,-0.0566021,0.0174899,0.0104916,0.10474,0.0179335,-0.016093,-0.402435,0.190928,-0.0458985,0.0151785,0.0110327,0.0224064,0.0414024,0.000832405,-0.14403,0.175957,-0.0696832,0.0158057,0.00854872,
0.317,0.0805222,-0.00694816,0.0120959,-0.39374,0.122389,-0.160791,0.0364186,0.0140621,0.0840193,0.0354882,-0.000224324,-0.403666,0.0970365,-0.138816,0.0348323,0.0148083,0.0160123,0.0565348,0.00763761,-0.137146,0.0809179,-0.165206,0.0344015,0.0137269,
0.318,0.0491131,-0.00873589,0.0392076,-0.39805,0.0505298,-0.182475,0.0241047,0.0125604,0.0550598,0.0375772,0.0255259,-0.406659,0.0415423,-0.149794,0.0233023,0.0140384,0.00330704,0.0555913,0.0234758,-0.13383,0.0263001,-0.173878,0.021514,0.0148328,
0.319,0.0156025,-0.0109596,0.0604388,-0.388667,0.0262418,-0.108739,-0.0206995,0.000317822,0.0243745,0.0299045,0.0464465,-0.395806,0.0406014,-0.0749158,-0.0173425,0.0026916,-0.0120979,0.0453192,0.035368,-0.119908,0.0251956,-0.102363,-0.0194785,0.00461465,
0.32,-0.00951545,-0.00645081,0.0742818,-0.378798,0.0261396,0.0126068,-0.0435071,-0.0118667,0.00423024,0.0212961,0.0628975,-0.387656,0.0649213,0.0367832,-0.0335944,-0.00907507,-0.0162687,0.0341915,0.0426245,-0.110877,0.0509965,0.0134929,-0.037792,-0.00492005,
0.321,-0.0293082,0.00169712,0.0809092,-0.380539,0.0348223,0.202262,-0.0152704,-0.014685,-0.0103508,0.0135363,0.0749568,-0.393261,0.0911058,0.21348,-0.00184476,-0.0124712,-0.0156939,0.0237342,0.0459804,-0.118013,0.0780939,0.187187,-0.00569959,-0.0075193,
0.322,-0.0570865,0.00582555,0.0862031,-0.379411,0.0353983,0.29037,0.0361648,-0.0228687,-0.0363246,0.00318972,0.0863277,-0.394041,0.0974596,0.29013,0.0469133,-0.0218857,-0.0269301,0.0114668,0.0493973,-0.122927,0.0866454,0.268888,0.040246,-0.0145128,
0.323,-0.0815706,0.0071623,0.0846124,-0.375009,0.0374713,0.22991,0.0355719,-0.0292246,-0.0638563,-0.00770639,0.0891792,-0.3877,0.0950422,0.222225,0.0407373,-0.0287574,-0.0403928,-0.00212764,0.0440217,-0.12211,0.0864886,0.199364,0.0350946,-0.0207932,
0.324,-0.0966049,0.012457,0.0827497,-0.337956,0.0308819,0.129746,0.00998089,-0.0325282,-0.0851892,-0.0138722,0.0901119,-0.346768,0.0779699,0.114932,0.0130187,-0.0317082,-0.049007,-0.00953444,0.0384999,-0.0894719,0.0728642,0.0973164,0.00415866,-0.0213478,
0.325,-0.10759,0.0154454,0.0926917,-0.280084,-0.00296541,0.0302107,0.00416479,-0.0246648,-0.102517,-0.0215358,0.102496,-0.28745,0.0307666,0.00350053,0.00830713,-0.0235851,-0.0541404,-0.0197676,0.0431864,-0.0389317,0.029183,-0.0140753,0.000893311,-0.0127115,
0.326,-0.117085,-0.00200381,0.102067,-0.22382,-0.0430064,-0.0466725,0.00976755,-0.0122024,-0.116561,-0.045247,0.114388,-0.233232,-0.0253628,-0.0849559,0.0126386,-0.0120986,-0.0580378,-0.044088,0.0500813,0.00412827,-0.0226116,-0.0978314,0.00186087,0.000950625,
0.327,-0.128013,-0.0149476,0.0895908,-0.177868,-0.076695,-0.0537648,-0.00105601,0.00198971,-0.131345,-0.0556701,0.103721,-0.189718,-0.079302,-0.0922621,-0.00423915,0.000224379,-0.0630921,-0.056854,0.0324107,0.0364772,-0.0725931,-0.103774,-0.0134086,0.013877,
0.328,-0.134377,-0.0111393,0.0661608,-0.139726,-0.100345,-0.0445702,-0.00397634,0.00125073,-0.142801,-0.0410408,0.0801771,-0.15129,-0.12534,-0.0686618,-0.013842,-0.00201957,-0.0672536,-0.0423349,0.00512645,0.0621607,-0.113706,-0.0763952,-0.0259697,0.0134661,
0.329,-0.131752,-0.0106375,0.0632377,-0.0930181,-0.0903204,-0.0433721,-0.0163555,-0.00880812,-0.146454,-0.0260922,0.0742516,-0.102029,-0.133642,-0.0455506,-0.0286714,-0.0120306,-0.0639891,-0.02945,-0.00681277,0.0986622,-0.118075,-0.050962,-0.0393434,0.00423281,
0.33,-0.133406,-0.0179446,0.0468172,-0.0563068,-0.0725977,-0.0348923,-0.0261456,-0.0154747,-0.152864,-0.0193712,0.0522974,-0.0639463,-0.12512,-0.020133,-0.0350531,-0.0176946,-0.0659225,-0.0224701,-0.0318323,0.123547,-0.104882,-0.0223841,-0.047956,3.47e-05,
0.331,-0.151452,-0.00782247,0.0394422,-0.052596,-0.061131,-0.0272864,-0.00739835,-0.0198671,-0.170999,0.00312397,0.0402086,-0.0613556,-0.112606,-0.00709222,-0.0111236,-0.0216451,-0.0800605,-0.00163461,-0.0488026,0.112599,-0.0891469,-0.0066872,-0.0229522,-0.00298807,
0.332,-0.16074,0.0101482,0.0533753,-0.0688318,-0.0487632,-0.0162406,0.0492411,-0.024384,-0.175546,0.0319573,0.0514782,-0.0787107,-0.0926063,0.00352208,0.0471025,-0.0265017,-0.0826434,0.0276235,-0.0405069,0.0823476,-0.0650517,0.00633089,0.0339572,-0.00669139,
0.333,-0.15952,0.0255134,0.105372,-0.0957133,-0.0463421,-0.0136572,0.0742577,-0.0317986,-0.168556,0.0568885,0.101512,-0.103919,-0.0805273,0.00897299,0.0695987,-0.0338381,-0.0745563,0.0513364,0.00595593,0.0433699,-0.0502716,0.013997,0.0571627,-0.0129791,
0.334,-0.152746,0.0328258,0.159217,-0.138587,-0.048251,-0.019092,0.05266,-0.0317199,-0.157928,0.0705594,0.15189,-0.141917,-0.071133,0.0112161,0.0474868,-0.0321883,-0.0642609,0.0653734,0.0531315,-0.00685363,-0.0376466,0.0180348,0.0348685,-0.0103991,
0.335,-0.141906,0.0331287,0.144709,-0.182781,-0.0297739,-0.0150876,0.0349942,-0.0273038,-0.144508,0.0708697,0.133328,-0.180068,-0.0374899,0.0191429,0.0350369,-0.0254872,-0.0524397,0.0650043,0.0323979,-0.0583995,-0.0023282,0.0273966,0.0228339,-0.00262444,
0.336,-0.130441,0.0224156,0.113897,-0.190117,-0.0101784,-0.0114814,0.0272351,-0.0213082,-0.129307,0.0525575,0.101801,-0.18317,0.000843274,0.0139989,0.0340848,-0.0180406,-0.0393493,0.0469263,-0.0026633,-0.0730417,0.0375955,0.0233117,0.022589,0.00562772,
0.337,-0.118497,0.0164722,0.0997327,-0.152108,-0.0110464,-0.0103711,0.022403,-0.0104554,-0.111834,0.0340588,0.0902376,-0.144361,0.0184928,-0.00398229,0.0319472,-0.00740644,-0.0255845,0.028374,-0.0152111,-0.0469446,0.0557168,0.00571073,0.0206765,0.0173262,
0.338,-0.0962816,0.0132671,0.0886696,-0.105064,-0.0274128,-0.0156683,0.018002,-0.013226,-0.084932,0.0174169,0.0828059,-0.0985085,0.0149125,-0.0271552,0.025235,-0.011578,-0.00221839,0.0117023,-0.0264037,-0.0120874,0.0522911,-0.0170522,0.0153607,0.0138853,
0.339,-0.05758,0.0124475,0.0888476,-0.0725637,-0.0392699,-0.0264354,0.0161299,-0.0255841,-0.045963,0.00517041,0.0868117,-0.0664058,0.00659093,-0.0455435,0.020295,-0.0247657,0.0317322,-6.75e-05,-0.0225691,0.00832589,0.0431542,-0.0362188,0.010563,0.0017603,
0.34,-0.0347409,0.0179345,0.107183,-0.0755262,-0.0301271,-0.056692,0.0129048,-0.0283748,-0.0278888,0.00130223,0.109326,-0.0690814,0.0110244,-0.0753214,0.0173231,-0.0273319,0.0453546,-0.00422759,-0.0037341,-0.00491299,0.0460977,-0.066247,0.00928784,-0.000164448,
0.341,-0.0292925,0.00967571,0.125385,-0.0678916,-0.0128804,-0.0843346,0.00995391,-0.0278519,-0.0283276,-0.0154017,0.132203,-0.0630808,0.0192513,-0.103074,0.0172763,-0.0269232,0.0393638,-0.0200073,0.0194147,-0.00941049,0.0521091,-0.0957722,0.00921344,0.00124618,
0.342,-0.0353156,-0.0011481,0.143979,-0.0377023,-0.010053,-0.0811162,0.00371664,-0.0350994,-0.0379754,-0.032632,0.155613,-0.0393658,0.0119221,-0.105459,0.0119216,-0.0354288,0.024591,-0.0376345,0.039735,0.00396301,0.0419036,-0.0988686,0.00561652,-0.00670095,
0.343,-0.0490325,-0.013381,0.133657,-0.0202059,-0.00833563,-0.0697312,-0.00033768,-0.0397602,-0.0532973,-0.0468018,0.148437,-0.0311257,0.00222393,-0.100193,0.00379407,-0.0417071,0.00399037,-0.0505998,0.0329948,0.00289146,0.0287059,-0.0961743,-0.00269075,-0.0120453,
0.344,-0.0557707,-0.023172,0.12326,-0.00527946,-0.00475834,-0.052803,-0.00531275,-0.0300972,-0.0621188,-0.0520784,0.138718,-0.0219315,-0.00924311,-0.0798038,-0.0080416,-0.0330248,-0.0102409,-0.0562786,0.0212643,0.00208489,0.0132983,-0.076635,-0.0129546,-0.00291747,
0.345,-0.0443681,-0.0165991,0.129146,0.00873075,-0.0378676,-0.019892,-0.00891227,-0.0244635,-0.0546467,-0.0353873,0.142314,-0.00754504,-0.0602137,-0.0317404,-0.0159851,-0.0275325,-0.00722498,-0.0383698,0.0252485,0.00832586,-0.0418812,-0.0313958,-0.0213829,0.00333571,
0.346,-0.0159982,-0.00235251,0.131959,0.0246707,-0.108664,0.0286406,-0.0105855,-0.0301377,-0.0301712,-0.00909831,0.140916,0.0118726,-0.145259,0.0341144,-0.016961,-0.0325621,0.0119577,-0.0123208,0.0231843,0.0182932,-0.131452,0.0335906,-0.0211442,-0.00129126,
0.347,0.00267241,0.00350174,0.132765,0.0371777,-0.17516,0.0795757,-0.0190843,-0.0369967,-0.0120418,0.00766603,0.137996,0.0262591,-0.216536,0.0934247,-0.0224364,-0.0386267,0.0267728,0.00555744,0.0206971,0.0255759,-0.207539,0.090274,-0.0273577,-0.00679527,
0.348,0.00220444,0.00845127,0.143124,0.047325,-0.196228,0.0974041,-0.0270099,-0.0363051,-0.00828883,0.0218248,0.145765,0.0359901,-0.233368,0.109524,-0.0293284,-0.0377884,0.0258867,0.0198225,0.0293639,0.0268412,-0.229117,0.1054,-0.0334817,-0.00559023,
0.349,-0.00340644,0.00407429,0.148824,0.0518037,-0.15099,0.104947,-0.0173624,-0.036897,-0.00763015,0.0252016,0.148503,0.0414231,-0.180066,0.114561,-0.0219167,-0.0387737,0.024364,0.0240749,0.032929,0.0261273,-0.180768,0.108463,-0.0271159,-0.00632228,
0.35,-0.000637402,-0.00475951,0.150405,0.0570208,-0.070931,0.108488,-0.0131985,-0.0449557,-0.000807802,0.0225275,0.146105,0.0524898,-0.0922941,0.12172,-0.0203087,-0.0465397,0.0276568,0.0219223,0.0330708,0.0301838,-0.0972351,0.114523,-0.025291,-0.0136954,
0.351,0.0050865,-0.00814497,0.1257,0.0635293,-0.00546382,0.114898,-0.0194606,-0.0451959,0.00569674,0.0219471,0.117452,0.0683005,-0.0185835,0.135059,-0.0248852,-0.0451387,0.0328087,0.0219635,0.00624259,0.0406924,-0.0285438,0.126935,-0.0309702,-0.0123508,
0.352,0.00552097,-0.00822076,0.0615101,0.0710857,0.0369426,0.0939355,-0.0311049,-0.0365586,0.0069041,0.0193259,0.0520658,0.0834238,0.0354677,0.115233,-0.0305251,-0.0347939,0.0319376,0.0202367,-0.0549629,0.0506076,0.0226045,0.105994,-0.0368295,-0.00162834,
0.353,-0.0085175,-0.00756682,0.0375078,0.0773376,0.144123,0.0077389,-0.0274399,-0.0323804,-0.00320931,0.0123507,0.031175,0.0918012,0.156347,0.0207097,-0.0213266,-0.0302747,0.0208862,0.0137365,-0.0724921,0.0544603,0.138471,0.0118319,-0.028714,0.00253987,
0.354,-0.00726262,-0.00274481,0.0688668,0.0795645,0.270721,-0.088577,-0.00777374,-0.0327794,0.00408566,0.00699953,0.0666476,0.0920579,0.29109,-0.086727,-0.00126905,-0.0315151,0.02767,0.00963935,-0.0313879,0.051542,0.272413,-0.0966202,-0.00908973,0.0016178,
0.355,-0.010542,0.00775346,0.11362,0.0761624,0.242835,-0.10348,0.024094,-0.0314412,0.00367098,0.00738642,0.113793,0.0869064,0.263045,-0.107496,0.0268093,-0.0311136,0.0263428,0.0104737,0.021249,0.0426446,0.239681,-0.116274,0.0181742,0.00142419,
0.356,-0.0212302,0.0195073,0.129805,0.067216,0.127349,-0.0416963,0.0449386,-0.0349845,-0.00963381,0.010111,0.13171,0.078552,0.146197,-0.0457437,0.0446815,-0.03502,0.0139619,0.0147079,0.0463451,0.0330834,0.125049,-0.0554776,0.0358006,-0.00228211,
0.357,-0.0077295,0.040029,0.119765,0.0578081,0.114474,-0.0128414,0.0454595,-0.0327736,-0.001697,0.0225459,0.125033,0.0697196,0.133664,-0.0160031,0.0465161,-0.0326466,0.0207601,0.0277529,0.047713,0.0212307,0.108036,-0.0244049,0.0372817,-0.000654027,
0.358,0.00241957,0.0445362,0.124719,0.0466566,0.153243,-0.0189803,0.0489976,-0.0270302,0.00362753,0.0198609,0.134328,0.0553033,0.169243,-0.0233767,0.0533568,-0.0272834,0.0280342,0.0267939,0.0658765,0.00726177,0.148195,-0.0322109,0.0444902,0.00473018,
0.359,-0.000317755,0.0217309,0.151005,0.0510959,0.161032,-0.0155375,0.0338349,-0.0260775,-0.000733269,-0.00707667,0.162323,0.0524137,0.170065,-0.0241427,0.0377835,-0.0276375,0.0223481,0.000765107,0.104447,0.00216467,0.145147,-0.0319315,0.0289939,0.00354902,
0.36,-0.0325464,-0.0123727,0.155708,0.0582944,0.105167,0.0145578,0.0182656,-0.0278354,-0.0332076,-0.0398603,0.164635,0.0518431,0.107956,0.000931564,0.0172669,-0.030725,-0.00771254,-0.030178,0.117403,0.00320026,0.0894549,-0.00680624,0.00963365,0.000279816,
0.361,-0.057298,-0.0339493,0.124713,0.0571695,0.0274955,0.0298041,0.0244376,-0.0276534,-0.0598702,-0.0547878,0.130363,0.0471137,0.0277137,0.0144466,0.0181044,-0.030938,-0.0358361,-0.0439281,0.095935,-0.00288092,0.00684049,0.0070852,0.0110223,-0.000925878,
0.362,-0.0640302,-0.0367414,0.107098,0.0481628,-0.0172951,0.0406174,0.0315689,-0.0257922,-0.0715117,-0.0481647,0.111931,0.0393233,-0.0182855,0.0295755,0.0241244,-0.0285202,-0.0452592,-0.0355165,0.0900253,-0.00841607,-0.0321904,0.0226402,0.0190604,0.000998502,
0.363,-0.0721529,-0.0381909,0.0890778,0.051563,-0.0284007,0.0616756,0.0600004,-0.0260336,-0.0842812,-0.0398703,0.0942154,0.0450097,-0.0328602,0.0576387,0.0565917,-0.0279812,-0.059538,-0.0258617,0.0867965,-0.00317304,-0.0470768,0.0503498,0.05261,0.000417556,
0.364,-0.0778316,-0.0363342,0.0524016,0.0500278,-0.10532,0.0219297,0.0888073,-0.0280756,-0.0895174,-0.0284724,0.0568236,0.0429595,-0.114448,0.0219644,0.089481,-0.0295899,-0.0632045,-0.0127673,0.0636919,-0.00291479,-0.122271,0.015085,0.0882717,-0.00199422,
0.365,-0.0501454,-0.0287998,0.00773099,0.0555791,-0.143318,-0.0415307,0.0836543,-0.0280992,-0.05626,-0.0119506,0.0100614,0.0467261,-0.151665,-0.0398461,0.0842268,-0.0294524,-0.0314915,0.00517451,0.032441,0.00123489,-0.157424,-0.0474385,0.0847225,-0.00322627,
0.366,-0.030768,-0.0242231,-0.0370826,0.0579666,-0.149533,-0.0497623,0.0421673,-0.0341668,-0.0317585,-0.000239386,-0.0369113,0.0500892,-0.152676,-0.0460515,0.0399994,-0.0351435,-0.0063981,0.018437,0.00108523,0.00645468,-0.153372,-0.053831,0.0437932,-0.0100049,
0.367,-0.0300345,-0.0144335,-0.075968,0.0434251,-0.109848,-0.0103192,-0.00335452,-0.0390013,-0.0296249,0.0130789,-0.0761486,0.0414723,-0.1075,-0.00325476,-0.00610153,-0.0388253,-0.00588464,0.0330176,-0.0223452,-0.00106013,-0.104324,-0.0119712,-8.37e-05,-0.0153842,
0.368,-0.0198468,-0.0073172,-0.107985,0.0236244,-0.0876073,0.00255866,-0.0385004,-0.0391756,-0.0205375,0.0186131,-0.106331,0.0300037,-0.0837504,0.0138239,-0.0375391,-0.0376007,0.002859,0.0399099,-0.0363201,-0.0112896,-0.0766278,0.00395725,-0.0282184,-0.0155134,
0.369,-0.0058355,-0.00752248,-0.130953,0.0129222,-0.110322,-0.013942,-0.0601414,-0.0374448,-0.00696178,0.0123359,-0.126868,0.0246635,-0.107533,0.00119077,-0.0534607,-0.0351804,0.0145342,0.0345816,-0.0414272,-0.015067,-0.0958066,-0.00936273,-0.0415898,-0.0151328,
0.37,-0.00493353,-0.0211166,-0.148033,0.0172377,-0.0178028,-0.00105571,-0.0791549,-0.0354909,-0.00355272,-0.00966421,-0.143009,0.0288976,-0.0149693,0.0144445,-0.0689272,-0.0335281,0.0167972,0.0137727,-0.0417317,-0.0103339,0.000340097,0.00182473,-0.0540756,-0.0150728,
0.371,-0.0195736,-0.0432885,-0.167652,0.0195765,0.0421376,0.0299564,-0.105634,-0.0305151,-0.01399,-0.0404568,-0.163618,0.028554,0.0431784,0.0396794,-0.0956543,-0.0293161,0.00399818,-0.0165266,-0.0478361,-0.00893465,0.0620663,0.0267482,-0.0781895,-0.0132825,
0.372,-0.0340007,-0.04714,-0.196339,0.0223151,0.00687678,0.0260072,-0.117035,-0.0151737,-0.0262964,-0.0524471,-0.193718,0.0308064,0.0063695,0.0269865,-0.108975,-0.0146379,-0.0100442,-0.027561,-0.0633635,-0.0067902,0.0296602,0.0114757,-0.0891822,-0.000452839,
0.373,-0.0318026,-0.0436591,-0.213419,0.024665,-0.0265111,0.00258765,-0.103976,-0.00590472,-0.0263279,-0.0572031,-0.211134,0.0352305,-0.0268485,-0.00172791,-0.0972634,-0.00607186,-0.0130766,-0.0324057,-0.0678135,-0.000798901,-0.00201106,-0.0172666,-0.0751698,0.00543194,F1
