SSC_mark,SSC_Smoothed_Filtered_right_TA,SSC_Smoothed_Filtered_right_RF,SSC_Smoothed_Filtered_right_VM,SSC_Smoothed_Filtered_right_MG,SSC_Smoothed_Filtered_left_TA,SSC_Smoothed_Filtered_left_RF,SSC_Smoothed_Filtered_left_VM,SSC_Smoothed_Filtered_left_MG
0,65,56,91,74,62,55,88,62
0,58,47,96,64,58,48,82,76
0,68,42,85,52,56,53,78,83
0,70,31,67,56,48,57,68,89
0,74,28,47,56,58,72,64,88
0,84,26,45,55,68,73,66,79
0,76,27,53,64,86,65,58,77
0,79,37,58,72,91,58,66,80
0,83,43,61,76,98,61,66,73
0,77,53,55,82,95,64,78,62
0,79,45,55,80,80,61,78,63
0,83,46,43,78,74,51,72,70
0,84,53,50,78,67,50,60,79
0,84,55,50,79,62,46,50,83
0,82,50,53,72,61,53,54,84
0,71,46,48,76,61,63,57,81
0,79,38,40,71,66,61,67,79
0,68,38,42,61,70,65,61,64
0,70,34,45,44,76,56,66,46
0,74,32,57,42,66,54,65,31
0,75,36,55,50,80,56,60,43
0,75,34,52,57,87,46,56,59
0,69,39,48,60,88,40,51,74
0,64,40,44,58,83,36,48,79
0,67,46,47,60,69,35,47,65
0,75,46,42,57,69,47,41,45
0,83,49,37,59,77,47,40,44
0,87,50,35,59,76,60,38,44
0,85,48,35,66,76,60,47,54
0,81,43,37,68,76,69,61,68
0,74,41,33,65,74,64,71,77
0,81,35,35,56,75,69,76,66
0,80,33,42,45,67,65,64,59
0,82,31,52,40,64,65,64,49
0,82,28,51,38,62,60,54,60
0,79,33,43,43,69,61,55,69
0,83,36,41,61,76,54,51,72
0,83,43,49,72,82,48,46,75
0,88,44,46,70,81,41,53,75
0,92,48,52,69,82,37,47,66
0,91,39,50,62,76,47,50,66
0,82,35,54,70,75,44,51,70
0,73,27,52,66,75,50,59,82
0,67,23,46,73,76,48,58,73
0,70,21,36,63,78,57,65,62
0,76,30,33,60,67,63,54,51
0,84,32,42,49,70,58,59,46
0,81,36,45,42,74,58,55,56
0,74,41,51,41,83,45,54,65
0,73,35,45,55,92,41,56,85
0,72,37,52,68,85,45,53,75
0,71,36,46,66,74,46,48,78
0,61,41,49,58,66,50,43,69
0,60,39,44,44,57,51,39,55
0,64,40,39,47,59,47,57,41
0,70,42,50,60,63,62,58,46
0,77,45,46,68,70,63,64,63
0,79,39,39,71,64,71,61,71
0,82,38,28,67,57,65,53,62
0,69,42,23,60,46,62,54,55
0,72,36,35,46,52,53,54,43
0,66,28,44,45,64,60,57,51
0,64,35,57,47,70,43,56,55
0,64,36,56,67,80,56,55,63
0,65,34,48,76,70,59,41,62
0,71,27,50,87,70,55,42,57
0,67,30,41,80,71,46,48,56
0,60,37,49,69,75,37,50,38
0,61,42,44,61,71,33,51,36
0,69,40,43,68,71,35,48,33
0,73,32,38,77,70,42,57,56
0,77,32,39,89,71,51,60,69
0,72,31,46,73,71,56,61,80
0,71,33,49,63,73,64,57,77
0,79,30,57,53,75,57,57,78
0,79,29,57,60,77,52,55,79
0,76,32,51,59,87,46,57,86
0,73,31,47,78,84,47,52,85
0,72,32,57,78,82,51,49,82
0,72,25,55,82,83,58,48,75
0,71,26,58,88,83,53,42,74
0,73,29,52,79,88,53,49,55
0,75,38,43,77,80,48,49,48
0,82,35,38,79,64,47,52,42
0,78,36,33,79,59,55,59,54
0,71,36,32,72,59,53,61,54
0,58,35,40,57,64,55,59,64
0,59,32,37,42,70,50,57,71
0,61,24,37,45,73,52,57,72
0,73,27,47,47,77,51,61,78
0,81,31,43,52,84,55,62,76
0,87,38,47,61,96,46,52,78
0,79,36,48,64,89,41,48,67
0,74,43,43,72,79,33,47,62
0,76,40,46,78,69,25,40,57
0,78,39,37,76,75,25,39,47
0,78,45,27,79,72,33,30,38
0,80,40,24,80,80,50,39,31
0,70,36,21,77,83,56,53,27
0,69,34,35,63,78,59,60,31
0,74,26,44,49,76,63,61,45
0,74,22,48,36,74,68,46,58
0,73,28,47,38,77,56,39,74
0,67,34,51,38,79,51,50,76
0,73,52,55,44,82,47,54,85
0,69,60,55,55,73,49,52,86
0,63,54,50,67,74,49,40,73
0,56,46,42,63,69,41,36,60
0,49,33,37,62,83,31,41,47
0,46,36,32,74,83,36,43,48
0,64,42,32,78,79,44,49,48
0,73,43,30,76,76,57,57,59
0,76,32,27,61,71,62,65,59
0,73,29,34,47,70,60,63,67
0,66,30,44,39,62,57,54,67
0,69,35,49,45,67,43,46,65
0,71,36,61,50,75,44,44,70
0,72,34,53,45,86,36,43,73
