RMS_Smoothed_Filtered_right_TA,RMS_Smoothed_Filtered_right_RF,RMS_Smoothed_Filtered_right_VM,RMS_Smoothed_Filtered_right_MG,RMS_Smoothed_Filtered_left_TA,RMS_Smoothed_Filtered_left_RF,RMS_Smoothed_Filtered_left_VM,RMS_Smoothed_Filtered_left_MG,MAV_mark,MAV_Smoothed_Filtered_right_TA,MAV_Smoothed_Filtered_right_RF,MAV_Smoothed_Filtered_right_VM,MAV_Smoothed_Filtered_right_MG,MAV_Smoothed_Filtered_left_TA,MAV_Smoothed_Filtered_left_RF,MAV_Smoothed_Filtered_left_VM,MAV_Smoothed_Filtered_left_MG,WL_mark,WL_Smoothed_Filtered_right_TA,WL_Smoothed_Filtered_right_RF,WL_Smoothed_Filtered_right_VM,WL_Smoothed_Filtered_right_MG,WL_Smoothed_Filtered_left_TA,WL_Smoothed_Filtered_left_RF,WL_Smoothed_Filtered_left_VM,WL_Smoothed_Filtered_left_MG,Label
0.5037058917651162,0.4990455760999379,0.5867958461939685,0.5587632343243537,0.4965910324012912,0.5049840160087289,0.5338172286458502,0.5485318535505874,0.0,0.0474422433940924,0.0585705411260649,0.2354161234824849,0.295406365639272,0.371328993078091,0.1242097598842325,0.1409183136827847,0.5685409087427431,0.0,4.904075278994148,4.905544871296423,14.460658176333045,17.321941721236534,27.082159886840707,6.434788697762005,8.98653869987064,37.3395182406448,0
0.5011015900914721,0.5082498749951847,0.5097187017915275,0.5160622187922815,0.4999151597770587,0.5231153951025874,0.5094116088037608,0.5193178127784793,0.0,0.0291204908420219,0.0504807988410646,0.1338736230739815,0.2569503525160015,0.1003177558676811,0.1020244777102678,0.1759141120341618,0.4128011719108556,0.0,3.0153904112350727,2.447632888182638,10.163633289984116,28.30004685580296,8.893717470571627,5.069282095588298,10.270903940338869,29.122404687181056,0
0.4965844529603098,0.5456113254385565,0.5017774178483462,0.486572416419931,0.5004236072704032,0.5263676275510978,0.4810160212987461,0.49690763934872,0.0,0.035630571465461,0.4627625229752459,0.0532599043260068,0.0496177779930113,0.0939285752277482,0.2597883805564551,0.0888536693620984,0.0536271620028603,0.0,2.2830322807373173,16.99796597675067,3.596943270710704,3.7249274702268567,8.303636687487245,14.107996531524725,4.496925544732957,3.7973174271338426,1
0.503684660650096,0.5199937347712329,0.530930207130724,0.5105490509192016,0.5145140457679299,0.5088161985304169,0.5156167257485818,0.5253690075558588,0.0,0.0748595609378359,0.179680043641954,0.1323449524540426,0.0827375632701351,0.1570127302615039,0.1574028045280731,0.1095891064552213,0.2153737641864207,0.0,6.742400643440707,12.074407355661014,11.35856296139812,6.483824186512801,8.43138461348752,8.812246105120721,6.489177550918532,22.154132478509567,0
0.5119384229570417,0.5229325861792978,0.5057649652564069,0.5201275456380879,0.5443414030683599,0.5199347407178305,0.5117129133539655,0.5426891595646974,0.0,0.0653509773500679,0.0780277846756345,0.0666019116663762,0.4356667465103606,0.8111013350881459,0.2111172323831997,0.6287177868329415,0.6018010066553676,0.0,8.253742888737875,6.176514498373055,6.045235636180008,32.12632226933808,44.75205263297431,11.990876184198584,51.74843657758237,54.20989209865261,0
0.5103949549912263,0.5559217797174418,0.5135989982537256,0.4949163992419528,0.525795132579603,0.5021196759094401,0.5227036318373469,0.5060758502374774,0.0,0.0855324347043434,0.2929684113418019,3.935433133898576,0.048281433845719,0.1007346674693797,0.0416496777303215,0.0832597041621667,0.0989036760540597,0.0,9.698856296872666,16.79242475774845,394.8419259878578,3.1770401081387885,7.09677111817546,3.5601728011691924,4.872533927680308,6.273436184286181,1
0.5260801476297225,0.5002862832606212,0.5010673279588588,0.5005984521148986,0.5178700254188942,0.5533771692797986,0.5051993445260483,0.5054595840935011,0.0,1.8111681281090737,0.1000686403296796,0.0243752934522319,0.0945517683208811,3.36561705122396,0.3187868438061226,0.1786725855184433,0.1830557589781383,0.0,118.98656485622868,6.332482853690656,1.897292277745218,6.225126632367742,254.8262073172468,12.85271614218808,15.133771322379674,10.361761967678303,0
0.4973759553025337,0.513493862146515,0.5083750847845602,0.500668983218937,0.512165855676909,0.5248219194303142,0.538829107548341,0.5034787615942137,0.0,0.1843316898540029,0.0457749244500647,0.0205636837904768,0.5009342548758526,1.714041900262942,0.155997376269827,0.5624527510439878,0.1125490435414266,0.0,17.46742448775675,2.832026562271957,2.043536305270196,46.34907775973434,114.6587579904127,11.211563883157469,40.65616712860138,12.449502834755537,1
0.5128170004686089,0.5073531863731147,0.5313630918169081,0.5088426501443268,0.5019074603134809,0.5109989301950258,0.5130719752001648,0.5074808783921737,0.0,0.0518737532260806,0.0286186058155889,0.0535126263046967,0.0529572603358437,0.116705572815641,0.0335043115335156,0.029047690315458,0.0295854880176962,0.0,6.599842317053188,1.88695581992854,2.903831852103388,7.93426525843697,12.303506192727076,2.8954245876838423,1.7360348361868354,2.0778695412091794,0
0.508149908833252,0.5176463272304386,0.5047271396525886,0.4983628905741203,0.5014456478696997,0.5134541478636642,0.5020622638381744,0.5017185594765107,0.0,0.0467676896107896,0.2083080252432381,0.0344903678748435,0.0820032251546393,0.0872529573488906,0.1591219320011608,0.0813701382462652,0.1155965052017151,0.0,5.318434703482513,12.90586037859886,2.189475571029006,7.335401329789161,11.988160142650834,9.939543733334888,7.640772539529188,12.045806389787868,1
0.5117078356489991,0.5210516208078343,0.5089880987665438,0.5266980923928128,0.507838069226704,0.5159067785672213,0.5080119714901131,0.5269831462692679,0.0,0.0520151312548285,0.0488650355678365,0.0276484693210897,0.1010758986356507,0.0583091210701862,0.0379620660455962,0.0206240005633685,0.0940286516608524,0.0,5.763739532453816,3.152450539490077,2.601292264440799,9.53862221960195,6.501002044040081,2.720716143540609,1.805269568366482,8.488059242485473,1
0.5187850336284943,0.5413607937939199,0.5220902451586839,0.5067530126423151,0.5012445623876778,0.50729570258318,0.5102990301330779,0.518455643379718,0.0,0.0408607617088041,0.121374334700804,0.037089494369878,0.0229186145211857,0.031295544541902,0.0644410814994876,0.0226220253969816,0.0513062641963432,0.0,5.67509847790057,5.8722095021503655,2.9477798930356447,1.4128376162578196,2.427109152135437,3.676414508115887,1.8903313157402333,5.105261101456546,1
0.516967403454619,0.5153973909881052,0.5084342810577203,0.5255909462534321,0.5269375480026294,0.5161341146342531,0.5154032370618605,0.5246100316551595,0.0,0.1044133100240772,0.1362873821004304,0.0597980181454572,0.6175985006261253,0.5895084130636069,0.1246262386923861,0.1652829382927667,0.9350844542531306,0.0,11.442958288765931,11.161544612102237,5.161308907651463,47.72252336737067,46.47085665699848,8.235534567689664,9.681364814336025,102.73790574102344,1
0.5249058720665034,0.4974704202019251,0.5057751314422582,0.4997978253193177,0.5005204257073947,0.5044495868798319,0.5012553666230656,0.5002984725580824,0.0,0.0636288611295988,0.0416921861117574,0.0507293302235563,0.1350542415936875,0.1365769472838058,0.0795190385955041,0.106985335248593,0.1797790558838404,0.0,4.899179178141525,2.5845610681499966,4.92927704433326,15.559116457434962,14.956536054321628,4.6954847040248335,8.685418001523406,15.020425393984,1
