VAR_mark,VAR_Smoothed_Filtered_right_TA,VAR_Smoothed_Filtered_right_RF,VAR_Smoothed_Filtered_right_VM,VAR_Smoothed_Filtered_right_MG,VAR_Smoothed_Filtered_left_TA,VAR_Smoothed_Filtered_left_RF,VAR_Smoothed_Filtered_left_VM,VAR_Smoothed_Filtered_left_MG
0.0,0.0012023245389533456,0.004096071410097664,1.2480624589083242e-06,0.0002665240173183115,0.004705289733839181,1.7516624816792572e-06,0.00020851965490881124,0.030298686354693283
0.0,0.0025427583419600974,0.003231776097940635,6.828123648125561e-07,0.00013491968493061757,0.0049634729605412785,6.88287458820783e-06,0.0014963676260495852,0.021688367940806353
0.0,0.00381715936463188,0.0034595631104227475,8.949090579074967e-07,0.0001760316995783524,0.003911261975959372,1.2156096090180677e-05,0.016348543111411117,0.011677628730394457
0.0,0.0040392348549451035,0.00309244915783322,1.4666249921520823e-06,0.0012301707154258562,0.003256267967041766,1.638289545490687e-05,0.01724455239527056,0.002023064352651348
0.0,0.003939883329671444,0.001639691911680452,1.9492704298374305e-06,0.0013605042968061701,0.003185464769419274,1.8917969789347702e-05,0.017528483239162434,0.003522590086941281
0.0,0.0035521974387608336,0.0009639157383980796,4.922849595797497e-06,0.001836391968821239,0.0030279867546568868,1.2513287955452923e-05,0.002553344729165194,0.003963756825523181
0.0,0.0026879901798967367,0.0006919728560910316,8.880496898532462e-06,0.0033093382648088877,0.0008476070088273763,1.2833401562645463e-05,0.0012473803571916135,0.0037516857641139044
0.0,0.0019398825429533105,0.0005227941517036381,1.6934336887035305e-05,0.009153291139307252,0.0007170341123732289,1.4615248733149916e-05,0.0007924254331692591,0.0011391010938453382
0.0,0.0014768879369116852,0.0005452470663449495,3.6855649088731594e-05,0.009936660657093732,0.0010817193037140514,3.253496187568415e-05,0.0014150162903693217,0.0008870553551083167
0.0,0.0018333754395634123,0.015355097157983732,0.003479774200740049,0.008837690602466784,0.0013029127961529925,6.399932138999716e-05,0.0017975071731070335,0.000879638442013176
0.0,0.02793999924423426,0.04071209823363128,0.004504807181487767,0.0074988002332564176,0.0013822746355515378,0.00013324519253492723,0.0026532659401317803,0.001115643417747095
0.0,0.035566024973934504,0.05159096663832943,0.008751366068685403,0.0050954282194656635,0.0017813990629258645,0.00029614251977567183,0.0023050225910397127,0.0024278138356302313
0.0,0.03660589048630047,0.04936117929658621,0.008636272435850327,0.006905815683058374,0.002745801532855439,0.0085306180821389,0.0017754273906223186,0.004230973345861875
0.0,0.021022704043704484,0.022738044437911498,0.004573918790905625,0.006062412878787733,0.0037199285889609485,0.008731659900004542,0.0012035728018604456,0.011687403131497678
0.0,0.0022110530584550547,0.00879286366773856,0.0001574684534455863,0.004105507896561264,0.004358868321444915,0.008681795873648519,0.001336463072530745,0.015837041208560863
0.0,0.001388630392525371,0.006672082333819893,2.8769490020947266e-05,0.0024636205734702267,0.004428489133859035,0.005502431937005071,0.0041352022107688045,0.017040545611004074
0.0,0.0018806331402246724,0.006012631637445332,0.0008350994260285067,0.001717514156263952,0.004473143088463817,0.0001825202756991275,0.006655279856736633,0.015244305406290693
0.0,0.0026309979359044502,0.005626224997073408,0.004887505561259748,0.0018089606001970777,0.009859620656977902,7.883522734824861e-05,0.008932420369103017,0.00971027426917194
0.0,0.0021719584166343796,0.0034235570991540455,0.004938995269037344,0.0025505398056170224,0.010347383986975595,4.380841165325217e-05,0.011920521987268612,0.0063878659919052345
0.0,0.0020926644162647793,0.00100273896096736,0.004936187755299708,0.003909241888836463,0.010725122185966333,3.244438669891701e-05,0.010930346020766915,0.00640398379331299
0.0,0.001280030250861248,0.0011979356030419695,0.00473982269273498,0.006615508944795973,0.005292388740916943,3.3599370320557234e-05,0.010453871384797093,0.006574014615217711
0.0,0.0027157258639021386,0.00187666411527404,0.014781049309878362,0.009932453576309059,0.0029134489499995334,2.5931224761425674e-05,0.007166934138962255,0.001936545588264512
0.0,0.00362415095951168,0.005342902790747808,0.026197688315631237,0.017570190722335982,0.0029570491824874186,2.7388043363898094e-05,0.010579966198720403,0.0020384285599187096
0.0,0.005449111262832211,0.006329980585595815,0.029318862931974762,0.023421662137094047,0.002861860194837362,2.430337750920294e-05,0.009412557317257096,0.01708111434229285
0.0,0.005236786512815536,0.00620072556384218,0.03648978029936011,0.024382419177679734,0.0023817021695311845,2.190640943900771e-05,0.007911448571189748,0.01953851715866793
0.0,0.007646118780259583,0.025497602285035788,0.026867970623805023,0.022654517309888246,0.0015104883703624854,2.0728062479921277e-05,0.00475056809684693,0.024953480496885377
0.0,0.006060081183047842,0.03106445902329373,0.019662813251329667,0.012505578405206318,0.0038515235387769687,2.9295213539594424e-05,0.008886777088436434,0.025134480623599985
0.0,0.00712904538349923,0.03332451135450881,0.006414103815699941,0.004428524478176156,0.007049298444800918,6.424985781954118e-05,0.00813935693316887,0.03709536211123569
0.0,0.0052267933966765445,0.025312165687732906,0.0002168845319703536,0.0042621952893132945,0.006907161161768535,0.0001489235321263591,0.008959839208291914,0.040727189378589684
0.0,0.005010475165517713,0.009987240709494933,0.00025048004626425336,0.004210114281239128,0.008496849129892715,0.0006665479093898942,0.0074948219691686295,0.03618776189610499
0.0,0.003144587157995299,0.007670073288360891,0.004964011659105687,0.0020946273724765548,0.042240256867132404,0.014217626968662323,0.01939125936811736,0.0258165186223022
0.0,0.002442228539408656,0.0035942047924957575,0.009632814041154574,0.0014305684902923817,0.06019792892436919,0.02410644555013416,0.030200496665487592,0.02887386099698913
0.0,0.0011001685269043154,0.0015779023542354623,0.011933073944756484,0.0009657413897375458,0.05991790688406081,0.048258107414147,0.028622260639526408,0.0289311149643733
0.0,0.0011253124602626906,0.0008007451726985951,0.01384588996112503,0.003887568975886504,0.0324307600072079,0.04223680010157654,0.01677704224971923,0.02728144465778928
