RMS_Smoothed_Filtered_right_TA,RMS_Smoothed_Filtered_right_RF,RMS_Smoothed_Filtered_right_VM,RMS_Smoothed_Filtered_right_MG,RMS_Smoothed_Filtered_left_TA,RMS_Smoothed_Filtered_left_RF,RMS_Smoothed_Filtered_left_VM,RMS_Smoothed_Filtered_left_MG,MAV_mark,MAV_Smoothed_Filtered_right_TA,MAV_Smoothed_Filtered_right_RF,MAV_Smoothed_Filtered_right_VM,MAV_Smoothed_Filtered_right_MG,MAV_Smoothed_Filtered_left_TA,MAV_Smoothed_Filtered_left_RF,MAV_Smoothed_Filtered_left_VM,MAV_Smoothed_Filtered_left_MG,WL_mark,WL_Smoothed_Filtered_right_TA,WL_Smoothed_Filtered_right_RF,WL_Smoothed_Filtered_right_VM,WL_Smoothed_Filtered_right_MG,WL_Smoothed_Filtered_left_TA,WL_Smoothed_Filtered_left_RF,WL_Smoothed_Filtered_left_VM,WL_Smoothed_Filtered_left_MG,ZC_mark,ZC_Smoothed_Filtered_right_TA,ZC_Smoothed_Filtered_right_RF,ZC_Smoothed_Filtered_right_VM,ZC_Smoothed_Filtered_right_MG,ZC_Smoothed_Filtered_left_TA,ZC_Smoothed_Filtered_left_RF,ZC_Smoothed_Filtered_left_VM,ZC_Smoothed_Filtered_left_MG
0.0695004684714529,0.1506785627409891,0.0442319733613752,0.0288265288265202,0.0953402714885667,0.0202220336826221,0.0119394594547931,0.2041223720056108,0.0,0.0440318326860699,0.1036582418020686,0.0285760388823346,0.0221334921595795,0.0623395072412722,0.0147271297642523,0.0095099848658047,0.1396976311256254,0.0,5.537338209792099,6.779893974858753,2.071723252998261,1.2760763627024514,6.6956383675358975,1.2259819063432236,0.6673720255472217,14.67637284731195,0,36,21,21,16,35,21,21,38
0.1009652427462933,0.1338536944701395,0.0328082836349005,0.0205111857831333,0.0979263478715844,0.0402530547794103,0.0320219252621233,0.1727248513009113,0.0,0.0697213895960342,0.0959540643910735,0.0240790491403683,0.0164261160200392,0.0681983619341976,0.0233164133390603,0.0173760021837221,0.1065343916549736,0.0,8.6999320262192,6.155475137650232,2.318955397175665,1.2535080986264031,7.0707346108319005,1.40048629045154,1.1919101136393135,11.772545324318976,0,39,21,23,21,33,15,19,34
0.1237120918704215,0.1384552416386296,0.0374497243729298,0.0234231350336362,0.0869264434600125,0.053280663751875,0.1057202223230195,0.1267682223612928,0.0,0.092262831770683,0.1046486598638602,0.0288420434448565,0.0184925223740709,0.055974373006257,0.037138265547881,0.0622949951982188,0.0649343968298507,0.0,11.434586702673364,6.598424238465198,2.9071376871790227,1.5631371164964132,4.946984852562299,2.281963339642131,3.2926925951303034,6.9446676430510745,0,39,24,28,27,25,14,15,26
0.1272468930281603,0.1309078447502902,0.0479466222239008,0.0619195953826623,0.0793229126032547,0.0618354666008977,0.1085793241081417,0.0527758610397019,0.0,0.0961105683570055,0.1006740712435804,0.0375599133977994,0.0386700846930643,0.057797915377089,0.0496619827111663,0.0712534127188049,0.0333192478954377,0.0,12.353799401604675,6.612343864321471,3.486902581047638,3.210727211554524,4.476564984535865,2.8831923510012354,3.80947733148788,3.176648926136419,0,40,24,27,27,19,14,15,26
0.1256717745164871,0.0953473150316183,0.0552706822787546,0.0651226445166091,0.0784658288165379,0.0664726514326987,0.1094673347685439,0.0695863757776423,0.0,0.0919161896577349,0.0756988472460808,0.0425708153609256,0.0435044355004118,0.0556084694048242,0.0540371162519694,0.0747833948466006,0.0474221602335126,0.0,12.387888671310858,5.847835073650139,3.990758251197623,3.562658210214246,4.889219946671674,3.272525252257372,4.161077094222621,3.487178167689,0,42,28,30,28,28,18,17,22
0.1193326286692961,0.0731680351928993,0.0878595357064348,0.0756563015038461,0.0764946219023327,0.0540872203836237,0.0418398312410193,0.0738315557871556,0.0,0.0868675706087471,0.0587469689836662,0.0634436390914593,0.0563501511313311,0.0519335119531155,0.0439624969283116,0.0328524248798121,0.0545558955362126,0.0,11.8094544715548,6.458366975906107,5.705094196238522,4.271404161763849,4.40417248726572,2.525771350517359,1.9179437331745404,3.839533120449573,0,41,28,32,23,29,20,16,22
0.1038193221948856,0.0619907334247518,0.1180094583913825,0.1015548559921682,0.0404709840212677,0.0547284674094873,0.0292034661571456,0.0718194114961346,0.0,0.0725354871609154,0.0464091366469579,0.0908485212055016,0.0750511217036644,0.0325364630012131,0.0434122731972285,0.0242451076778471,0.0543868156642659,0.0,10.8330407075886,6.000993939423797,8.347028146927183,6.482998340047859,3.4505322535785,2.757894836923793,1.5378566223513506,3.085647494122876,0,45,34,33,23,34,24,15,16
0.0881907363528815,0.0538322274167233,0.1629115488554646,0.168983946805895,0.0372586079344079,0.0584082505938694,0.0232757326473064,0.039575324496369,0.0,0.0636695167361673,0.0389148797764295,0.1344366230401545,0.1218521583106241,0.030059675669294,0.0459197383475023,0.0193628390345572,0.03239475735376,0.0,8.520954463661164,4.904007850870012,12.227149387480845,10.797416765470762,3.1094991298891195,3.762490452985716,1.3716033777227472,1.7073685507880114,0,40,31,30,22,37,28,20,14
0.0769431195864836,0.0550018832120248,0.2404476090905985,0.1759721255397566,0.045784937162388,0.0873380812917599,0.0311362390877565,0.0349524889588191,0.0,0.0601812979157004,0.0392666932332994,0.1975543960312217,0.131049993049553,0.0368861006234433,0.0679446466632719,0.0243199789931104,0.0293173423708147,0.0,6.248978613192266,3.5124480003691976,18.23423524526324,11.38219851934765,4.249095986620835,5.412864529169317,1.7307009761571128,1.5694716391524983,0,34,31,30,22,32,26,20,13
0.0858344437434769,0.2919477756735039,2.337786874244678,0.1659753834204762,0.0501808035979934,0.1222239230776525,0.0350784137249873,0.0348251346640188,0.0,0.0672400216759491,0.1575983816855593,0.939265809104382,0.1168375175671461,0.0394263238197963,0.0973317515415003,0.0282609967306298,0.0283093874263879,0.0,5.200073212711217,7.794934528455565,103.73169126239084,9.814660528090595,4.701926864547415,8.345966057600972,1.9709338023682264,1.5895566885074577,0,24,23,27,21,31,28,21,14
0.3353193484907233,0.4750493001649695,2.6709105371808586,0.1528688133763163,0.0516981492293164,0.1763511355825812,0.0425898360557682,0.0391618119703595,0.0,0.2039545989719883,0.3311021906934618,1.453576212748486,0.1084127352031825,0.0403069063992308,0.1428968100144206,0.0364233283104734,0.03161942079064,0.0,11.20336671240606,19.12921294935457,132.187358193193,7.729408478756039,4.177128118183458,12.978278436258991,2.531231884780812,1.9064278855840409,0,20,22,23,18,22,28,18,18
0.3776604950200143,0.5347305155504205,3.704405904702703,0.1260675747639268,0.0587011125808037,0.2629749622144557,0.0397422416045177,0.0578430848924843,0.0,0.2581750144094079,0.4180244896826779,2.393967695722798,0.0893263481705522,0.0452601614675565,0.2170405078419201,0.0333030332547846,0.0436559756645405,0.0,13.596900348765969,26.770811556220853,205.6322610987155,5.936735340602313,3.8972399149004096,20.294167357990688,2.246064176619848,2.824436350743542,0,19,20,18,19,20,30,20,19
0.383211287920368,0.523042507171212,3.680325666387856,0.146712510403944,0.072830978723832,1.432960091141673,0.0348393150936629,0.0762629077941894,0.0,0.2780976461531905,0.4169635952876163,2.310774927145872,0.1162421170756802,0.0538793104091265,0.7403847841035275,0.0279506193560791,0.0615464007867862,0.0,15.001101456991066,25.92323058554944,198.3960330225155,6.964149197630636,4.511893214379199,98.72133164994597,1.983961844844684,4.364293332967822,0,15,18,20,17,24,37,22,21
