RMS_Smoothed_Filtered_right_TA,RMS_Smoothed_Filtered_right_RF,RMS_Smoothed_Filtered_right_VM,RMS_Smoothed_Filtered_right_MG,RMS_Smoothed_Filtered_left_TA,RMS_Smoothed_Filtered_left_RF,RMS_Smoothed_Filtered_left_VM,RMS_Smoothed_Filtered_left_MG
1.1040658005711268,0.08103500915130304,0.019813040420001694,0.15438294632206614,2.7646233751586085,0.11950951935253551,0.07784123202560471,0.24005462613893944
