WL_mark,WL_Smoothed_Filtered_right_TA,WL_Smoothed_Filtered_right_RF,WL_Smoothed_Filtered_right_VM,WL_Smoothed_Filtered_right_MG,WL_Smoothed_Filtered_left_TA,WL_Smoothed_Filtered_left_RF,WL_Smoothed_Filtered_left_VM,WL_Smoothed_Filtered_left_MG
0.0,2.2470061018313006,13.264230572121107,12.650672468145062,22.56333562547871,12.911678283341537,10.16591560791436,14.375383448122463,40.44407032302753
0.0,1.6423598791452738,8.996104626268721,10.99926130760032,20.203849224724095,13.142518171004877,9.369337461077734,12.173457483458865,46.9164309493306
0.0,3.8052566339024594,10.338936759851608,7.8567846283343865,15.486821180304872,5.601253284276741,4.373146169897788,6.932780002502878,51.16844008256155
0.0,6.634585983936473,13.278414210977852,7.48642815409471,8.84894545324703,6.298847957797879,2.677247081873018,1.9592049439780337,39.895436377646675
0.0,7.62940963507721,13.897300022585622,6.902618494306788,5.8564887104066345,8.939814149587432,5.921784176572821,3.9504886694004417,25.925155442664106
0.0,6.314671305207867,11.04520879649515,6.42402985314223,4.229070447884502,10.940343784093843,9.653870347961897,5.4103224198217035,19.2219667214927
0.0,3.95399752669969,6.930854239286327,5.095402266514023,4.352261936117494,9.494279962177023,10.961377195077613,5.9759189191098105,26.27343624576508
0.0,2.7877413380963656,3.8737289313311196,4.138678746697436,4.868066138520311,7.794139155394093,10.352362687882833,4.251738615228312,25.973879608022425
0.0,3.4178235623209887,2.3340971374098434,2.800774145301525,7.263448896801288,4.359123108434334,7.127738136809278,3.8064557541097446,22.4390983564998
0.0,4.592471613760672,1.5750546909039178,2.3296603335973467,11.704345151577167,5.212310734385381,5.610347160793749,4.866736771092826,7.23497743701067
0.0,4.949938982653443,1.9417151511652995,1.9266014083559546,12.438250639233477,7.028554320290245,7.2315636128934955,7.99076931100106,2.480617074406357
0.0,5.475783007088144,3.3032355336173227,1.5453200315339295,10.829734071130678,7.997901577093345,10.04981061617056,8.884470691184273,2.3164243630818824
0.0,8.943642576641345,6.291977396800052,1.6697976920173545,8.81056420013655,10.348276709507351,9.094895804861913,7.806567246319702,3.4879686412834454
0.0,11.369827626789597,8.097959537998953,1.6830989502557576,9.045096281173713,9.302289665100233,8.696341843783,7.681754281662194,3.614558185120527
0.0,11.227901529888305,7.1962061893482065,2.046584047971688,9.630957718699424,7.752941843214055,4.883171095459462,5.550896034679164,4.137726642703074
0.0,7.313526978038965,4.391482991511889,2.242265980111558,7.974935484640581,6.136790431323885,3.534146814367177,6.431298371892453,11.632914981163507
0.0,4.232278355849068,2.112327892101265,2.8960622488333163,7.87158336950231,3.835769617969832,2.862710855184783,3.6070320240490554,28.493075864357014
0.0,6.290230526308443,5.384001041672317,5.688924588384305,9.38856435981669,3.5385530877080367,3.259413668716995,2.7447977580162024,36.22032321266803
0.0,8.154694374162666,12.322339847495005,9.92049093330054,7.657657657446113,8.845849146230755,4.95608671442825,2.2898346437096224,31.030956743397613
0.0,10.875401448866281,15.202802009449275,10.851895019130703,6.9052135045895895,13.882373997387592,8.082682407949914,6.70547578144257,19.693863006349495
0.0,8.562224299363837,13.665461297325338,9.34640194830176,3.5131225009147142,14.577522652772073,11.22068465883763,10.49075214620124,8.06773104490255
0.0,7.946273581817777,7.440691427732867,6.610546986315419,3.9680429975974754,11.3679097194459,10.751227423579214,12.231234909962232,6.404207864373562
0.0,6.814682825892349,4.7955202748026675,4.46860147785762,6.2755848193866,5.384886262182615,8.726472633821,10.331421683709063,4.405282897768924
0.0,6.8580838792231305,3.5240454164755133,3.4033232745362567,12.518591854783145,4.5653045005674775,5.473624758157476,8.971964845256325,2.9573949838616573
