MAV_mark,MAV_Smoothed_Filtered_right_TA,MAV_Smoothed_Filtered_right_RF,MAV_Smoothed_Filtered_right_VM,MAV_Smoothed_Filtered_right_MG,MAV_Smoothed_Filtered_left_TA,MAV_Smoothed_Filtered_left_RF,MAV_Smoothed_Filtered_left_VM,MAV_Smoothed_Filtered_left_MG
0.0,0.5026768547457684,0.5047551884081403,0.5009516483691985,0.49943083018469253,0.5010752091401334,0.4989452622591803,0.5000435170731028,0.49971320974391903
0.0,0.5007447464461746,0.5201260793087161,0.5010971884324913,0.49937102886206697,0.5015739859347492,0.49978795997253733,0.5010336961199435,0.4996582913844495
0.0,0.5003047141511742,0.4939170427021161,0.4998768632234859,0.5028069192058504,0.5016147700496391,0.49869448771728253,0.5005523184970448,0.4986968320725953
0.0,0.5011228847939765,0.5030399821284671,0.5016934744771891,0.5019147103351476,0.5005911347346201,0.4990079151363144,0.49952589216622917,0.508297098930621
0.0,0.5027362287085991,0.5023667738498103,0.49879892300766054,0.5013539046956487,0.5000960057460999,0.498709631363237,0.5007437969264776,0.5082158212497793
0.0,0.5001833616933268,0.5031131721075872,0.5037686040359971,0.50319725781698,0.5012176357507924,0.49713870281913203,0.5000339846261196,0.5055168431552707
0.0,0.4991762486315677,0.5030904798453424,0.5003206312685233,0.5030737221565655,0.501716021338337,0.4982279471246585,0.5002151928795835,0.5102884308425087
0.0,0.5011002646003013,0.5018474714434162,0.5026853873071012,0.5030406320160165,0.5002378024911674,0.49857276645038795,0.5002412255614568,0.5077826247400248
0.0,0.4970495620419147,0.5039049534725086,0.501413346738815,0.4984354363348091,0.5018959962591896,0.49819749673132857,0.5004024557677283,0.49877456354812827
0.0,0.49981927475244037,0.4997540355384139,0.49990207196388975,0.4993081322724503,0.5001338014535048,0.4975552025742041,0.5016288633943744,0.499532742995145
0.0,0.5000880707974672,0.5021986946182677,0.5006202024903409,0.5005681047722178,0.5027122413916436,0.49981966219124774,0.5008310212917612,0.49928061349367736
0.0,0.499897090941638,0.5020738095582193,0.4982020603951337,0.49903443971438877,0.5008841322505813,0.500237957353679,0.49677094526525145,0.49934266945400124
0.0,0.5042421781145329,0.5019780643741284,0.5043571453209587,0.5018890137466169,0.500623718371658,0.4993925149569942,0.49588525510950626,0.49897696029780414
0.0,0.508865507300947,0.5010417519966142,0.5007179003210412,0.5044758036075984,0.500829726885418,0.49884145772630073,0.5019793793624971,0.4997188912218827
0.0,0.5235408587708577,0.5058261129921426,0.4998034780586826,0.506746027035685,0.5020910168584141,0.4986980067408413,0.500690417648118,0.4991944989818259
0.0,0.5261316074586456,0.5021934078934459,0.5011853805206511,0.4919875293929178,0.4990791980923791,0.498447839443257,0.49967931404598187,0.4999010165937034
0.0,0.513533086318619,0.4981836948324012,0.5009289094299604,0.49660546073647,0.49949738376368025,0.49747673206135423,0.5005608735234441,0.4980067125527191
0.0,0.49623370901651725,0.5042786158862875,0.49865161868180213,0.501174197225841,0.5009135071246831,0.4997018578638431,0.5001039171877519,0.4996350417239042
