Time,right_TA,right_RF,right_VM,right_MG,left_TA,left_RF,left_VM,left_MG,mark,Filtered_right_TA,Filtered_right_RF,Filtered_right_VM,Filtered_right_MG,Filtered_left_TA,Filtered_left_RF,Filtered_left_VM,Filtered_left_MG,Smoothed_Filtered_right_TA,Smoothed_Filtered_right_RF,Smoothed_Filtered_right_VM,Smoothed_Filtered_right_MG,Smoothed_Filtered_left_TA,Smoothed_Filtered_left_RF,Smoothed_Filtered_left_VM,Smoothed_Filtered_left_MG
9.034,0.321581,0.250613,-13.2278,-0.171982,-0.220798,0.0547922,-0.298608,-0.0537141,F2,-0.0353969575449042,0.0284656024253951,-1.8942137733651483,-0.0559271535624266,0.003088003344897,0.065567729885212,-0.0983754718021219,0.1584661475525263,-0.0353969575449042,0.0284656024253951,-1.8942137733651483,-0.0559271535624266,0.003088003344897,0.065567729885212,-0.0983754718021219,0.1584661475525263
9.035,0.364479,0.257421,-13.7638,-0.274325,-0.254817,0.0441095,-0.318139,-0.0914065,0,0.005493563703604,0.0181908913511607,-2.1226069691161777,-0.1911349411162233,-0.0312853641969347,0.0289098564352213,-0.1297743129221979,0.1303066143754596,0.005493563703604,0.0181908913511607,-2.1226069691161777,-0.1911349411162233,-0.0312853641969347,0.0289098564352213,-0.1297743129221979,0.1303066143754596
9.036,0.434251,0.262251,-14.1473,-0.356501,-0.319702,0.0200928,-0.336642,-0.125079,0,0.0754923155260802,0.0078892784404803,-0.4796008969858567,-0.3053231939221514,-0.0942986295295269,-0.0124722925748642,-0.1602342047836576,0.1002662762638839,0.0754923155260802,0.0078892784404803,-0.4796008969858567,-0.3053231939221514,-0.0942986295295269,-0.0124722925748642,-0.1602342047836576,0.1002662762638839
9.037,0.495283,0.251799,-14.3868,-0.393545,-0.389988,0.00250767,-0.35897,-0.15923,0,0.1354472568120762,-0.0112390139449254,-0.1282613531718004,-0.3809583728450598,-0.1688466791152085,-0.0408412560936231,-0.1946439537553209,0.0583873991425963,0.1354472568120762,-0.0112390139449254,-0.1282613531718004,-0.3809583728450598,-0.1688466791152085,-0.0408412560936231,-0.1946439537553209,0.0583873991425963
9.038,0.547405,0.231742,-14.5211,-0.404001,-0.452164,0.00267213,-0.387855,-0.192052,0,0.1900416174342476,-0.03544964451963,0.98785975599952,-0.413971356134488,-0.2317984395882707,-0.0456801828253649,-0.2382897658335166,0.0202380211205958,0.1900416174342476,-0.03544964451963,0.98785975599952,-0.413971356134488,-0.2317984395882707,-0.0456801828253649,-0.2382897658335166,0.0202380211205958
9.039,0.565025,0.213437,-14.5591,-0.30701,-0.494639,0.0167177,-0.407158,-0.236869,0,0.2088563633447518,-0.0518202185968366,2.121639618891852,-0.3562351780440808,-0.28457301489363,-0.0297499701605971,-0.2689473595086977,-0.0392224733249526,0.2088563633447518,-0.0518202185968366,2.121639618891852,-0.3562351780440808,-0.28457301489363,-0.0297499701605971,-0.2689473595086977,-0.0392224733249526
9.04,0.547643,0.192486,-14.492,-0.212399,-0.498377,0.0362291,-0.384629,-0.28095,0,0.1968272215992525,-0.0659101325136766,2.3367384816427346,-0.2693987738860413,-0.2935528207180424,-0.0082681139798694,-0.2639198069236077,-0.0859219752990277,0.1968272215992525,-0.0659101325136766,2.3367384816427346,-0.2693987738860413,-0.2935528207180424,-0.0082681139798694,-0.2639198069236077,-0.0859219752990277
9.041,0.52772,0.161589,-14.3311,-0.211971,-0.435256,0.0553186,-0.285764,-0.294899,0,0.1820452632775063,-0.0871688297994177,4.556786712046391,-0.3057675724792011,-0.2468228125065751,0.0171504747279992,-0.1755547338211905,-0.1086491661127445,0.1820452632775063,-0.0871688297994177,4.556786712046391,-0.3057675724792011,-0.2468228125065751,0.0171504747279992,-0.1755547338211905,-0.1086491661127445
9.042,0.50279,0.152805,-14.1015,-0.189179,-0.341158,0.0674941,-0.181415,-0.315993,0,0.1661512915163029,-0.0828970749507678,3.568988631195466,-0.2769369603015729,-0.1621337613499945,0.0296430610796905,-0.091213682787599,-0.1196406694595595,0.1661512915163029,-0.0828970749507678,3.568988631195466,-0.2769369603015729,-0.1621337613499945,0.0296430610796905,-0.091213682787599,-0.1196406694595595
9.043,0.486361,0.156731,-13.8051,-0.0664643,-0.257218,0.0828065,-0.0909155,-0.326686,0,0.1599159708403795,-0.0680039663908888,6.999599441836638,-0.1887093329634011,-0.0982279823172443,0.0464846465544789,-0.0107370215369936,-0.1248569370268904,0.1599159708403795,-0.0680039663908888,6.999599441836638,-0.1887093329634011,-0.0982279823172443,0.0464846465544789,-0.0107370215369936,-0.1248569370268904
9.044,0.491422,0.152395,-13.449,0.144867,-0.179132,0.130425,0.0534882,-0.379252,0,0.1780156005614086,-0.0600739866254952,4.669473115392925,0.0351548404119228,-0.0314833672321331,0.0858997725828408,0.1119328588979038,-0.1519617745828947,0.1780156005614086,-0.0600739866254952,4.669473115392925,0.0351548404119228,-0.0314833672321331,0.0858997725828408,0.1119328588979038,-0.1519617745828947
9.045,0.460953,0.170688,-12.9826,0.466131,-0.0677436,0.160802,0.114118,-0.385863,0,0.1626644261797067,-0.0357344708917384,9.279989619212907,0.3217573901215356,0.0601878437797045,0.1077493095107954,0.1625581999629421,-0.13913077755382,0.1626644261797067,-0.0357344708917384,9.279989619212907,0.3217573901215356,0.0601878437797045,0.1077493095107954,0.1625581999629421,-0.13913077755382
9.046,0.398572,0.182052,-12.5368,0.37477,-0.0157458,0.180981,0.1686,-0.392392,0,0.1167510207126758,-0.0182106356051892,5.71029094086288,0.2389997398373194,0.1017366088570243,0.1099946209805317,0.1949971482650733,-0.1112593852024694,0.1167510207126758,-0.0182106356051892,5.71029094086288,0.2389997398373194,0.1017366088570243,0.1099946209805317,0.1949971482650733,-0.1112593852024694
9.047,0.35374,0.187293,-12.0563,0.290608,0.00731202,0.176559,0.216545,-0.404356,0,0.0904474120442269,-0.0143990276474781,10.961134733007608,0.1175648521078657,0.1090381510428927,0.0883821437050545,0.2327850846666021,-0.098319814709116,0.0904474120442269,-0.0143990276474781,10.961134733007608,0.1175648521078657,0.1090381510428927,0.0883821437050545,0.2327850846666021,-0.098319814709116
9.048,0.306583,0.188564,-11.5381,0.273541,0.00948976,0.162269,0.246332,-0.41866,0,0.061789716479914,-0.0138377970583051,6.536268179328983,0.0963118111138825,0.1034325496665699,0.0515457760026912,0.2420394122570325,-0.0815187473191666,0.061789716479914,-0.0138377970583051,6.536268179328983,0.0963118111138825,0.1034325496665699,0.0515457760026912,0.2420394122570325,-0.0815187473191666
9.049,0.256312,0.189888,-57.4271,0.255566,-0.000670156,0.148059,0.253755,-0.42765,0,0.0310712575399905,-0.0186874037560252,-34.60355810959242,0.0384837699925933,0.0831310380057468,0.0185017418249598,0.2394541994468586,-0.0720452894807738,0.0310712575399905,-0.0186874037560252,-2.8614875899744803,0.0384837699925933,0.0831310380057468,0.0185017418249598,0.2394541994468586,-0.0720452894807738
9.05,0.230622,0.189057,-50.028,0.197941,-0.0107376,0.125499,0.240347,-0.434698,0,0.0242935452025095,-0.0229223379429901,-32.490866027120305,-0.0391040692032112,0.0676975899415851,-0.0225616729633954,0.208813249811398,-0.0630248715582798,0.0242935452025095,-0.0229223379429901,-12.259243359277944,-0.0391040692032112,0.0676975899415851,-0.0225616729633954,0.208813249811398,-0.0630248715582798
9.051,0.226957,0.18844,-43.1835,0.171083,-0.0121254,0.10795,0.21682,-0.437049,0,0.0388930333195037,-0.0277104489550137,-21.656999128581408,-0.1045222942477399,0.060884203268117,-0.0519192310834697,0.1761166628784668,-0.0621834928273252,0.0388930333195037,-0.0277104489550137,-21.656999128581408,-0.1045222942477399,0.060884203268117,-0.0519192310834697,0.1761166628784668,-0.0621834928273252
9.052,0.223083,0.182991,-36.856,0.237534,0.000365413,0.0934252,0.206668,-0.434492,0,0.0532499673166381,-0.0324370642345421,-20.324710223053465,-0.069410490096604,0.0684470726387598,-0.0733588305811167,0.1532949538787312,-0.063835192476144,0.0532499673166381,-0.0324370642345421,-20.324710223053465,-0.069410490096604,0.0684470726387598,-0.0733588305811167,0.1532949538787312,-0.063835192476144
9.053,0.204807,0.162733,-31.039,0.361788,0.024716,0.0709792,0.198139,-0.43752,0,0.050592918197741,-0.0476088240702565,-11.856606387260834,0.024232253499364,0.0894271605346306,-0.0949978043858093,0.1372338088156037,-0.0800662011252181,0.050592918197741,-0.0476088240702565,-11.856606387260834,0.024232253499364,0.0894271605346306,-0.0949978043858093,0.1372338088156037,-0.0800662011252181
9.054,0.150817,0.127708,-25.7016,0.525468,0.0746581,0.0567596,0.186052,-0.441657,0,0.0140060395230863,-0.0720440975792701,-10.700576481128351,0.1548221284470766,0.1324982328662454,-0.1021057370318579,0.1174703305597367,-0.104905096404454,0.0140060395230863,-0.0720440975792701,-10.700576481128351,0.1548221284470766,0.1324982328662454,-0.1021057370318579,0.1174703305597367,-0.104905096404454
